effective_date,action,ticker,source
2026-05-02,add,ANURAS,wayback
2026-05-02,add,BELRISE,wayback
2026-05-02,add,CANHLIFE,wayback
2026-05-02,add,CARTRADE,wayback
2026-05-02,add,CEMPRO,wayback
2026-05-02,add,CPPLUS,wayback
2026-05-02,add,EMMVEE,wayback
2026-05-02,add,GABRIEL,wayback
2026-05-02,add,GALLANTT,wayback
2026-05-02,add,GROWW,wayback
2026-05-02,add,HDBFS,wayback
2026-05-02,add,ICICIAMC,wayback
2026-05-02,add,JAINREC,wayback
2026-05-02,add,JSWDULUX,wayback
2026-05-02,add,LENSKART,wayback
2026-05-02,add,LGEINDIA,wayback
2026-05-02,add,LTM,wayback
2026-05-02,add,MEESHO,wayback
2026-05-02,add,PARADEEP,wayback
2026-05-02,add,PINELABS,wayback
2026-05-02,add,PIRAMALFIN,wayback
2026-05-02,add,PWL,wayback
2026-05-02,add,SPLPETRO,wayback
2026-05-02,add,TATACAP,wayback
2026-05-02,add,TEGA,wayback
2026-05-02,add,TENNIND,wayback
2026-05-02,add,TMCV,wayback
2026-05-02,add,TRAVELFOOD,wayback
2026-05-02,add,URBANCO,wayback
2026-05-02,add,ZYDUSWELL,wayback
2026-05-02,remove,AGARWALEYE,wayback
2026-05-02,remove,AKUMS,wayback
2026-05-02,remove,AKZOINDIA,wayback
2026-05-02,remove,ALKYLAMINE,wayback
2026-05-02,remove,ALOKINDS,wayback
2026-05-02,remove,APLLTD,wayback
2026-05-02,remove,ASTRAZEN,wayback
2026-05-02,remove,BASF,wayback
2026-05-02,remove,CAMPUS,wayback
2026-05-02,remove,CENTURYPLY,wayback
2026-05-02,remove,CERA,wayback
2026-05-02,remove,DBREALTY,wayback
2026-05-02,remove,FINPIPE,wayback
2026-05-02,remove,GODREJAGRO,wayback
2026-05-02,remove,GUJGASLTD,wayback
2026-05-02,remove,HAPPSTMNDS,wayback
2026-05-02,remove,INOXINDIA,wayback
2026-05-02,remove,JYOTHYLAB,wayback
2026-05-02,remove,KIRLOSBROS,wayback
2026-05-02,remove,KSB,wayback
2026-05-02,remove,LTIM,wayback
2026-05-02,remove,MAHSCOOTER,wayback
2026-05-02,remove,MAHSEAMLES,wayback
2026-05-02,remove,MANYAVAR,wayback
2026-05-02,remove,METROPOLIS,wayback
2026-05-02,remove,PGHH,wayback
2026-05-02,remove,PRAJIND,wayback
2026-05-02,remove,RCF,wayback
2026-05-02,remove,RELINFRA,wayback
2026-05-02,remove,SUNDRMFAST,wayback
2026-05-02,remove,TRIVENI,wayback
2026-05-02,remove,VENTIVE,wayback
2026-05-02,remove,VGUARD,wayback
