ticker,signal_date,entry_date,exit_date,why,close_sig,st_line,ema200,pivot,atr14,entry_px,stop_px,target_px,exit_px,R,mfe_R,mae_R,held_d,stop_pct,gap_flag,pnl
SPARC,2017-10-30,2017-10-31,2017-11-16,stop,438.05,,343.49,380.8,23.22,430.0,391.6,506.79,391.6,-1.0,0.28,-1.04,12,8.9,False,-12814.0
HUDCO,2017-09-26,2017-09-27,2017-12-05,stop,57.51,,51.94,56.64,2.23,57.95,53.06,67.74,53.06,-1.0,0.58,-1.08,47,8.4,False,-11339.0
HONAUT,2017-11-15,2017-11-16,2017-12-12,target,17015.23,,12598.77,15289.5,501.7,17025.46,16011.83,19052.71,19052.71,2.0,4.48,-0.89,18,6.0,False,15134.0
SCHAEFFLER,2017-08-31,2017-09-01,2017-12-27,target,926.69,,813.03,881.94,33.35,936.09,859.99,1088.3,1088.3,2.0,2.26,-0.72,80,8.1,False,20073.0
JPPOWER,2017-09-07,2017-09-08,2018-01-01,target,7.1,,5.15,6.85,0.4,7.45,6.29,9.77,9.9,2.115,2.37,-0.86,78,15.5,False,41783.0
JPPOWER,2017-12-29,2018-01-01,2018-01-02,stop,9.45,,6.37,8.07,0.5,9.9,8.45,12.8,8.45,-1.0,0.0,-1.1,1,14.6,False,-21633.0
VTL,2017-11-09,2017-11-10,2018-01-03,target,236.84,,223.97,234.99,8.11,237.47,220.63,271.16,271.16,2.0,2.86,-0.62,37,7.1,False,18739.0
RNAVAL,2018-01-01,2018-01-02,2018-01-03,stop,17943.75,,14506.6,12132.08,1052.11,19250.0,15839.54,26070.92,15839.54,-1.0,0.0,-1.06,1,17.7,False,-26037.0
CEATLTD,2017-11-15,2017-11-16,2018-01-09,target,1611.53,,1486.72,1592.97,50.74,1625.95,1510.04,1857.76,1857.76,2.0,2.02,-0.55,37,7.1,False,18252.0
COFORGE,2017-12-11,2017-12-12,2018-01-11,target,117.0,,97.65,116.1,3.74,117.41,109.52,133.21,133.21,2.0,2.07,-0.95,21,6.7,False,17233.0
BPCL,2017-10-17,2017-10-18,2018-01-16,stop,147.63,,134.28,146.72,4.31,147.92,139.01,165.75,139.01,-1.0,1.22,-1.24,62,6.0,False,-8643.0
BAJAJHLDNG,2018-01-10,2018-01-11,2018-01-16,stop,2529.88,,2266.1,2524.67,51.75,2518.59,2426.38,2703.02,2426.38,-1.0,0.0,-1.12,3,3.7,False,-5991.0
EMAMILTD,2018-01-15,2018-01-16,2018-01-17,stop,554.34,,501.51,553.45,14.56,554.96,525.21,614.46,525.21,-1.0,0.0,-1.02,1,5.4,False,-8443.0
GUJFLUORO,2018-01-08,2018-01-09,2018-01-25,stop,899.7,,759.87,891.37,25.72,902.0,848.26,1009.48,848.26,-1.0,0.35,-1.14,12,6.0,False,-9264.0
KOTAKBANK,2017-09-28,2017-09-29,2018-01-29,target,200.0,,181.01,198.49,4.25,201.74,191.51,222.22,222.22,2.0,2.05,-0.61,82,5.1,False,12084.0
BANKBARODA,2018-01-24,2018-01-25,2018-01-29,stop,153.16,,138.55,149.33,5.22,153.54,142.71,175.21,142.71,-1.0,0.0,-1.39,1,7.1,False,-10690.0
INDIANB,2018-01-15,2018-01-16,2018-01-31,stop,321.78,,272.58,319.15,8.55,323.21,304.68,360.26,304.68,-1.0,1.0,-1.21,10,5.7,False,-8979.0
GRANULES,2017-12-26,2017-12-27,2018-02-01,stop,131.84,,123.22,127.47,3.97,133.38,123.91,152.31,123.91,-1.0,1.11,-1.34,25,7.1,False,-10542.0
OIL,2017-12-04,2017-12-05,2018-02-02,stop,101.57,,91.33,101.5,2.52,101.58,96.52,111.71,96.52,-1.0,1.55,-1.15,41,5.0,False,-7156.0
TATACHEM,2018-01-02,2018-01-03,2018-02-02,stop,253.35,,223.93,252.69,5.66,258.76,242.03,292.24,242.03,-1.0,0.75,-1.36,21,6.5,False,-9683.0
GET&D,2018-01-31,2018-02-01,2018-02-05,stop,431.6,,386.83,428.72,17.64,431.5,396.32,501.87,396.32,-1.0,0.0,-1.36,2,8.2,False,-11818.0
APOLLOHOSP,2018-02-01,2018-02-02,2018-02-05,stop,1188.5,,1122.29,1158.35,32.3,1180.12,1123.9,1292.54,1116.28,-1.136,0.0,-1.46,1,4.8,True,-8120.0
SHREECEM,2017-08-11,2017-08-14,2018-02-06,stop,16984.87,,16329.02,16829.39,551.89,17246.56,15881.08,19977.52,15696.34,-1.135,1.46,-1.51,120,7.9,True,-11163.0
PRESTIGE,2018-01-02,2018-01-03,2018-02-06,stop,311.86,,256.57,306.41,13.38,313.75,285.1,371.07,281.11,-1.139,1.13,-1.43,23,9.1,True,-15151.0
JMFINANCIL,2018-01-25,2018-01-29,2018-02-06,stop,137.26,,117.39,134.89,5.79,138.15,125.67,163.11,125.67,-1.0,0.64,-1.11,6,9.0,False,-13190.0
NAUKRI,2018-02-02,2018-02-05,2018-02-06,stop,266.14,,219.72,259.68,10.03,254.61,246.09,271.67,241.01,-1.596,0.0,-3.42,1,3.3,True,-7721.0
INDIGO,2018-02-05,2018-02-06,2018-02-07,target,1186.68,,1123.02,1169.56,37.95,1141.99,1110.77,1204.43,1204.43,2.0,2.12,0.0,1,2.7,False,6510.0
UBL,2018-01-17,2018-01-18,2018-02-09,stop,1100.29,,902.19,1066.36,45.76,1102.14,1008.77,1288.87,992.17,-1.178,1.15,-1.18,15,8.5,True,-14791.0
IOC,2018-01-30,2018-01-31,2018-02-09,stop,77.52,,73.46,74.47,1.74,78.57,74.04,87.62,74.04,-1.0,0.01,-1.13,7,5.8,False,-8532.0
KNRCON,2018-02-08,2018-02-09,2018-02-12,target,153.21,,123.04,153.03,6.85,148.49,139.51,166.45,166.45,2.0,2.18,0.0,1,6.0,False,15051.0
HFCL,2018-02-09,2018-02-12,2018-03-08,stop,30.16,,23.99,28.31,2.2,30.6,25.76,40.29,25.76,-1.0,0.05,-1.14,16,15.8,False,-21256.0
VRLLOG,2018-02-08,2018-02-09,2018-03-12,stop,190.71,,163.88,187.23,7.8,184.98,175.11,204.71,175.11,-1.0,0.88,-1.27,19,5.3,False,-7576.0
VIPIND,2018-02-06,2018-02-07,2018-03-14,stop,340.43,,261.33,338.2,17.21,344.05,306.01,420.12,306.01,-1.0,0.15,-1.0,23,11.1,False,-14870.0
NAVINFLUOR,2018-02-05,2018-02-06,2018-03-26,stop,752.56,,660.98,752.18,31.23,730.0,690.09,809.8,690.09,-1.0,1.84,-1.02,32,5.5,False,-7823.0
GSKCONS,2018-03-07,2018-03-08,2018-03-28,stop,6643.45,,5880.19,6616.25,193.86,6674.0,6255.73,7510.53,6255.73,-1.0,0.64,-1.72,14,6.3,False,-8408.0
GEPIL,2018-03-27,2018-03-28,2018-04-06,stop,937.55,,741.78,901.48,36.87,939.5,863.81,1090.88,863.81,-1.0,0.47,-1.0,5,8.1,False,-10617.0
TAKE,2017-11-14,2017-11-15,2018-04-09,target,157.31,,144.82,153.23,7.94,158.58,141.43,192.89,192.89,2.0,2.33,-0.76,97,10.8,False,28439.0
HDFCBANK,2018-04-06,2018-04-09,2018-04-23,stop,441.46,,410.41,438.81,6.8,440.41,427.85,465.51,427.85,-1.0,1.1,-1.07,10,2.9,False,-4130.0
LUXIND,2018-03-26,2018-03-27,2018-04-24,target,1635.41,,1349.14,1618.12,67.56,1657.34,1500.29,1971.45,1971.45,2.0,2.16,0.0,18,9.5,False,22672.0
BHARATFORG,2018-04-20,2018-04-23,2018-05-04,stop,720.31,,638.86,711.18,15.39,721.73,689.54,786.11,689.54,-1.0,0.6,-1.08,8,4.5,False,-6108.0
TV18BRDCST,2018-03-09,2018-03-12,2018-05-14,stop,62.8,,49.6,62.28,2.62,63.75,57.56,76.12,57.56,-1.0,1.14,-1.17,42,9.7,False,-12532.0
HEG,2018-03-13,2018-03-14,2018-05-16,target,488.19,,282.37,461.32,29.74,485.63,428.7,599.48,599.48,2.0,2.14,-0.89,42,11.7,False,28164.0
INTELLECT,2018-04-23,2018-04-24,2018-05-18,target,188.36,,153.14,185.15,6.72,189.79,174.91,219.54,219.54,2.0,2.11,-0.39,17,7.8,False,18635.0
SADBHAV,2018-02-06,2018-02-07,2018-05-21,stop,394.72,,333.5,394.21,19.45,399.62,355.83,487.21,355.83,-1.0,0.25,-1.11,68,11.0,False,-14746.0
3MINDIA,2018-04-05,2018-04-06,2018-05-21,stop,19173.4,,15564.61,18946.15,557.13,19204.38,18059.14,21494.86,18059.14,-1.0,0.38,-1.19,30,6.0,False,-8002.0
INOXLEISUR,2018-01-29,2018-01-30,2018-05-23,stop,273.95,,263.41,271.22,10.5,280.0,252.96,334.08,252.96,-1.0,1.71,-1.04,76,9.7,False,-14000.0
CROMPTON,2018-05-17,2018-05-18,2018-05-28,stop,231.69,,218.21,218.18,9.78,229.96,212.14,265.61,212.14,-1.0,0.08,-1.18,6,7.7,False,-10642.0
HFCL,2018-05-11,2018-05-14,2018-06-01,stop,26.87,,25.35,26.59,1.07,26.53,24.73,30.12,24.73,-1.0,0.33,-1.2,14,6.8,False,-9194.0
FCONSUMER,2018-05-22,2018-05-23,2018-06-05,stop,56.0,,55.92,54.9,2.59,55.6,50.83,65.15,50.83,-1.0,0.71,-1.05,9,8.6,False,-11439.0
GRINDWELL,2018-05-25,2018-05-28,2018-06-11,target,475.1,,450.58,468.26,14.57,475.65,445.95,535.06,535.06,2.0,2.43,-0.82,10,6.2,False,15124.0
SANOFI,2018-05-31,2018-06-01,2018-06-12,target,3592.79,,3357.37,3545.1,75.88,3558.31,3441.04,3792.85,3792.85,2.0,2.12,0.0,7,3.3,False,7680.0
GUJGASLTD,2018-02-02,2018-02-05,2018-06-19,stop,160.2,,152.39,159.78,5.69,156.91,148.82,173.09,148.82,-1.0,1.93,-1.21,91,5.2,False,-7472.0
FINCABLES,2018-05-22,2018-05-23,2018-06-19,stop,617.36,,590.42,615.64,13.99,611.79,589.37,656.64,589.37,-1.0,1.43,-1.28,19,3.7,False,-5245.0
GRINDWELL,2018-06-11,2018-06-12,2018-06-19,stop,510.97,,452.41,477.05,18.55,510.83,473.86,584.76,473.86,-1.0,0.0,-1.06,5,7.2,False,-9592.0
GSPL,2018-06-08,2018-06-11,2018-06-20,stop,190.6,,189.37,183.28,7.12,187.7,176.35,210.39,176.3,-1.005,0.19,-1.0,7,6.0,True,-8092.0
MINDTREE,2018-06-20,2018-06-21,2018-06-26,stop,996.2,,773.35,985.03,28.58,998.0,939.04,1115.91,939.04,-1.0,0.0,-1.38,3,5.9,False,-7789.0
GODREJCP,2018-05-15,2018-05-16,2018-06-27,target,674.18,,626.47,672.64,18.46,674.18,637.25,748.02,748.02,2.0,2.26,-0.27,30,5.5,False,13307.0
LTTS,2018-05-04,2018-05-07,2018-06-28,stop,1149.34,,961.31,1147.5,47.79,1150.51,1053.76,1344.01,1053.76,-1.0,0.91,-1.13,38,8.4,False,-11067.0
OFSS,2018-06-18,2018-06-19,2018-07-05,stop,2823.35,,2635.12,2820.71,86.26,2787.82,2650.84,3061.79,2650.84,-1.0,0.69,-1.23,12,4.9,False,-6621.0
HONAUT,2018-06-18,2018-06-19,2018-07-11,target,18121.89,,16470.23,18101.11,343.14,17954.44,17435.61,18992.09,18992.09,2.0,4.05,-0.12,16,2.9,False,6454.0
YESBANK,2018-06-04,2018-06-05,2018-07-12,target,338.31,,317.13,337.52,10.6,337.87,317.11,379.38,379.38,2.0,2.02,-0.72,27,6.1,False,14595.0
PVR,2018-06-28,2018-06-29,2018-07-13,stop,1358.68,,1324.93,1342.49,41.71,1367.22,1275.27,1551.12,1275.27,-1.0,0.25,-2.14,10,6.7,False,-8668.0
KANSAINER,2018-07-10,2018-07-11,2018-07-20,stop,310.88,,297.02,308.15,9.82,307.94,291.25,341.33,291.25,-1.0,0.11,-1.26,7,5.4,False,-7215.0
BATAINDIA,2018-06-18,2018-06-19,2018-07-23,target,758.86,,671.73,728.23,19.75,761.41,719.36,845.52,845.52,2.0,2.1,-0.05,24,5.5,False,12893.0
MINDTREE,2018-06-29,2018-07-02,2018-07-30,stop,986.9,,786.81,985.03,32.09,993.0,922.72,1133.55,922.72,-1.0,1.52,-1.16,20,7.1,False,-9163.0
GREAVESCOT,2018-07-04,2018-07-05,2018-07-30,target,125.6,,121.1,124.16,4.19,125.18,117.22,141.11,141.11,2.0,2.05,0.0,17,6.4,False,14523.0
PRSMJOHNSN,2018-07-27,2018-07-30,2018-08-01,stop,116.07,,110.07,111.54,5.76,116.91,104.56,141.61,104.56,-1.0,0.0,-1.14,2,10.6,False,-13607.0
SIS,2018-02-06,2018-02-07,2018-08-07,stop,575.24,,456.48,566.87,36.16,582.94,502.92,742.99,502.92,-1.0,1.2,-1.06,124,13.7,False,-18309.0
MERCK,2018-07-20,2018-07-23,2018-08-07,target,1675.04,,1296.36,1665.88,77.56,1655.82,1519.92,1927.62,1927.62,2.0,3.84,-0.22,11,8.2,False,19006.0
MERCK,2018-08-06,2018-08-07,2018-08-08,target,1814.74,,1339.39,1781.07,69.77,1814.74,1675.21,2093.81,2109.03,2.109,3.05,0.0,1,7.7,False,19391.0
APOLLOTYRE,2018-07-19,2018-07-20,2018-08-13,stop,250.09,,233.8,246.5,7.52,247.77,235.04,273.22,234.22,-1.064,1.57,-1.2,16,5.1,True,-7146.0
LALPATHLAB,2018-05-21,2018-05-22,2018-08-17,target,418.98,,412.51,412.19,14.14,422.16,390.7,485.07,485.07,2.0,2.62,-0.88,62,7.5,False,18192.0
RADICO,2018-07-31,2018-08-01,2018-08-17,stop,427.6,,330.1,407.37,18.72,429.16,390.15,507.18,390.15,-1.0,0.32,-1.15,11,9.1,False,-11713.0
ELGIEQUIP,2018-07-11,2018-07-12,2018-08-20,target,136.18,,129.73,133.45,4.16,135.94,127.87,152.08,152.08,2.0,2.04,-0.42,26,5.9,False,13942.0
CUB,2018-08-07,2018-08-08,2018-08-28,target,124.93,,115.91,122.47,3.03,125.4,118.88,138.44,138.44,2.0,2.17,-0.12,12,5.2,False,12494.0
INDUSINDBK,2018-07-12,2018-07-13,2018-09-04,stop,1851.51,,1688.09,1835.52,35.48,1849.93,1780.56,1988.68,1780.56,-1.0,1.51,-1.19,35,3.8,False,-5261.0
ZFCVINDIA,2018-08-27,2018-08-28,2018-09-05,stop,1197.53,,1160.57,1181.85,29.37,1209.01,1138.79,1349.46,1138.79,-1.0,0.12,-1.15,6,5.8,False,-8065.0
LTI,2018-09-04,2018-09-05,2018-09-07,target,1855.85,,1477.82,1797.13,66.11,1809.95,1723.63,1982.58,1982.58,2.0,2.0,0.0,2,4.8,False,11270.0
GODREJIND,2018-08-16,2018-08-17,2018-09-12,stop,609.05,,586.08,608.18,18.51,613.84,572.02,697.48,572.02,-1.0,0.85,-1.0,17,6.8,False,-9135.0
OFSS,2018-08-06,2018-08-07,2018-09-17,target,2748.15,,2649.44,2722.81,73.48,2759.54,2601.19,3076.24,3076.24,2.0,3.25,-0.29,26,5.7,False,13542.0
SOLARINDS,2018-07-27,2018-07-30,2018-09-18,stop,1131.34,,1037.83,1089.17,36.82,1133.45,1057.7,1284.94,1057.7,-1.0,1.83,-1.35,33,6.7,False,-8834.0
VBL,2018-08-10,2018-08-13,2018-09-21,stop,43.77,,38.17,43.41,1.65,43.92,40.47,50.81,40.47,-1.0,1.39,-1.21,25,7.8,False,-10426.0
FLFL,2018-08-27,2018-08-28,2018-09-21,stop,430.46,,394.01,424.13,17.45,432.65,395.56,506.83,395.56,-1.0,0.46,-1.1,16,8.6,False,-11599.0
JAICORPLTD,2018-09-14,2018-09-17,2018-09-21,stop,142.33,,135.34,142.02,6.51,141.44,129.32,165.69,129.32,-1.0,0.1,-2.7,3,8.6,False,-11414.0
SAIL,2018-09-14,2018-09-17,2018-09-21,stop,64.92,,64.01,64.31,2.33,64.38,60.27,72.61,60.27,-1.0,0.74,-1.33,3,6.4,False,-8665.0
LEMONTREE,2018-06-29,2018-07-02,2018-09-25,stop,76.85,,71.86,74.57,3.23,76.9,70.4,89.9,70.4,-1.0,1.44,-1.26,57,8.5,False,-10830.0
HEG,2018-09-21,2018-09-24,2018-09-25,stop,694.83,,537.41,683.94,28.19,694.83,638.45,807.59,638.45,-1.0,0.0,-1.49,1,8.1,False,-10276.0
PERSISTENT,2018-09-06,2018-09-07,2018-09-26,stop,390.67,,357.41,383.73,12.65,393.7,365.38,450.34,365.38,-1.0,1.01,-1.15,11,7.2,False,-9647.0
GRINDWELL,2018-09-25,2018-09-26,2018-09-27,stop,479.44,,467.41,476.65,15.17,479.21,449.1,539.43,449.1,-1.0,0.0,-1.05,1,6.3,False,-7930.0
SAIL,2018-09-19,2018-09-21,2018-09-28,stop,64.55,,64.02,64.31,2.4,65.17,59.74,76.04,59.74,-1.0,0.0,-1.57,5,8.3,False,-10890.0
INDHOTEL,2018-09-28,2018-10-01,2018-10-03,stop,129.15,,122.05,123.05,4.14,131.79,120.87,153.63,120.87,-1.0,0.0,-1.36,1,8.3,False,-10227.0
GAIL,2018-09-06,2018-09-07,2018-10-05,stop,87.62,,82.12,87.08,3.14,88.42,81.35,102.57,81.35,-1.0,0.87,-2.5,17,8.0,False,-10659.0
LUPIN,2018-08-17,2018-08-20,2018-10-08,stop,847.04,,838.54,819.44,27.52,847.76,792.01,959.27,792.01,-1.0,1.79,-1.1,31,6.6,False,-8860.0
SCHAEFFLER,2018-09-26,2018-09-27,2018-10-08,stop,1005.66,,992.02,1002.53,29.48,999.12,946.7,1103.95,946.7,-1.0,0.74,-1.36,6,5.2,False,-6707.0
HINDZINC,2018-10-03,2018-10-04,2018-10-08,stop,148.53,,147.33,147.18,5.88,147.26,136.77,168.25,136.77,-1.0,0.0,-1.34,2,7.1,False,-8814.0
CYIENT,2018-08-16,2018-08-17,2018-10-09,stop,601.57,,544.6,599.98,19.08,606.05,563.41,691.32,563.41,-1.0,1.59,-1.28,33,7.0,False,-9413.0
GILLETTE,2018-10-03,2018-10-04,2018-10-09,stop,5948.28,,5713.31,5855.33,154.97,5913.12,5638.34,6462.68,5638.34,-1.0,0.02,-1.08,3,4.6,False,-5949.0
LTI,2018-10-10,2018-10-11,2018-10-23,stop,1794.85,,1557.49,1790.42,84.07,1730.0,1626.71,1936.58,1626.71,-1.0,1.35,-1.0,7,6.0,False,-7094.0
BAYERCROP,2018-10-01,2018-10-03,2018-10-24,stop,3760.45,,3728.28,3696.61,142.37,3740.01,3475.71,4268.62,3475.71,-1.0,0.15,-1.83,14,7.1,False,-8734.0
NTPC,2018-10-10,2018-10-11,2018-10-26,stop,101.87,,100.8,101.6,2.85,100.42,96.18,108.89,96.18,-1.0,0.86,-1.05,10,4.2,False,-5175.0
ADANIPOWER,2018-10-15,2018-10-16,2018-11-01,target,6.97,,5.54,6.62,0.57,7.06,5.82,9.54,9.54,2.0,2.68,-0.48,11,17.5,False,38396.0
GUJFLUORO,2018-10-03,2018-10-04,2018-11-13,target,810.55,,789.64,792.57,36.97,798.5,736.62,922.27,922.27,2.0,2.11,-0.6,26,7.7,False,17332.0
TECHM,2018-10-31,2018-11-01,2018-11-21,stop,575.76,,501.03,572.35,22.6,578.16,530.55,673.37,530.55,-1.0,0.0,-1.02,13,8.2,False,-9608.0
INTELLECT,2018-10-29,2018-10-30,2018-11-28,stop,253.26,,197.74,245.61,16.59,252.67,220.09,317.83,220.09,-1.0,0.72,-1.13,19,12.9,False,-14650.0
AEGISLOG,2018-10-22,2018-10-23,2018-11-30,stop,214.83,,213.38,212.31,10.2,216.36,194.44,260.19,194.44,-1.0,0.0,-1.18,26,10.1,False,-11443.0
NLCINDIA,2018-10-10,2018-10-11,2018-12-07,stop,57.93,,57.78,54.63,2.18,57.22,53.57,64.53,53.57,-1.0,0.85,-1.26,38,6.4,False,-7544.0
ITI,2018-11-20,2018-11-21,2018-12-07,stop,97.95,,96.19,92.22,5.56,96.0,86.83,114.34,86.83,-1.0,0.61,-1.07,11,9.6,False,-11266.0
RADICO,2018-11-12,2018-11-13,2018-12-10,stop,401.77,,356.81,388.56,19.06,398.93,363.65,469.48,363.65,-1.0,1.31,-1.17,18,8.8,False,-10468.0
TRIDENT,2018-10-15,2018-10-16,2018-12-11,stop,5.7,,5.4,5.32,0.29,5.85,5.11,7.34,5.11,-1.0,0.23,-1.01,37,12.7,False,-14631.0
NAVINFLUOR,2018-11-27,2018-11-28,2018-12-11,stop,694.4,,658.49,683.74,24.81,698.85,644.78,806.99,644.78,-1.0,0.04,-1.21,9,7.7,False,-9075.0
UBL,2018-12-06,2018-12-07,2018-12-19,target,1194.63,,1151.93,1191.02,37.78,1198.23,1119.06,1356.56,1356.56,2.0,2.24,-0.55,8,6.6,False,13562.0
DABUR,2018-12-07,2018-12-10,2018-12-19,target,385.16,,362.96,375.27,11.9,381.74,361.35,422.51,422.51,2.0,2.34,-0.54,7,5.3,False,10783.0
TCS,2018-12-11,2018-12-12,2018-12-21,stop,1640.74,,1493.58,1639.01,39.75,1641.64,1561.25,1802.44,1561.25,-1.0,0.29,-1.17,7,4.9,False,-5573.0
HEG,2018-10-11,2018-10-12,2018-12-24,stop,723.53,,545.67,718.84,46.63,742.2,630.27,966.06,630.27,-1.0,0.98,-1.01,48,15.1,False,-17035.0
LEMONTREE,2018-12-28,2018-12-31,2019-01-04,stop,74.8,,71.99,69.15,2.83,75.45,69.13,88.08,69.05,-1.013,0.02,-1.08,4,8.4,True,-9491.0
EXIDEIND,2018-12-12,2018-12-13,2019-01-21,stop,244.33,,234.23,240.41,7.5,245.03,229.34,276.42,229.34,-1.0,0.7,-1.14,26,6.4,False,-7246.0
JYOTHYLAB,2018-12-19,2018-12-20,2019-01-24,stop,178.24,,174.25,173.81,6.62,177.14,165.0,201.41,165.0,-1.0,1.5,-1.55,24,6.9,False,-7902.0
AIAENG,2018-12-27,2018-12-28,2019-01-28,stop,1620.07,,1539.66,1578.4,53.83,1609.1,1512.42,1802.45,1512.42,-1.0,0.46,-1.18,21,6.0,False,-6842.0
BALRAMCHIN,2019-01-03,2019-01-04,2019-01-28,stop,98.49,,87.33,96.68,3.57,98.81,91.36,113.72,91.36,-1.0,0.84,-1.22,16,7.5,False,-8349.0
CARBORUNIV,2019-01-23,2019-01-24,2019-02-05,stop,347.43,,342.61,347.11,7.65,347.68,332.13,378.76,332.13,-1.0,0.17,-1.17,8,4.5,False,-5207.0
CCL,2019-01-18,2019-01-21,2019-02-18,stop,250.56,,250.0,244.32,5.15,250.24,240.26,270.2,240.26,-1.0,1.64,-1.38,19,4.0,False,-4710.0
PIDILITIND,2019-01-29,2019-01-30,2019-02-18,stop,534.6,,512.7,533.88,14.37,531.77,505.87,583.58,505.87,-1.0,1.27,-1.0,12,4.9,False,-5440.0
TORNTPOWER,2018-10-31,2018-11-01,2019-02-22,stop,212.5,,195.33,195.24,11.01,213.49,190.48,259.51,190.48,-1.0,0.64,-1.01,77,10.8,False,-12407.0
ICICIGI,2019-01-29,2019-01-30,2019-02-25,target,793.16,,771.05,789.57,26.59,791.54,739.98,894.68,894.68,2.0,2.03,0.0,17,6.5,False,12685.0
KOTAKBANK,2019-02-04,2019-02-05,2019-02-27,stop,253.24,,239.26,250.38,5.9,254.0,241.45,279.1,241.45,-1.0,0.62,-1.03,15,4.9,False,-5595.0
KPIL,2019-02-25,2019-02-26,2019-02-28,target,341.75,,339.44,338.45,13.36,334.58,315.04,373.65,373.65,2.0,2.06,0.0,2,5.8,False,11194.0
MERCK,2018-12-18,2018-12-19,2019-03-06,target,2226.51,,1822.31,2181.88,74.8,2254.91,2076.91,2610.91,2610.91,2.0,2.01,-0.89,52,7.9,False,16261.0
KPIL,2019-02-27,2019-02-28,2019-03-14,target,356.47,,339.58,338.45,14.15,355.56,328.17,410.33,410.33,2.0,2.06,-0.03,9,7.7,False,15159.0
KNRCON,2019-03-05,2019-03-06,2019-03-19,target,108.81,,107.64,105.24,3.59,111.61,101.63,131.58,131.58,2.0,2.08,0.0,9,8.9,False,18011.0
SBIN,2019-03-13,2019-03-14,2019-03-28,target,265.71,,254.65,265.18,5.76,266.93,254.18,292.42,292.42,2.0,3.21,-0.16,9,4.8,False,9653.0
SKFINDIA,2018-10-25,2018-10-26,2019-04-01,target,1580.47,,1517.34,1549.95,49.08,1580.11,1482.31,1775.71,1810.64,2.357,2.5,-0.17,104,6.2,False,14939.0
SBILIFE,2019-03-27,2019-03-28,2019-04-01,stop,609.21,,604.66,602.2,17.01,610.49,575.18,681.11,575.18,-1.0,0.0,-1.02,1,5.8,False,-6722.0
SONATSOFTW,2018-12-06,2018-12-07,2019-04-03,target,96.13,,95.31,95.45,3.87,96.14,88.38,111.66,111.66,2.0,2.09,-0.7,78,8.1,False,16682.0
CORPBANK,2019-02-21,2019-02-22,2019-04-12,stop,30.05,,28.36,28.02,1.18,30.4,27.69,35.83,27.69,-1.0,0.74,-1.01,33,8.9,False,-9443.0
DMART,2019-04-08,2019-04-09,2019-04-16,stop,1481.85,,1443.99,1452.75,35.13,1484.0,1411.59,1628.82,1411.59,-1.0,0.63,-1.23,5,4.9,False,-5767.0
ZFCVINDIA,2019-04-01,2019-04-02,2019-04-22,stop,1096.35,,1090.69,1077.02,31.9,1105.0,1032.55,1249.9,1032.55,-1.0,0.0,-1.0,12,6.6,False,-7669.0
COFFEEDAY,2019-02-15,2019-02-18,2019-04-30,stop,281.5,,274.77,270.93,10.78,280.75,259.95,322.36,259.95,-1.0,1.79,-1.13,45,7.4,False,-8077.0
APOLLOHOSP,2019-04-01,2019-04-02,2019-05-02,stop,1243.81,,1142.61,1169.8,40.72,1243.32,1162.37,1405.22,1162.37,-1.0,0.31,-1.39,18,6.5,False,-7619.0
COFORGE,2019-04-26,2019-04-30,2019-05-03,stop,241.95,,220.0,240.32,4.26,242.13,233.43,259.53,233.43,-1.0,0.0,-1.41,2,3.6,False,-4335.0
HINDUNILVR,2019-04-30,2019-05-02,2019-05-03,stop,1552.97,,1478.7,1501.81,20.29,1551.91,1512.38,1630.96,1512.38,-1.0,0.0,-1.67,1,2.5,False,-3192.0
