ticker,signal_date,entry_date,exit_date,why,close_sig,st_line,ema200,pivot,atr14,entry_px,stop_px,target_px,exit_px,R,mfe_R,mae_R,held_d,stop_pct,gap_flag,pnl
TATAMTRDVR,2020-01-09,2020-01-10,2020-02-03,stop,79.45,,78.36,75.15,3.19,79.75,73.07,93.12,67.9,-1.773,0.67,-1.98,16,8.4,True,-18104.0
NIACL,2020-01-13,2020-01-14,2020-02-03,stop,151.78,,145.04,150.17,6.68,152.56,138.43,180.82,135.32,-1.22,0.96,-1.49,14,9.3,True,-14136.0
ZYDUSWELL,2020-01-31,2020-02-03,2020-02-04,target,294.68,,289.71,285.57,8.18,284.83,278.33,297.84,301.53,2.567,2.72,0.0,1,2.3,False,6634.0
3MINDIA,2020-01-31,2020-02-03,2020-02-04,target,21349.64,,20146.08,19965.41,545.78,20661.01,20258.07,21466.89,21466.89,2.0,3.28,0.0,1,2.0,False,4207.0
TITAN,2020-01-31,2020-02-03,2020-02-04,target,1165.07,,1129.11,1163.83,22.29,1147.66,1120.5,1201.98,1201.98,2.0,4.25,0.0,1,2.4,False,5237.0
BAJAJ-AUTO,2020-02-03,2020-02-04,2020-02-06,stop,2710.65,,2467.34,2644.61,56.05,2698.68,2598.55,2898.94,2598.55,-1.0,0.0,-1.06,2,3.7,False,-5080.0
PGHL,2020-01-31,2020-02-03,2020-02-12,stop,3640.1,,3344.31,3469.11,82.04,3554.2,3476.02,3710.57,3476.02,-1.0,1.61,-1.36,7,2.2,False,-3343.0
CGCL,2020-02-03,2020-02-04,2020-02-14,target,186.95,,169.94,184.84,7.44,186.76,172.07,216.13,216.13,2.0,2.06,0.0,8,7.9,False,18363.0
CREDITACC,2020-01-10,2020-01-13,2020-02-18,target,765.83,,616.1,756.01,24.08,773.86,717.68,886.24,886.24,2.0,2.14,-0.6,26,7.3,False,16595.0
PGHH,2020-02-03,2020-02-04,2020-02-20,stop,10535.05,,9892.52,10370.64,246.51,10535.23,10042.02,11521.65,10042.02,-1.0,0.35,-1.01,12,4.7,False,-6252.0
HATHWAY,2020-02-18,2020-02-19,2020-02-25,stop,23.1,,22.45,20.33,1.13,24.25,20.84,31.07,20.84,-1.0,0.13,-1.03,3,14.1,False,-18410.0
TATASTLBSL,2020-02-11,2020-02-12,2020-02-26,stop,28.25,,27.69,28.18,1.05,28.4,26.15,32.9,26.15,-1.0,0.07,-1.27,9,7.9,False,-10633.0
LEMONTREE,2020-02-24,2020-02-25,2020-02-26,stop,62.95,,60.99,62.65,2.34,62.55,58.27,71.11,58.0,-1.063,0.0,-2.09,1,6.8,True,-9731.0
SUNDARMFIN,2020-01-28,2020-01-29,2020-02-28,stop,1566.83,,1499.22,1551.28,33.95,1570.05,1498.94,1712.27,1498.94,-1.0,1.66,-1.57,21,4.5,False,-6271.0
ICRA,2020-02-13,2020-02-14,2020-03-02,stop,2789.1,,2705.37,2772.53,99.09,2789.1,2590.92,3185.48,2590.92,-1.0,0.46,-1.13,10,7.1,False,-9652.0
BDL,2020-02-27,2020-02-28,2020-03-02,stop,145.77,,136.24,139.67,7.77,133.79,130.24,140.9,130.24,-1.0,0.0,-3.55,1,2.7,False,-3849.0
KOTAKBANK,2020-02-27,2020-02-28,2020-03-02,stop,335.15,,311.42,333.23,6.33,329.6,322.48,343.84,322.48,-1.0,0.0,-1.98,1,2.2,False,-3244.0
VESUVIUS,2020-02-18,2020-02-19,2020-03-06,stop,108.42,,104.84,107.61,3.21,108.16,102.01,120.47,96.95,-1.823,1.67,-1.82,11,5.7,True,-13747.0
CANFINHOME,2020-01-21,2020-01-22,2020-03-09,stop,441.34,,357.55,383.42,14.56,447.68,412.22,518.6,412.22,-1.0,1.31,-1.45,32,7.9,False,-10326.0
AIAENG,2020-01-21,2020-01-22,2020-03-09,stop,1724.35,,1606.81,1629.51,45.75,1734.12,1632.84,1936.68,1632.84,-1.0,1.81,-1.03,32,5.8,False,-7775.0
ASTRAZEN,2020-03-02,2020-03-03,2020-03-09,stop,2614.14,,2322.72,2598.62,112.42,2634.98,2389.3,3126.32,2389.3,-1.0,0.22,-1.09,4,9.3,False,-11611.0
LALPATHLAB,2020-03-04,2020-03-05,2020-03-09,stop,816.98,,674.01,803.28,29.61,820.73,757.76,946.67,757.76,-1.0,0.0,-1.18,2,7.7,False,-9707.0
LTTS,2020-03-06,2020-03-09,2020-03-11,stop,1525.99,,1459.04,1518.4,51.21,1497.06,1423.57,1644.05,1423.57,-1.0,0.0,-1.46,1,4.9,False,-6304.0
IIFLWAM,2020-01-17,2020-01-20,2020-03-12,stop,277.77,,252.08,264.1,13.99,282.48,249.78,347.9,249.78,-1.0,1.86,-1.28,36,11.6,False,-14903.0
BIOCON,2020-02-05,2020-02-06,2020-03-12,stop,292.27,,269.47,288.35,9.77,292.52,272.73,332.1,272.73,-1.0,1.4,-1.41,23,6.8,False,-8913.0
SPANDANA,2020-03-02,2020-03-03,2020-03-12,stop,1082.35,,1027.63,1066.53,55.79,1075.15,970.78,1283.9,970.0,-1.007,0.53,-1.67,6,9.7,True,-12151.0
BASF,2020-03-04,2020-03-05,2020-03-12,stop,1126.29,,1061.64,998.05,65.92,1154.49,994.45,1474.57,994.45,-1.0,0.15,-1.61,4,13.9,False,-17059.0
ALLCARGO,2020-03-05,2020-03-06,2020-03-12,stop,24.78,,23.24,24.77,1.08,24.14,22.62,27.19,21.93,-1.453,0.0,-1.45,3,6.3,True,-11529.0
ASTRAZEN,2020-03-06,2020-03-09,2020-03-12,stop,2619.85,,2334.18,2598.62,116.1,2577.05,2387.65,2955.85,2324.86,-1.332,0.0,-2.94,2,7.3,True,-11987.0
GARFIBRES,2020-03-11,2020-03-12,2020-03-13,stop,278.36,,242.55,275.39,18.26,255.32,241.84,282.3,230.18,-1.864,0.0,-3.15,1,5.3,True,-11300.0
BASF,2020-03-13,2020-03-16,2020-03-19,stop,1071.46,,1062.38,998.05,85.53,1004.41,900.4,1212.42,900.4,-1.0,0.81,-1.1,3,10.4,False,-11212.0
ZYDUSLIFE,2020-03-20,2020-03-23,2020-04-09,target,272.27,,251.74,253.28,17.78,277.82,236.71,360.05,360.05,2.0,2.02,-0.95,11,14.8,False,29724.0
DRREDDY,2020-03-31,2020-04-01,2020-04-13,target,600.97,,550.13,590.38,34.82,600.81,531.32,739.8,739.8,2.0,2.04,-0.26,5,11.6,False,23007.0
DMART,2020-04-09,2020-04-13,2020-04-16,stop,2392.65,,1878.47,2321.65,121.92,2320.0,2148.81,2662.39,2148.81,-1.0,0.0,-1.26,2,7.4,False,-8542.0
APLLTD,2020-04-08,2020-04-09,2020-04-27,target,601.65,,522.59,591.0,46.19,598.69,509.28,777.53,777.53,2.0,2.11,-0.4,10,14.9,False,31278.0
HINDUNILVR,2020-04-07,2020-04-08,2020-04-30,stop,2187.05,,1781.83,1955.41,126.74,2175.51,1933.57,2659.38,1933.57,-1.0,0.35,-1.01,14,11.1,False,-12228.0
DMART,2020-04-29,2020-04-30,2020-05-06,stop,2344.35,,1922.33,2321.65,100.42,2349.0,2143.51,2759.97,2143.51,-1.0,0.0,-1.08,3,8.7,False,-10483.0
ASTRAZEN,2020-04-07,2020-04-08,2020-06-16,target,2653.54,,2317.94,2605.0,204.69,2659.8,2244.16,3491.09,3491.09,2.0,2.07,-0.38,45,15.6,False,32355.0
BIOCON,2020-04-07,2020-04-08,2020-06-18,target,315.09,,275.24,293.48,18.13,319.15,278.83,399.79,399.79,2.0,2.02,-0.04,47,12.6,False,26058.0
GRANULES,2020-04-08,2020-04-09,2020-07-13,target,169.04,,127.34,158.26,14.03,172.42,140.98,235.29,235.29,2.0,2.15,-0.7,63,18.2,False,38301.0
SUNPHARMA,2020-04-07,2020-04-08,2020-07-31,target,393.04,,390.88,370.72,26.54,394.6,339.96,503.88,503.88,2.0,2.1,0.0,78,13.8,False,28611.0
FDC,2020-04-15,2020-04-16,2020-08-03,target,235.56,,197.25,234.39,18.32,236.74,198.93,312.36,312.36,2.0,2.14,-0.4,75,16.0,False,33909.0
PFIZER,2020-07-31,2020-08-03,2020-08-10,target,3996.34,,3634.89,3769.45,95.79,4012.46,3804.77,4427.84,4427.84,2.0,2.22,0.0,5,5.2,False,11946.0
AARTIIND,2020-07-31,2020-08-03,2020-08-20,target,486.9,,443.52,456.88,12.98,488.67,460.95,544.13,544.13,2.0,2.74,-0.21,13,5.7,False,13154.0
HFCL,2020-08-07,2020-08-10,2020-08-21,target,14.16,,14.05,14.0,0.72,14.26,12.72,17.33,17.33,2.0,2.58,0.0,9,10.8,False,26666.0
INGERRAND,2020-08-19,2020-08-20,2020-08-21,stop,631.19,,568.73,583.1,16.56,630.41,598.07,695.08,598.07,-1.0,0.0,-1.46,1,5.1,False,-7336.0
AIAENG,2020-07-10,2020-07-13,2020-08-27,target,1600.86,,1583.81,1598.59,54.29,1608.89,1492.28,1842.11,1842.11,2.0,2.07,-0.5,33,7.2,False,16292.0
CESC,2020-08-20,2020-08-21,2020-08-31,stop,48.34,,47.78,47.05,1.59,48.66,45.16,55.67,45.16,-1.0,0.56,-1.0,6,7.2,False,-9972.0
SUMICHEM,2020-08-21,2020-08-24,2020-08-31,stop,280.12,,236.41,274.79,8.91,282.85,262.31,323.93,262.31,-1.0,0.18,-1.15,5,7.3,False,-10177.0
JCHAC,2020-08-26,2020-08-27,2020-08-31,stop,2395.35,,2183.93,2379.25,77.99,2425.0,2239.37,2796.27,2239.37,-1.0,0.0,-1.69,2,7.7,False,-10871.0
IDEA,2020-08-28,2020-08-31,2020-09-01,stop,10.1,,7.86,9.73,0.6,10.5,8.9,13.7,8.9,-1.0,0.28,-1.78,1,15.2,False,-20543.0
IRCON,2020-06-18,2020-06-19,2020-09-07,stop,37.35,,33.58,34.85,1.75,37.95,33.85,46.16,33.85,-1.0,1.15,-1.03,56,10.8,False,-13000.0
MIDHANI,2020-06-18,2020-06-19,2020-09-09,stop,201.44,,166.2,195.38,9.35,202.24,182.74,241.23,182.74,-1.0,1.01,-1.25,58,9.6,False,-11658.0
PGHL,2020-04-07,2020-04-08,2020-09-14,target,3561.77,,3294.55,3324.03,215.72,3558.32,3130.34,4414.28,4414.28,2.0,2.2,-0.99,109,12.0,False,24782.0
BSE,2020-09-01,2020-09-02,2020-09-15,target,52.59,,47.97,52.16,1.66,52.94,49.28,60.25,60.25,2.0,2.58,0.0,9,6.9,False,16456.0
DMART,2020-08-31,2020-09-01,2020-09-18,stop,2251.25,,2110.81,2134.58,70.42,2244.0,2110.41,2511.17,2110.41,-1.0,0.93,-1.05,13,6.0,False,-8095.0
NFL,2020-09-14,2020-09-15,2020-09-21,stop,35.19,,28.62,34.95,1.39,35.47,32.41,41.59,32.41,-1.0,0.73,-1.25,4,8.6,False,-11581.0
RELAXO,2020-08-31,2020-09-01,2020-09-22,stop,644.15,,603.56,605.5,15.96,641.21,612.24,699.14,612.24,-1.0,1.38,-1.44,15,4.5,False,-6295.0
JCHAC,2020-09-08,2020-09-09,2020-09-22,stop,2239.15,,2183.84,2134.4,89.96,2258.0,2059.24,2655.52,2059.24,-1.0,0.46,-1.17,9,8.8,False,-11408.0
IRCTC,2020-09-18,2020-09-21,2020-09-22,stop,268.0,,238.69,262.9,6.94,271.75,254.11,307.01,254.11,-1.0,0.0,-1.03,1,6.5,False,-8929.0
EIDPARRY,2020-09-22,2020-09-23,2020-10-14,stop,273.97,,222.82,273.32,12.76,275.97,248.45,331.01,248.45,-1.0,0.06,-1.03,14,10.0,False,-12785.0
FORTIS,2020-09-17,2020-09-18,2020-10-15,stop,133.86,,131.38,132.17,3.59,134.15,126.67,149.12,126.67,-1.0,1.02,-1.18,18,5.6,False,-7829.0
WOCKPHARMA,2020-10-13,2020-10-14,2020-10-27,stop,286.87,,265.82,286.32,12.24,286.41,262.4,334.44,262.4,-1.0,0.1,-1.02,9,8.4,False,-10909.0
INDIACEM,2020-09-23,2020-09-24,2020-11-18,target,116.92,,107.03,115.63,5.75,115.29,105.43,135.0,135.0,2.0,2.07,-0.38,38,8.5,False,20164.0
BLUESTARCO,2020-10-14,2020-10-15,2020-11-19,target,302.34,,293.47,296.61,13.17,302.34,275.99,355.03,355.03,2.0,2.11,-0.32,25,8.7,False,20732.0
GRINDWELL,2020-11-18,2020-11-19,2020-12-04,target,549.32,,512.91,543.62,17.28,551.49,514.76,624.96,624.96,2.0,2.18,0.0,10,6.7,False,15955.0
POLYCAB,2020-10-26,2020-10-27,2020-12-16,target,926.47,,795.83,854.09,27.95,919.6,870.58,1017.64,1017.64,2.0,2.17,-0.97,35,5.3,False,12451.0
PIDILITIND,2020-05-06,2020-05-07,2020-12-18,target,698.27,,676.35,690.57,36.43,699.95,625.41,849.05,849.05,2.0,2.02,-0.83,158,10.7,False,22973.0
LUPIN,2020-12-17,2020-12-18,2020-12-21,stop,944.98,,873.73,942.04,23.3,947.37,898.37,1045.35,898.37,-1.0,0.37,-1.95,1,5.2,False,-7550.0
MPHASIS,2020-12-21,2020-12-22,2020-12-23,target,1245.45,,1017.78,1232.59,35.97,1240.03,1173.52,1373.06,1373.06,2.0,3.29,0.0,1,5.4,False,13320.0
OFSS,2020-09-04,2020-09-07,2021-01-05,target,2252.2,,2057.54,2239.1,61.78,2281.85,2128.63,2588.3,2588.3,2.0,2.21,-0.69,83,6.7,False,16057.0
GALAXYSURF,2020-11-17,2020-11-18,2021-01-07,target,1868.49,,1545.68,1799.28,73.97,1872.71,1720.55,2177.03,2177.03,2.0,2.11,-0.88,34,8.1,False,19527.0
MANAPPURAM,2021-01-04,2021-01-05,2021-01-18,stop,154.7,,140.11,153.95,4.59,153.89,145.51,170.65,145.51,-1.0,0.71,-1.07,9,5.4,False,-8420.0
SIS,2021-01-06,2021-01-07,2021-01-27,stop,416.52,,396.82,410.2,16.97,420.49,382.59,496.29,382.22,-1.01,0.06,-1.14,13,9.0,True,-13611.0
ORIENTELEC,2021-01-15,2021-01-18,2021-02-01,target,224.25,,196.77,219.1,9.5,226.47,205.26,268.88,268.88,2.0,2.01,-0.3,9,9.4,False,25354.0
LALPATHLAB,2020-12-15,2020-12-16,2021-02-02,target,1044.27,,899.26,1041.91,32.76,1046.67,978.75,1182.51,1182.51,2.0,2.22,-0.52,32,6.5,False,16583.0
AJANTPHARM,2020-04-24,2020-04-27,2021-02-03,target,904.34,,718.13,834.05,63.21,906.84,777.92,1164.69,1164.69,2.0,2.15,-0.57,196,14.2,False,31047.0
REDINGTON,2020-12-22,2020-12-23,2021-02-03,target,55.54,,47.12,53.39,2.3,55.73,50.95,65.29,65.29,2.0,2.1,-0.23,28,8.6,False,21900.0
SUNDARMFIN,2021-02-02,2021-02-03,2021-02-09,target,1805.18,,1488.38,1730.43,67.6,1813.87,1669.99,2101.63,2101.63,2.0,3.09,-0.36,4,7.9,False,21686.0
NATCOPHARM,2020-12-03,2020-12-04,2021-02-11,stop,885.35,,737.98,877.19,27.12,886.61,831.11,997.6,831.11,-1.0,1.32,-1.07,47,6.3,False,-8718.0
TTKPRESTIG,2021-02-10,2021-02-11,2021-03-02,target,670.92,,559.93,581.54,24.75,667.7,621.42,760.25,760.25,2.0,2.47,0.0,13,6.9,False,19339.0
BALMLAWRIE,2021-03-01,2021-03-02,2021-03-04,target,99.55,,87.82,96.2,3.53,101.49,92.5,119.48,119.48,2.0,2.14,-0.19,2,8.9,False,24236.0
SPARC,2020-09-22,2020-09-23,2021-03-17,stop,172.85,,162.22,171.02,8.1,174.45,156.65,210.05,156.65,-1.0,1.98,-1.06,120,10.2,False,-13067.0
TAKE,2021-03-03,2021-03-04,2021-03-17,stop,58.05,,56.06,57.38,2.72,57.2,52.62,66.36,52.62,-1.0,0.72,-1.03,8,8.0,False,-12182.0
AKZOINDIA,2021-03-16,2021-03-17,2021-03-18,stop,2402.6,,2137.86,2323.75,65.54,2415.0,2271.52,2701.96,2271.52,-1.0,0.0,-1.14,1,5.9,False,-9344.0
DHANUKA,2021-01-29,2021-02-01,2021-03-24,stop,712.98,,666.07,709.31,23.33,721.62,666.33,832.19,666.33,-1.0,0.89,-1.01,36,7.7,False,-11130.0
LALPATHLAB,2021-02-01,2021-02-02,2021-03-31,target,1101.98,,955.43,1080.81,37.14,1122.11,1027.69,1310.94,1310.94,2.0,2.06,-0.71,39,8.4,False,22527.0
SOBHA,2021-03-16,2021-03-17,2021-04-05,stop,453.98,,349.07,442.38,18.71,455.5,416.57,533.38,416.57,-1.0,0.1,-1.12,11,8.5,False,-13125.0
NESTLEIND,2020-03-30,2020-03-31,2021-04-06,maxhold,731.68,,651.7,706.82,43.01,740.58,645.66,930.42,807.5,0.705,1.58,-0.42,252,12.8,False,8609.0
LAURUSLABS,2021-02-08,2021-02-09,2021-04-07,target,351.3,,250.95,337.19,14.63,354.0,322.03,417.95,417.95,2.0,2.05,-0.8,38,9.0,False,25613.0
METROPOLIS,2021-02-01,2021-02-02,2021-04-08,target,498.8,,443.65,493.73,23.6,501.26,451.6,600.6,600.6,2.0,2.14,-0.94,44,9.9,False,26649.0
INDOCO,2020-04-07,2020-04-08,2021-04-12,maxhold,238.98,,185.74,232.37,27.12,242.36,184.73,357.6,298.81,0.98,1.5,-0.86,252,23.8,False,20172.0
CEATLTD,2021-04-01,2021-04-05,2021-04-12,stop,1527.15,,1178.14,1523.18,61.39,1531.17,1404.38,1784.76,1404.38,-1.0,0.0,-1.35,5,8.3,False,-12646.0
KNRCON,2021-04-06,2021-04-07,2021-04-12,stop,210.34,,162.63,210.02,7.7,209.04,194.93,237.27,194.93,-1.0,0.83,-1.01,3,6.8,False,-10411.0
UNOMINDA,2021-04-09,2021-04-12,2021-04-19,stop,272.12,,211.04,267.12,12.04,264.69,248.04,298.0,234.51,-1.813,0.02,-2.29,4,6.3,True,-17728.0
LTI,2021-03-30,2021-03-31,2021-04-28,stop,4163.0,,3215.5,4023.98,160.53,4175.0,3841.95,4841.1,3841.95,-1.0,0.83,-1.02,17,8.0,False,-12098.0
BHARATFORG,2021-03-19,2021-03-22,2021-05-11,target,579.08,,502.58,574.19,23.89,570.35,531.31,648.43,648.43,2.0,2.01,-0.87,32,6.8,False,18682.0
TCNSBRANDS,2021-04-16,2021-04-19,2021-05-14,target,469.7,,447.75,468.28,23.19,468.7,423.33,559.45,559.45,2.0,2.43,-0.69,17,9.7,False,27043.0
GMMPFAUDLR,2021-04-27,2021-04-28,2021-05-18,target,1375.07,,1294.12,1367.45,46.68,1390.93,1281.7,1609.39,1609.39,2.0,2.38,-0.55,13,7.9,False,22022.0
CHENNPETRO,2021-03-23,2021-03-24,2021-05-21,target,91.05,,85.07,91.02,5.16,91.05,80.74,111.67,111.67,2.0,2.27,-0.96,37,11.3,False,31702.0
MAHABANK,2021-04-09,2021-04-12,2021-06-04,target,21.14,,13.25,18.88,1.36,20.33,18.42,24.14,24.14,2.0,2.67,-0.99,36,9.4,False,27175.0
SPANDANA,2021-06-03,2021-06-04,2021-06-09,stop,684.95,,643.1,573.63,29.9,705.0,625.16,864.68,625.16,-1.0,0.94,-1.0,3,11.3,False,-18420.0
NBCC,2021-05-10,2021-05-11,2021-06-14,target,30.2,,22.08,29.74,1.43,30.01,27.35,35.34,35.34,2.0,2.7,-0.36,23,8.9,False,25490.0
CHOLAFIN,2021-05-20,2021-05-21,2021-06-18,stop,564.12,,418.39,545.14,24.39,569.37,515.33,677.43,515.33,-1.0,0.28,-1.05,20,9.5,False,-15590.0
APLLTD,2021-06-11,2021-06-14,2021-06-21,stop,944.51,,885.85,929.19,24.3,950.05,895.91,1058.34,892.88,-1.056,0.13,-1.06,5,5.7,True,-10346.0
ZENSARTECH,2021-04-09,2021-04-12,2021-07-02,target,261.09,,206.89,257.85,13.26,260.76,234.56,313.15,313.15,2.0,2.2,-0.87,56,10.0,False,29172.0
TASTYBITE,2021-04-07,2021-04-08,2021-07-05,target,14679.59,,12213.66,14352.85,597.54,14864.56,13484.52,17624.65,17624.65,2.0,2.99,-0.7,59,9.3,False,26441.0
PHILIPCARB,2021-04-06,2021-04-07,2021-07-13,target,88.55,,68.52,85.99,4.39,89.27,79.78,108.25,108.25,2.0,2.09,-1.0,66,10.6,False,29805.0
NAVINFLUOR,2021-06-08,2021-06-09,2021-07-16,target,3355.65,,2550.27,3179.72,109.75,3388.45,3136.14,3893.08,3893.08,2.0,2.07,-0.77,27,7.4,False,23080.0
HINDALCO,2021-07-15,2021-07-16,2021-07-20,stop,387.43,,300.76,379.4,9.76,388.92,367.91,430.95,367.91,-1.0,0.09,-1.0,2,5.4,False,-9681.0
APLLTD,2021-06-21,2021-06-22,2021-07-26,stop,939.3,,888.56,929.19,27.5,943.53,884.29,1061.99,884.29,-1.0,0.19,-1.44,23,6.3,False,-10440.0
BALAMINES,2021-07-01,2021-07-02,2021-07-26,target,2753.02,,1698.84,2641.55,107.42,2769.32,2538.18,3231.58,3231.58,2.0,2.45,-0.32,15,8.3,False,25953.0
AUROPHARMA,2021-06-21,2021-06-22,2021-07-28,stop,926.95,,864.64,926.28,29.06,927.09,868.82,1043.62,868.82,-1.0,0.97,-1.3,25,6.3,False,-10450.0
SCI,2021-07-19,2021-07-20,2021-07-28,stop,108.46,,89.14,106.66,3.68,108.64,101.09,123.74,101.09,-1.0,0.0,-1.02,5,6.9,False,-12255.0
SOLARA,2021-07-02,2021-07-05,2021-07-30,stop,1716.27,,1352.26,1704.11,59.01,1757.16,1598.24,2074.98,1598.24,-1.0,0.01,-1.12,18,9.0,False,-15484.0
ROSSARI,2021-07-23,2021-07-26,2021-08-03,target,1241.08,,1042.53,1239.77,44.3,1223.39,1152.49,1365.17,1365.17,2.0,2.52,-0.18,6,5.8,False,18096.0
BBTC,2021-07-27,2021-07-28,2021-08-05,stop,1254.75,,1213.07,1238.79,34.29,1265.07,1186.18,1422.84,1186.18,-1.0,0.0,-1.16,6,6.2,False,-11003.0
BOSCHLTD,2021-08-04,2021-08-05,2021-08-09,stop,14496.2,,13435.22,14315.39,302.68,14293.71,13890.84,15099.45,13890.84,-1.0,0.0,-1.33,2,2.8,False,-5426.0
RCF,2021-05-12,2021-05-14,2021-08-10,stop,75.1,,52.39,73.02,3.69,76.39,67.71,93.74,67.71,-1.0,0.42,-1.18,61,11.4,False,-17811.0
CANFINHOME,2021-08-02,2021-08-03,2021-08-10,stop,530.9,,482.2,508.92,16.72,532.96,497.46,603.97,497.46,-1.0,0.57,-1.04,5,6.7,False,-11723.0
BAJAJELEC,2021-07-23,2021-07-26,2021-08-11,stop,1041.32,,824.09,1028.31,29.54,1052.64,982.24,1193.45,982.24,-1.0,0.71,-1.59,12,6.7,False,-11733.0
ADANIENT,2021-08-06,2021-08-09,2021-08-11,stop,1533.23,,1013.36,1471.08,55.55,1543.25,1422.13,1785.51,1422.13,-1.0,0.0,-1.15,2,7.8,False,-13612.0
VEDL,2021-07-29,2021-07-30,2021-08-16,target,138.37,,102.73,131.29,4.43,139.76,129.51,160.27,160.27,2.0,2.34,0.0,11,7.3,False,22744.0
PRSMJOHNSN,2021-07-12,2021-07-13,2021-08-20,stop,138.05,,108.01,134.73,5.11,139.1,127.83,161.65,127.83,-1.0,0.92,-1.3,26,8.1,False,-13919.0
NETWORK18,2021-08-09,2021-08-10,2021-08-23,stop,51.6,,42.25,49.42,2.44,50.5,46.72,58.06,46.72,-1.0,0.56,-1.01,8,7.5,False,-12912.0
ESABINDIA,2021-02-02,2021-02-03,2021-08-26,target,1670.57,,1321.51,1592.69,72.99,1678.82,1524.59,1987.28,1987.28,2.0,2.84,-0.49,138,9.2,False,25227.0
NHPC,2021-07-27,2021-07-28,2021-09-01,target,21.66,,20.01,21.62,0.4,21.7,20.87,23.38,23.38,2.0,2.65,-0.65,24,3.9,False,11763.0
M&M,2021-08-10,2021-08-11,2021-09-02,stop,758.57,,718.48,751.08,15.13,758.57,728.31,819.09,728.31,-1.0,0.56,-1.16,15,4.0,False,-7037.0
TCNSBRANDS,2021-08-25,2021-08-26,2021-09-02,target,604.15,,513.88,584.2,28.73,590.25,546.69,677.37,677.37,2.0,2.43,-0.17,5,7.4,False,21922.0
CGCL,2021-08-13,2021-08-16,2021-09-06,stop,495.28,,388.92,493.85,20.85,498.2,453.57,587.47,453.57,-1.0,0.14,-1.3,14,9.0,False,-14977.0
SHREECEM,2021-08-31,2021-09-01,2021-09-06,target,27773.64,,25996.54,27349.39,666.3,27781.59,26441.03,30462.72,30462.72,2.0,2.17,0.0,3,4.8,False,14584.0
MCX,2020-09-11,2020-09-14,2021-09-20,maxhold,296.11,,244.3,295.0,12.25,303.75,271.61,368.05,309.3,0.172,1.66,-0.96,252,10.6,False,1620.0
IBREALEST,2021-09-03,2021-09-06,2021-09-20,stop,145.95,,105.28,145.93,9.07,146.7,127.82,184.46,127.82,-1.0,0.2,-1.12,9,12.9,False,-21718.0
LUXIND,2021-09-01,2021-09-02,2021-09-21,stop,4017.28,,2697.77,3997.04,143.76,4018.57,3729.77,4596.17,3729.77,-1.0,0.5,-1.22,12,7.2,False,-12218.0
IDBI,2021-05-17,2021-05-18,2021-09-30,target,36.29,,33.26,36.21,1.83,36.58,32.64,44.45,44.45,2.0,2.43,-0.64,94,10.8,False,31950.0
RELAXO,2021-08-09,2021-08-10,2021-10-07,target,1134.59,,927.75,1129.23,27.39,1136.66,1079.81,1250.35,1250.35,2.0,3.39,-0.59,40,5.0,False,15370.0
UFLEX,2021-09-17,2021-09-20,2021-10-11,target,545.52,,425.27,532.72,21.84,539.37,501.85,614.42,614.53,2.003,2.73,-0.89,15,7.0,False,21657.0
SUPRAJIT,2021-10-06,2021-10-07,2021-10-12,target,318.17,,270.62,317.05,10.12,319.58,297.93,362.88,362.88,2.0,2.15,0.0,3,6.8,False,21357.0
GARFIBRES,2021-08-18,2021-08-20,2021-10-14,target,643.49,,532.36,639.63,25.76,646.71,591.96,756.22,756.22,2.0,2.24,-0.73,38,8.5,False,26134.0
AJANTPHARM,2021-09-29,2021-09-30,2021-10-18,stop,1450.06,,1239.96,1428.32,35.96,1468.21,1378.13,1648.36,1378.13,-1.0,0.25,-1.13,11,6.1,False,-10439.0
MFSL,2021-08-11,2021-08-12,2021-10-19,stop,1061.95,,870.17,1028.95,41.59,1057.8,978.76,1215.88,978.76,-1.0,1.0,-1.05,45,7.5,False,-12491.0
ECLERX,2021-10-08,2021-10-11,2021-10-21,stop,752.54,,544.89,732.67,26.76,758.75,699.02,878.2,699.02,-1.0,0.5,-1.37,7,7.9,False,-14047.0
SPARC,2021-10-11,2021-10-12,2021-10-21,stop,291.55,,235.44,290.22,9.19,292.0,273.18,329.65,273.18,-1.0,0.69,-1.12,6,6.4,False,-11845.0
DCMSHRIRAM,2021-09-17,2021-09-20,2021-10-22,stop,986.38,,669.16,949.63,40.77,1011.31,904.84,1224.25,904.84,-1.0,1.67,-1.19,23,10.5,False,-17782.0
BASF,2021-10-14,2021-10-18,2021-10-22,stop,3546.13,,2623.84,3404.58,113.95,3626.44,3318.23,4242.86,3318.23,-1.0,0.1,-1.18,4,8.5,False,-15511.0
INDOCO,2021-10-18,2021-10-19,2021-10-25,stop,470.74,,380.81,468.57,16.89,470.84,436.95,538.61,436.95,-1.0,1.01,-1.03,4,7.2,False,-13274.0
ORIENTELEC,2021-10-21,2021-10-22,2021-10-25,stop,323.03,,290.57,316.41,10.34,324.15,302.34,367.75,302.34,-1.0,0.27,-1.07,1,6.7,False,-11835.0
TATACOMM,2021-09-29,2021-09-30,2021-10-28,stop,1316.73,,1118.54,1313.02,41.2,1316.07,1234.33,1479.56,1234.33,-1.0,1.5,-1.23,19,6.2,False,-10559.0
SBICARD,2021-10-22,2021-10-25,2021-10-29,stop,1110.96,,983.7,1080.8,34.24,1121.19,1042.48,1278.62,1042.48,-1.0,0.21,-1.31,4,7.0,False,-12087.0
