ticker,entry_date,exit_date,entry,exit,stop0,reason,held,r_gross,r_net,ret_gross,ret_net,rs_dist,stop_pct
CARBORUNIV,2023-01-20,2023-01-23,933.676739164185,899.0959816711608,841.1992387843482,rule,1,-0.37393698306062806,-0.4234834325566541,-0.0370371843299647,-0.04194459136913974,0.0230462956840789,0.09904659343085008
CARBORUNIV,2023-01-31,2023-02-10,963.3172446614473,952.5416251089506,862.2607383291271,rule,8,-0.10662964655696172,-0.1540253793826677,-0.011185951058401014,-0.01615798618075492,0.05825737700932132,0.10490469976776544
CARBORUNIV,2023-02-21,2023-02-22,996.4282390169222,973.7179539295772,913.8216915483214,rule,1,-0.2749211265121244,-0.33454552231729107,-0.02279169156200454,-0.027734712333099425,0.013348176966816006,0.0829026559404826
CARBORUNIV,2023-03-06,2023-03-20,1019.2373099946833,942.0523731199625,915.7558060168499,rule,9,-0.7458814755074925,-0.793264089977773,-0.07572813133687528,-0.08053881100853297,0.030752475844241678,0.10152837122727898
CARBORUNIV,2023-04-21,2023-05-26,1033.0909965976357,1142.9311766107398,921.2897187300633,rule,24,0.9824590747809598,0.9338008166932069,0.10632188294627475,0.10105607823890908,0.04423395422542775,0.108220164763585
CARBORUNIV,2023-06-08,2023-06-26,1177.5653466717486,1180.484620010178,1086.271615673585,rule,12,0.03197671194409037,-0.03259645044340376,0.0024790754472187333,-0.002527122241399144,0.0036797514985542623,0.07752752851992001
CARBORUNIV,2023-07-20,2023-07-21,1218.137016920477,1202.304184886483,1133.425524192039,rule,1,-0.18690299892069834,-0.25833490042095203,-0.012997578937400944,-0.017965084990057313,0.0010254613157574255,0.06954184262669712
CARBORUNIV,2023-07-31,2023-08-08,1220.9322190704308,1175.0882637996235,1133.425524192039,rule,6,-0.5238908329758845,-0.5923433235595996,-0.03754832131935308,-0.04245445051605472,0.026050451110233297,0.07167203347702304
CARBORUNIV,2023-09-11,2023-09-13,1209.235711864767,1182.5224642131814,1090.7494846717439,rule,2,-0.22545445394313762,-0.2759193525380936,-0.02209101781355015,-0.027035790269016233,0.027648466819932827,0.0979843929768705
CARBORUNIV,2023-11-23,2023-12-14,1162.5000196768704,1183.513636927481,1018.9200517224741,rule,14,0.14635479830504614,0.10550624383696357,0.018076229587034,0.013031039013066563,0.0608529681214931,0.12350964776267777
CARBORUNIV,2024-03-22,2024-04-15,1159.375580365258,1235.8006339485357,1032.2779833606967,rule,13,0.6013099805540384,0.5541970478400602,0.06591915068557876,0.060754352808865035,0.0706153918297514,0.10962590480344563
CARBORUNIV,2024-04-23,2024-05-29,1283.3925579197407,1594.5015121412127,1185.9546409383145,rule,24,3.1928941407971188,3.1190549681419437,0.2424113746816099,0.23680534624490607,0.013310348439602881,0.07592214586265329
CARBORUNIV,2024-06-13,2024-06-25,1695.8883284660637,1677.3281497566077,1470.9411654719477,rule,7,-0.08250905884926206,-0.11999804552199987,-0.01094422220963323,-0.015916861654109098,0.037575938624533345,0.13264267417748046
CARBORUNIV,2024-07-18,2024-07-19,1723.0341351633738,1710.1313744429542,1574.5868436131705,rule,1,-0.08691812821695023,-0.14473604920685929,-0.007488395300535446,-0.01246967431228401,0.013170606841350185,0.08615458540299198
CARBORUNIV,2024-07-30,2024-07-31,1735.4810038325293,1704.667791278805,1574.5868436131705,rule,1,-0.19151231164458896,-0.2449659110546146,-0.017754854409629532,-0.022710467273605317,0.012572596239823541,0.0927086841423502
CARBORUNIV,2025-04-22,2025-04-28,1045.273075211927,1021.3811417256642,909.5855914786013,rule,4,-0.17608059954313157,-0.2141580654978999,-0.022857121313890998,-0.027799978510606196,0.009959594049905096,0.12981056046604422
CARBORUNIV,2025-07-03,2025-07-23,994.9009593762927,975.5883054357422,903.7235565463578,rule,14,-0.21181403879832675,-0.2658430307319793,-0.01941163465422495,-0.02436310556758924,0.03393284726809043,0.09164470289293351
CARBORUNIV,2025-08-21,2025-09-19,986.1842396870327,989.1286424608722,825.6046208384773,rule,20,0.018336092680706007,-0.012416765252199013,0.002985651823815363,-0.0020218123057440716,0.10236960059925626,0.1628292284406366
CARBORUNIV,2026-04-06,2026-05-27,851.5,1020.25,731.2548559862726,rule,36,1.4033830753342948,1.3644677824267848,0.19817968291250734,0.19268423370522614,0.12018241938794771,0.14121567118464762
CARBORUNIV,2026-06-09,2026-06-11,1065.0,1021.7000122070312,987.120230996174,rule,2,-0.5559850567975045,-0.6229697191462228,-0.04065726553330399,-0.04555562236947062,0.034692089833646245,0.07312654366556434
CARBORUNIV,2026-06-18,2026-06-29,1138.0,1191.9000244140625,987.120230996174,maxhold,6,0.35723824850696645,0.31863300607126693,0.04736381758704965,0.04224540804308212,0.05827445465265768,0.13258327680476803
CARERATING,2019-12-27,2020-01-06,439.47773197740133,508.1078108268687,396.2529973918771,stop,6,1.5877501506383163,1.5329444038887683,0.15616281293860051,0.15077240590625401,0.05470257510375376,0.09835477759256962
CARERATING,2020-04-17,2020-04-27,387.75293925542303,340.31783435841595,285.92710101492537,rule,6,-0.4658454643405177,-0.48372085790944264,-0.12233332128466558,-0.12702748798145386,0.26394562426102053,0.26260494230173276
CARERATING,2020-06-01,2020-06-03,347.2542542279306,346.56499673847156,298.0958764139882,rule,2,-0.01402116017879503,-0.049306053711714,-0.001984878460284018,-0.006979916264133184,0.047447178345199514,0.14156306860297185
CARERATING,2020-06-09,2020-06-15,363.06597485658733,346.3495100179161,306.3941800615884,rule,4,-0.29496974463470493,-0.32626465453833003,-0.04604249914984273,-0.05092739290196802,0.02738806156284168,0.15609227721596486
CARERATING,2020-06-24,2020-06-29,372.1134765179547,361.9026735559492,313.2649394250336,rule,3,-0.1735098859956839,-0.20469231576937877,-0.02744002463321921,-0.03237142457163598,0.010729312285099102,0.1581467504041919
CARERATING,2020-07-22,2020-07-27,386.24496149649553,375.7756637545879,340.1602814294333,rule,3,-0.22717522887590275,-0.2685132952431949,-0.02710533155266182,-0.03203756822378,0.01875550729915143,0.11931464397233398
CARERATING,2020-11-05,2020-12-21,332.03092125951326,462.6250046576067,257.67586658288195,rule,31,1.7563578423288717,1.7296395536606355,0.3933190405962882,0.3873357429947976,0.16782914475492672,0.22394015109971
CARERATING,2021-02-08,2021-02-09,472.3366199431609,453.7962381215466,424.0268275526182,rule,1,-0.3837810287349493,-0.4317077953507987,-0.03925247596480105,-0.044154344774888846,0.028706961193853076,0.10227831243818461
CARERATING,2021-04-12,2021-07-13,413.0660727268777,641.7625670556929,367.57100548436154,rule,63,5.026841549870121,4.968877648302525,0.5536559631224688,0.5472718232146628,0.0923903518385274,0.1101399273539413
CARTRADE,2026-05-08,2026-05-22,1926.199951171875,1776.0,1648.5575411045484,rule,10,-0.5409834583104663,-0.5743195033177295,-0.07797734138685618,-0.0827823980333889,0.1139435682539689,0.14413997357772365
CARTRADE,2026-06-04,2026-06-29,1953.800048828125,2658.60009765625,1652.5417467108903,maxhold,16,2.3395207497181336,2.3012446249269787,0.36073294667530537,0.3548311143086172,0.11086392928225086,0.15419095843401542
CASTROLIND,2019-01-15,2019-02-01,111.54286917158335,111.96327888338168,101.14160120754705,rule,13,0.0404190828706604,-0.013301806935216744,0.003769041579445328,-0.001240381024503117,0.05307589391178502,0.09324906236754864
CASTROLIND,2019-03-07,2019-03-19,116.30727476057795,113.15437599978466,103.43178322294958,rule,8,-0.2448759918469136,-0.2894299512219334,-0.027108353860784973,-0.032040582976133,0.047302512690914345,0.11070237492996862
CASTROLIND,2019-04-04,2019-04-12,117.00789855648922,116.34232889854049,109.2132186325093,rule,6,-0.0853876829375824,-0.16023046985469996,-0.005688245547179127,-0.01067402493331109,0.012518288958120127,0.06661669870275298
CASTROLIND,2019-08-28,2019-10-17,92.70037888765425,95.39790760804856,81.46886040976727,rule,32,0.24017489048389093,0.19830648977163778,0.029099435760273434,0.024026687170872852,0.06472263492144448,0.12115935892234829
