ticker,entry_date,exit_date,why,r,mfe,mae,held,adv,stop_pct,equity_pnl,ret
SAIL,2018-09-17,2018-09-21,stop,-1.0,0.741610350971829,-1.3308417925143434,3,707680251.824762,0.06387675299093229,-7295.865897735639,-0.06871706110845481
LEMONTREE,2018-07-02,2018-09-25,stop,-1.0,1.4379256773545293,-1.261069418272486,57,107276876.38748665,0.0845568415688442,-8960.114378802607,-0.08934544946492204
HEG,2018-09-24,2018-09-25,stop,-1.0,0.0,-1.4906521925329852,1,567400132.8198242,0.08114072435279987,-8760.033109557375,-0.08593787254191777
GRINDWELL,2018-07-12,2018-09-26,stop,-1.0,1.4453348713489396,-1.043615832768243,50,9827690.816345215,0.06816260261849706,-7616.313843412886,-0.07299219611195068
GRINDWELL,2018-09-26,2018-09-27,stop,-1.0,0.0,-1.0504071595256044,1,11096166.605459593,0.06283876168563769,-6754.213743516674,-0.06768166478142353
KPRMILL,2018-08-21,2018-09-28,stop,-1.0,0.775295619733304,-1.5664138163325505,25,35846322.741241455,0.07499462280063647,-8529.10545370723,-0.07980713624363484
SAIL,2018-09-21,2018-09-28,stop,-1.0,0.0,-1.5692906031658374,5,699019116.3262733,0.08333010778810136,-9223.282416257745,-0.08812178251863104
GILLETTE,2018-09-04,2018-10-01,stop,-1.0,0.4780294137560527,-1.8869685283754465,17,35971526.07861328,0.039728990879686635,-4802.973847533471,-0.04462966840248736
INDHOTEL,2018-10-01,2018-10-03,stop,-1.0,0.0,-1.3564243797863273,1,124773368.13755798,0.08285288961828287,-8576.458667947052,-0.087645757394237
SCHAEFFLER,2018-07-19,2018-10-04,stop,-1.0,1.985337616552769,-1.0351982595812745,50,21760278.207183838,0.042452146530449125,-4917.337254702218,-0.047346016164122914
LUPIN,2018-08-20,2018-10-08,stop,-1.0,1.7946677667822077,-1.1024902877390077,31,3207083075.397009,0.06576545031264194,-7484.076765033289,-0.07060103668686037
HINDZINC,2018-10-04,2018-10-08,stop,-1.0,0.0,-1.336891608042027,2,186485380.46700898,0.07126288330426546,-7339.488567129986,-0.07608472609600472
GILLETTE,2018-10-04,2018-10-09,stop,-1.0,0.015668387140400926,-1.0788879745450564,3,35684596.30966797,0.04646981257465987,-4953.812133373222,-0.05135363804322296
LTI,2018-10-11,2018-10-23,stop,-1.0,1.3457358557269572,-1.0020407271060436,7,463264156.6325,0.05970474849675887,-6068.976348306718,-0.06455548662551681
BAYERCROP,2018-10-03,2018-10-24,stop,-1.0,0.15079460233001557,-1.827048185753583,14,35207815.59399414,0.0706694425916931,-7287.011873748152,-0.07549276898521373
NTPC,2018-10-11,2018-10-26,stop,-1.0,0.8630757158462943,-1.0532408785709026,10,631721284.9441624,0.04219775561975503,-4427.227406019806,-0.04709226123070549
ADANIPOWER,2018-10-16,2018-11-01,target,2.0,2.6815182251801373,-0.48461162535827634,11,1050672689.4005402,0.17536893138270387,32845.797565572946,0.34486101810849445
GUJFLUORO,2018-10-04,2018-11-13,target,2.0,2.1136536265183503,-0.5978989616298088,26,122985683.6325,0.07749951852532101,14432.22890724821,0.1496115394580155
TECHM,2018-11-01,2018-11-21,stop,-1.0,0.0,-1.020142978127664,13,2145946266.5852966,0.08234391030457375,-8219.358355703025,-0.08713805052881227
INTELLECT,2018-10-30,2018-11-28,stop,-1.0,0.7243746783171683,-1.1348552486921044,19,232531108.71693113,0.12894326983965787,-12532.903729026908,-0.1336209116650587
AEGISLOG,2018-10-23,2018-11-30,stop,-1.0,0.0021039663589825955,-1.1841725289715919,26,27077812.453635406,0.10130786908151637,-9788.631064655347,-0.1060545994088125
NLCINDIA,2018-10-11,2018-12-07,stop,-1.0,0.8512790819833878,-1.2575736003579865,38,36674842.10784473,0.06381097094977373,-6454.04455598772,-0.06865144352239913
ITI,2018-11-21,2018-12-07,stop,-1.0,0.6107584238688051,-1.0742805682832843,11,150339733.11347276,0.09550964040619074,-9636.496804855931,-0.10027086630517508
RADICO,2018-11-13,2018-12-10,stop,-1.0,1.30594905687375,-1.1670218509744403,18,198567887.19234467,0.08842533033862278,-8954.521780562318,-0.09320426701277607
TRIDENT,2018-10-16,2018-12-11,stop,-1.0,0.2325945891117017,-1.012854850909374,37,61459035.66860151,0.1267286435756155,-12516.132225424886,-0.1314118219666763
NAVINFLUOR,2018-11-28,2018-12-11,stop,-1.0,0.044722369419213114,-1.205798793839046,9,39216643.230249025,0.07736567474334202,-7761.977533052204,-0.0821722605564835
UBL,2018-12-07,2018-12-19,target,2.0,2.2383318204230465,-0.5537362628648462,8,660061950.9046326,0.06606989253184353,11599.939976972222,0.12680943560102795
DABUR,2018-12-10,2018-12-19,target,2.0,2.3419981106270202,-0.5418785796607929,7,1172920565.706949,0.05339929002301208,9223.076056726757,0.10153158359590927
TCS,2018-12-12,2018-12-21,stop,-1.0,0.29183814707410033,-1.1688699447028523,7,4602101893.190247,0.04897321626638703,-4766.864631800885,-0.05385078322572099
HEG,2018-10-12,2018-12-24,stop,-1.0,0.9834883269352512,-1.0079505731746097,48,899106669.1204071,0.15080988695713746,-14575.522798370106,-0.15543286223974456
LEMONTREE,2018-12-31,2019-01-04,stop,-1.0131253597494285,0.015831065035399838,-1.0843615291866415,4,47193034.84542389,0.08372538376527272,-8118.371918541698,-0.08961224877348249
EXIDEIND,2018-12-13,2019-01-21,stop,-1.0,0.7031430796351557,-1.138139322793069,26,387422617.76679385,0.06405257140460013,-6198.147306168275,-0.06889243997608856
JYOTHYLAB,2018-12-20,2019-01-24,stop,-1.0,1.4957837997291883,-1.5541595931129815,24,42040192.058294676,0.0685258638402577,-6758.680327183254,-0.07335454918065691
AIAENG,2018-12-28,2019-01-28,stop,-1.0,0.45598934351436377,-1.1791303154721124,21,53755832.49829101,0.06008293215537691,-5852.453267259882,-0.06493272482498835
BALRAMCHIN,2019-01-04,2019-01-28,stop,-1.0,0.8410097050640999,-1.215478258351564,16,223693672.10693553,0.07541628858028017,-7141.267823266119,-0.08022774785882933
CARBORUNIV,2019-01-24,2019-02-05,stop,-1.0,0.17027243418738944,-1.16715963636463,8,59979058.62503052,0.04470694083670741,-4453.658884375527,-0.04959517348461545
CCL,2019-01-21,2019-02-18,stop,-1.0,1.640357525275937,-1.3823181152075996,19,11357739.964607239,0.03987982256334568,-4029.0020475267747,-0.044780123006937185
PIDILITIND,2019-01-30,2019-02-18,stop,-1.0,1.267223194816267,-1.0040730689799575,12,691661171.956604,0.048710751145740167,-4652.701386707576,-0.053588974267875664
TORNTPOWER,2018-11-01,2019-02-22,stop,-1.0,0.6448841031331695,-1.013900267014575,77,321608831.2436371,0.10778918263634549,-10613.501338680626,-0.11251970967975455
ICICIGI,2019-01-30,2019-02-25,target,2.0,2.0343399442495365,0.0,17,174432893.82821655,0.06514648363758442,10849.904012076471,0.12496723485698104
KOTAKBANK,2019-02-05,2019-02-27,stop,-1.0,0.6187129746226596,-1.029603692958986,15,3638586653.0064926,0.049399667493973703,-4785.845597394583,-0.0542761683252386
KPIL,2019-02-26,2019-02-28,target,2.0,2.0588397955275797,0.0,2,18609255.126130674,0.058391422479732606,9574.788209609902,0.11149088784706664
MERCK,2018-12-19,2019-03-06,target,2.0,2.012769810779585,-0.8859431525780741,52,40006960.10594483,0.07893768225394461,13909.052841337518,0.1524806760966198
KPIL,2019-02-28,2019-03-14,target,2.0,2.059362709961145,-0.030042947757240025,9,23269340.079986572,0.07702972896212863,12966.559235595327,0.14867430927944678
KNRCON,2019-03-06,2019-03-19,target,2.0,2.075364386357644,0.0,9,19653134.424266815,0.08943627759127018,15405.91931221851,0.17342537379458406
SBIN,2019-03-14,2019-03-28,target,2.0,3.2109602736759286,-0.16356892237846254,9,5248298738.406645,0.047746035881220054,8256.703706948118,0.09025334158303419
SKFINDIA,2018-10-26,2019-04-01,target,2.3571767591420474,2.5012260605298726,-0.17159586017726347,104,30310952.02923584,0.06189247333989694,12780.850865004291,0.14052677097331734
SBILIFE,2019-03-28,2019-04-01,stop,-1.0,0.0,-1.0207143271410446,1,592829040.6395966,0.057834417297660506,-5749.745481672596,-0.06268983125441623
SONATSOFTW,2018-12-07,2019-04-03,target,2.0,2.0925033936289976,-0.6961747240541297,78,36812113.22626038,0.08069782620468242,14269.44077410706,0.15599216327834148
CORPBANK,2019-02-22,2019-04-12,stop,-1.0,0.7370874392024385,-1.013495228903353,33,20026860.0625,0.08925599621585965,-8077.422558285101,-0.0940328562253198
DMART,2019-04-09,2019-04-16,stop,-1.0,0.628383606261931,-1.2291459551057553,5,649516923.8639526,0.04879245265623672,-4932.82167213505,-0.05367047152459598
ZFCVINDIA,2019-04-02,2019-04-22,stop,-1.0,0.0,-1.0019268727833917,12,26062402.60107422,0.06556636382787026,-6559.848420747384,-0.0704024479183004
COFFEEDAY,2019-02-18,2019-04-30,stop,-1.0,1.790447478961244,-1.1343509109130072,45,90142774.5,0.07410455884853914,-6908.337213116722,-0.07891929745141756
APOLLOHOSP,2019-04-02,2019-05-02,stop,-1.0,0.3134796050619343,-1.3943286936837003,18,1005632074.1421326,0.06510663914197445,-6517.12000670692,-0.06994387254411934
COFORGE,2019-04-30,2019-05-03,stop,-1.0,0.0,-1.4097820470463813,2,587892119.6660309,0.03592501061993938,-3707.8462746016653,-0.040835198093389376
HINDUNILVR,2019-05-02,2019-05-03,stop,-1.0,0.0,-1.6652998875200198,1,2082442245.0354433,0.025469138024898048,-2730.0683892336697,-0.030405465179835632
SUPREMEIND,2019-02-27,2019-05-07,stop,-1.0,0.9433463680027863,-1.0548819534134233,42,86628434.75275268,0.08117563735149068,-7356.469557010062,-0.0859726982581118
LALPATHLAB,2019-04-16,2019-05-08,stop,-1.0,0.5473741959203733,-1.00907173695545,12,54151758.139233395,0.05915364946843312,-5898.091900012138,-0.06400576534476198
TEXRAIL,2019-05-03,2019-05-09,stop,-1.0,0.0837892889264444,-1.0174587034175213,4,10802268.11170807,0.06229795404327577,-5977.693262397529,-0.06714220915816756
SIS,2019-05-07,2019-05-09,stop,-1.0,0.06212855647842875,-1.4782197340421803,2,8949753.02565918,0.050681615904693715,-4875.711753507199,-0.05555491186493185
LT,2019-05-08,2019-05-13,stop,-1.0,0.10734230431768721,-1.1370039472349478,3,2652727585.326746,0.03346755512315154,-3367.6094035840515,-0.0383838862353436
TRIDENT,2019-03-19,2019-05-15,stop,-1.0,0.7294010417203785,-1.359746860996053,35,44742892.501190186,0.08064638659808165,-7750.509242289679,-0.08544477063158634
DCMSHRIRAM,2019-05-03,2019-05-16,target,2.0,2.4904239035766627,-0.6021856973652732,9,57929782.188797,0.07784129769945469,13380.670513183071,0.15029338891041227
UNOMINDA,2019-05-13,2019-05-16,stop,-1.0,0.0,-1.2007875940821848,3,45082281.1028595,0.08708574306857121,-8028.160886068069,-0.09186802871089966
ATUL,2018-10-15,2019-05-17,target,2.0,2.0561686478641055,-0.658953689520954,142,84833442.69174804,0.09294977582707893,17034.724215523565,0.18043480277502255
CUB,2019-05-16,2019-05-23,target,2.0,2.2521426357962833,0.0,5,139072915.1772461,0.04594112495047411,7417.001404974248,0.08665254427619579
AARTIIND,2019-03-28,2019-05-24,target,2.0,2.2107283536753037,-0.5221801075900635,36,253758465.84107208,0.06282414681238742,11036.732003014375,0.12033417289071305
DBL,2019-05-27,2019-06-04,stop,-1.0,0.0,-1.1134451264763923,6,230849318.56228638,0.10224121203226162,-9640.063574982725,-0.10698560900218092
GSPL,2019-06-13,2019-06-14,stop,-1.0,0.0,-1.327979008863874,1,72391704.66000001,0.0676853794557332,-6545.625186787261,-0.07251616600709386
TTKPRESTIG,2019-05-16,2019-06-17,stop,-1.0,0.8497800138457352,-1.0303963603444117,21,23754241.341497805,0.0468295707600349,-4426.317367480357,-0.05171249683313464
TRENT,2019-05-15,2019-06-25,target,2.0,2.4065853364634218,-0.5152255085020598,28,57506141.46112061,0.07990464649062529,13301.654980026842,0.15440976974879753
ADANIPOWER,2019-06-25,2019-07-01,target,2.0,2.05460780070877,0.0,4,719813948.7913842,0.10595393734576489,18386.335661497793,0.20637810500480097
INDIANB,2019-05-27,2019-07-08,stop,-1.0,1.0642084438120072,-1.1741520808185575,29,434193491.2542282,0.09025450936341664,-8562.687884759976,-0.09502887309000801
SUPREMEIND,2019-07-01,2019-07-08,stop,-1.0,0.3286146996199862,-1.0086868182209217,5,64851078.629608154,0.05618047663115043,-5509.313994716198,-0.061040025439572425
SUVEN,2019-05-10,2019-07-11,stop,-1.0,1.6552640280026216,-1.6552640280026216,43,88056404.47108403,0.05896267606135491,-5534.951241048718,-0.06381526937120138
COLPAL,2019-07-08,2019-07-11,stop,-1.0,0.0,-1.0646464645657483,3,347562671.5666809,0.03583478862980384,-3719.1557187121216,-0.040745201658229126
TIINDIA,2019-07-11,2019-07-17,target,2.0,2.175890623033363,0.0,4,11268040.458068848,0.04633780387112116,7816.392011338407,0.08744391872288676
MUTHOOTFIN,2019-07-17,2019-07-19,stop,-1.0,0.09033510883463489,-1.043632767584915,2,425750097.45283204,0.05870211929605781,-5712.866864246856,-0.0635553639978175
TEAMLEASE,2019-07-02,2019-07-22,stop,-1.0,0.411603717784772,-1.1897314122208302,14,67697250.6140747,0.07020202018698331,-6922.707012092807,-0.07502651513651568
ELGIEQUIP,2019-06-17,2019-07-29,stop,-1.0,0.7218645073138913,-1.12213641178456,30,7214148.7734375,0.04660688817673595,-4564.957076480388,-0.051490370956293934
TATAINVEST,2019-07-19,2019-07-30,stop,-1.157010308735435,0.29657959746233054,-1.157010308735435,7,9999411.689781189,0.03188008326465963,-3752.004226243718,-0.04179337101810363
SONATSOFTW,2019-04-16,2019-07-31,stop,-1.0,0.9904872665436407,-1.2362245759016792,71,32011211.021514893,0.062175225068431574,-6175.832141839442,-0.06701978700576039
BALRAMCHIN,2019-07-11,2019-07-31,stop,-1.0,0.8041191880711167,-1.1726739992204145,14,165957738.12404937,0.08690297681214387,-8195.55590491623,-0.09168571937011338
DIVISLAB,2019-07-29,2019-07-31,stop,-1.0,0.037578759419885706,-1.3128160764324583,2,707209739.1489258,0.0478014761231555,-4600.122849571329,-0.05268197243284745
BALRAMCHIN,2019-08-02,2019-08-05,stop,-1.0,0.0,-1.4346588340894975,1,189572459.03236923,0.08099292714222904,-7240.4581291768645,-0.08579044482437338
PGHH,2019-08-01,2019-08-06,stop,-1.0,0.0,-1.010160005098874,3,36664253.51953125,0.0682703300241466,-6252.5580595043475,-0.07309965419908608
MASFIN,2019-08-02,2019-08-07,target,2.0,2.9681274523830465,-0.3378920594170092,3,5238403.763795472,0.062341073030184914,10074.509806826109,0.11937044069521908
PIDILITIND,2019-08-05,2019-08-13,target,2.0,2.127189966627626,0.0,5,556207992.7992554,0.04591882299031425,7326.9096956873345,0.08660805186567704
AIAENG,2019-02-18,2019-08-22,stop,-1.0,1.7099978177587274,-1.136216363380352,123,39026746.71990967,0.05675969011352242,-5393.81990881644,-0.06161779088823851
JKCEMENT,2019-07-22,2019-08-27,target,2.0,2.623452922650369,-0.9401324471376598,24,49981271.44160767,0.04484152274993124,7439.982234709211,0.08445883788611303
NAM-INDIA,2019-05-17,2019-08-28,target,2.0,2.525786455566614,-0.2676444498051343,70,111089428.74818039,0.13452104280308316,22471.86867130971,0.2633694803921511
APOLLOHOSP,2019-08-07,2019-08-28,target,2.0,2.2472770488528924,-0.3918359445211522,13,742284325.0158447,0.06475489374232059,10406.003688109033,0.12418601301592977
GUJGASLTD,2019-08-06,2019-09-04,stop,-1.0,0.6021465616679156,-1.0663042316385134,18,100173275.1055664,0.0875985008869446,-7692.84501000219,-0.09237950463472713
TCS,2019-08-23,2019-09-12,stop,-1.0,0.8670619947327376,-1.009521244309202,12,4093578514.467651,0.042306525753204455,-4084.6299206023346,-0.047200759438821294
JBCHEPHARM,2019-08-13,2019-09-13,target,2.0,2.591710898249787,0.0,20,15115678.648986816,0.04616444538261902,7497.165891075662,0.08709806853832515
ASTRAL,2019-09-04,2019-09-16,target,2.600400487187858,3.591906255610873,-0.20803401062074844,7,63077823.23497009,0.05731368420406173,12567.192117395276,0.14366593599595626
REDINGTON,2019-08-27,2019-09-17,stop,-1.0,0.1404254217204198,-1.0723389381005854,13,28668250.544175338,0.103661432416606,-9528.694905584407,-0.10840227883556444
CROMPTON,2019-05-09,2019-09-20,target,2.0,2.431400682828603,-0.9144093936912383,91,106569491.87514114,0.07680318327517509,12872.955146079366,0.1482223506339744
FINPIPE,2019-08-28,2019-09-20,target,2.0,3.2705578850054198,-0.6211337576014606,15,20437353.390420914,0.05385312979225853,8973.025500505357,0.10243699393555589
HEXAWARE,2019-08-28,2019-09-23,stop,-1.0,0.059927442731625785,-1.322270026723604,16,446128928.25,0.06564622104604138,-6173.919261235781,-0.07048210549342614
IPCALAB,2019-09-13,2019-10-01,stop,-1.0,1.1256131193864556,-1.0462711451934017,12,177613124.44351503,0.05759043237740023,-5449.042369695221,-0.06244645629645664
MERCK,2019-09-23,2019-10-07,stop,-1.0,0.0693249711946891,-1.1377919982906897,9,81179818.10917969,0.09578232089843061,-9308.276597827831,-0.10054286509618442
ATUL,2019-09-13,2019-10-17,target,1.9999999999999978,2.0037628404562504,-0.5920219627297042,22,61141748.86340333,0.058091711360455295,9676.457177372396,0.11089296416410824
ICICIGI,2019-07-30,2019-10-23,target,2.0,2.1771206208491978,-0.9063110674511862,54,468071845.86780393,0.06507070290502578,10836.929656827251,0.12481605229552661
ADANIENSOL,2019-10-07,2019-10-23,target,2.0,2.1623425171444675,-0.44592077537285096,10,31560726.235140994,0.08764551522225526,15366.341602710687,0.16985280286839938
HEXAWARE,2019-10-17,2019-10-24,stop,-1.0,0.23541773728833323,-1.522514712182486,4,340473225.675,0.06044032012264406,-5868.358796038586,-0.06528921932233739
MFSL,2019-10-23,2019-10-25,stop,-1.0,0.0,-1.0452787183579557,2,306320389.842015,0.06698992997594802,-6686.513916570098,-0.07182245515100799
TIMKEN,2019-05-23,2019-10-31,target,2.0,2.629982879989256,-0.9734235376455378,107,47565451.78255921,0.10829726939575997,18636.235091914903,0.2110530524445412
GUJGASLTD,2019-10-23,2019-10-31,target,2.0,2.0816759584301727,-0.48264626171548947,6,109170692.45788193,0.06538685382051662,11678.820978434042,0.12544677337193075
VBL,2019-09-16,2019-11-06,target,2.0,3.0965825042192208,-0.7440488583070023,34,73783768.20315456,0.08082428801729637,13751.127059472312,0.1562444545945064
JSWENERGY,2019-10-31,2019-11-07,target,2.0,2.503036117200497,0.0,5,32926793.471557617,0.06815248878687871,12292.746906935394,0.13096421512982312
IDFCFIRSTB,2019-11-01,2019-11-14,stop,-1.0940022429030076,0.16949296744383824,-1.12481872696658,8,868644989.3928589,0.07283876369598835,-8024.621825953639,-0.08448655642655917
SUNDARMFIN,2019-11-07,2019-11-15,target,2.0,2.3176332050277377,-0.4789009923020934,5,20189153.983520508,0.03592926483539078,6362.77146514822,0.06667888334660467
GREAVESCOT,2019-09-20,2019-12-09,stop,-1.0,1.2963406426420012,-1.0617612390184552,52,40317543.8194603,0.08759629138532143,-8269.702194717041,-0.09237730065685805
POLYMED,2019-11-15,2019-12-09,stop,-1.0,0.13737225782815052,-1.2656213416792785,16,16126662.17394867,0.10014677587087502,-9897.713549080217,-0.10489640893119768
APOLLOHOSP,2019-10-31,2019-12-10,stop,-1.0,0.40528755765351826,-1.0703726235486215,27,843397677.3949584,0.06541688725969762,-6594.218039678065,-0.07025334504154836
INDHOTEL,2019-11-14,2019-12-10,stop,-1.0,0.10246925006960618,-1.0526579652354138,18,168183087.64669263,0.0684615438512848,-6935.103032795315,-0.07329038999165662
AIAENG,2019-11-06,2019-12-20,stop,-1.0,0.0,-1.013330686273375,31,35734409.64937133,0.08119192571080078,-8248.0119506362,-0.08598894589652367
PHOENIXLTD,2019-08-28,2019-12-26,target,2.0,2.111032715187361,-0.903680529347853,79,90399442.00253907,0.08307343100963553,14079.364756235924,0.16073149486422297
BALRAMCHIN,2019-09-17,2019-12-27,target,2.0,2.4475682039304294,-0.5080998543076929,68,283552237.01596755,0.10355069146356043,18116.573194350716,0.20158362946980318
BEML,2019-12-10,2020-01-06,stop,-1.0,0.0,-1.0118270387065489,18,768214188.4208374,0.07826132683792783,-7940.144058442706,-0.08306567352083294
BALMLAWRIE,2019-12-26,2020-01-06,stop,-1.0,0.40157164340740514,-1.177346291924773,7,17569059.40599403,0.04298495514636924,-4573.281108529734,-0.04787749275850311
ITI,2019-12-20,2020-01-07,target,2.0,2.0725102295579143,-0.39827545050297986,11,105012081.0861763,0.07262153436579659,13259.501443616633,0.1398799610597642
SHREECEM,2019-10-23,2020-01-08,target,2.0,2.0913586090584793,-0.17878691009171938,53,625540054.9042969,0.07458288288037915,13386.800821681658,0.14379285134635644
METROPOLIS,2019-12-27,2020-01-08,target,2.0,2.3688898274557424,-0.32055477897792956,8,48538314.18774414,0.050502852572124404,9138.411699845145,0.09575319088138837
SUDARSCHEM,2019-12-10,2020-01-09,target,2.0,2.0210376254167826,-0.5718649745043443,21,42364105.48806763,0.07294232728572295,13432.125963661214,0.14051994293501732
PFC,2020-01-08,2020-01-10,target,2.0,2.077929718498792,0.0,2,295323567.3668175,0.036694636538814274,6644.466015592925,0.06820579989493453
POLYMED,2019-12-27,2020-01-13,target,2.0,3.1550038072966746,-0.1643952824834066,11,4191619.975698853,0.0688571362678127,12633.014372084817,0.13236998685428655
LUXIND,2020-01-08,2020-01-14,target,2.0,2.1874187141317973,0.0,4,128659689.39678955,0.06620687834005072,12380.132345270342,0.12708272228840123
TORNTPHARM,2019-10-25,2020-01-17,target,2.0,2.2204811155562303,-0.6710505815547899,58,662736412.0201173,0.06630139103094253,11773.556113760116,0.12727127510673042
BERGEPAINT,2019-12-09,2020-01-20,target,2.0,2.0089731292025594,-0.5935240312714666,29,1645867275.1778321,0.06628630115408359,12285.609469253533,0.12724117080239675
CANFINHOME,2019-09-23,2020-01-22,target,2.0,2.682975028767611,-0.689205523049369,82,103809504.7649231,0.10259226351363646,18485.62959260469,0.1996715657097049
RECLTD,2020-01-08,2020-01-22,stop,-1.0,0.9690450169174508,-1.6412749254959065,10,241380959.61644173,0.041173784704195304,-4488.125631791947,-0.04607085024243466
GRANULES,2020-01-09,2020-01-23,target,2.0,2.627373804563406,-0.5420119717830703,10,98115653.51796417,0.0821538625973366,15627.785505713739,0.15889695588168679
AFFLE,2020-01-08,2020-01-29,target,2.0,2.2525456658583862,-0.3304029676190185,15,208971400.89344788,0.06090126380678958,11348.992967868036,0.1164980212945452
ADVENZYMES,2020-01-17,2020-01-29,stop,-1.0244397399929916,0.0,-1.0244397399929916,8,16172161.00408554,0.07512826714167926,-8627.972563666272,-0.08177197150060408
INDIGO,2020-01-23,2020-01-31,stop,-1.0,0.584466330940166,-1.1898066570587023,6,1868422949.3070984,0.06452115902836311,-7308.045884514656,-0.06935985613079208
UNITDSPR,2020-01-29,2020-01-31,stop,-1.0,0.0,-1.1483150735070558,2,1538281545.787793,0.04668085665385883,-5511.987124621045,-0.05156415451222407
NAM-INDIA,2020-01-06,2020-02-03,stop,-1.0,1.0797216187632517,-1.0225193704153561,20,470005164.0039795,0.06056543616620347,-6371.254614646152,-0.06541402257578774
TATAMTRDVR,2020-01-10,2020-02-03,stop,-1.7731708885276716,0.665874299911236,-1.982659432319971,16,551415022.3225,0.08379865846780794,-15485.39477344165,-0.15321786833855772
NIACL,2020-01-14,2020-02-03,stop,-1.2199715255037262,0.9602596409589345,-1.4899383638724404,14,77951082.90608673,0.09263357558087199,-12090.900525475077,-0.11772779870297533
ZYDUSWELL,2020-02-03,2020-02-04,target,2.5667555870479086,2.7177408090132347,0.0,1,14893891.660003662,0.022838502694378655,5674.710417484805,0.05347430225462873
3MINDIA,2020-02-03,2020-02-04,target,2.0,3.2761899624544233,0.0,1,67567330.28750001,0.0195024990142382,3598.2734374149745,0.03390748553340528
TITAN,2020-02-03,2020-02-04,target,2.0,4.254418330119268,0.0,1,2173494925.298462,0.023665717643985066,4479.668667817624,0.04221310669975013
BAJAJ-AUTO,2020-02-04,2020-02-06,stop,-1.0,0.0,-1.0599590783873096,2,1291141019.055542,0.03710271684517856,-4345.220686819822,-0.0420099600530655
PGHL,2020-02-03,2020-02-12,stop,-1.0,1.61002491897538,-1.3643121940742402,7,39354166.67519531,0.021997557006130968,-2859.1535958066997,-0.026942563113615557
CGCL,2020-02-04,2020-02-14,target,2.0,2.0592412841058345,0.0,8,73563458.70493698,0.0786258966398186,15707.213398146267,0.15185866379643825
CREDITACC,2020-01-13,2020-02-18,target,2.0,2.1365499909689283,-0.6003520927346001,26,72588024.62750244,0.07260689126351558,14194.357312719234,0.13985074807071368
PGHH,2020-02-04,2020-02-20,stop,-1.0,0.345111022100862,-1.0114071716977706,12,68773871.38017578,0.04681502839916786,-5347.28380912118,-0.051697990828169775
HATHWAY,2020-02-19,2020-02-25,stop,-1.0,0.13204444883144192,-1.0270106385846929,3,9963273.869531916,0.1405339842497788,-15746.687026253694,-0.14518264928915428
TATASTLBSL,2020-02-12,2020-02-26,stop,-1.0,0.06661062941093145,-1.2656019588076786,9,31102183.5625,0.07929200170533698,-9094.84560810032,-0.08409377170107349
LEMONTREE,2020-02-25,2020-02-26,stop,-1.0630681523253989,0.0,-2.0910906307130763,1,66386299.6670866,0.06842627642039313,-8323.182215803941,-0.07755994075662233
SUNDARMFIN,2020-01-29,2020-02-28,stop,-1.0,1.6618608179377308,-1.5741588717874264,21,46374204.9432129,0.04529311913949878,-5364.014789858566,-0.05017988634164999
ICRA,2020-02-14,2020-03-02,stop,-1.0,0.45679244388102086,-1.1286163119680006,10,8756669.397656249,0.07105740066563604,-8255.619828943472,-0.07587975716397184
BDL,2020-02-28,2020-03-02,stop,-1.0,0.0,-3.5462526286440568,1,46440311.444897465,0.02656837787431943,-3292.579567741046,-0.03150195692963346
KOTAKBANK,2020-02-28,2020-03-02,stop,-1.0,0.0,-1.9775526574868454,1,4276668213.9611206,0.021603302240394723,-2774.9280182035473,-0.026549293984793484
VESUVIUS,2020-02-19,2020-03-06,stop,-1.8227762399941474,1.6660468256268923,-1.8227762399941474,11,5285167.84828186,0.056876198207374336,-11758.649586581581,-0.10841340125681552
CANFINHOME,2020-01-22,2020-03-09,stop,-1.0,1.3087840310412169,-1.4497299141201805,32,288569344.7441239,0.07920955877175449,-8832.142269226248,-0.08401153487482509
AIAENG,2020-01-22,2020-03-09,stop,-1.0,1.8068541767078095,-1.0273256711862457,32,44286974.21435547,0.05840410056226656,-6650.330268784391,-0.06325809031086077
ASTRAZEN,2020-03-03,2020-03-09,stop,-1.0,0.22134518943601278,-1.08587436580498,4,85124375.97897948,0.09323473722219823,-9931.940259557283,-0.09800165037914269
LALPATHLAB,2020-03-05,2020-03-09,stop,-1.0,0.0,-1.17798301944697,2,265969654.4671509,0.07672363608830066,-8302.997479150885,-0.08153182699807991
LTTS,2020-03-09,2020-03-11,stop,-1.0,0.0,-1.4642885474153526,1,128727688.11276856,0.049090455218150954,-5392.333326520174,-0.05396772908010555
IIFLWAM,2020-01-20,2020-03-12,stop,-1.0,1.8575734669714534,-1.2801589415974872,36,16384385.512390137,0.11578148853857503,-12747.684224666584,-0.12049203481722848
BIOCON,2020-02-06,2020-03-12,stop,-1.0,1.4007760742404156,-1.4132824800528951,23,1173886581.8785706,0.0676444531816887,-7623.756692833611,-0.07247534204873456
SPANDANA,2020-03-03,2020-03-12,stop,-1.0074385282015972,0.5250360888272187,-1.6685249980646861,6,170470608.2122742,0.09707820842953045,-10393.481529559755,-0.10255582660214223
BASF,2020-03-05,2020-03-12,stop,-1.0,0.14550088463193192,-1.6109450935783183,4,322711026.4449463,0.13862619704563395,-14591.239561286991,-0.14327963155301973
