ticker,entry_date,exit_date,why,r,mfe,mae,held,adv,stop_pct,equity_pnl,ret
LAXMIMACH,2017-03-23,2017-04-17,target,2.0,3.073477782882021,-0.05387744384958001,15,21290699.931713868,0.05506470835559715,9505.165824349528,0.10485409316941642
IFCI,2017-03-24,2017-04-18,stop,-1.0,0.2444426016243074,-1.0864143256692045,15,253646449.64999998,0.06095755765101995,-6022.309948039344,-0.06580516375689234
HINDZINC,2017-04-11,2017-04-18,stop,-1.0,0.016852286029460838,-1.0988050608613624,4,652800675.8603165,0.05170550762078132,-5439.434360030911,-0.05657624385172918
VINATIORGA,2017-04-17,2017-04-19,target,2.0,2.5452995250354826,0.0,2,16996150.31072998,0.048384645798632865,8756.900912859683,0.09152736836827281
VINATIORGA,2017-04-19,2017-04-20,target,2.5187159255684417,2.6963355689941344,0.0,1,15953565.616012571,0.04638426722217927,10649.030213549839,0.11153672056695445
HCC,2016-12-28,2017-04-24,target,2.0,2.0071258518599526,-0.1283627575231552,78,435758735.57038665,0.11395566218278433,19908.254491718028,0.22234154605465473
INDIACEM,2017-04-20,2017-04-24,target,2.0,2.219497455302007,0.0,2,655661300.4090576,0.07282694446826578,13713.65043694566,0.14028975421419043
BANKBARODA,2017-04-12,2017-05-02,target,2.0,2.0138241913193604,-0.3058219501060613,12,1635044734.111473,0.04975670781015664,9146.22380409056,0.09426463208126269
DBCORP,2017-04-24,2017-05-05,stop,-1.0,0.7816441180136676,-1.4055950449933348,8,35266441.23466797,0.05684524736202774,-6121.377277819423,-0.06170313424362249
JSWSTEEL,2017-03-24,2017-05-17,target,2.0,2.013510435769412,-0.8214756475044858,35,625021430.9489564,0.05992160222298789,10482.718998197406,0.11454359643486088
IFCI,2017-05-02,2017-05-19,stop,-1.0,0.5073321426978972,-1.258183094588853,13,357389961.30147934,0.07675605100206241,-8278.720274597956,-0.08156416087455713
MMTC,2017-04-24,2017-05-22,stop,-1.0,0.0,-1.0978582912961092,19,84482531.35935879,0.10294463832128771,-10683.32195662761,-0.10768727672548445
GPPL,2017-05-17,2017-05-22,stop,-1.0,0.0,-1.1874443589568748,3,48302028.039495856,0.05131811770907298,-5664.461703495856,-0.05618982241480017
WELSPUNLIV,2017-04-11,2017-05-23,stop,-1.0,1.5666329931882397,-1.1700189324540795,28,98957143.06109925,0.08610117414972931,-8738.084557045295,-0.09088592121435476
HFCL,2017-04-18,2017-05-23,stop,-1.0,0.9564844388184703,-1.4501513958587926,24,51219484.40018864,0.10522861324944653,-10582.551195447944,-0.10996554171632279
SYMPHONY,2017-05-05,2017-05-23,stop,-1.0,1.1947158550725916,-1.4187228124603486,12,33017838.580834962,0.046501089124483086,-5180.076216569072,-0.051384836401671664
RNAVAL,2017-03-17,2017-05-24,stop,-1.0,1.639902172050682,-1.746389326079947,45,148897320.0,0.07453019107193724,-7339.450188590042,-0.07934386559425739
MPHASIS,2017-05-23,2017-06-05,target,2.0,2.3378615019400892,-0.6366874008957539,9,51327381.99149475,0.05122930783321025,9331.763467686531,0.09720246912725454
LUXIND,2017-06-05,2017-06-14,target,2.0,4.234903488349133,-0.21851240549473214,7,10012067.481637573,0.07185225706940346,13094.548701967147,0.13834525285345994
TCS,2017-05-19,2017-06-15,stop,-1.0,1.7500581277560592,-1.0567387523270153,19,2533192546.5883975,0.03892083695878365,-4298.757397237174,-0.043823534866386675
BASF,2017-05-26,2017-06-15,target,2.0,2.186793235891935,-0.5890388369455893,14,28951863.120117184,0.06987817217778756,12654.873741597505,0.1344069534946863
HSIL,2017-05-23,2017-06-20,target,2.0,2.049323405495895,-0.8130360869066315,20,31166833.32,0.0720017763857952,13310.245814911854,0.1386435438896616
OBEROIRLTY,2017-06-05,2017-06-21,stop,-1.0,0.0,-1.0535736770846638,12,88718958.18945922,0.07756920611217655,-7796.922077934954,-0.08237528309689598
IFBIND,2017-06-14,2017-06-22,target,2.0,4.212174825903812,0.0,6,12774276.180197144,0.04193878614424658,7704.774261023159,0.07866787835777202
HEG,2017-06-22,2017-07-03,target,2.0,2.0251111261375634,-0.7961990133696016,6,41116829.28506851,0.09717429838576284,18591.28797747587,0.1888627252795969
RELIANCE,2017-06-20,2017-07-12,target,2.0,2.1800543907046324,-0.7141564812890727,15,5210622915.642315,0.03776415607998956,6906.241785005643,0.07033949137957937
CHOLAFIN,2017-03-28,2017-07-13,target,2.0,2.140468283272657,-0.9974975446151719,73,517254781.7414093,0.07097394326681511,12403.117036889067,0.13659301681729624
JSWENERGY,2017-04-19,2017-07-31,target,2.0,2.422324202418175,-0.9705800522924696,71,412615734.9917339,0.07238723772114557,13310.489452386253,0.13941253925368552
PRSMJOHNSN,2017-06-15,2017-08-10,stop,-1.0,1.5800113785590937,-1.0710658375134674,39,29004548.288978197,0.05508142604175072,-5916.453250736042,-0.05994372247664629
CERA,2017-05-24,2017-08-11,stop,-1.0,1.3220707226433364,-1.17107759413107,56,20109824.335742187,0.07035343967907659,-7079.985120717126,-0.07517755607987879
CONCOR,2017-06-21,2017-08-11,stop,-1.0,0.20024428830654326,-1.3003436503551058,36,298046579.52785647,0.06658497264002769,-7017.460711100523,-0.07141851020842757
UBL,2017-07-31,2017-08-11,stop,-1.0,1.3093008561978294,-1.0801743797562553,9,176670366.46128538,0.041233938518371115,-4756.934021557256,-0.046130853672075006
VIPIND,2017-08-14,2017-08-28,target,2.0,2.246100026766613,0.0,8,56395583.42017059,0.0854111477899782,16412.028700235376,0.16539523984100674
BOMDYEING,2017-08-28,2017-08-30,target,2.0,2.3591369034564758,0.0,2,116953654.50021516,0.10535412734737576,21183.04283579814,0.20518148405801467
M&M,2017-07-12,2017-09-05,stop,-1.0,0.8746961612134476,-1.154108350186331,37,1410443908.8619995,0.04287555039908807,-4914.417683298006,-0.04776836152309021
MOIL,2017-08-14,2017-09-08,target,2.0,2.138507698798607,0.0,17,62245630.86997376,0.0780505484985915,14954.908640190679,0.1507108442546903
MANPASAND,2017-08-11,2017-09-12,target,2.0,2.1722107034834943,-0.02737344838853636,20,67305130.29504395,0.07240964520040304,14106.897867505872,0.13945724217480415
SHRIRAMFIN,2017-09-05,2017-09-22,stop,-1.0,0.6035012802169477,-1.3002520673758653,13,636934430.8563957,0.062375428994831,-7133.254641064284,-0.06721949042234382
TORNTPHARM,2017-09-22,2017-09-25,stop,-1.0209874832482972,0.0,-1.5256770641634856,1,215132086.02628782,0.06384560046025092,-7607.832200548991,-0.07002259503306184
MAHINDCIE,2017-07-13,2017-09-27,stop,-1.0,1.5958318382808674,-1.42222655284772,52,19856339.262034606,0.06175880197992695,-6848.598143828764,-0.06660440497497701
UBL,2017-09-26,2017-09-29,stop,-1.0,0.26009507092320905,-1.0096056535761473,3,211197156.64108887,0.038221139759913876,-4543.87294231723,-0.0431255869105139
PRESTIGE,2017-07-03,2017-10-09,target,2.0,2.2447359666686557,-0.5507024776065346,67,76275496.22592545,0.0918655107999688,17798.579167971813,0.17827169404593785
IFBIND,2017-08-31,2017-10-11,target,2.0,2.4950493495461843,-0.44732975246246925,28,17974762.622131348,0.05104423897204561,10317.134985085908,0.09683325674923102
UFLEX,2017-09-12,2017-10-17,target,2.0,2.0502479615960927,-0.4812483233894562,24,70974113.22290039,0.07012896231576683,14571.123904312668,0.13490727981995498
AXISBANK,2017-05-22,2017-10-18,stop,-1.0,1.6741350103290418,-1.3210970223585015,103,5045409644.90435,0.057929967957834644,-6066.692889874746,-0.0627851430379399
GVKPIL,2017-10-09,2017-10-25,target,2.511997197589106,2.511997197589106,-0.7412447141633122,11,23141088.848094746,0.09791721309254293,25778.224627068117,0.24035284547199287
BIRLACORPN,2017-10-11,2017-10-31,target,2.0,2.668191790002074,-0.16954811090902788,13,64811338.700976565,0.07560794994123055,15688.460943587124,0.145837860132755
ASHOKA,2017-10-25,2017-11-02,target,2.0,2.1844661051669876,0.0,6,35646906.20205765,0.09132369901632406,19937.03799038876,0.17719077953756665
GREENPLY,2017-01-30,2017-11-07,target,2.0,2.1969861278493816,-0.8203968916768144,191,15268664.561602784,0.07381282155929644,12840.109994314034,0.14225657901079652
TEAMLEASE,2017-11-07,2017-11-08,target,2.0,2.926684689304072,0.0,1,4904006.998321533,0.06833670901786057,15546.323138038255,0.13133173449063193
OFSS,2017-11-08,2017-11-10,target,2.0,2.27976670068637,-0.6492443859967215,2,45857659.200732425,0.02534855794333395,5321.217886532926,0.04557037309695139
SPARC,2017-10-31,2017-11-16,stop,-1.0,0.2838732336448152,-1.0417372205552302,12,362529490.9199798,0.08929627738977541,-10861.607487617239,-0.09407303669630096
BLISSGVS,2017-10-17,2017-12-01,target,2.0,2.7340842834968964,-0.3726540680782125,32,24571097.200849917,0.07513621697045642,15919.277385470126,0.14489675285606068
HUDCO,2017-09-27,2017-12-05,stop,-1.0,0.5808626585233239,-1.0787460296221454,47,443810592.99466854,0.08446980977882013,-9473.609698681183,-0.089258635254373
HONAUT,2017-11-16,2017-12-12,target,2.0,4.484263021885348,-0.8921974978941827,18,21138873.999316406,0.059535867936272496,13199.444319842407,0.1137740565328637
DREDGECORP,2017-11-02,2017-12-29,target,2.0,2.5558127817896823,-0.993630260000958,40,172038945.94528198,0.10773151195060199,24546.788884229023,0.20992436634145104
SUPREMEIND,2017-12-01,2017-12-29,target,2.0,2.0549429618999855,-0.975723349196474,19,66629766.26623535,0.05801183546867856,12794.28154634566,0.11073361176001388
JPPOWER,2017-09-08,2018-01-01,target,2.115386301484165,2.3744133803938228,-0.8634230474159356,78,54108719.06820991,0.155460514700983,34711.68828876331,0.32303689561208687
JPPOWER,2018-01-01,2018-01-02,stop,-1.0,0.0,-1.103455700195964,1,85669360.72088528,0.14646361427690877,-19189.80184666701,-0.15109745524121643
VTL,2017-11-10,2018-01-03,target,2.0,2.8586346183931393,-0.6179229014080033,37,21304744.646720886,0.07093716594749483,16106.153431787607,0.13651964606525244
RNAVAL,2018-01-02,2018-01-03,stop,-1.0,0.0,-1.0643719479270897,1,651516030.0,0.17716685312749886,-23023.562649941567,-0.18172393599468012
COFORGE,2017-12-12,2018-01-11,target,1.9999999999999982,2.074749121317606,-0.953228612631801,21,194348012.43293762,0.06725386165129575,15127.426156429932,0.12917145399433502
BPCL,2017-10-18,2018-01-16,stop,-1.0,1.2209363282452736,-1.2370822181411232,62,1355657649.459906,0.06026242905471914,-7233.985165765194,-0.06511177298208216
BAJAJHLDNG,2018-01-11,2018-01-16,stop,-1.0,0.0,-1.1191800923772492,3,54277429.20186768,0.03661278920436073,-5267.945179599154,-0.04152125723134974
EMAMILTD,2018-01-16,2018-01-17,stop,-1.0,0.0,-1.0178301909972853,1,198194337.36668092,0.053603878546472215,-7468.148012978771,-0.05846986885010592
GMDCLTD,2017-12-29,2018-01-18,stop,-1.0,0.48532222424264027,-1.2654322643420892,14,40782325.77886353,0.08315879478480358,-10812.54317369544,-0.08795089779784149
KOTAKBANK,2017-09-29,2018-01-29,target,2.0,2.0506983018410097,-0.61132287125285,82,1921504196.7731934,0.050735586374652704,10077.433786304737,0.09621749481743236
SOUTHBANK,2018-01-18,2018-01-30,stop,-1.0,0.0,-1.009235346717644,7,430927379.17607945,0.09908501541515867,-12872.927688918342,-0.10383730287662069
INDIANB,2018-01-16,2018-01-31,stop,-1.0,0.9995212841038016,-1.210785997679589,10,263283467.11243895,0.057318966759625965,-7941.476705683925,-0.0621756693427268
GSFC,2017-12-29,2018-02-01,stop,-1.0,1.311928515938713,-1.45666791275997,23,292576020.3113346,0.07029465389981228,-9234.999942316446,-0.07511891726506266
OIL,2017-12-05,2018-02-02,stop,-1.0,1.55315801317861,-1.1502784801398742,41,102723443.88953096,0.04984937233588582,-6276.680351256777,-0.05472474890504603
TATACHEM,2018-01-03,2018-02-02,stop,-1.0,0.7526135851014799,-1.3559547702444186,21,333697731.8193115,0.06467986602583446,-8553.522295078015,-0.06951816636076964
SCI,2017-06-15,2018-02-05,stop,-1.0,1.1541623301137593,-1.3544273740898387,160,73454420.65554504,0.2073748740555508,-20166.626387118973,-0.21185643687041186
GET&D,2018-02-01,2018-02-05,stop,-1.0,0.0,-1.3628475195686958,2,51982378.760000005,0.08153809175232243,-10184.095591890318,-0.08633424652294153
APOLLOHOSP,2018-02-02,2018-02-05,stop,-1.1356126593659248,0.0,-1.459205501594696,1,360681378.84490967,0.047633557310960556,-7003.358269748452,-0.058958037516226705
UNOMINDA,2018-02-02,2018-02-05,stop,-1.0,0.0,-1.524499758951518,1,113336238.73863907,0.07132183907775251,-9044.74562509012,-0.07614353448005799
SHREECEM,2017-08-14,2018-02-06,stop,-1.1352918520351065,1.4585164538096533,-1.5086542329281285,120,261603502.23427734,0.07917391891505686,-9393.109648691197,-0.09466079127535733
PRESTIGE,2018-01-03,2018-02-06,stop,-1.1390209702326117,1.1288611723206983,-1.4318145198777077,23,131084772.19362181,0.09133706637794922,-13383.65597480593,-0.10877474687910205
JMFINANCIL,2018-01-29,2018-02-06,stop,-1.0,0.6368219092996906,-1.108898826749788,6,187041171.9419159,0.09033264949289904,-11430.636792926734,-0.09510681786916658
NAUKRI,2018-02-05,2018-02-06,stop,-1.595803223839981,0.0,-3.4172945338103946,1,171140399.69204712,0.03348483922766335,-6605.362447674971,-0.05830162635329527
INDIGO,2018-02-06,2018-02-07,target,2.0,2.1219749280627287,0.0,1,736723930.071753,0.027337122051397583,5541.362923684542,0.049537558492538325
UBL,2018-01-18,2018-02-09,stop,-1.1777903189779806,1.145489623416611,-1.1777903189779806,15,432940357.12377316,0.08471381208589415,-12958.266000072004,-0.10452566998908963
IOC,2018-01-31,2018-02-09,stop,-1.0,0.012342009376063126,-1.1285539478841013,7,1116702647.4378788,0.057615080091936714,-7349.336896705911,-0.0624710423917069
KNRCON,2018-02-09,2018-02-12,target,2.0,2.1814668263455856,0.0,1,49816703.72579956,0.0604695007380859,12802.918870405987,0.11563665397248166
HFCL,2018-02-12,2018-03-08,stop,-1.0,0.050696002823922705,-1.1355816018306757,16,287119620.1797492,0.15831115086216452,-18085.759676044694,-0.162915372985009
VRLLOG,2018-02-09,2018-03-12,stop,-1.0,0.875708801425437,-1.2688858711839508,19,66255404.81973724,0.05334099420496511,-6444.563111875878,-0.0582076417194526
VIPIND,2018-02-07,2018-03-14,stop,-1.0,0.1512034514746137,-1.0025171098849106,23,211846223.17091218,0.11055201658492914,-12648.422233553525,-0.11527563654346677
NAVINFLUOR,2018-02-06,2018-03-26,stop,-1.0,1.8393108408364562,-1.0150759184403544,32,25316307.127532963,0.05466249101718855,-6658.66998581283,-0.059525834789645404
GSKCONS,2018-03-08,2018-03-28,stop,-1.0,0.6365573719344931,-1.716134766477293,14,95011964.52,0.06267088997813378,-7224.625190448147,-0.06751421275318835
GEPIL,2018-03-28,2018-04-06,stop,-1.0,0.4676935895545581,-1.0027667640449427,5,19737396.354999997,0.080564749355113,-8909.905245688604,-0.08536333748172513
LUXIND,2018-03-27,2018-04-24,target,2.0,2.158549705401061,0.0,18,119600258.15612793,0.09476204281218681,19032.035652900795,0.18405027541031277
TV18BRDCST,2018-03-12,2018-05-14,stop,-1.0,1.1397226620066565,-1.17205521979408,42,455195974.93999994,0.09703082949970483,-10670.591766455296,-0.10178825242595543
FDC,2018-02-08,2018-05-16,stop,-1.0,1.0449298580129773,-1.0226977326798958,64,17366525.942207336,0.15529755064461717,-17730.532214165378,-0.15990930676800563
HEG,2018-03-14,2018-05-16,target,2.0,2.144115383018579,-0.8918911179614449,42,1410952393.624672,0.11721785166966449,23851.23038608736,0.2288496140809808
INTELLECT,2018-04-24,2018-05-18,target,2.0,2.105665736865952,-0.3900622214308251,17,57531516.39105377,0.07837228435975166,15446.549794516744,0.15135270729770467
SADBHAV,2018-02-07,2018-05-21,stop,-1.0,0.24845579350090347,-1.1067572993984645,68,120775857.68105774,0.10958783147768945,-12542.89315419584,-0.11431386189899513
3MINDIA,2018-04-06,2018-05-21,stop,-1.0,0.37630763258677047,-1.1941061211580828,30,30816447.77783203,0.059634275421034465,-6703.7964659111885,-0.06448518973248182
INOXLEISUR,2018-01-30,2018-05-23,stop,-1.0,1.7140468602438277,-1.0446995426513077,76,45510916.27249999,0.09657595607518366,-12049.951550472062,-0.1013345161849956
CROMPTON,2018-05-18,2018-05-28,stop,-1.0,0.07883951711426984,-1.1825835957016775,6,241787735.99715042,0.07749946585637538,-8789.918334197651,-0.0823057171917344
HFCL,2018-05-14,2018-06-01,stop,-1.0,0.32830526422176204,-1.2037821906827053,14,113309116.3130806,0.06768781705126473,-7597.920362612411,-0.07251859750863651
FCONSUMER,2018-05-23,2018-06-05,stop,-1.0,0.7122206672735426,-1.0473828641730276,9,211759105.6,0.08585977783103609,-9426.552592529291,-0.0906451283864583
GRINDWELL,2018-05-28,2018-06-11,target,2.0,2.4310458465515348,-0.8176578737910102,10,6165934.167800903,0.06244218750242623,12463.527940946895,0.11957216406734057
SANOFI,2018-06-01,2018-06-12,target,2.0,2.12031891572264,0.0,7,53098631.10117188,0.032956410911295926,6328.050125699668,0.06074803976803544
GUJGASLTD,2018-02-05,2018-06-19,stop,-1.0,1.9293479008841665,-1.2124024526149013,91,32036534.085624695,0.05155063294248119,-6392.380007285518,-0.05642175636012485
FINCABLES,2018-05-23,2018-06-19,stop,-1.0,1.4316962320480768,-1.2758079078035962,19,34491038.0776123,0.036651149722197296,-4321.942341449066,-0.04155952184789165
GRINDWELL,2018-06-12,2018-06-19,stop,-1.0,0.0,-1.0558628166331547,5,16008540.028076172,0.07236892048416917,-7899.29470206893,-0.07718799818295857
GSPL,2018-06-11,2018-06-20,stop,-1.004685030934972,0.18507355833012878,-1.004685030934972,7,103279240.28,0.06045199629711259,-6664.428258448125,-0.0655833777304206
MINDTREE,2018-06-21,2018-06-26,stop,-1.0,0.0,-1.381559929866898,3,1023804951.0500001,0.05907324372151459,-6413.139349623913,-0.06392556061221065
GODREJCP,2018-05-16,2018-06-27,target,2.0,2.2576072432332097,-0.2749324460001993,30,615331981.1012695,0.05476723785232291,11023.520993416181,0.10426063951538421
LTTS,2018-05-22,2018-06-28,stop,-1.0,0.6330426583033282,-1.319581899812668,27,203621490.8484497,0.08600965032021927,-9477.472079382542,-0.09079462619441861
LALPATHLAB,2018-05-16,2018-06-29,target,2.0,2.021691989924441,-0.9495343033579676,32,77566564.11306153,0.055757624561739744,11232.425424882736,0.10623646100067091
OFSS,2018-06-19,2018-07-05,stop,-1.0,0.6946751592484994,-1.2310141566367023,12,77075629.15333252,0.04913669261290855,-5451.64406692424,-0.054013850881376155
ZYDUSWELL,2018-07-02,2018-07-09,target,2.0,2.1814198387709003,-0.08939373588958613,5,21411246.240074158,0.06757816878673073,13018.99691748424,0.12981844672952797
HONAUT,2018-06-19,2018-07-11,target,2.0,4.045001224877105,-0.1232512149428485,16,14531940.959765624,0.028896698939018476,5313.880366691526,0.052648914383341974
YESBANK,2018-06-05,2018-07-12,target,2.0,2.019855211268339,-0.7223966015389646,27,3319371627.645715,0.06143389069103787,12022.234154846581,0.11756061192862068
LTI,2018-07-09,2018-07-12,target,2.0,2.096937009128003,0.0,3,114165923.45750001,0.05311425427857631,10204.824497264652,0.10096293728575981
PVR,2018-06-29,2018-07-13,stop,-1.0,0.25472021268200123,-2.136449070456321,10,482892877.0688476,0.06725319959982151,-7150.221948988974,-0.07208506660082188
3MINDIA,2018-07-16,2018-07-19,target,2.0,2.65362173113674,-0.36934271929817647,3,22577472.265625,0.04088796374951071,7937.775281817173,0.07657148768027408
KANSAINER,2018-07-11,2018-07-20,stop,-1.0,0.10925356706815603,-1.2591850766574224,7,102710199.6404541,0.054214473793317786,-6101.179848389796,-0.05907893760883438
BATAINDIA,2018-06-19,2018-07-23,target,2.0,2.096360901205105,-0.0489081461149152,24,702668036.3440216,0.05523023921181456,10616.30496820061,0.10518432722757015
MINDTREE,2018-07-02,2018-07-30,stop,-1.0,1.521134641160815,-1.156859179853827,20,1119876731.765,0.07077189100303655,-7581.130360263318,-0.07559496127552885
GREAVESCOT,2018-07-05,2018-07-30,target,2.0,2.0544250827304738,0.0,17,105611790.07704774,0.06359959470658104,12113.393053025979,0.1218811914396294
PRSMJOHNSN,2018-07-30,2018-08-01,stop,-1.0,0.0,-1.136222104552476,2,51143516.40564422,0.10564293689714752,-11600.9172633097,-0.11037882955490452
SIS,2018-02-07,2018-08-07,stop,-1.0,1.2019473211248783,-1.0601927906884865,124,26053472.015441895,0.13727708863885038,-15573.454188975382,-0.1419338959172531
MERCK,2018-07-23,2018-08-07,target,2.0,3.8399996667332723,-0.22150303253734,11,56658455.80301514,0.08207315303062318,16304.911113397637,0.15873594029609342
MERCK,2018-08-07,2018-08-08,target,2.109056615482718,3.0484186352300227,0.0,1,73806584.10551758,0.07688966078677481,16589.05790650448,0.15675923612520823
APOLLOTYRE,2018-07-20,2018-08-13,stop,-1.0642999878642774,1.5701110804781273,-1.2012901590192882,16,562625150.6324753,0.05136095313384666,-6137.906316859716,-0.05952680314255789
PARAGMILK,2018-08-08,2018-08-16,stop,-1.0,0.0,-1.2700936872977016,5,211544293.04377443,0.08285277714238665,-9451.266890772793,-0.08764564519953061
ELGIEQUIP,2018-07-12,2018-08-20,target,2.0,2.0441422766309825,-0.4181491320836662,26,14864637.166047668,0.059363216053816746,11835.72492430844,0.11342961602736451
GSKCONS,2018-07-12,2018-08-21,target,2.0,2.6602229003547793,-0.7733206105682497,27,132032677.32499999,0.0456396960907638,8978.944774075479,0.0860511937010738
CUB,2018-08-08,2018-08-28,target,2.000000000000002,2.1656017871201896,-0.12113556700437567,12,99033422.34166679,0.052007270973362746,10649.19069156412,0.09875450559185892
KARURVYSYA,2018-08-16,2018-08-28,stop,-1.0,0.07907450792353812,-1.107034640211022,7,170835386.9862671,0.06323203139193398,-7292.265483283031,-0.06807395131345399
INDIANB,2018-08-21,2018-09-04,stop,-1.0,0.0,-1.2393106648325498,9,569624931.269455,0.07720302222087663,-8764.530294700511,-0.08201001466532445
ZFCVINDIA,2018-08-28,2018-09-05,stop,-1.0,0.11740248719650102,-1.147018707233129,6,34534258.2074707,0.05808218635729935,-6754.093439463128,-0.062936980891406
OFSS,2018-08-07,2018-09-17,target,2.0,3.2534015208351925,-0.28656226133410256,26,73848474.06774902,0.057382116931123196,11585.445937300132,0.10947732327759088
SOLARINDS,2018-07-30,2018-09-18,stop,-1.0,1.8349010020104044,-1.3464523895829232,33,29364538.840393066,0.06682938761551502,-7531.775619137638,-0.07166231414647622
FLFL,2018-08-28,2018-09-21,stop,-1.0,0.45690431839496454,-1.100600376845646,16,27698708.5306015,0.08573034335023462,-9713.742719291668,-0.09051601749185888
JAICORPLTD,2018-09-17,2018-09-21,stop,-1.0,0.09608186883084104,-2.7018421075884618,3,321636213.5334594,0.08573077945668012,-9610.362963502095,-0.09051645250803832
