tkr,sig_date,entry_date,entry,trig,stop0,risk_pct,half_date,half_px,exit_date,exit_px,reason,held,R,gap_through,net_pnl,stt_paid
IDFCFIRSTB,2022-09-30,2022-10-06,53.67,49.84,46.9,2.0,,,2022-12-27,56.02,ma_breach,56,0.346,False,10759.56,550.25
HDFCBANK,2022-11-11,2022-11-16,774.86,774.86,727.27,2.0,,,2023-01-10,757.34,ma_breach,39,-0.368,False,-14167.64,1070.84
GODFRYPHLP,2023-01-06,2023-01-10,671.43,647.1,613.8,2.0,,,2023-01-16,613.8,stop,4,-1.0,False,-35785.64,740.18
KARURVYSYA,2022-12-05,2022-12-08,82.35,81.34,75.56,2.0,,,2023-01-23,85.12,ma_breach,32,0.409,False,12123.17,821.87
BANKINDIA,2022-12-26,2022-12-27,79.37,78.88,66.63,2.0,,,2023-01-27,73.42,ma_breach,22,-0.468,False,-16125.28,395.24
MAHABANK,2023-01-11,2023-01-16,28.19,27.44,25.56,2.0,,,2023-01-27,25.56,stop,8,-1.0,False,-34170.74,673.99
360ONE,2023-01-18,2023-01-23,456.62,437.77,430.8,2.0,,,2023-01-27,430.8,stop,3,-1.0,False,-36602.27,1089.26
AEGISLOG,2022-12-26,2022-12-27,334.27,334.27,308.4,2.0,,,2023-01-30,323.06,ma_breach,23,-0.433,False,-17204.07,837.42
ASHOKLEY,2023-01-23,2023-01-27,67.55,67.18,65.34,2.0,,,2023-01-30,65.34,stop,1,-1.0,False,-33982.41,1848.93
CERA,2023-01-24,2023-01-30,5377.95,5377.95,5262.33,2.0,,,2023-01-31,5262.33,stop,1,-1.0,True,-47207.76,2750.1
SUNDRMFAST,2023-01-25,2023-01-31,973.35,973.35,947.56,2.0,,,2023-02-01,947.56,stop,1,-1.0,False,-37120.17,2071.14
MAXHEALTH,2023-01-27,2023-02-01,461.5,457.72,433.44,2.0,,,2023-02-02,433.44,stop,1,-1.0,False,-29338.69,884.98
AEGISLOG,2023-01-30,2023-01-31,372.44,372.44,320.99,2.0,,,2023-02-20,337.61,ma_breach,14,-0.677,False,-20162.55,383.73
M&M,2023-01-27,2023-02-01,1351.34,1305.78,1252.72,2.0,,,2023-02-24,1252.72,stop,17,-1.0,False,-29064.5,732.65
360ONE,2023-01-30,2023-02-02,446.17,440.95,401.8,2.0,,,2023-02-24,425.36,ma_breach,16,-0.469,False,-14171.16,517.68
AEGISLOG,2023-02-21,2023-02-24,346.44,346.44,334.56,2.0,2023-03-08,370.1953921960286,2023-03-20,344.22,trail,15,0.907,False,18132.49,1536.32
KPITTECH,2023-03-15,2023-03-20,855.3,841.91,768.01,2.0,,,2023-04-03,768.01,stop,9,-1.0,False,-28276.5,508.8
RADICO,2023-01-27,2023-02-01,1126.34,1064.94,1031.09,2.0,,,2023-04-12,1079.9,ma_breach,46,-0.488,False,-15776.44,642.69
3MINDIA,2023-03-28,2023-04-03,22323.88,22090.97,21357.61,2.0,,,2023-04-24,21357.61,stop,12,-1.0,False,-33274.72,1249.95
APARINDS,2023-01-31,2023-02-02,1908.38,1648.39,1326.29,2.0,2023-05-08,3072.572394980568,2023-05-09,2614.67,trail,62,1.607,False,41589.61,215.15
JBMA,2023-03-02,2023-03-08,300.57,300.57,282.82,2.0,2023-04-03,336.08353712520466,2023-05-10,374.53,trail,40,3.083,False,79561.13,995.08
RITES,2023-04-25,2023-04-28,177.43,175.06,159.84,2.0,,,2023-06-27,174.63,ma_breach,41,-0.159,False,-6164.22,537.71
TORNTPOWER,2023-06-07,2023-06-08,692.17,692.17,598.63,2.0,,,2023-06-28,598.63,stop,14,-1.0,False,-30171.91,397.18
PFC,2023-04-06,2023-04-12,118.31,110.97,107.92,2.0,2023-06-08,139.09269386287326,2023-07-13,161.3,time,63,3.069,False,82092.21,701.91
CARBORUNIV,2023-04-20,2023-04-24,1051.89,1038.83,964.24,2.0,2023-06-15,1227.1927148377777,2023-07-24,1177.02,time,63,1.714,False,43673.48,691.66
POWERINDIA,2023-05-05,2023-05-10,3759.26,3759.26,3437.27,2.0,,,2023-07-31,3954.38,ma_breach,57,0.606,False,14606.78,670.16
FACT,2023-06-12,2023-06-15,377.26,325.87,314.55,2.0,2023-07-13,502.6729703331542,2023-08-10,452.01,trail,39,1.596,False,44479.56,391.5
ABCAPITAL,2023-06-23,2023-06-27,185.2,175.9,167.83,2.0,,,2023-08-16,182.7,ma_breach,34,-0.144,False,-5322.6,619.24
TORNTPOWER,2023-07-26,2023-07-31,648.03,616.35,588.4,2.0,,,2023-08-21,606.74,ma_breach,14,-0.692,False,-23523.76,646.26
3MINDIA,2023-08-10,2023-08-16,27678.03,27373.48,25720.38,2.0,2023-09-04,31593.340772673928,2023-09-20,28894.98,trail,24,1.311,False,37868.68,928.08
EIHOTEL,2023-08-30,2023-09-04,262.24,242.97,226.75,2.0,,,2023-09-20,226.75,stop,11,-1.0,False,-36002.13,473.22
RITES,2023-07-21,2023-07-25,222.86,211.72,191.97,2.0,,,2023-10-09,224.2,ma_breach,51,0.043,False,522.89,439.89
ESCORTS,2023-07-10,2023-07-13,2292.62,2253.73,2150.53,2.0,2023-08-02,2576.8157348589216,2023-10-13,3318.19,time,63,4.609,False,137835.24,1119.03
IRFC,2023-07-31,2023-08-02,38.61,36.52,33.27,2.0,2023-08-16,49.285810736193994,2023-10-23,69.04,trail,55,3.85,False,118475.65,568.36
COCHINSHIP,2023-08-14,2023-08-17,395.58,338.29,313.74,2.0,2023-09-08,559.2708489770514,2023-10-23,487.72,trail,45,1.563,False,48603.73,353.8
RVNL,2023-09-07,2023-09-12,193.69,155.15,146.67,2.0,,,2023-10-25,146.67,stop,28,-1.0,False,-38633.26,276.08
CRISIL,2023-10-18,2023-10-23,4048.05,3936.53,3704.57,2.0,,,2023-10-26,3704.57,stop,2,-1.0,False,-39899.88,834.64
JMFINANCIL,2023-08-17,2023-08-21,77.52,75.7,67.94,2.0,,,2023-10-27,76.68,ma_breach,46,-0.088,False,-4566.7,510.55
MAPMYINDIA,2023-10-25,2023-10-27,2001.44,1982.11,1863.65,2.0,2023-11-16,2277.027658669812,2023-12-20,2081.01,trail,36,1.289,False,43827.0,1077.42
ANGELONE,2023-09-14,2023-09-20,181.13,171.72,166.42,2.0,2023-10-13,210.5614607077375,2023-12-22,317.03,time,63,5.618,False,196931.43,1070.37
BOSCHLTD,2023-10-10,2023-10-13,19738.91,19273.66,18701.72,2.0,2024-01-01,21813.30905202801,2024-01-16,22515.38,time,63,2.338,False,79846.83,1468.27
QUESS,2023-11-10,2023-11-16,464.18,433.58,409.9,2.0,,,2024-01-25,440.36,ma_breach,47,-0.439,False,-19810.94,664.09
SWANENERGY,2023-10-25,2023-10-26,315.8,315.8,295.0,2.0,2023-10-27,357.3906,2024-01-30,622.45,time,63,8.373,False,290580.93,1355.92
3MINDIA,2023-12-27,2024-01-01,36168.27,36168.27,30468.47,2.0,,,2024-02-07,32363.49,ma_breach,25,-0.668,False,-30996.35,525.2
IRFC,2023-12-19,2023-12-22,98.05,98.05,91.2,2.0,2024-01-16,111.7587080933396,2024-02-12,140.4,trail,33,4.09,False,172532.97,1399.79
NSLNISP,2024-01-19,2024-01-25,55.65,49.5,48.2,2.0,2024-01-31,70.54650457763672,2024-02-12,59.73,trail,11,1.274,False,60598.72,807.41
NIACL,2024-02-02,2024-02-07,274.48,244.49,234.38,2.0,,,2024-02-13,234.38,stop,4,-1.0,False,-54839.61,666.2
IDEA,2024-02-07,2024-02-12,15.65,15.45,14.24,2.0,,,2024-02-13,14.24,stop,1,-1.0,False,-54662.12,1112.79
AMBER,2024-02-14,2024-02-19,3999.95,3899.0,3546.45,2.0,,,2024-03-01,3700.0,ma_breach,9,-0.661,False,-35132.0,862.03
RITES,2024-01-25,2024-01-31,341.58,325.65,272.48,2.0,,,2024-03-13,272.48,stop,29,-1.0,False,-51812.72,453.15
INDUSTOWER,2024-02-28,2024-03-04,265.55,250.4,234.27,2.0,,,2024-03-13,234.27,stop,6,-1.0,False,-53032.89,823.59
APLLTD,2024-01-11,2024-01-16,921.25,824.34,783.55,2.0,,,2024-03-18,930.74,ma_breach,41,0.069,False,1001.29,617.22
ACC,2024-01-24,2024-01-30,2476.48,2220.19,2160.31,2.0,,,2024-03-18,2448.93,ma_breach,33,-0.087,False,-5890.02,796.67
HUDCO,2024-03-14,2024-03-18,178.68,169.8,143.32,2.0,,,2024-03-22,171.82,ma_breach,4,-0.194,False,-9827.39,459.51
ABBOTINDIA,2024-03-13,2024-03-18,27951.36,26762.72,26057.63,2.0,,,2024-03-26,26057.63,stop,5,-1.0,False,-50988.41,1322.21
ADANIGREEN,2024-03-14,2024-03-15,1913.0,1913.0,1661.54,2.0,,,2024-04-18,1829.7,ma_breach,20,-0.331,False,-16733.82,695.6
BLUESTARCO,2024-01-11,2024-01-16,1055.53,992.3,958.44,2.0,2024-02-19,1249.7272929737603,2024-04-23,1444.59,time,63,3.003,False,133860.33,1135.61
KALYANKJIL,2024-02-08,2024-02-13,366.8,366.8,341.64,2.0,2024-03-28,417.12916047750105,2024-05-06,394.63,trail,53,1.553,False,73247.72,1501.86
JUSTDIAL,2024-04-18,2024-04-23,1086.85,1025.0,939.06,2.0,,,2024-05-27,939.06,stop,22,-1.0,False,-51005.48,682.35
DMART,2024-03-21,2024-03-27,4480.5,4238.0,4087.41,2.0,,,2024-05-30,4475.9,ma_breach,41,-0.012,False,-2505.68,1083.02
EPIGRAL,2024-04-01,2024-04-02,1329.15,1179.86,1088.48,2.0,,,2024-05-30,1206.57,ma_breach,38,-0.509,False,-26502.21,511.2
APARINDS,2024-03-20,2024-03-26,6323.47,6156.49,5942.06,2.0,2024-03-27,7086.273655235091,2024-06-04,7439.76,trail,45,2.463,False,109057.16,1619.18
AEGISLOG,2024-04-15,2024-04-18,518.88,493.18,443.61,2.0,2024-04-29,669.4264445073294,2024-06-04,625.51,trail,31,1.708,False,81911.1,755.3
PNCINFRA,2024-05-22,2024-05-27,568.1,533.71,472.94,2.0,,,2024-06-04,472.94,stop,6,-1.0,False,-52688.16,565.29
BDL,2024-05-29,2024-05-31,1612.83,1541.41,1398.17,2.0,,,2024-06-05,1398.17,stop,3,-1.0,True,-51191.62,700.38
ADANIENSOL,2024-05-30,2024-06-04,1219.75,1107.15,1080.12,2.0,,,2024-06-05,1080.12,stop,1,-1.0,True,-52075.89,833.04
LODHA,2024-05-30,2024-06-04,1437.73,1328.28,1269.25,2.0,,,2024-06-05,1269.25,stop,1,-1.0,False,-52039.16,812.64
VIJAYA,2024-05-08,2024-05-13,791.32,681.86,651.85,2.0,,,2024-07-01,746.56,ma_breach,33,-0.321,False,-18403.62,564.45
KNRCON,2024-05-31,2024-06-05,330.04,330.04,294.76,2.0,2024-06-06,400.58929415195513,2024-07-19,341.4,trail,30,1.161,False,49849.8,880.43
SUPREMEIND,2024-04-26,2024-04-30,4831.3,4356.45,4010.77,2.0,,,2024-07-23,5673.65,ma_breach,56,1.027,False,51965.53,662.95
EIDPARRY,2024-05-27,2024-05-30,693.55,642.5,627.77,2.0,2024-06-19,825.1067145996094,2024-08-05,755.71,trail,45,1.472,True,70465.48,1140.79
ELGIEQUIP,2024-06-13,2024-06-19,693.6,658.39,600.2,2.0,,,2024-08-08,638.85,ma_breach,35,-0.586,False,-32090.34,719.73
ABFRL,2024-06-05,2024-06-07,321.5,311.45,267.93,2.0,,,2024-08-09,319.2,ma_breach,43,-0.043,False,-3133.25,581.33
APLLTD,2024-07-18,2024-07-23,1106.84,1075.54,1033.76,2.0,2024-08-08,1253.0119122522942,2024-08-12,1086.53,trail,14,0.861,False,41059.36,1589.01
BIKAJI,2024-05-31,2024-06-05,596.01,596.01,550.98,2.0,2024-06-07,686.0792670687556,2024-09-05,880.39,time,63,4.157,False,179433.98,1356.86
ZYDUSWELL,2024-06-04,2024-06-06,383.82,346.15,329.73,2.0,2024-07-30,492.00670028800886,2024-09-06,449.42,time,63,1.606,False,73023.59,743.75
ECLERX,2024-08-05,2024-08-08,1246.76,1214.28,1161.07,2.0,2024-08-27,1418.1326522472593,2024-09-18,1326.47,trail,28,1.465,False,72193.0,1642.3
GODFRYPHLP,2024-08-16,2024-08-21,1829.93,1501.9,1415.15,2.0,2024-09-16,2659.4697869408938,2024-10-03,2190.13,trail,30,1.434,False,78837.79,571.23
PCBL,2024-08-01,2024-08-05,352.65,348.54,313.83,2.0,2024-08-21,430.2941088226779,2024-10-07,487.93,trail,43,2.742,False,145586.56,1125.57
SAREGAMA,2024-09-30,2024-10-03,646.07,629.59,548.24,2.0,,,2024-10-14,548.24,stop,7,-1.0,False,-65229.99,779.19
CRAFTSMAN,2024-08-23,2024-08-27,6239.79,6024.92,5558.4,2.0,,,2024-10-22,5895.03,ma_breach,39,-0.506,False,-32592.17,1021.35
JMFINANCIL,2024-09-03,2024-09-05,116.89,114.69,102.83,2.0,2024-09-27,145.00929441203482,2024-10-22,134.24,trail,32,1.617,False,94119.74,1083.88
GODFRYPHLP,2024-10-08,2024-10-10,2328.08,2272.24,2050.31,2.0,,,2024-10-22,2050.31,stop,8,-1.0,False,-64010.65,981.12
ALKEM,2024-08-07,2024-08-12,5748.27,5423.9,5235.22,2.0,,,2024-10-25,5854.39,ma_breach,52,0.207,False,8930.19,1215.59
BBTC,2024-10-18,2024-10-22,2767.55,2674.31,2534.38,2.0,,,2024-10-25,2534.38,stop,3,-1.0,False,-65570.17,1381.08
INDIGOPNTS,2024-10-18,2024-10-22,1651.91,1589.0,1525.47,2.0,,,2024-11-08,1525.47,stop,13,-1.0,False,-66078.28,1526.25
BEML,2024-11-05,2024-11-08,2119.34,2030.29,1946.59,2.0,,,2024-11-12,1946.59,stop,2,-1.0,False,-62871.99,1419.65
ASTRAZEN,2024-10-29,2024-11-01,7574.11,7471.91,6924.38,2.0,,,2024-11-14,6924.38,stop,9,-1.0,False,-60637.35,1300.84
DCMSHRIRAM,2024-11-14,2024-11-18,1298.68,1298.68,1153.61,2.0,,,2024-11-26,1153.61,stop,5,-1.0,False,-60637.24,967.78
ABSLAMC,2024-10-23,2024-10-25,724.49,724.49,691.39,2.0,2024-11-01,790.6949567558355,2024-12-13,783.53,trail,33,1.892,False,106562.26,2689.09
NEULANDLAB,2024-11-11,2024-11-12,13990.71,13945.1,12792.59,2.0,2024-11-27,16386.959565851997,2024-12-13,15589.12,trail,21,1.667,False,93084.85,1435.95
DIXON,2024-09-13,2024-09-18,14043.75,13109.48,12766.96,2.0,2024-12-02,16597.326722260757,2024-12-19,18393.76,time,63,2.703,False,163861.4,1522.25
JUBLINGREA,2024-12-10,2024-12-13,829.27,796.46,759.08,2.0,,,2024-12-20,759.08,stop,5,-1.0,False,-68131.09,1428.74
BSE,2024-11-27,2024-12-02,1548.45,1494.95,1420.76,2.0,2024-12-06,1803.8310357311361,2025-01-06,1705.72,trail,24,1.616,False,93584.77,1542.74
KEC,2024-12-03,2024-12-06,1204.4,1103.99,1057.26,2.0,,,2025-01-08,1057.26,stop,22,-1.0,False,-65451.32,978.98
AEGISLOG,2025-01-07,2025-01-08,1016.21,1004.88,845.17,2.0,,,2025-01-10,845.17,stop,2,-1.0,False,-63911.42,682.17
KFINTECH,2024-11-21,2024-11-26,1100.43,1028.81,995.38,2.0,2024-12-18,1310.5320808553552,2025-01-13,1355.27,trail,33,2.213,True,125275.58,1336.48
ZENTEC,2024-12-13,2024-12-18,2396.62,2176.73,2075.5,2.0,,,2025-01-14,2075.5,stop,18,-1.0,False,-64557.02,877.05
CRISIL,2025-01-13,2025-01-14,5804.64,5804.64,5478.46,2.0,,,2025-01-17,5478.46,stop,3,-1.0,False,-61221.33,1993.6
ANANTRAJ,2024-12-17,2024-12-20,848.98,842.99,789.31,2.0,,,2025-01-27,789.31,stop,25,-1.0,False,-67134.32,1756.44
BIOCON,2025-01-14,2025-01-17,393.47,390.68,369.39,2.0,,,2025-01-27,369.39,stop,6,-1.0,False,-60847.46,1823.09
LAURUSLABS,2025-01-23,2025-01-27,608.06,585.13,567.02,2.0,,,2025-01-28,567.02,stop,1,-1.0,True,-57825.66,1574.6
ALIVUS,2025-01-27,2025-01-28,1207.53,1207.53,1124.73,2.0,,,2025-02-01,1124.73,stop,4,-1.0,False,-55738.94,1429.26
MAZDOCK,2025-01-29,2025-02-01,2491.32,2392.39,2308.98,2.0,,,2025-02-03,2308.98,stop,1,-1.0,False,-54227.84,1363.04
CENTURYPLY,2025-01-31,2025-02-03,827.55,827.55,766.81,2.0,,,2025-02-13,766.81,stop,8,-1.0,False,-54944.58,1320.85
EICHERMOT,2025-01-01,2025-01-06,5242.77,4843.64,4677.06,2.0,,,2025-02-14,4769.26,ma_breach,30,-0.837,False,-55759.88,1135.77
PTCIL,2025-01-03,2025-01-08,16901.0,14628.0,13256.78,2.0,,,2025-02-14,13625.0,ma_breach,28,-0.899,False,-58187.58,525.07
WOCKPHARMA,2025-02-12,2025-02-13,1519.7,1515.6,1369.93,2.0,,,2025-02-14,1369.93,stop,1,-1.0,False,-49956.12,931.49
REDINGTON,2025-02-13,2025-02-17,242.6,242.6,221.45,2.0,,,2025-02-18,221.45,stop,1,-1.0,False,-48134.35,1015.71
WIPRO,2025-01-22,2025-01-27,297.91,290.59,280.33,2.0,,,2025-02-25,280.33,stop,22,-1.0,False,-58247.95,1809.21
SUNDARMFIN,2025-02-17,2025-02-20,4707.86,4587.42,4338.02,2.0,,,2025-02-25,4338.02,stop,3,-1.0,False,-49886.08,1123.93
ABBOTINDIA,2025-02-24,2025-02-25,29439.97,29439.97,28118.34,2.0,,,2025-04-07,28118.34,stop,26,-1.0,True,-47333.07,1911.55
BAJAJFINSV,2025-02-12,2025-02-14,1851.02,1798.44,1723.21,2.0,2025-04-21,2106.6299547257277,2025-05-02,1918.07,trail,48,1.262,False,56750.17,1420.22
AAVAS,2025-04-07,2025-04-08,2029.85,2025.0,1672.53,2.0,,,2025-05-07,1740.0,ma_breach,17,-0.811,False,-35267.68,448.21
GLAXO,2025-04-07,2025-04-08,2568.62,2568.62,2308.95,2.0,,,2025-05-13,2645.3,ma_breach,21,0.295,False,9558.5,853.02
ASTRAZEN,2025-04-07,2025-04-08,8052.48,8052.48,7169.44,2.0,,,2025-05-14,8162.1,ma_breach,22,0.124,False,3869.97,780.09
ALIVUS,2025-05-09,2025-05-14,1132.57,1118.85,1062.38,2.0,,,2025-05-28,1062.38,stop,10,-1.0,False,-50790.83,1392.27
NH,2025-03-03,2025-03-04,1655.1,1655.1,1445.15,2.0,,,2025-06-09,1762.85,ma_breach,63,0.513,False,21408.11,720.24
CEATLTD,2025-04-29,2025-05-05,3368.22,3069.05,3010.46,2.0,,,2025-06-24,3529.7,ma_breach,36,0.451,False,17051.96,856.47
MAZDOCK,2025-04-28,2025-04-30,3054.69,2797.59,2627.1,2.0,,,2025-06-30,3219.96,ma_breach,42,0.387,False,16576.73,675.51
ANGELONE,2025-06-20,2025-06-24,293.85,279.77,271.14,2.0,,,2025-07-04,271.14,stop,8,-1.0,False,-46788.73,1114.2
AIIL,2025-05-09,2025-05-13,383.91,351.9,329.91,2.0,2025-06-03,491.90608312799753,2025-07-25,522.08,trail,53,2.279,False,98066.02,728.27
CCL,2025-07-02,2025-07-04,874.57,857.67,806.99,2.0,,,2025-07-29,835.9,ma_breach,17,-0.572,False,-30864.54,1182.21
JUBLPHARMA,2025-05-23,2025-05-28,1126.69,1078.39,1036.98,2.0,,,2025-08-06,1119.0,ma_breach,50,-0.086,False,-7932.79,1146.0
ABBOTINDIA,2025-07-29,2025-07-30,34750.0,34750.0,32832.14,2.0,,,2025-08-06,32832.14,stop,5,-1.0,False,-49996.16,1568.35
MAXHEALTH,2025-08-01,2025-08-06,1289.9,1258.2,1237.76,2.0,,,2025-08-14,1237.76,stop,6,-1.0,False,-48041.96,2142.11
JKCEMENT,2025-06-04,2025-06-09,5925.73,5591.54,5425.99,2.0,2025-08-05,6925.216909457209,2025-08-28,6669.82,trail,56,1.744,False,78357.09,1174.44
JMFINANCIL,2025-08-11,2025-08-14,181.22,162.68,148.83,2.0,,,2025-09-24,168.82,ma_breach,27,-0.383,False,-17355.38,466.38
AIIL,2025-08-11,2025-08-14,596.82,578.6,559.44,2.0,,,2025-09-30,607.0,ma_breach,31,0.272,False,9251.74,1389.9
GMDCLTD,2025-07-18,2025-07-23,453.24,434.93,367.77,2.0,2025-09-23,624.1736964373713,2025-10-20,560.47,trail,60,1.627,False,74323.02,566.37
TATAINVEST,2025-09-23,2025-09-25,868.52,819.57,723.69,2.0,2025-10-03,1158.1830894984992,2025-10-20,861.24,trail,16,0.975,False,43512.93,593.04
KAYNES,2025-08-28,2025-09-02,6650.0,6236.0,6069.42,2.0,,,2025-10-24,6732.0,ma_breach,36,0.141,False,4375.46,1011.05
USHAMART,2025-09-26,2025-09-30,474.0,454.3,441.66,2.0,,,2025-10-27,441.66,stop,17,-1.0,False,-49352.08,1271.27
ABCAPITAL,2025-08-04,2025-08-06,282.0,280.95,251.25,2.0,2025-11-07,343.503,2025-11-10,333.55,time,63,1.838,False,79616.77,891.62
NEULANDLAB,2025-11-04,2025-11-10,19000.0,18075.0,17099.88,2.0,,,2025-11-11,17099.88,stop,1,-1.0,False,-46308.03,850.7
ADANIPOWER,2025-09-19,2025-09-23,179.9,144.6,132.94,2.0,,,2025-11-21,151.0,ma_breach,40,-0.615,False,-28298.52,317.47
CHOLAHLDNG,2025-10-21,2025-10-27,2011.9,1867.2,1841.76,2.0,,,2025-11-21,1841.76,stop,18,-1.0,False,-48694.01,1021.88
SCI,2025-10-21,2025-10-27,266.29,227.37,224.24,2.0,,,2025-11-27,231.94,ma_breach,22,-0.817,False,-37817.0,534.57
NBCC,2025-11-24,2025-11-27,118.75,118.75,112.4,2.0,,,2025-12-03,112.4,stop,4,-1.0,False,-45223.62,1546.24
NESTLEIND,2025-10-15,2025-10-20,1282.58,1218.42,1168.02,2.0,,,2025-12-08,1240.2,ma_breach,33,-0.37,False,-18726.17,1007.03
CHENNPETRO,2025-10-30,2025-11-03,963.86,884.99,799.36,2.0,,,2025-12-19,891.98,ma_breach,33,-0.437,False,-20248.0,499.56
NAVINFLUOR,2025-12-09,2025-12-12,6032.74,5733.1,5428.03,2.0,,,2026-01-09,5743.09,ma_breach,19,-0.479,False,-21290.9,806.56
BHEL,2025-11-07,2025-11-12,285.5,265.8,255.04,2.0,,,2026-01-13,269.15,ma_breach,43,-0.537,False,-25113.6,802.91
BSE,2026-01-12,2026-01-13,2820.0,2800.0,2682.32,2.0,,,2026-01-20,2682.32,stop,5,-1.0,False,-49617.0,1849.79
HINDZINC,2025-11-28,2025-12-03,491.03,480.42,467.87,2.0,2025-12-12,537.3361582071948,2026-01-30,623.0,trail,40,3.85,False,157779.57,1937.93
BANKINDIA,2026-01-16,2026-01-20,157.89,152.6,148.45,2.0,,,2026-02-02,148.45,stop,8,-1.0,True,-49025.19,1502.39
HINDCOPPER,2025-12-04,2025-12-08,371.4,367.41,341.11,2.0,2025-12-24,431.99137268528034,2026-02-17,566.7,trail,49,4.223,False,171270.05,1180.08
JKTYRE,2025-12-19,2025-12-24,512.3,491.9,459.04,2.0,,,2026-03-02,459.04,stop,46,-1.0,True,-46270.4,817.05
FORCEMOT,2026-02-13,2026-02-18,25800.0,24129.0,22981.0,2.0,,,2026-03-04,22981.0,stop,9,-1.0,True,-47736.01,801.09
AJANTPHARM,2026-01-28,2026-02-02,2810.0,2767.2,2682.32,2.0,2026-03-11,3065.37,2026-03-23,2863.34,trail,34,1.209,False,50046.52,2154.3
CHENNPETRO,2026-03-20,2026-03-23,1082.43,1082.43,1000.02,2.0,,,2026-03-24,1000.02,stop,1,-1.0,False,-46187.94,1116.41
OIL,2026-01-27,2026-01-30,503.84,443.57,426.4,2.0,,,2026-04-13,475.0,ma_breach,47,-0.372,False,-19736.49,631.21
SAILIFE,2026-02-26,2026-03-04,975.05,966.1,919.23,2.0,,,2026-04-21,959.4,ma_breach,30,-0.28,False,-15096.14,1526.38
KIRLOSENG,2026-03-24,2026-03-27,1378.0,1335.0,1253.65,2.0,2026-04-16,1626.7097512207033,2026-05-12,1582.44,trail,29,1.822,False,77088.53,1039.4
AMBER,2026-04-10,2026-04-16,7589.0,7290.5,6965.53,2.0,2026-05-07,8835.945,2026-05-18,7817.71,trail,22,1.183,False,51100.71,1146.83
AUROPHARMA,2026-03-09,2026-03-11,1291.0,1251.8,1180.92,2.0,2026-05-08,1511.164248779297,2026-06-12,1472.8,time,63,1.826,False,79128.74,1123.7
ACUTAAS,2026-04-16,2026-04-21,2410.7,2357.5,2253.34,2.0,2026-05-06,2725.410858398437,2026-06-29,3568.2,eos,49,4.678,False,209112.8,1600.53
RRKABEL,2026-05-04,2026-05-06,1795.47,1794.48,1596.67,2.0,2026-06-04,2193.0763157899537,2026-06-29,2502.3,eos,38,2.778,False,131063.7,996.81
BHARATFORG,2026-05-05,2026-05-08,2009.4,1878.3,1816.48,2.0,,,2026-06-29,2170.9,eos,36,0.837,False,39976.2,1085.32
KIRLOSENG,2026-05-13,2026-05-18,1739.0,1650.0,1560.54,2.0,2026-06-22,2095.9242487792967,2026-06-29,2441.1,eos,30,2.967,False,143948.28,1104.49
CHENNPETRO,2026-06-01,2026-06-04,1184.0,1114.2,1059.14,2.0,,,2026-06-29,1153.8,eos,16,-0.242,False,-14186.82,963.9
MMTC,2026-06-12,2026-06-17,75.74,71.35,63.69,2.0,,,2026-06-29,66.75,eos,8,-0.746,False,-39848.2,614.07
