arm,entry_date,exit_date,symbol,trade_ret,exit_reason,hold_days,pnl
blend-0.25,2019-11-15,2020-02-03,SIEMENS,-0.1139,atr_stop,55,-14591.12
blend-0.25,2020-01-03,2020-02-03,ICICIPRULI,-0.0843,atr_stop,21,-961.52
blend-0.25,2020-01-29,2020-02-03,GODFRYPHLP,-0.1867,atr_stop,3,-5967.49
blend-0.25,2019-12-06,2020-02-04,MANAPPURAM,0.0763,trailing,41,1499.3
blend-0.25,2019-11-06,2020-02-05,BATAINDIA,0.0954,time_exit,63,11591.21
blend-0.25,2020-01-23,2020-02-06,LALPATHLAB,0.0033,trailing,10,43.81
blend-0.25,2020-01-07,2020-02-07,NAUKRI,0.2225,target,23,108.64
blend-0.25,2019-11-13,2020-02-11,PIDILITIND,0.1974,time_exit,63,23491.11
blend-0.25,2020-01-28,2020-02-11,TRENT,0.2225,target,10,125.35
blend-0.25,2019-11-19,2020-02-17,INDIGO,-0.0039,time_exit,63,-613.12
blend-0.25,2020-02-04,2020-02-18,HDFCLIFE,-0.0105,trailing,10,-1700.18
blend-0.25,2020-01-03,2020-02-27,PIIND,0.0556,trailing,38,6685.34
blend-0.25,2020-02-12,2020-02-27,PFIZER,-0.0349,trailing,10,-4784.08
blend-0.25,2019-12-17,2020-02-28,BPCL,-0.1343,atr_stop,51,-15300.99
blend-0.25,2020-01-23,2020-02-28,TATACONSUM,-0.1018,atr_stop,25,-38.04
blend-0.25,2020-02-04,2020-02-28,BAJFINANCE,0.0167,trailing,17,234.73
blend-0.25,2020-02-05,2020-02-28,SIEMENS,-0.1241,atr_stop,16,-2691.35
blend-0.25,2020-02-06,2020-02-28,WHIRLPOOL,-0.1177,atr_stop,15,-15712.52
blend-0.25,2020-02-07,2020-02-28,ICICIBANK,-0.0817,atr_stop,14,-5817.71
blend-0.25,2020-02-10,2020-02-28,BALRAMCHIN,-0.1635,atr_stop,13,-160.55
blend-0.25,2020-01-27,2020-03-02,BERGEPAINT,-0.0066,trailing,24,-134.48
blend-0.25,2020-02-12,2020-03-02,GODFRYPHLP,-0.1796,atr_stop,12,-3092.06
blend-0.25,2020-02-18,2020-03-04,TRENT,-0.0937,trailing,10,-9062.88
blend-0.25,2020-02-05,2020-03-06,MANAPPURAM,-0.147,atr_stop,21,-93.04
blend-0.25,2020-01-31,2020-03-09,AUBANK,0.0066,trailing,25,2.11
blend-0.25,2020-03-02,2020-03-09,BAJFINANCE,-0.1235,atr_stop,5,-15310.48
blend-0.25,2020-03-02,2020-03-09,ICICIBANK,-0.1003,atr_stop,5,-12378.55
blend-0.25,2020-02-19,2020-03-12,HDFCLIFE,-0.1652,atr_stop,14,-21414.8
blend-0.25,2020-02-28,2020-03-12,MUTHOOTFIN,-0.1648,atr_stop,8,-20405.61
blend-0.25,2020-03-02,2020-03-12,BPCL,-0.2038,atr_stop,7,-114.28
blend-0.25,2020-03-03,2020-03-12,BERGEPAINT,-0.1525,atr_stop,6,-4344.44
blend-0.25,2020-03-05,2020-03-12,TATACONSUM,-0.143,atr_stop,4,-48.76
blend-0.25,2020-03-09,2020-03-12,COFORGE,-0.1851,atr_stop,2,-123.37
blend-0.25,2020-03-05,2020-03-16,LALPATHLAB,-0.1539,atr_stop,6,-13242.44
blend-0.25,2020-03-09,2020-03-16,MANAPPURAM,-0.171,atr_stop,4,-23.04
blend-0.25,2020-03-11,2020-03-16,PIIND,-0.1483,atr_stop,3,-16927.59
blend-0.25,2020-02-28,2020-03-17,PFIZER,0.0134,trailing,11,1284.18
blend-0.25,2020-03-03,2020-03-17,IGL,-0.1353,atr_stop,9,-26.78
blend-0.25,2020-03-02,2020-03-18,WHIRLPOOL,-0.134,atr_stop,11,-11528.63
blend-0.25,2020-03-11,2020-03-18,NAUKRI,-0.2088,atr_stop,5,-21674.21
blend-0.25,2020-03-17,2020-03-19,MANAPPURAM,-0.3559,atr_stop,2,-39.57
blend-0.25,2020-03-13,2020-03-23,TATACONSUM,-0.1728,atr_stop,6,-18800.96
blend-0.25,2020-03-13,2020-03-23,HDFCLIFE,-0.2139,atr_stop,6,-4063.46
blend-0.25,2020-03-17,2020-03-23,COFORGE,-0.2993,atr_stop,4,-19249.54
blend-0.25,2020-03-18,2020-03-23,ICICIPRULI,-0.2857,atr_stop,3,-95.15
blend-0.25,2020-03-18,2020-03-24,PIIND,-0.2119,atr_stop,4,-5117.39
blend-0.25,2020-03-13,2020-04-03,BERGEPAINT,0.0163,trailing,14,1463.49
blend-0.25,2020-03-19,2020-04-03,WHIRLPOOL,-0.0361,trailing,10,-3314.06
blend-0.25,2020-03-19,2020-04-03,NAUKRI,0.0948,trailing,10,6282.47
blend-0.25,2020-03-20,2020-04-07,MANAPPURAM,0.1371,trailing,10,42.85
blend-0.25,2020-03-18,2020-04-09,IGL,0.2246,target,14,21254.4
blend-0.25,2020-03-24,2020-04-09,TATACONSUM,0.2246,target,10,14654.9
blend-0.25,2020-03-24,2020-04-09,HDFCLIFE,0.2246,target,10,15287.7
blend-0.25,2020-03-24,2020-04-09,COFORGE,0.2246,target,10,2901.36
blend-0.25,2020-03-25,2020-04-13,PIIND,0.2225,target,10,4029.18
blend-0.25,2020-03-25,2020-04-22,AUBANK,0.1246,trailing,16,28.65
blend-0.25,2020-04-03,2020-04-23,VBL,0.2225,target,11,41.88
blend-0.25,2020-04-07,2020-04-23,BAJFINANCE,-0.0333,trailing,10,-1920.17
blend-0.25,2020-04-07,2020-04-23,ALKEM,0.0622,trailing,10,5701.71
blend-0.25,2020-04-07,2020-04-23,APOLLOHOSP,0.1187,trailing,10,7062.69
blend-0.25,2020-04-07,2020-04-23,SRF,0.2246,target,10,119.46
blend-0.25,2020-04-08,2020-04-30,BERGEPAINT,0.0583,trailing,14,21.7
blend-0.25,2020-04-07,2020-05-04,TRENT,0.0073,trailing,16,254.49
blend-0.25,2020-04-13,2020-05-04,WHIRLPOOL,0.0689,trailing,13,5610.49
blend-0.25,2020-04-13,2020-05-04,TATACONSUM,0.0623,trailing,13,17.79
blend-0.25,2020-04-15,2020-05-04,PIIND,0.0959,trailing,12,2021.09
blend-0.25,2020-04-13,2020-05-08,NAUKRI,0.2246,target,17,13230.95
blend-0.25,2020-04-23,2020-05-08,AUBANK,-0.1794,trailing,10,-138.9
blend-0.25,2020-04-24,2020-05-11,ALKEM,0.0353,trailing,10,3385.72
blend-0.25,2020-04-24,2020-05-11,VBL,0.0023,trailing,10,-5.13
blend-0.25,2020-03-17,2020-05-21,LALPATHLAB,0.0151,trailing,42,1283.99
blend-0.25,2020-04-13,2020-05-26,DMART,-0.0168,trailing,28,-2026.61
blend-0.25,2020-05-11,2020-05-26,ESCORTS,0.1617,trailing,10,114.79
blend-0.25,2020-04-13,2020-06-05,PHOENIXLTD,0.2225,target,36,10777.82
blend-0.25,2020-05-05,2020-06-10,TRENT,0.1195,trailing,25,8634.83
blend-0.25,2020-05-05,2020-06-10,GRANULES,0.2225,target,25,104.82
blend-0.25,2020-04-24,2020-06-11,SRF,0.0056,trailing,32,305.88
blend-0.25,2020-05-27,2020-06-11,ESCORTS,0.0522,trailing,11,5094.17
blend-0.25,2020-05-05,2020-06-17,COROMANDEL,0.2225,target,30,117.57
blend-0.25,2020-05-22,2020-06-17,LALPATHLAB,0.0353,trailing,17,3416.99
blend-0.25,2020-05-05,2020-06-25,GUJGASLTD,0.2225,target,36,20575.16
blend-0.25,2020-06-11,2020-06-25,GRANULES,0.0253,trailing,10,4.47
blend-0.25,2020-05-04,2020-06-26,BERGEPAINT,0.0206,trailing,38,7.29
blend-0.25,2020-06-12,2020-06-26,TORNTPHARM,0.0222,trailing,10,1871.21
blend-0.25,2020-05-12,2020-07-08,TATACONSUM,0.2246,target,40,5286.61
blend-0.25,2020-06-26,2020-07-17,GRANULES,0.2246,target,15,25378.47
blend-0.25,2020-06-11,2020-07-21,ALKEM,0.0204,trailing,28,1485.57
blend-0.25,2020-05-11,2020-07-23,HINDUNILVR,0.0678,trailing,52,4733.63
blend-0.25,2020-07-09,2020-07-27,ZYDUSLIFE,-0.0134,trailing,12,-469.24
blend-0.25,2020-05-12,2020-07-29,WHIRLPOOL,0.1119,trailing,55,10744.37
blend-0.25,2020-06-08,2020-07-31,IPCALAB,0.2246,target,39,13282.07
blend-0.25,2020-06-18,2020-08-03,IGL,-0.1716,atr_stop,32,-36.82
blend-0.25,2020-07-20,2020-08-03,ESCORTS,-0.0039,trailing,10,-816.36
blend-0.25,2020-07-20,2020-08-07,DIVISLAB,0.2246,target,14,2943.39
blend-0.25,2020-06-29,2020-08-11,TORNTPHARM,0.1561,trailing,31,14853.33
blend-0.25,2020-07-22,2020-08-12,AJANTPHARM,0.1269,trailing,15,10546.83
blend-0.25,2020-07-28,2020-08-12,ZYDUSLIFE,0.0809,trailing,11,2257.6
blend-0.25,2020-07-30,2020-08-13,PIIND,0.0572,trailing,10,5869.73
blend-0.25,2020-08-04,2020-08-18,GUJGASLTD,-0.0105,trailing,10,-7.72
blend-0.25,2020-07-20,2020-08-19,DRREDDY,0.0834,trailing,22,64.8
blend-0.25,2020-06-18,2020-08-25,PFIZER,0.2225,target,48,23857.83
blend-0.25,2020-08-13,2020-08-27,MUTHOOTFIN,0.043,trailing,10,5116.61
blend-0.25,2020-08-13,2020-08-28,SCI,0.0005,trailing,11,-0.6
blend-0.25,2020-06-12,2020-08-31,DMART,-0.0272,trailing,56,-3448.19
blend-0.25,2020-06-29,2020-08-31,BERGEPAINT,0.0491,trailing,45,38.66
blend-0.25,2020-07-20,2020-08-31,BIOCON,-0.1322,atr_stop,30,-57.72
blend-0.25,2020-07-24,2020-08-31,DIXON,0.0642,trailing,26,4760.17
blend-0.25,2020-08-03,2020-08-31,SRF,0.0714,trailing,20,5097.54
blend-0.25,2020-08-04,2020-08-31,ESCORTS,-0.0154,trailing,19,-2231.43
blend-0.25,2020-08-19,2020-09-02,GUJGASLTD,0.0097,trailing,10,4.16
blend-0.25,2020-08-14,2020-09-07,TATACONSUM,0.0052,trailing,16,291.03
blend-0.25,2020-08-26,2020-09-11,GRANULES,0.0954,trailing,12,12288.86
blend-0.25,2020-09-01,2020-09-15,DIXON,0.2246,target,10,28272.8
blend-0.25,2020-09-02,2020-09-18,RALLIS,-0.0052,trailing,12,-2.2
blend-0.25,2020-09-01,2020-09-21,BIOCON,0.1215,trailing,14,16058.13
blend-0.25,2020-09-03,2020-09-21,JINDALSTEL,-0.2152,atr_stop,12,-95.28
blend-0.25,2020-09-01,2020-09-22,ESCORTS,0.0692,trailing,15,8952.57
blend-0.25,2020-09-16,2020-09-22,DIXON,-0.1456,atr_stop,4,-21868.12
blend-0.25,2020-09-08,2020-09-24,IPCALAB,0.0138,trailing,12,1264.8
blend-0.25,2020-09-14,2020-10-05,GRANULES,0.0748,trailing,14,25.01
blend-0.25,2020-09-16,2020-10-07,DRREDDY,0.1447,trailing,14,1103.69
blend-0.25,2020-09-23,2020-10-08,ESCORTS,0.0238,trailing,10,2939.21
blend-0.25,2020-09-23,2020-10-08,DIXON,-0.0303,trailing,10,-4280.78
blend-0.25,2020-08-12,2020-10-09,BALKRISIND,0.0457,trailing,41,4808.51
blend-0.25,2020-09-25,2020-10-12,IPCALAB,0.0164,trailing,10,1577.47
blend-0.25,2020-09-22,2020-10-14,BIOCON,0.0399,trailing,15,5186.49
blend-0.25,2020-08-20,2020-10-15,ZYDUSLIFE,0.0466,trailing,39,33.63
blend-0.25,2020-09-14,2020-10-15,AUROPHARMA,-0.0193,trailing,22,-3155.91
blend-0.25,2020-08-10,2020-10-19,COROMANDEL,-0.1296,atr_stop,49,-2095.54
blend-0.25,2020-07-22,2020-10-20,INDIACEM,-0.0066,time_exit,63,-2.24
blend-0.25,2020-10-09,2020-10-26,JINDALSTEL,-0.0013,trailing,11,-488.87
blend-0.25,2020-10-09,2020-10-28,DIXON,0.0727,trailing,13,10035.19
blend-0.25,2020-09-21,2020-10-29,RALLIS,-0.1838,atr_stop,27,-105.09
blend-0.25,2020-08-28,2020-11-03,MUTHOOTFIN,-0.0075,trailing,46,-1333.36
blend-0.25,2020-10-13,2020-11-09,IPCALAB,0.0637,trailing,19,7064.59
blend-0.25,2020-10-08,2020-11-10,DIVISLAB,0.0226,trailing,23,123.75
blend-0.25,2020-10-20,2020-11-10,COROMANDEL,0.023,trailing,15,270.13
blend-0.25,2020-10-29,2020-11-17,DIXON,0.1155,trailing,13,16456.88
blend-0.25,2020-10-27,2020-11-20,JINDALSTEL,0.2246,target,18,27997.08
blend-0.25,2020-10-15,2020-11-27,GUJGASLTD,0.2225,target,31,31131.94
blend-0.25,2020-11-10,2020-12-03,FSL,0.0178,trailing,16,1873.39
blend-0.25,2020-10-12,2020-12-07,GRANULES,0.0333,trailing,39,3560.04
blend-0.25,2020-09-08,2020-12-08,ITI,-0.0443,time_exit,63,-25.06
blend-0.25,2020-11-18,2020-12-08,CDSL,0.0316,trailing,13,237.77
blend-0.25,2020-11-18,2020-12-10,DIXON,0.2246,target,15,34254.65
blend-0.25,2020-10-16,2020-12-11,ESCORTS,0.1265,trailing,39,144.66
blend-0.25,2020-09-22,2020-12-21,AJANTPHARM,0.0035,trailing,62,11.22
blend-0.25,2020-10-16,2020-12-21,AUROPHARMA,0.0671,trailing,45,9291.58
blend-0.25,2020-10-30,2020-12-21,RALLIS,0.0778,trailing,35,591.02
blend-0.25,2020-11-11,2020-12-21,SYNGENE,0.0419,trailing,27,765.8
blend-0.25,2020-12-01,2020-12-21,BIOCON,0.0288,trailing,14,4421.83
blend-0.25,2020-11-04,2020-12-22,PERSISTENT,0.2225,target,33,28514.52
blend-0.25,2020-12-09,2020-12-24,FSL,0.2225,target,11,42.74
blend-0.25,2020-12-14,2020-12-29,MPHASIS,0.2225,target,10,4190.91
blend-0.25,2020-10-06,2021-01-05,TATACONSUM,0.2011,time_exit,63,191.82
blend-0.25,2020-12-11,2021-01-06,TATAELXSI,0.2246,target,17,37804.03
blend-0.25,2020-12-22,2021-01-08,SYNGENE,0.0442,trailing,12,1113.43
blend-0.25,2020-12-28,2021-01-11,FSL,0.0562,trailing,10,13.09
blend-0.25,2020-12-22,2021-01-13,MUTHOOTFIN,0.0556,trailing,15,9025.75
blend-0.25,2020-12-22,2021-01-15,HCLTECH,0.1247,trailing,17,20828.97
blend-0.25,2020-10-21,2021-01-18,CIPLA,0.0378,trailing,61,25.88
blend-0.25,2020-11-23,2021-01-18,DRREDDY,0.0773,trailing,38,11449.96
blend-0.25,2020-12-23,2021-01-18,PERSISTENT,0.1365,trailing,17,21106.97
blend-0.25,2020-12-23,2021-01-18,GLENMARK,0.015,trailing,17,5.92
blend-0.25,2020-12-30,2021-01-18,INFY,0.0461,trailing,13,46.9
blend-0.25,2020-12-30,2021-01-19,MPHASIS,0.0454,trailing,14,945.73
blend-0.25,2021-01-07,2021-01-21,ESCORTS,-0.0196,trailing,10,-4045.95
blend-0.25,2020-12-08,2021-01-22,GRANULES,-0.148,atr_stop,32,-18122.85
blend-0.25,2020-12-04,2021-01-28,IPCALAB,-0.161,atr_stop,37,-21108.71
blend-0.25,2021-01-11,2021-01-28,AUROPHARMA,-0.007,trailing,12,-291.39
blend-0.25,2021-01-19,2021-02-03,JINDALSTEL,-0.0027,trailing,10,-970.75
blend-0.25,2021-01-19,2021-02-05,TATAELXSI,0.1215,trailing,12,279.56
blend-0.25,2021-01-25,2021-02-09,GRANULES,-0.0367,trailing,10,-4058.34
blend-0.25,2021-01-07,2021-02-10,DIXON,0.2246,target,23,5311.77
blend-0.25,2021-01-14,2021-02-12,EMAMILTD,-0.0008,trailing,20,-614.87
blend-0.25,2021-01-18,2021-02-12,ADVENZYMES,0.2225,target,18,39776.43
blend-0.25,2021-01-20,2021-02-16,APOLLOHOSP,0.2246,target,18,5212.45
blend-0.25,2021-02-02,2021-02-16,FSL,0.0792,trailing,10,24.04
blend-0.25,2021-01-19,2021-02-17,DIVISLAB,0.01,trailing,20,1199.33
blend-0.25,2021-01-22,2021-02-17,ESCORTS,0.0682,trailing,17,11609.44
blend-0.25,2021-02-10,2021-02-24,GRANULES,-0.025,trailing,10,-2735.43
blend-0.25,2020-12-09,2021-03-05,CDSL,0.1391,trailing,60,1229.6
blend-0.25,2021-02-10,2021-03-05,SAIL,0.0554,trailing,17,12.41
blend-0.25,2021-02-18,2021-03-05,JINDALSTEL,-0.0107,trailing,11,-8.51
blend-0.25,2021-02-17,2021-03-09,FSL,0.0591,trailing,14,3021.81
blend-0.25,2021-02-08,2021-03-16,INTELLECT,0.2225,target,25,589.18
blend-0.25,2021-01-29,2021-03-18,AUROPHARMA,-0.149,atr_stop,33,-20921.11
blend-0.25,2021-02-04,2021-03-18,SYNGENE,-0.1376,atr_stop,29,-25302.65
blend-0.25,2021-02-11,2021-03-22,DIXON,0.0384,trailing,26,973.21
blend-0.25,2021-02-15,2021-03-25,PERSISTENT,-0.0041,trailing,27,-1252.7
blend-0.25,2021-02-18,2021-03-25,WOCKPHARMA,-0.1775,atr_stop,24,-33225.15
blend-0.25,2021-03-12,2021-04-07,WELSPUNLIV,0.0626,trailing,16,22.15
blend-0.25,2021-02-25,2021-04-09,VAKRANGEE,0.2225,target,28,21192.36
blend-0.25,2021-01-19,2021-04-12,GLENMARK,-0.0031,trailing,55,-2.79
blend-0.25,2021-03-10,2021-04-12,TATAELXSI,0.0873,trailing,20,4675.8
blend-0.25,2021-03-10,2021-04-12,SOBHA,0.0335,trailing,20,27.28
blend-0.25,2021-03-19,2021-04-12,FSL,0.0177,trailing,14,2640.79
blend-0.25,2021-01-18,2021-04-13,PIIND,0.0934,trailing,57,798.93
blend-0.25,2021-03-26,2021-04-13,CHOLAFIN,-0.0254,trailing,10,-4736.68
blend-0.25,2021-03-26,2021-04-13,PERSISTENT,0.0666,trailing,10,10810.91
blend-0.25,2021-03-19,2021-04-20,EMAMILTD,0.0763,trailing,19,7124.73
blend-0.25,2021-02-15,2021-04-22,LAURUSLABS,0.2246,target,43,41965.05
blend-0.25,2021-04-15,2021-04-30,INTELLECT,0.0158,trailing,10,2249.78
blend-0.25,2021-04-13,2021-05-04,TATAELXSI,0.2246,target,13,40687.33
blend-0.25,2021-03-23,2021-05-07,DIXON,-0.0254,trailing,29,-791.48
blend-0.25,2021-03-08,2021-05-10,HFCL,0.2225,target,40,2450.22
blend-0.25,2021-04-22,2021-05-10,GRAPHITE,0.2246,target,12,23014.02
blend-0.25,2021-04-15,2021-05-11,KAJARIACER,-0.0077,trailing,17,-1891.97
blend-0.25,2021-04-13,2021-05-12,INDIANB,0.2225,target,19,12311.92
blend-0.25,2021-04-15,2021-05-12,HINDALCO,0.1254,trailing,18,41.93
blend-0.25,2021-04-23,2021-05-14,LAURUSLABS,0.0275,trailing,14,4743.41
blend-0.25,2021-05-03,2021-05-18,INTELLECT,0.0554,trailing,10,9061.21
blend-0.25,2021-05-05,2021-05-25,CHOLAFIN,-0.0154,trailing,13,-3600.61
blend-0.25,2021-02-18,2021-05-26,NAUKRI,-0.0924,time_exit,63,-15928.28
blend-0.25,2021-04-15,2021-05-26,MOTHERSON,0.1143,trailing,27,24.65
blend-0.25,2021-04-08,2021-05-28,NCC,0.0315,trailing,33,23.84
blend-0.25,2021-05-14,2021-06-01,INDIANB,0.0419,trailing,12,2730.35
blend-0.25,2021-05-19,2021-06-04,INTELLECT,0.0113,trailing,12,1565.41
blend-0.25,2021-05-17,2021-06-07,FSL,0.2246,target,15,199.75
blend-0.25,2021-04-12,2021-06-09,IIFL,-0.0035,trailing,39,-713.43
blend-0.25,2021-03-17,2021-06-16,CYIENT,0.2225,target,60,687.36
blend-0.25,2021-05-31,2021-06-16,NCC,0.006,trailing,12,2.75
blend-0.25,2021-06-02,2021-06-16,GRAPHITE,-0.0354,trailing,10,-2717.59
blend-0.25,2021-05-12,2021-06-17,KAJARIACER,0.0926,trailing,25,16296.09
blend-0.25,2021-05-26,2021-06-17,CHOLAFIN,-0.0104,trailing,16,-2546.97
blend-0.25,2021-05-27,2021-06-18,NBCC,0.1082,trailing,16,16071.82
blend-0.25,2021-06-07,2021-06-25,INDIAMART,0.001,trailing,14,-297.92
blend-0.25,2021-06-18,2021-07-01,ATGL,-0.2307,atr_stop,9,-43347.9
blend-0.25,2021-06-18,2021-07-02,SAIL,-0.0295,trailing,10,-17.7
blend-0.25,2021-05-17,2021-07-07,ASTRAL,0.2246,target,37,43110.99
blend-0.25,2021-05-11,2021-07-12,CUMMINSIND,0.0373,trailing,43,4871.83
blend-0.25,2021-06-28,2021-07-19,INDIAMART,-0.0074,trailing,15,-1804.4
blend-0.25,2021-04-23,2021-07-23,BAJAJELEC,-0.0242,time_exit,63,-1082.28
blend-0.25,2021-06-21,2021-07-28,DIXON,-0.0031,trailing,26,-961.73
blend-0.25,2021-07-20,2021-07-28,CDSL,-0.1323,atr_stop,5,-23954.28
blend-0.25,2021-07-26,2021-07-29,INTELLECT,-0.1765,atr_stop,3,-7078.68
blend-0.25,2021-06-10,2021-08-04,IIFL,0.0705,trailing,38,7935.18
blend-0.25,2021-07-13,2021-08-06,CENTURYPLY,0.0182,trailing,17,2742.91
blend-0.25,2021-05-10,2021-08-09,GRASIM,0.0347,time_exit,63,1636.4
blend-0.25,2021-06-18,2021-08-09,DEEPAKNTR,0.2246,target,35,45536.7
blend-0.25,2021-07-05,2021-08-09,SAIL,0.0717,trailing,24,44.68
blend-0.25,2021-07-02,2021-08-10,PRAJIND,-0.048,trailing,26,-17.86
blend-0.25,2021-07-29,2021-08-12,CDSL,-0.0677,trailing,10,-14530.9
blend-0.25,2021-07-08,2021-08-16,VEDL,0.2246,target,26,45793.2
blend-0.25,2021-05-19,2021-08-17,SCI,-0.0907,time_exit,63,-48.88
blend-0.25,2021-07-29,2021-08-20,NMDC,-0.1395,atr_stop,15,-16179.34
blend-0.25,2021-08-17,2021-08-23,TATASTEEL,-0.1067,atr_stop,3,-23137.91
blend-0.25,2021-07-02,2021-08-24,ATGL,0.2246,target,35,31600.46
blend-0.25,2021-06-08,2021-09-07,HEG,-0.0569,time_exit,63,-185.6
blend-0.25,2021-08-25,2021-09-08,ATGL,0.1212,trailing,10,20600.14
blend-0.25,2021-08-05,2021-09-15,TATAELXSI,0.2246,target,27,27004.3
blend-0.25,2021-08-11,2021-09-16,PRAJIND,0.018,trailing,24,4.92
blend-0.25,2021-06-17,2021-09-17,GRAPHITE,-0.1274,time_exit,63,-9528.65
blend-0.25,2021-08-10,2021-09-17,HFCL,0.076,trailing,26,55.0
blend-0.25,2021-08-24,2021-09-17,TATASTEEL,0.0018,trailing,17,-148.95
blend-0.25,2021-08-13,2021-09-20,SAIL,-0.2038,atr_stop,24,-39689.72
blend-0.25,2021-06-22,2021-09-21,CHOLAFIN,0.0597,trailing,62,30.83
blend-0.25,2021-08-09,2021-09-21,FSL,-0.0138,trailing,29,-2989.73
blend-0.25,2021-08-10,2021-09-21,LAURUSLABS,-0.1181,atr_stop,28,-24867.6
blend-0.25,2021-08-10,2021-09-21,APLAPOLLO,0.0089,trailing,28,608.83
blend-0.25,2021-08-23,2021-09-21,DIXON,0.0151,trailing,20,1208.04
blend-0.25,2021-09-09,2021-09-24,LUXIND,-0.0884,trailing,10,-17617.18
blend-0.25,2021-09-09,2021-09-24,CDSL,-0.0071,trailing,10,-35.42
blend-0.25,2021-09-20,2021-10-04,JSWENERGY,0.2246,target,10,10669.55
blend-0.25,2021-09-20,2021-10-13,HFCL,0.0152,trailing,17,2595.93
blend-0.25,2021-09-21,2021-10-18,SAIL,0.2246,target,18,33907.19
blend-0.25,2021-09-27,2021-10-19,CDSL,0.0469,trailing,15,27.42
blend-0.25,2021-10-04,2021-10-19,JKPAPER,0.0511,trailing,10,20.67
blend-0.25,2021-09-22,2021-10-20,FSL,0.0341,trailing,19,6473.99
blend-0.25,2021-09-22,2021-10-20,TATASTEEL,0.0328,trailing,19,13.5
blend-0.25,2021-10-05,2021-10-20,NATIONALUM,0.0514,trailing,10,40.11
blend-0.25,2021-09-16,2021-10-25,ALKYLAMINE,-0.1367,atr_stop,26,-20706.62
blend-0.25,2021-09-22,2021-10-25,GRAPHITE,-0.1582,atr_stop,22,-23475.67
blend-0.25,2021-10-05,2021-10-28,ATGL,-0.0053,trailing,16,-455.78
blend-0.25,2021-07-30,2021-11-01,INTELLECT,-0.0217,time_exit,63,-779.37
blend-0.25,2021-08-18,2021-11-02,PNBHOUSING,-0.1561,stale,51,-6400.13
blend-0.25,2021-10-26,2021-11-10,ALKYLAMINE,-0.0692,trailing,10,-13971.07
blend-0.25,2021-09-17,2021-11-15,PRAJIND,0.0403,trailing,39,12.44
blend-0.25,2021-10-29,2021-11-15,ATGL,0.2246,target,10,12712.9
blend-0.25,2021-09-27,2021-11-17,LUXIND,0.2225,target,35,39275.55
blend-0.25,2021-11-03,2021-11-18,LINDEINDIA,-0.0038,trailing,10,-208.75
blend-0.25,2021-10-21,2021-11-22,TATASTEEL,-0.1421,atr_stop,20,-29049.15
blend-0.25,2021-10-26,2021-11-23,TRIDENT,0.2246,target,18,16.46
blend-0.25,2021-10-19,2021-11-26,SAIL,-0.1771,atr_stop,26,-33517.34
blend-0.25,2021-10-21,2021-11-26,NATIONALUM,-0.1864,atr_stop,24,-2376.48
blend-0.25,2021-10-20,2021-11-29,JKPAPER,-0.1727,atr_stop,26,-159.09
blend-0.25,2021-10-26,2021-11-29,VEDL,0.0593,trailing,22,3165.05
blend-0.25,2021-09-22,2021-12-06,APLAPOLLO,0.01,trailing,50,1520.57
blend-0.25,2021-10-14,2021-12-10,HFCL,0.1267,trailing,38,25951.21
blend-0.25,2021-11-29,2021-12-13,SONATSOFTW,0.1027,trailing,10,26.21
blend-0.25,2021-11-29,2021-12-16,POLYCAB,0.0981,trailing,13,15560.81
blend-0.25,2021-11-18,2021-12-17,ATGL,0.1366,trailing,20,26691.61
blend-0.25,2021-11-30,2021-12-17,TATAELXSI,0.0047,trailing,13,126.1
blend-0.25,2021-11-02,2021-12-20,JSWENERGY,-0.1769,atr_stop,32,-5633.63
blend-0.25,2021-11-18,2021-12-20,OIL,-0.203,atr_stop,21,-3814.06
blend-0.25,2021-11-24,2021-12-20,WELSPUNLIV,0.0191,trailing,18,6.51
blend-0.25,2021-12-07,2021-12-21,MPHASIS,0.0157,trailing,10,2569.74
blend-0.25,2021-12-07,2021-12-21,PERSISTENT,0.0372,trailing,10,356.66
blend-0.25,2021-11-16,2021-12-22,PRAJIND,-0.1634,atr_stop,25,-11952.3
blend-0.25,2021-11-03,2021-12-30,ABREL,0.0059,trailing,39,2.85
blend-0.25,2021-11-23,2022-01-03,ECLERX,0.2225,target,29,38221.0
blend-0.25,2021-12-21,2022-01-05,JSWENERGY,0.0283,trailing,11,1047.59
blend-0.25,2021-12-22,2022-01-05,PERSISTENT,0.0511,trailing,10,208.25
blend-0.25,2021-12-22,2022-01-06,MPHASIS,0.0526,trailing,11,10173.79
blend-0.25,2021-12-22,2022-01-06,DCMSHRIRAM,-0.0172,trailing,11,-19.01
blend-0.25,2021-12-23,2022-01-13,PRAJIND,0.2225,target,15,131.1
blend-0.25,2021-12-17,2022-01-14,FSL,0.05,trailing,20,8459.36
blend-0.25,2021-12-20,2022-01-17,HFCL,0.2246,target,20,18853.94
blend-0.25,2021-12-13,2022-01-18,GUJALKALI,0.0559,trailing,26,11193.09
blend-0.25,2021-12-20,2022-01-19,TATAELXSI,0.2246,target,22,44503.71
blend-0.25,2021-11-11,2022-01-21,DEEPAKNTR,0.0542,trailing,50,9274.35
blend-0.25,2021-12-23,2022-01-21,SRF,0.0648,trailing,21,3704.69
blend-0.25,2022-01-06,2022-01-21,BSE,0.085,trailing,11,16.57
blend-0.25,2022-01-07,2022-01-21,TRIDENT,0.2246,target,10,100.17
