arm,entry_date,exit_date,symbol,trade_ret,exit_reason,hold_days,pnl
base,2018-01-22,2018-02-05,HEG,-0.182,atr_stop,9,-27578.82
base,2018-01-22,2018-02-05,KOLTEPATIL,-0.1574,atr_stop,9,-24354.87
base,2018-01-22,2018-02-06,GRAPHITE,-0.2125,atr_stop,10,-32326.17
base,2018-01-22,2018-02-06,HSCL,-0.1643,trailing,10,-25173.25
base,2018-01-22,2018-02-06,UNOMINDA,-0.1879,atr_stop,10,-29019.15
base,2018-01-22,2018-02-06,JAICORPLTD,-0.2317,atr_stop,10,-21090.11
base,2018-01-22,2018-02-06,HFCL,-0.2912,atr_stop,10,-28.43
base,2018-02-06,2018-02-21,HEG,0.2246,target,10,25632.6
base,2018-02-06,2018-02-21,KOLTEPATIL,0.1134,trailing,10,13159.72
base,2018-02-06,2018-02-21,RADICO,0.0048,trailing,10,33.26
base,2018-02-07,2018-02-22,GRAPHITE,-0.0082,trailing,10,-1261.56
base,2018-02-07,2018-02-22,HSCL,-0.0063,trailing,10,-987.48
base,2018-02-07,2018-02-22,UNOMINDA,-0.0231,trailing,10,-3307.44
base,2018-02-07,2018-02-22,JAICORPLTD,0.0145,trailing,10,946.72
base,2018-02-07,2018-02-22,HFCL,0.0684,trailing,10,6.73
base,2018-02-22,2018-03-09,HEG,0.0166,trailing,10,1553.35
base,2018-02-22,2018-03-09,RADICO,-0.0211,trailing,10,-2803.47
base,2018-02-22,2018-03-09,KOLTEPATIL,-0.0419,trailing,10,-2628.44
base,2018-02-23,2018-03-12,HSCL,-0.0419,trailing,10,-5443.02
base,2018-02-23,2018-03-12,HFCL,-0.0364,trailing,10,-1.07
base,2018-02-23,2018-03-14,UNOMINDA,0.0129,trailing,12,1368.02
base,2018-02-23,2018-03-15,GRAPHITE,0.2246,target,13,25506.42
base,2018-02-22,2018-03-16,VAKRANGEE,0.2246,target,15,40.0
base,2018-03-12,2018-03-26,HEG,0.2246,target,10,26129.46
base,2018-03-12,2018-03-26,KOLTEPATIL,-0.0885,trailing,10,-3893.42
base,2018-03-13,2018-03-27,HSCL,0.0108,trailing,10,963.06
base,2018-03-12,2018-03-28,RADICO,0.0145,trailing,12,1478.27
base,2018-03-16,2018-03-28,DELTACORP,-0.2013,atr_stop,8,-1253.9
base,2018-04-02,2018-04-17,MINDACORP,-0.0091,trailing,11,-2.02
base,2018-04-02,2018-04-19,RADICO,0.2225,target,13,28604.47
base,2018-02-06,2018-04-25,PCJEWELLER,-0.3598,atr_stop,52,-27.45
base,2018-01-22,2018-04-26,SUNTECK,0.0047,time_exit,63,323.05
base,2018-03-27,2018-04-30,KOLTEPATIL,0.0782,trailing,22,3642.88
base,2018-04-18,2018-05-03,COFORGE,0.1266,trailing,10,21.21
base,2018-04-20,2018-05-10,JUBLFOOD,0.0098,trailing,13,141.05
base,2018-03-19,2018-05-14,TATACONSUM,-0.0622,trailing,37,-16.39
base,2018-04-27,2018-05-14,VIPIND,-0.0075,trailing,10,-160.33
base,2018-03-27,2018-05-18,HEG,0.0781,trailing,35,10157.68
base,2018-05-04,2018-05-28,COFORGE,0.022,trailing,16,3.68
base,2018-02-23,2018-05-29,JAICORPLTD,-0.1363,time_exit,63,-8576.84
base,2018-05-15,2018-05-29,JUBLFOOD,0.0544,trailing,10,818.3
base,2018-03-15,2018-06-01,UNOMINDA,0.1189,trailing,53,15603.38
base,2018-03-16,2018-06-01,GRAPHITE,0.0985,trailing,52,12858.63
base,2018-04-20,2018-06-01,RADICO,0.0292,trailing,29,3689.86
base,2018-03-28,2018-06-05,HSCL,-0.2244,atr_stop,46,-26724.31
base,2018-03-15,2018-06-14,HFCL,0.2225,target,62,23.48
base,2018-05-30,2018-06-18,FSL,0.0913,trailing,13,4.98
base,2018-06-04,2018-06-18,GRAPHITE,-0.0147,trailing,10,-2436.5
base,2018-05-21,2018-06-19,VIPIND,0.0731,trailing,21,594.71
base,2018-05-02,2018-06-20,KOLTEPATIL,-0.1935,atr_stop,35,-10207.96
base,2018-04-26,2018-06-28,DELTACORP,-0.2327,atr_stop,44,-59.85
base,2018-05-29,2018-06-28,COFORGE,-0.0081,trailing,22,-2.07
base,2018-05-11,2018-07-03,SONATSOFTW,-0.1645,atr_stop,37,-3305.42
base,2018-06-19,2018-07-04,FSL,-0.1761,atr_stop,11,-459.16
base,2018-06-20,2018-07-04,VIPIND,-0.0444,trailing,10,-409.87
base,2018-05-21,2018-07-05,HEG,0.0528,trailing,33,6828.95
base,2018-06-19,2018-07-05,GRAPHITE,0.2246,target,12,30279.88
base,2018-05-30,2018-07-06,JUBLFOOD,0.0409,trailing,27,2674.75
base,2018-06-04,2018-07-11,TITAN,-0.1074,atr_stop,27,-1742.79
base,2018-04-27,2018-07-13,BIOCON,-0.1052,atr_stop,54,-14707.25
base,2018-06-04,2018-07-16,RADICO,-0.2105,atr_stop,30,-30021.06
base,2018-06-21,2018-07-17,MPHASIS,0.0819,trailing,18,3320.65
base,2018-07-05,2018-07-19,FSL,0.0714,trailing,10,714.96
base,2018-07-12,2018-07-19,JINDALSTEL,-0.1737,atr_stop,5,-191.92
base,2018-07-06,2018-07-24,HEG,0.0919,trailing,12,12566.5
base,2018-07-06,2018-07-24,GRAPHITE,0.0084,trailing,12,815.61
base,2018-07-09,2018-07-25,JUBLFOOD,0.0145,trailing,12,861.97
base,2018-06-04,2018-07-26,BAJAJELEC,0.0953,trailing,38,13013.79
base,2018-06-21,2018-07-26,INTELLECT,-0.0341,trailing,25,-7.14
base,2018-07-17,2018-07-31,RADICO,0.2225,target,10,24426.79
base,2018-07-04,2018-08-03,SONATSOFTW,0.1093,trailing,22,1776.78
base,2018-07-06,2018-08-03,VIPIND,0.2225,target,20,6271.55
base,2018-06-29,2018-08-06,COFORGE,0.2246,target,26,86.33
base,2018-07-20,2018-08-06,FSL,0.0096,trailing,11,89.47
base,2018-07-18,2018-08-08,MPHASIS,0.0107,trailing,15,360.09
base,2018-07-27,2018-08-10,INTELLECT,0.2225,target,10,32941.79
base,2018-07-25,2018-08-13,HEG,0.0579,trailing,13,8137.6
base,2018-07-25,2018-08-20,GRAPHITE,0.0795,trailing,17,11260.82
base,2018-08-06,2018-08-30,SONATSOFTW,0.0481,trailing,16,2430.8
base,2018-08-13,2018-08-30,TEAMLEASE,-0.0121,trailing,11,-372.62
base,2018-07-27,2018-09-03,LTTS,0.2225,target,24,603.31
base,2018-08-01,2018-09-03,RADICO,0.0662,trailing,21,8608.28
base,2018-07-16,2018-09-04,BIOCON,-0.0091,trailing,34,-1425.77
base,2018-07-26,2018-09-04,JUBLFOOD,0.0157,trailing,26,965.64
base,2018-08-09,2018-09-04,VIPIND,0.0416,trailing,16,1739.42
base,2018-06-06,2018-09-05,TECHM,0.1103,time_exit,63,9872.83
base,2018-07-12,2018-09-05,LUXIND,-0.1252,atr_stop,37,-1683.76
base,2018-08-07,2018-09-11,COFORGE,0.0064,trailing,23,50.63
base,2018-08-07,2018-09-12,FSL,0.0358,trailing,24,1.82
base,2018-08-13,2018-09-21,MPHASIS,0.0254,trailing,25,3553.34
base,2018-08-31,2018-09-21,SONATSOFTW,0.1051,trailing,13,8306.14
base,2018-09-04,2018-09-21,RADICO,-0.1702,atr_stop,11,-25391.37
base,2018-09-05,2018-09-21,VIPIND,-0.157,atr_stop,10,-25436.98
base,2018-09-05,2018-09-24,JUBLFOOD,-0.1175,atr_stop,11,-9900.48
base,2018-09-06,2018-09-24,INTELLECT,-0.1196,trailing,10,-94.33
base,2018-08-21,2018-09-25,GRAPHITE,-0.1782,atr_stop,22,-28513.92
base,2018-07-27,2018-09-27,TAKE,-0.2862,atr_stop,40,-256.17
base,2018-08-14,2018-09-27,HEG,-0.1706,atr_stop,28,-27100.75
base,2018-09-12,2018-09-27,COFORGE,-0.1392,atr_stop,9,-1897.83
base,2018-09-14,2018-09-28,FSL,-0.1529,atr_stop,9,-35.83
base,2018-09-24,2018-09-28,VIPIND,-0.1894,atr_stop,4,-28161.83
base,2018-09-24,2018-10-05,SONATSOFTW,-0.1902,atr_stop,8,-12957.43
base,2018-09-06,2018-10-08,LTTS,-0.1351,atr_stop,19,-15444.05
base,2018-09-24,2018-10-09,RADICO,-0.2245,atr_stop,10,-33150.85
base,2018-09-24,2018-10-09,MPHASIS,-0.1183,atr_stop,10,-17493.98
base,2018-10-10,2018-10-12,TCS,-0.0874,atr_stop,2,-154.67
base,2018-09-28,2018-10-15,HEG,0.2225,target,10,29889.88
base,2018-09-28,2018-10-15,COFORGE,-0.03,trailing,10,-182.96
base,2018-09-26,2018-10-17,GRAPHITE,0.2225,target,14,28323.0
base,2018-10-01,2018-10-19,VIPIND,0.0432,trailing,12,4676.81
base,2018-10-08,2018-10-23,SONATSOFTW,-0.0809,trailing,10,-4530.37
base,2018-10-09,2018-10-24,LTTS,-0.0583,trailing,10,-5885.55
base,2018-09-25,2018-10-25,JUBLFOOD,-0.1511,atr_stop,20,-11252.65
base,2018-10-10,2018-10-25,MPHASIS,-0.0956,trailing,10,-12560.1
base,2018-10-10,2018-10-26,RADICO,0.1245,trailing,11,13439.19
base,2018-10-16,2018-11-01,COFORGE,0.0875,trailing,11,2369.91
base,2018-09-26,2018-11-05,INTELLECT,0.0409,trailing,26,17.57
base,2018-10-22,2018-11-05,VIPIND,0.0262,trailing,10,2821.46
base,2018-10-25,2018-11-09,LTTS,0.1518,trailing,10,13520.59
base,2018-10-10,2018-11-12,BAJFINANCE,0.0835,trailing,21,32.91
base,2018-10-29,2018-11-14,RADICO,0.2225,target,11,27174.09
base,2018-10-24,2018-11-20,SONATSOFTW,0.0914,trailing,18,4477.67
base,2018-11-06,2018-11-21,INTELLECT,-0.0483,trailing,10,-12.27
base,2018-10-01,2018-11-26,FSL,-0.2011,atr_stop,36,-740.03
base,2018-10-26,2018-12-03,JUBLFOOD,0.2246,target,24,10307.13
base,2018-11-06,2018-12-06,VIPIND,0.1172,trailing,20,14061.77
base,2018-11-15,2018-12-06,BAJFINANCE,0.0625,trailing,14,8429.63
base,2018-11-27,2018-12-11,FSL,0.0139,trailing,10,33.3
base,2018-10-19,2018-12-19,GRAPHITE,-0.1628,atr_stop,41,-23278.85
base,2018-10-15,2018-12-21,TCS,-0.0217,trailing,46,-38.57
base,2018-11-22,2018-12-21,INTELLECT,-0.0108,trailing,20,-3.08
base,2018-12-07,2018-12-24,VIPIND,-0.0205,trailing,11,-3250.88
base,2018-10-26,2019-01-03,MPHASIS,-0.0218,trailing,46,-3200.69
base,2018-12-07,2019-01-08,BAJFINANCE,0.0375,trailing,21,4900.68
base,2018-10-16,2019-01-17,HEG,-0.1552,time_exit,63,-22594.82
base,2018-12-12,2019-01-17,FSL,-0.0073,trailing,25,-74.41
base,2018-10-19,2019-01-21,PFIZER,-0.0711,time_exit,63,-1100.14
base,2018-10-19,2019-01-21,INFY,0.0951,time_exit,63,102.37
base,2018-11-21,2019-01-22,JSWSTEEL,-0.1507,atr_stop,42,-9978.61
base,2019-01-18,2019-01-24,HEG,-0.1646,atr_stop,4,-22689.97
base,2018-12-26,2019-01-25,GRAPHITE,-0.261,atr_stop,22,-36310.96
base,2018-12-04,2019-01-28,BATAINDIA,0.0318,trailing,38,1648.1
base,2019-01-25,2019-01-28,HEG,-0.2685,atr_stop,1,-30745.25
base,2018-12-24,2019-01-31,INTELLECT,-0.2245,atr_stop,27,-103.73
base,2018-11-02,2019-02-04,COFORGE,0.0927,time_exit,63,2740.13
base,2018-11-12,2019-02-11,LTTS,-0.0866,time_exit,63,-9247.0
base,2018-11-13,2019-02-12,TECHM,0.1172,time_exit,63,63.82
base,2019-01-29,2019-02-12,HEG,0.1421,trailing,10,2586.13
base,2019-01-04,2019-02-14,VIPIND,-0.1789,atr_stop,28,-23219.08
base,2019-02-01,2019-02-14,AARTIIND,-0.1366,atr_stop,8,-53.4
base,2019-01-09,2019-02-15,BAJFINANCE,0.0049,trailing,26,319.04
base,2019-01-31,2019-02-15,PRAJIND,0.0364,trailing,10,7.93
base,2018-12-20,2019-02-18,DIVISLAB,0.0484,trailing,40,5360.52
base,2018-12-24,2019-02-18,TCS,0.035,trailing,38,50.65
base,2019-01-22,2019-02-18,HINDUNILVR,0.0024,trailing,18,-3.5
base,2019-01-29,2019-03-06,BATAINDIA,0.2246,target,24,27102.08
base,2019-02-18,2019-03-07,PRAJIND,0.2246,target,12,3605.49
base,2019-02-19,2019-03-13,AARTIIND,0.0442,trailing,15,54.28
base,2019-03-05,2019-03-19,BALRAMCHIN,-0.0319,trailing,10,-4.33
base,2019-03-07,2019-04-02,NAUKRI,0.0296,trailing,16,599.38
base,2019-01-28,2019-04-05,TORNTPHARM,-0.0114,trailing,45,-1421.9
base,2019-02-18,2019-04-05,BAJFINANCE,0.2246,target,31,27017.31
base,2019-02-15,2019-04-08,VIPIND,0.0918,trailing,33,9397.92
base,2019-03-20,2019-04-08,BALRAMCHIN,0.0277,trailing,11,18.18
base,2019-03-14,2019-04-25,AXISBANK,0.0002,trailing,26,-1.76
base,2019-04-03,2019-04-26,NAUKRI,0.0468,trailing,15,1003.91
base,2019-01-23,2019-05-02,HAVELLS,0.0683,time_exit,63,3595.64
base,2019-02-12,2019-05-03,LTTS,0.0861,trailing,50,7798.18
base,2019-02-14,2019-05-03,AUROPHARMA,0.0436,trailing,49,29.34
base,2019-03-07,2019-05-06,BATAINDIA,0.0201,trailing,36,2221.99
base,2019-03-08,2019-05-07,PRAJIND,-0.1991,atr_stop,36,-4035.13
base,2019-04-09,2019-05-07,BALRAMCHIN,0.071,trailing,16,7943.17
base,2019-02-19,2019-05-08,DIVISLAB,0.0616,trailing,49,7147.78
base,2019-04-08,2019-05-09,TORNTPHARM,-0.0964,atr_stop,19,-11315.8
base,2019-05-06,2019-05-09,RELIANCE,-0.1021,atr_stop,3,-10622.32
base,2019-02-05,2019-05-15,COFORGE,-0.0348,time_exit,63,-1239.13
base,2019-02-14,2019-05-23,UBL,-0.0104,time_exit,63,-283.16
base,2019-05-09,2019-05-27,DIVISLAB,-0.0419,trailing,12,-5703.74
base,2019-02-19,2019-05-28,HINDUNILVR,0.0144,time_exit,63,199.74
base,2019-05-16,2019-05-30,DCMSHRIRAM,0.0996,trailing,10,3117.38
base,2019-04-30,2019-05-31,NAUKRI,0.0709,trailing,22,1631.91
base,2019-05-08,2019-06-06,BALRAMCHIN,0.059,trailing,20,7360.38
base,2019-05-08,2019-06-06,PRAJIND,0.2225,target,20,2165.35
base,2019-04-26,2019-06-07,MUTHOOTFIN,0.0535,trailing,27,26.43
base,2019-05-03,2019-06-17,AXISBANK,0.0302,trailing,30,1592.4
base,2019-05-10,2019-06-17,RELIANCE,0.0127,trailing,25,1300.08
base,2019-06-03,2019-06-18,NAUKRI,0.0233,trailing,10,523.75
base,2019-05-29,2019-06-20,UPL,-0.1426,atr_stop,15,-2579.15
base,2019-05-03,2019-07-01,PFC,0.1264,trailing,40,78.65
base,2019-04-08,2019-07-08,BAJFINANCE,0.0919,trailing,60,11964.57
base,2019-05-09,2019-07-08,WIPRO,-0.0862,atr_stop,41,-11.89
base,2019-05-10,2019-07-08,HAVELLS,0.0147,trailing,40,776.33
base,2019-06-18,2019-07-08,SRF,0.0016,trailing,14,-53.27
base,2019-05-07,2019-07-09,BATAINDIA,0.0135,trailing,44,1408.45
base,2019-05-24,2019-07-09,RECLTD,-0.0491,trailing,31,-1115.28
base,2019-06-07,2019-07-11,PRAJIND,-0.1697,atr_stop,24,-2216.47
base,2019-07-09,2019-07-11,INDIGO,-0.1414,atr_stop,2,-18957.57
base,2019-06-19,2019-07-12,NAUKRI,0.0345,trailing,17,818.51
base,2019-06-21,2019-07-12,UPL,0.0691,stale,15,1019.9
base,2019-07-02,2019-07-16,PFC,-0.0193,trailing,10,-19.86
base,2019-06-07,2019-07-18,BALRAMCHIN,-0.0252,trailing,29,-3821.54
base,2019-05-31,2019-07-24,DCMSHRIRAM,-0.24,atr_stop,37,-8547.5
base,2019-07-10,2019-07-24,RECLTD,0.0259,trailing,10,3071.14
base,2019-07-12,2019-07-26,PRAJIND,-0.1232,trailing,10,-15580.98
base,2019-07-15,2019-07-29,INDIGO,0.2246,target,10,9469.77
base,2019-07-17,2019-07-29,PFC,-0.1278,atr_stop,8,-140.68
base,2019-07-19,2019-07-30,MANAPPURAM,-0.1684,atr_stop,7,-19.75
base,2019-05-28,2019-08-05,DIVISLAB,-0.015,trailing,48,-2147.1
base,2019-07-19,2019-08-08,BALRAMCHIN,-0.1948,atr_stop,14,-25822.26
base,2019-07-25,2019-08-08,DCMSHRIRAM,-0.104,trailing,10,-3459.41
base,2019-07-31,2019-08-22,MANAPPURAM,0.0837,trailing,14,7.77
base,2019-08-09,2019-08-28,BALRAMCHIN,0.0548,trailing,11,5631.36
base,2019-08-06,2019-08-29,PIIND,0.0156,trailing,15,1561.05
base,2019-07-19,2019-09-12,NAUKRI,-0.1663,atr_stop,35,-441.06
base,2019-07-25,2019-09-16,RECLTD,-0.0055,trailing,33,-1045.67
base,2019-06-18,2019-09-19,MUTHOOTFIN,-0.0641,time_exit,63,-8980.91
base,2019-07-29,2019-09-19,PRAJIND,0.049,trailing,34,5039.79
base,2019-08-09,2019-09-19,DCMSHRIRAM,0.0074,trailing,25,124.12
base,2019-08-29,2019-09-20,BALRAMCHIN,0.2225,target,14,24975.36
base,2019-07-10,2019-09-23,BATAINDIA,0.2246,target,49,4292.57
base,2019-08-23,2019-09-27,MANAPPURAM,0.2246,target,23,68.49
base,2019-09-13,2019-09-30,GODREJPROP,0.0909,trailing,11,167.59
base,2019-08-30,2019-10-01,PIIND,0.139,trailing,20,16506.36
base,2019-09-13,2019-10-04,NAUKRI,0.2246,target,14,81.53
base,2019-09-17,2019-10-04,JUSTDIAL,-0.166,atr_stop,12,-21510.6
base,2019-07-30,2019-10-07,INDIGO,0.1393,trailing,44,7083.59
base,2019-09-20,2019-10-07,NAM-INDIA,0.2225,target,10,168.43
base,2019-09-23,2019-10-09,BALRAMCHIN,-0.0464,trailing,10,-6794.06
base,2019-07-30,2019-10-10,PFC,-0.1658,atr_stop,46,-207.54
base,2019-07-09,2019-10-14,SRF,-0.0882,time_exit,63,-12193.46
base,2019-09-20,2019-10-14,MUTHOOTFIN,0.1263,trailing,14,16254.85
base,2019-09-20,2019-10-14,BAJFINANCE,0.146,trailing,14,19076.39
base,2019-10-03,2019-10-18,PIIND,0.0103,trailing,10,1043.26
base,2019-10-09,2019-10-24,NAM-INDIA,0.2246,target,10,153.42
base,2019-10-09,2019-10-25,INDIGO,-0.1854,atr_stop,11,-11137.89
base,2019-10-10,2019-10-25,BALRAMCHIN,-0.0044,trailing,10,-921.17
base,2019-10-07,2019-10-29,JUSTDIAL,-0.0164,trailing,14,-2049.18
base,2019-10-15,2019-11-04,HDFCLIFE,0.0201,trailing,13,2319.31
base,2019-10-11,2019-11-05,NAUKRI,0.0901,trailing,16,78.11
base,2019-09-24,2019-11-08,TRENT,-0.0018,trailing,30,-2.25
base,2019-10-15,2019-11-08,MUTHOOTFIN,0.0369,trailing,17,4531.35
base,2019-10-15,2019-11-08,SRF,0.2246,target,17,5581.95
base,2019-10-25,2019-11-08,NAM-INDIA,-0.0074,trailing,10,-15.84
base,2019-10-27,2019-11-11,BALRAMCHIN,-0.0322,trailing,10,-1491.85
base,2019-09-30,2019-11-13,MANAPPURAM,0.1387,trailing,28,86.21
base,2019-10-27,2019-11-18,INDIGO,-0.0057,trailing,14,-1134.4
base,2019-10-30,2019-11-19,CREDITACC,0.2225,target,13,23164.36
base,2019-10-01,2019-11-20,GODREJPROP,-0.1702,atr_stop,32,-357.26
base,2019-11-06,2019-11-22,SIEMENS,-0.1142,atr_stop,11,-111.27
base,2019-11-13,2019-11-27,BPCL,-0.0167,trailing,10,-12.74
base,2019-11-14,2019-11-28,MANAPPURAM,-0.025,trailing,10,-19.92
base,2019-11-11,2019-11-29,NAM-INDIA,0.1207,trailing,13,16084.27
base,2019-11-13,2019-11-29,LALPATHLAB,0.0586,trailing,12,2285.74
base,2019-10-15,2019-12-02,BAJFINANCE,0.0132,trailing,32,1405.05
base,2019-12-02,2019-12-16,LALPATHLAB,-0.0827,trailing,10,-4621.83
base,2019-09-17,2019-12-19,RECLTD,-0.045,time_exit,63,-18.36
base,2019-09-24,2019-12-27,BATAINDIA,-0.0174,time_exit,63,-457.51
base,2019-10-22,2020-01-02,PIIND,0.1149,trailing,50,15319.31
base,2019-11-21,2020-01-06,BERGEPAINT,0.0087,trailing,31,11.91
base,2019-12-03,2020-01-06,BAJFINANCE,0.0134,trailing,23,1443.65
base,2019-11-05,2020-01-16,HDFCLIFE,0.0183,trailing,50,2106.87
base,2019-12-17,2020-01-22,LALPATHLAB,0.0874,trailing,25,4195.27
base,2020-01-07,2020-01-22,BERGEPAINT,0.0963,trailing,11,12891.26
base,2019-11-11,2020-01-27,TRENT,0.1073,trailing,53,3538.41
base,2019-11-25,2020-01-28,SIEMENS,0.0076,trailing,45,4.2
base,2019-11-20,2020-01-30,CREDITACC,-0.0053,trailing,50,-1016.75
base,2020-01-07,2020-01-30,GUJGASLTD,0.1162,trailing,17,1422.14
base,2019-12-30,2020-02-03,ICICIPRULI,-0.09,atr_stop,25,-179.31
base,2019-11-29,2020-02-04,MANAPPURAM,0.0817,trailing,46,55.99
base,2019-12-30,2020-02-10,WHIRLPOOL,-0.0088,trailing,30,-239.76
base,2019-11-19,2020-02-13,NAUKRI,0.0508,trailing,61,25.66
base,2019-11-19,2020-02-17,INDIGO,-0.0039,time_exit,63,-867.79
base,2019-12-02,2020-02-17,NAM-INDIA,0.0605,trailing,54,8153.8
base,2020-02-04,2020-02-18,GUJGASLTD,-0.0005,trailing,10,-5.15
base,2020-01-31,2020-02-20,CREDITACC,0.2225,target,14,31127.53
base,2019-11-28,2020-02-27,BPCL,-0.1242,time_exit,63,-82.29
base,2020-01-03,2020-02-27,PIIND,0.0556,trailing,38,7361.39
base,2020-01-28,2020-02-27,JKCEMENT,0.0103,trailing,21,279.56
base,2020-01-17,2020-02-28,HDFCLIFE,-0.1053,atr_stop,29,-14714.84
base,2020-01-23,2020-02-28,TATACONSUM,-0.1018,atr_stop,25,-6314.77
base,2020-02-24,2020-02-28,CREDITACC,-0.1481,atr_stop,4,-22966.83
base,2020-01-23,2020-03-02,BERGEPAINT,0.0328,trailing,26,4338.25
base,2020-02-14,2020-03-02,TRENT,-0.0109,trailing,10,-29.64
base,2020-02-18,2020-03-04,NAM-INDIA,0.0447,trailing,10,6238.71
base,2020-02-05,2020-03-06,MANAPPURAM,-0.147,atr_stop,21,-116.29
base,2020-02-04,2020-03-09,RITES,-0.1339,atr_stop,23,-16.07
base,2020-02-18,2020-03-09,IGL,-0.1044,atr_stop,13,-14364.92
base,2020-03-05,2020-03-09,NAM-INDIA,-0.2537,atr_stop,2,-36717.36
base,2020-02-11,2020-03-12,WHIRLPOOL,-0.1671,atr_stop,20,-3217.77
base,2020-02-28,2020-03-12,AUBANK,-0.191,atr_stop,8,-28034.21
base,2020-02-28,2020-03-12,JKCEMENT,-0.1842,atr_stop,8,-10984.18
base,2020-03-02,2020-03-12,TATACONSUM,-0.1365,atr_stop,7,-20003.36
base,2020-03-02,2020-03-12,SRF,-0.158,atr_stop,7,-3018.44
base,2020-03-02,2020-03-12,HDFCLIFE,-0.1488,atr_stop,7,-82.39
base,2020-03-03,2020-03-12,BERGEPAINT,-0.1525,atr_stop,6,-22493.0
base,2020-03-03,2020-03-12,TRENT,-0.1883,atr_stop,6,-975.37
base,2020-03-09,2020-03-12,PIIND,-0.1332,atr_stop,2,-1448.96
base,2020-01-29,2020-03-13,LALPATHLAB,-0.1369,atr_stop,30,-236.01
base,2020-03-02,2020-03-16,CREDITACC,-0.209,atr_stop,9,-30115.93
base,2020-02-19,2020-03-17,GUJGASLTD,-0.1367,atr_stop,17,-229.92
base,2020-03-13,2020-03-18,AUBANK,-0.245,atr_stop,3,-24284.77
base,2020-03-11,2020-03-19,RITES,-0.1582,atr_stop,6,-19065.51
base,2020-03-13,2020-03-23,TATACONSUM,-0.1728,atr_stop,6,-21752.8
base,2020-03-13,2020-03-23,TRENT,-0.2414,atr_stop,6,-27043.27
base,2020-03-16,2020-03-23,JKCEMENT,-0.2418,atr_stop,5,-279.9
base,2020-03-17,2020-03-23,CREDITACC,-0.3244,atr_stop,4,-24643.09
base,2020-03-11,2020-03-24,NAM-INDIA,-0.2757,atr_stop,9,-30427.61
base,2020-03-17,2020-03-24,WHIRLPOOL,-0.1752,atr_stop,5,-6332.36
base,2020-03-13,2020-03-27,IGL,0.0214,trailing,10,2.93
base,2020-03-13,2020-04-03,BERGEPAINT,0.0163,trailing,14,1694.31
base,2020-03-19,2020-04-03,AUBANK,-0.2452,trailing,10,-13428.8
base,2020-03-19,2020-04-03,SRF,-0.031,trailing,10,-651.96
base,2020-03-19,2020-04-03,HDFCLIFE,0.0948,trailing,10,34.84
base,2020-03-20,2020-04-07,RITES,0.0287,trailing,10,2441.78
base,2020-03-20,2020-04-08,DMART,0.2246,target,11,1191.1
base,2020-03-24,2020-04-09,TRENT,0.2225,target,10,10010.39
base,2020-03-24,2020-04-09,TATACONSUM,0.2246,target,10,15701.68
base,2020-03-25,2020-04-13,NAM-INDIA,0.2246,target,10,11377.66
base,2020-03-25,2020-04-15,WHIRLPOOL,0.0578,trailing,11,3888.45
base,2020-03-24,2020-04-17,JKCEMENT,0.2225,target,14,15669.79
base,2020-03-18,2020-04-21,GUJGASLTD,-0.0038,trailing,20,-9.24
base,2020-04-07,2020-04-23,AUBANK,0.0349,trailing,10,337.13
base,2020-03-24,2020-04-24,CREDITACC,-0.0031,trailing,19,-209.72
base,2020-04-08,2020-04-24,RITES,0.0753,trailing,10,5507.47
base,2020-04-07,2020-04-27,NAVINFLUOR,0.2225,target,12,16734.77
base,2020-04-07,2020-04-30,BERGEPAINT,0.0907,trailing,15,8754.31
base,2020-04-08,2020-04-30,GRANULES,0.0438,trailing,14,18.78
base,2020-04-15,2020-04-30,DIXON,0.2225,target,11,13798.94
base,2020-04-16,2020-04-30,NAM-INDIA,-0.1226,trailing,10,-8695.53
base,2020-04-13,2020-05-04,TRENT,0.018,trailing,13,879.43
base,2020-04-13,2020-05-04,TATACONSUM,0.0623,trailing,13,5158.06
base,2020-04-22,2020-05-07,GUJGASLTD,-0.0679,trailing,10,-185.09
base,2020-04-24,2020-05-11,WHIRLPOOL,0.019,trailing,10,149.12
base,2020-04-27,2020-05-13,IGL,0.0615,trailing,11,6576.85
base,2020-03-17,2020-05-21,LALPATHLAB,0.0151,trailing,42,17.71
base,2020-05-05,2020-05-26,GMMPFAUDLR,0.0228,trailing,14,1801.55
base,2020-04-27,2020-05-27,COROMANDEL,0.2225,target,20,1735.84
base,2020-05-05,2020-06-01,AMBER,0.2225,target,18,13243.32
base,2020-05-14,2020-06-01,AJANTPHARM,0.0103,trailing,11,814.61
base,2020-05-04,2020-06-03,DIXON,0.2225,target,21,22730.65
base,2020-04-09,2020-06-09,DMART,-0.0021,trailing,39,-22.32
base,2020-05-04,2020-06-10,GRANULES,0.2225,target,26,7074.38
base,2020-05-27,2020-06-10,GMMPFAUDLR,0.2225,target,10,19827.26
base,2020-05-22,2020-06-12,METROPOLIS,0.2225,target,14,2916.53
base,2020-06-02,2020-06-16,AMBER,0.0754,trailing,10,4822.65
base,2020-05-08,2020-06-24,MIDHANI,0.0449,trailing,32,16.17
base,2020-05-28,2020-06-24,TORNTPHARM,0.0193,trailing,19,168.93
base,2020-05-12,2020-06-25,GUJGASLTD,0.2225,target,31,2001.96
base,2020-06-11,2020-06-25,GRANULES,0.0253,trailing,10,782.86
base,2020-05-04,2020-06-26,BERGEPAINT,0.0206,trailing,38,1983.28
