tkr,entry_date,entry,stop0,risk_pct,entry_to_stop_pct,half_date,half_px,exit_date,exit_px,reason,held_weeks,R,net_pnl,stt_paid
CROMPTON,2018-02-05,229.59,217.6,2.0,5.51,,,2018-02-19,213.38,stop,2,-1.352,-38602.95,963.08
CAPLIPOINT,2018-02-19,626.22,586.92,2.0,6.7,,,2018-03-05,575.72,stop,2,-1.285,-37091.06,767.66
ALKEM,2017-12-11,2000.56,1813.92,2.0,10.29,,,2018-03-12,2065.21,time,13,0.346,7007.21,565.04
AARTIIND,2017-12-26,267.43,215.14,2.0,24.31,,,2018-03-26,249.43,time,13,-0.344,-10064.86,262.56
PRSMJOHNSN,2018-01-08,134.9,110.59,2.0,21.98,,,2018-03-26,107.72,stop,11,-1.118,-32467.69,281.07
CENTURYPLY,2018-03-05,322.85,302.08,2.0,6.88,,,2018-03-26,297.85,stop,3,-1.204,-32323.95,738.29
BAJAJELEC,2018-02-12,484.94,356.77,2.0,35.92,,,2018-05-14,560.04,time,13,0.586,14554.09,212.88
CHAMBLFERT,2018-02-12,129.41,104.79,2.0,23.49,,,2018-05-14,144.63,time,13,0.618,15125.31,290.65
IBVENTURES,2018-03-12,263.45,236.5,2.0,11.4,2018-04-16,313.5,2018-05-21,425.6,trail,10,4.008,94610.63,570.58
ASHOKA,2018-03-26,159.14,149.67,2.0,6.33,2018-04-30,185.83,2018-05-28,174.47,trail,9,1.809,48247.39,825.99
JPASSOCIAT,2018-03-19,20.95,13.95,2.0,50.18,,,2018-06-18,14.4,time,13,-0.936,-23095.6,123.45
HONAUT,2018-04-02,16612.55,14744.91,2.0,12.67,,,2018-07-02,18178.46,time,13,0.838,16862.62,435.62
NCC,2018-05-28,106.87,86.73,2.0,23.23,,,2018-07-02,87.53,stop,5,-0.96,-25920.09,255.95
BBTC,2018-04-23,1494.38,1216.61,2.0,22.83,,,2018-07-23,1435.89,time,13,-0.211,-6266.01,287.96
YESBANK,2018-04-30,343.42,302.42,2.0,13.56,,,2018-07-30,366.97,time,13,0.574,15412.35,491.79
ELGIEQUIP,2018-05-14,140.86,120.1,2.0,17.28,,,2018-08-13,140.38,time,13,-0.023,-3003.9,376.08
BAJFINANCE,2018-05-21,205.7,178.39,2.0,15.3,2018-07-23,263.74,2018-08-20,279.06,time,13,2.344,63952.05,470.52
JUSTDIAL,2018-05-28,504.0,401.15,2.0,25.64,,,2018-08-27,558.0,time,13,0.525,13432.4,273.87
BBTC,2018-08-27,1892.39,1526.64,2.0,23.96,,,2018-09-24,1486.94,stop,4,-1.109,-31847.93,261.52
EIHOTEL,2018-07-02,162.28,145.81,2.0,11.3,,,2018-10-01,142.59,stop,13,-1.195,-34249.41,483.12
