tkr,entry_date,entry,stop0,risk_pct,entry_to_stop_pct,half_date,half_px,exit_date,exit_px,reason,held_weeks,R,net_pnl,stt_paid
SAFARI,2024-04-22,2101.15,1900.03,2.0,10.58,,,2024-07-22,2050.33,time,13,-0.253,-22763.76,1446.1
AAVAS,2024-06-18,1873.0,1675.0,2.0,11.82,,,2024-08-05,1639.35,stop,7,-1.18,-88220.49,1291.24
AARTIIND,2024-07-29,705.57,627.42,2.0,12.46,,,2024-08-19,604.54,stop,3,-1.293,-99420.85,1259.83
FINCABLES,2024-05-27,1288.71,1021.47,2.0,26.16,,,2024-08-26,1459.81,time,13,0.64,42780.45,707.68
3MINDIA,2024-06-03,32943.14,29267.85,2.0,12.56,,,2024-09-02,35146.27,time,13,0.599,38551.3,1261.64
ADANIENSOL,2024-08-05,1200.0,1047.85,2.0,14.52,,,2024-09-02,1017.0,stop,4,-1.203,-92008.72,1090.87
ABFRL,2024-06-10,324.2,248.9,2.0,30.25,,,2024-09-09,309.25,time,13,-0.199,-14780.78,581.9
BBTC,2024-06-10,1574.5,1292.99,2.0,21.77,2024-07-15,2245.22,2024-09-09,2581.08,time,13,2.788,202642.01,979.83
MAPMYINDIA,2024-06-24,2472.4,1933.28,2.0,27.89,,,2024-09-23,2090.92,time,13,-0.708,-53289.35,624.01
FINPIPE,2024-09-02,304.63,279.02,2.0,9.18,,,2024-09-30,278.87,stop,4,-1.006,-72521.05,1521.89
DEVYANI,2024-09-23,209.88,185.32,2.0,13.25,,,2024-10-07,179.39,stop,2,-1.241,-84894.56,1059.51
TTML,2024-07-22,99.99,76.01,2.0,31.55,,,2024-10-21,80.33,time,13,-0.82,-61452.41,554.48
ADANIPOWER,2024-08-19,139.6,124.0,2.0,12.58,,,2024-10-21,123.0,stop,9,-1.064,-74906.89,1152.16
RENUKA,2024-09-30,53.15,47.5,2.0,11.89,,,2024-10-21,44.52,stop,3,-1.527,-101457.47,1125.32
AARTIDRUGS,2024-08-28,593.3,490.95,2.0,20.85,,,2024-10-28,473.53,stop,9,-1.17,-82419.74,711.94
BDL,2024-10-14,1213.0,1032.94,2.0,17.43,,,2024-10-28,1026.04,stop,2,-1.038,-67755.66,794.31
ABCAPITAL,2024-10-21,222.9,213.35,2.0,4.48,,,2024-10-28,204.11,stop,1,-1.968,-126339.71,2758.29
BAJAJ-AUTO,2024-10-28,9815.69,9503.41,2.0,3.29,,,2024-11-04,9517.93,stop,1,-0.953,-61020.87,3547.52
ABBOTINDIA,2024-11-04,28749.59,27046.71,2.0,6.3,,,2024-11-18,27068.11,stop,2,-0.987,-62453.01,1857.36
PAYTM,2024-09-02,619.0,505.55,2.0,22.44,2024-11-11,848.0,2024-12-02,903.0,time,13,2.252,149433.23,879.9
FLUOROCHEM,2024-09-09,3795.27,3100.42,2.0,22.41,,,2024-12-09,4416.46,time,13,0.894,57453.93,778.01
BALRAMCHIN,2024-12-02,576.73,516.34,2.0,11.7,,,2024-12-30,516.19,stop,4,-1.002,-58751.8,997.58
CESC,2024-12-09,185.86,162.49,2.0,14.38,,,2025-01-13,151.22,stop,5,-1.482,-83962.43,802.98
AADHARHFC,2024-11-04,440.7,408.0,2.0,8.01,,,2025-01-20,399.4,stop,11,-1.263,-76662.14,1455.77
DCMSHRIRAM,2024-11-11,1228.5,997.73,2.0,23.13,,,2025-02-10,1053.93,time,13,-0.756,-45562.39,569.63
EICHERMOT,2024-11-18,4817.48,4477.99,2.0,7.58,,,2025-02-17,4639.84,time,13,-0.523,-31888.85,1549.2
AFCONS,2025-01-20,518.87,462.75,2.0,12.13,,,2025-02-17,422.99,stop,4,-1.709,-93325.37,900.92
HUDCO,2025-01-20,225.57,192.42,2.0,17.23,,,2025-02-17,175.07,stop,4,-1.523,-82929.8,648.71
PTCIL,2024-12-31,13487.0,11349.1,2.0,18.84,,,2025-02-24,10400.0,stop,8,-1.444,-80134.65,603.73
SHYAMMETL,2025-01-13,774.21,623.83,2.0,24.11,,,2025-04-15,846.35,time,13,0.48,24297.31,592.42
AEGISLOG,2025-02-10,819.25,650.15,2.0,26.01,,,2025-05-12,803.47,time,13,-0.093,-5712.06,495.58
BAJAJFINSV,2025-02-17,1838.83,1724.94,2.0,6.6,,,2025-05-19,2036.17,time,13,1.733,77513.59,1577.88
GODFRYPHLP,2025-02-17,1928.62,1594.18,2.0,20.98,2025-04-28,2636.44,2025-05-19,2864.25,time,13,2.399,112783.44,648.85
SBICARD,2025-02-17,858.42,766.47,2.0,12.0,,,2025-05-19,906.82,time,13,0.526,22811.15,890.34
VIJAYA,2025-02-24,978.03,738.51,2.0,32.43,,,2025-05-26,913.16,time,13,-0.271,-12810.49,354.85
ADANIENSOL,2025-05-19,920.0,851.05,2.0,8.1,,,2025-06-23,817.95,stop,5,-1.48,-78400.41,1295.48
AAVAS,2025-04-15,2026.8,1674.2,2.0,21.06,,,2025-07-14,1961.1,time,13,-0.186,-9847.4,538.85
GRSE,2025-05-06,1920.51,1611.08,2.0,19.21,2025-05-26,2741.74,2025-07-14,2773.52,trail,10,2.378,133671.27,754.6
ABCAPITAL,2025-05-19,218.23,199.01,2.0,9.66,2025-06-23,258.8,2025-08-04,251.5,trail,11,1.866,96448.21,1265.85
AFFLE,2025-05-19,1725.0,1530.0,2.0,12.75,,,2025-08-18,1976.0,time,13,1.287,62741.33,975.46
JUBLPHARMA,2025-05-26,1074.41,935.0,2.0,14.91,,,2025-08-25,1084.3,time,13,0.071,868.09,802.19
APTUS,2025-07-14,343.86,315.13,2.0,9.12,,,2025-09-01,313.36,stop,7,-1.062,-65122.68,1304.69
ALKYLAMINE,2025-06-23,2036.87,1887.61,2.0,7.91,,,2025-09-22,2076.28,time,13,0.264,9228.76,1517.73
APTUS,2025-09-08,334.56,311.15,2.0,7.53,,,2025-09-29,308.39,stop,3,-1.118,-65509.51,1541.03
KPRMILL,2025-09-22,1128.4,1007.09,2.0,12.05,,,2025-10-13,1001.5,stop,3,-1.046,-62800.44,995.6
NETWEB,2025-08-04,2164.28,1810.31,2.0,19.55,2025-09-08,3135.5,2025-11-03,3858.0,time,13,3.392,210946.24,903.11
APOLLOHOSP,2025-08-18,7829.57,7002.23,2.0,11.82,,,2025-11-17,7465.09,time,13,-0.441,-25761.11,1005.09
GPIL,2025-08-25,239.0,197.1,2.0,21.26,,,2025-11-24,241.05,time,13,0.049,1570.74,635.83
ANANTRAJ,2025-09-22,644.4,536.05,2.0,20.21,,,2025-12-08,526.7,stop,11,-1.086,-62702.07,612.9
MINDACORP,2025-09-29,577.41,529.51,2.0,9.05,,,2025-12-29,577.81,time,13,0.008,-1950.93,1341.7
BSE,2025-10-13,2375.0,2102.0,2.0,12.99,,,2026-01-12,2700.0,time,13,1.19,64621.01,1038.27
CHENNPETRO,2025-11-03,963.86,740.14,2.0,30.23,,,2026-02-02,828.44,time,13,-0.605,-34830.05,450.23
AIAENG,2025-11-17,3693.0,3290.0,2.0,12.25,,,2026-02-16,3861.8,time,13,0.419,20365.23,1080.76
GMDCLTD,2025-12-01,542.0,466.4,2.0,16.21,,,2026-03-02,545.0,time,13,0.04,773.78,806.12
CHOLAFIN,2025-12-29,1695.73,1553.54,2.0,9.15,,,2026-03-16,1514.0,stop,11,-1.278,-72271.31,1237.12
GRSE,2026-02-03,2695.0,2182.74,2.0,23.47,,,2026-03-30,2049.5,stop,8,-1.26,-67610.57,490.46
IPCALAB,2026-01-12,1574.0,1394.0,2.0,12.91,,,2026-04-13,1436.0,time,13,-0.767,-44844.95,908.76
IFCI,2026-01-19,60.9,50.5,2.0,20.59,,,2026-04-20,61.15,time,13,0.024,158.35,637.63
ASTRAL,2026-02-20,1611.1,1460.1,2.0,10.34,,,2026-05-25,1566.0,time,13,-0.299,-17858.09,1116.46
J&KBANK,2026-03-06,121.55,104.0,2.0,16.88,,,2026-06-08,145.93,time,13,1.389,71518.33,800.46
ABB,2026-03-16,6373.93,5829.16,2.0,9.35,,,2026-06-15,6880.0,time,13,0.929,45449.89,1249.22
ABCAPITAL,2026-04-13,330.1,295.2,2.0,11.82,,,2026-06-29,385.3,eos,12,1.582,79190.04,1050.83
AMBER,2026-04-20,7958.5,7007.0,2.0,13.58,,,2026-06-29,7413.0,eos,11,-0.573,-31584.25,847.04
ACMESOLAR,2026-05-25,292.9,267.65,2.0,9.43,2026-06-08,353.0,2026-06-29,379.25,eos,6,2.71,145291.57,1350.15
IPCALAB,2026-06-08,1610.0,1470.0,2.0,9.52,,,2026-06-29,1647.2,eos,4,0.266,12605.66,1310.25
AEGISLOG,2026-06-15,954.95,750.2,2.0,27.29,,,2026-06-29,1174.1,eos,3,1.07,57063.79,564.24
CUB,2026-06-15,205.7,179.25,2.0,14.76,,,2026-06-29,201.5,eos,3,-0.159,-10120.14,835.39
