ticker,week_end,entry,base_hi,base_lo,stop_pct,base_range_pct,sma30,sma44,ext_vs_30w_pct,ext_vs_44w_pct,mansfield,vol_x,year,is_member,adv20,liquid,band
JSWDULUX,2024-08-02,2904.985107421875,2801.2099271686106,2093.7843198981686,27.92,33.79,2447.8756103515625,2393.3568725585938,18.67,21.38,5.51,3.09,2024,False,58026279.39743652,True,20-25%
JSWENERGY,2019-11-08,72.3709716796875,71.9475674205979,54.64456914766436,24.49,31.66,64.06474100748697,63.832810315218836,12.97,13.38,6.93,3.94,2019,True,70484450.67352009,True,10-15%
JSWHL,2018-08-03,2045.300048828125,2025.0,1611.5999755859375,21.2,25.65,1810.075,1822.3772721724076,13.0,12.23,2.97,2.49,2018,False,7082493.356500244,False,10-15%
JSWINFRA,2025-09-19,334.7902526855469,327.51220636674253,260.79336591077595,22.1,25.58,298.6314229329427,296.75233494151723,12.11,12.82,6.89,3.44,2025,True,615900076.1882232,True,10-15%
JUSTDIAL,2023-06-09,751.0,725.0,563.7999877929688,24.93,28.59,628.2283325195312,617.7488653009588,19.54,21.57,16.48,2.28,2023,True,229969421.42178345,True,20-25%
KNRCON,2024-05-31,317.2647705078125,296.3067578580362,236.2769313984122,25.53,25.41,266.48145955403646,266.7394561767578,19.06,18.94,10.83,14.74,2024,True,788289267.2364998,True,15-20%
KPIL,2026-06-19,1398.699951171875,1335.0,1007.0999755859375,28.0,32.56,1188.3833292643228,1211.8886385830965,17.7,15.41,19.68,4.32,2026,True,412568193.85300905,True,15-20%
KRBL,2023-09-08,439.92718505859375,410.9010638295477,311.8358560468534,29.12,31.77,364.46661478678385,371.05601778897375,20.7,18.56,8.98,3.08,2023,True,320539819.6717529,True,15-20%
KTKBANK,2025-11-28,212.1300048828125,206.93704990993243,164.46822856250571,22.47,25.82,181.82850952148436,180.06524138017133,16.66,17.81,7.69,13.14,2025,False,2265557656.450733,True,15-20%
LATENTVIEW,2023-08-18,425.45001220703125,417.70001220703125,310.45001220703125,27.03,34.55,355.9266662597656,360.8011363636364,19.53,17.92,9.83,2.39,2023,True,553458347.074707,True,15-20%
LATENTVIEW,2025-11-14,488.79998779296875,480.79998779296875,386.3999938964844,20.95,24.43,420.6683339436849,413.66590881347656,16.2,18.16,8.43,3.94,2025,True,419320870.61715543,True,15-20%
LICI,2023-12-08,369.0047607421875,333.91715306162047,282.90213355075025,23.33,18.03,303.9478342692057,293.83003477616745,21.4,25.58,10.41,7.58,2023,True,3231819130.599051,True,>25%
LINDEINDIA,2023-03-10,3991.926513671875,3866.602495047377,2916.1080769664404,26.95,32.59,3325.5912109375,3294.0692804509945,20.04,21.19,19.11,2.64,2023,True,301797189.4400635,True,20-25%
LINDEINDIA,2026-05-08,7808.5,7515.0,5673.0,27.35,32.47,6461.783333333334,6444.084894353693,20.84,21.17,23.3,2.31,2026,True,435105401.55,True,20-25%
LT,2019-05-24,1373.9886474609375,1298.8448974946434,1068.7421251307856,22.22,21.53,1216.4965657552084,1192.3123474121094,12.95,15.24,7.93,2.5,2019,True,3854981471.4402285,True,15-20%
LTF,2022-12-02,86.43065643310547,82.7406760645951,61.93696234955556,28.34,33.59,72.52554639180501,72.44667720794678,19.17,19.3,9.51,2.41,2022,True,730096017.4676354,True,15-20%
LTI,2020-01-17,1902.35,1864.0,1435.8,24.52,29.82,1646.3866666666665,1668.1465909090912,15.55,14.04,5.77,2.99,2020,True,329323005.60249996,True,10-15%
LTM,2020-01-17,1746.852783203125,1711.6378709016578,1308.4217483789832,25.1,30.82,1504.3498413085938,1517.4520402388139,16.12,15.12,6.91,2.99,2020,False,302404292.2111694,True,15-20%
M&MFIN,2025-10-31,315.54998779296875,305.3999938964844,230.51584267430775,26.95,32.49,266.2673161824544,267.2464422746138,18.51,18.07,11.45,3.18,2025,True,971550006.0375793,True,15-20%
MAHINDCIE,2024-05-24,532.9866333007812,488.771302312605,391.01702746268217,26.64,25.0,461.3193644205729,462.68886011297053,15.54,15.19,2.34,3.88,2024,False,381120561.20410764,True,15-20%
MAHINDCIE,2026-02-20,462.69793701171875,457.37449023388933,375.6987205418633,18.8,21.74,409.7853200276693,415.48018923672765,12.91,11.36,9.62,3.57,2026,False,134531134.0341095,True,10-15%
MAHLOG,2024-01-05,443.3256530761719,425.6084683087051,344.495403590422,22.29,23.55,376.8204376220703,371.8025034124201,17.65,19.24,1.93,4.16,2024,False,358293100.94062805,True,15-20%
MANYAVAR,2023-12-01,1367.0579833984375,1344.8503566687525,1159.0680654697235,15.21,16.03,1258.9677205403646,1231.3239884810014,8.59,11.02,1.91,3.34,2023,True,361850484.2081116,True,10-15%
MARICO,2023-07-28,555.447509765625,540.3609569079499,447.47206944498475,19.44,20.76,492.73883768717445,492.49686709317297,12.73,12.78,3.27,2.23,2023,True,952549035.3419403,True,10-15%
MARICO,2024-06-07,643.139404296875,606.5996843623093,478.95665101004687,25.53,26.65,525.0915405273438,528.814645247026,22.48,21.62,8.52,2.26,2024,True,2133047540.5687225,True,20-25%
MARUTI,2022-01-28,8247.806640625,8072.210771493286,6357.339768558858,22.92,26.97,7103.209261067708,6964.199329723011,16.11,18.43,12.68,2.03,2022,True,6829924004.518408,True,15-20%
MARUTI,2025-08-22,14349.0,12959.0,10941.030958165768,23.75,18.44,12245.206477864584,11927.587868430397,17.18,20.3,16.37,3.03,2025,True,5907207448.309961,True,20-25%
MASFIN,2023-09-08,289.58404541015625,281.60483128564607,222.61861516439393,23.12,26.5,254.27649536132813,258.7677015824751,13.89,11.91,2.91,3.54,2023,False,92499153.83296509,True,10-15%
MCX,2021-10-08,373.1522521972656,351.91425396265714,272.76735303500914,26.9,29.02,300.8466491699219,303.6109730113636,24.03,22.9,0.52,3.11,2021,True,1718973677.7141724,True,20-25%
MEDANTA,2025-07-11,1302.8310546875,1298.33272503313,996.0914527560648,23.54,30.34,1171.3666829427084,1142.205899325284,11.22,14.06,9.52,7.67,2025,True,697954026.3481445,True,10-15%
MERCK,2023-02-10,4172.0751953125,3962.9296895796047,3433.275266944412,17.71,15.43,3713.381697591146,3725.5292635830965,12.35,11.99,7.44,6.97,2023,False,70077290.3625122,True,10-15%
MERCK,2024-11-08,5227.9619140625,5224.019354041378,4354.2104361165175,16.71,19.98,4781.21708984375,4747.7277721058235,9.34,10.12,5.5,5.94,2024,False,72904236.75915527,True,10-15%
MERCK,2025-08-01,5992.73193359375,5952.72896013277,4726.95141123174,21.12,25.93,5233.348046875,5156.472034801136,14.51,16.22,15.29,5.81,2025,False,155398727.52954102,True,15-20%
METROPOLIS,2023-10-13,387.0624084472656,379.9838321284083,300.3434484347491,22.4,26.52,336.76715799967445,332.3879658092152,14.93,16.45,6.48,2.77,2023,True,637686314.3841308,True,15-20%
MOIL,2023-07-07,170.03334045410156,164.2620977429376,133.47570082402862,21.5,23.07,149.3876942952474,148.53119243275034,13.82,14.48,5.96,5.98,2023,False,64930817.77350082,True,10-15%
MOTILALOFS,2021-05-21,787.3387451171875,724.0687228176391,560.8422019922727,28.77,29.1,614.4577819824219,619.6341719193892,28.14,27.07,6.93,4.63,2021,True,432297192.20776063,True,>25%
MRF,2020-11-20,78401.3671875,71883.57789310002,54830.57382887687,30.06,31.1,61883.194010416664,62513.22594105114,26.69,25.42,6.04,2.17,2020,True,3113067141.2707033,True,>25%
MRPL,2025-10-31,162.96197509765625,155.02933490894466,117.52065789853167,27.88,31.92,133.7962910970052,130.99235447970304,21.8,24.41,14.91,5.25,2025,True,1945663904.3671868,True,20-25%
NAVINFLUOR,2025-02-01,4117.35205078125,4002.2298577017445,3144.1972151421937,23.64,27.29,3449.6135823567706,3422.6899913441052,19.36,20.3,23.13,3.12,2025,True,1995947181.247583,True,20-25%
NESCO,2019-06-14,535.9337158203125,530.8845860257819,406.9153330787452,24.07,30.47,449.9134592692057,448.70653742009944,19.12,19.44,10.52,2.88,2019,True,17001508.431666564,False,15-20%
NESCO,2023-07-28,678.2805786132812,645.5959370861881,495.70617426419193,26.92,30.24,573.0984141031901,578.5048765702682,18.35,17.25,7.72,2.92,2023,False,68650977.69935608,True,15-20%
NESCO,2025-06-27,1112.336669921875,1044.634409530079,838.2942221184879,24.64,24.61,957.3444295247396,960.2100913307884,16.19,15.84,10.11,2.5,2025,False,124866838.61374512,True,15-20%
NESTLEIND,2025-10-17,1282.5751953125,1245.5103052891684,1078.874971449518,15.88,15.45,1173.1479858398438,1148.6499994451349,9.33,11.66,5.57,2.41,2025,True,2042887757.2345276,True,10-15%
NETWORK18,2021-06-11,52.400001525878906,45.900001525878906,34.5,34.16,33.04,38.761666742960614,37.861363584345035,35.19,38.4,11.54,4.94,2021,False,218278241.3699997,True,>25%
NFL,2023-12-15,81.76150512695312,80.0427941901324,62.89786534707588,23.07,27.26,69.13821830749512,69.22166408192028,18.26,18.12,4.65,2.67,2023,False,720060850.5229504,True,15-20%
NH,2025-02-28,1441.10595703125,1426.640009522323,1182.2157109546542,17.96,20.68,1287.8369425455728,1270.028653231534,11.9,13.47,21.75,5.02,2025,True,866913494.7729614,True,10-15%
NHPC,2020-01-24,20.431367874145508,18.458941156044624,15.039931341914539,26.39,22.73,17.417922814687092,17.38180854103782,17.3,17.54,10.88,39.84,2020,True,335665442.180215,True,15-20%
NIITLTD,2017-07-28,84.8028793334961,78.5673730746599,59.69457710266045,29.61,31.62,68.74575576782226,68.80219078063965,23.36,23.26,7.4,5.92,2017,False,115761758.7500904,True,20-25%
NILKAMAL,2023-05-26,2234.735595703125,2174.8095537499717,1649.7885860503334,26.18,31.82,1873.0243693033854,1925.8094565651634,19.31,16.04,10.71,4.64,2023,False,29675858.78339844,False,15-20%
NLCINDIA,2025-09-26,275.6044921875,263.3261971937489,208.63199768605148,24.3,26.22,232.25211130777996,230.43392424149945,18.67,19.6,15.71,3.85,2025,True,1024671904.0412979,True,15-20%
NMDC,2023-09-08,42.54463577270508,39.10879007733063,30.282200026626438,28.82,29.15,32.85762850443522,33.21627447821877,29.48,28.08,20.38,2.22,2023,True,1987992487.2423942,True,>25%
NOCIL,2023-12-08,253.1067352294922,249.63010912304156,197.2985922657843,22.05,26.52,221.17959543863932,217.69650615345347,14.43,16.27,3.73,3.04,2023,False,380646856.7494072,True,15-20%
NUVOCO,2025-07-18,387.70001220703125,372.70001220703125,287.5,25.84,29.63,339.84666849772134,343.91477342085403,14.08,12.73,9.44,8.7,2025,False,257653301.6039154,True,10-15%
OFSS,2023-04-28,3008.619384765625,2829.336083455516,2435.420138720214,19.05,16.17,2635.690673828125,2649.4761463512073,14.15,13.56,8.6,2.5,2023,True,217385223.60181886,True,10-15%
OIL,2026-01-30,502.36688232421875,460.4578184769143,374.3675923313683,25.48,23.0,413.1961985270182,410.75478293678975,21.58,22.3,21.25,5.96,2026,True,2762888501.9317474,True,20-25%
ONGC,2018-01-25,130.38230895996094,128.50630336393306,95.5682177013505,26.7,34.47,109.18518320719402,108.86804129860617,19.41,19.76,4.07,2.04,2018,True,1111505180.3324065,True,15-20%
ONGC,2026-01-30,262.77642822265625,246.5160775685659,219.43326162728522,16.49,12.34,233.0408447265625,231.90208296342328,12.76,13.31,11.2,3.8,2026,True,4339483753.755027,True,10-15%
ORIENTREF,2023-12-22,801.7449951171875,778.0193529969247,599.8055099362809,25.19,29.71,694.101005045573,675.3378018465909,15.51,18.72,1.89,2.88,2023,False,205756372.55935365,True,15-20%
PCBL,2023-06-16,152.63235473632812,136.4455283202109,103.50053352064505,32.19,31.83,117.8053955078125,118.97298587452282,29.56,28.29,23.02,5.88,2023,True,380203594.1487373,True,>25%
PFC,2022-11-25,93.54051208496094,83.87233398140066,63.72243493529253,31.88,31.62,74.2985117594401,74.35657102411443,25.9,25.8,16.46,2.06,2022,True,883195527.2719955,True,>25%
PFIZER,2021-07-30,5498.96533203125,5434.324227672259,4053.5096893451596,26.29,34.06,4744.608203125,4755.6879993785515,15.9,15.63,1.56,3.79,2021,True,591488216.4173095,True,15-20%
PGHH,2023-09-01,15320.9580078125,15302.662510297416,12489.345702783256,18.48,22.53,13655.207486979167,13523.820645419035,12.2,13.29,6.32,2.94,2023,True,103438255.22021484,True,10-15%
PGHL,2023-02-10,4172.0751953125,3962.9296895796047,3433.275266944412,17.71,15.43,3713.381697591146,3725.5292635830965,12.35,11.99,7.44,6.97,2023,False,70077290.3625122,True,10-15%
PGHL,2024-11-08,5227.9619140625,5224.019354041378,4354.2104361165175,16.71,19.98,4781.21708984375,4747.7277721058235,9.34,10.12,5.5,5.94,2024,False,72904236.75915527,True,10-15%
PGHL,2025-08-01,5992.73193359375,5952.72896013277,4726.95141123174,21.12,25.93,5233.348046875,5156.472034801136,14.51,16.22,15.29,5.81,2025,False,155398727.52954102,True,15-20%
PHILIPCARB,2023-06-16,152.63235473632812,136.4455283202109,103.50053352064505,32.19,31.83,117.8053955078125,118.97298587452282,29.56,28.29,23.02,5.88,2023,False,380203594.1487373,True,>25%
PIIND,2019-02-15,877.2364501953125,862.3414236768335,660.009869695263,24.76,30.66,788.636083984375,793.3915169455788,11.23,10.57,9.92,2.78,2019,True,92265220.97279052,True,10-15%
PNCINFRA,2019-05-24,176.4001922607422,161.17457591110878,123.67721966721751,29.89,30.32,145.28378626505534,145.6894663030451,21.42,21.08,11.85,2.35,2019,True,22681601.744412232,False,20-25%
PNCINFRA,2023-01-06,315.61370849609375,313.52355768314084,233.03074786509652,26.17,34.54,263.4279973347982,259.14149197665125,19.81,21.79,16.13,3.32,2023,True,263019058.02896577,True,20-25%
POLYCAB,2021-01-08,1208.705322265625,1035.6180446963408,772.5025078738547,36.09,34.06,873.4538777669271,822.2327547940341,38.38,47.0,10.67,3.13,2021,True,730226232.056781,True,>25%
POLYPLEX,2018-08-31,371.51776123046875,340.6625386500626,261.6889328655151,29.56,30.18,296.4361623128255,306.3341924493963,25.33,21.28,10.75,4.09,2018,False,27679334.979005434,False,20-25%
PRESTIGE,2022-12-02,505.5032958984375,494.57017939871076,376.0499177048317,25.61,31.52,440.85398457845054,448.4675722989169,14.66,12.72,2.67,2.47,2022,True,184213053.92991942,True,10-15%
PRESTIGE,2023-06-09,534.3223876953125,517.6481224798388,389.23154346225425,27.15,32.99,448.2052907307943,449.99505268443716,19.21,18.74,14.05,2.24,2023,True,340759336.810434,True,15-20%
PRIVISCL,2023-11-10,1292.46484375,1270.6887436886568,1003.7444789927624,22.34,26.59,1132.1620727539062,1099.31110867587,14.16,17.57,11.59,4.42,2023,False,32956291.6802063,False,15-20%
PTC,2026-05-01,207.6999969482422,197.75,146.97219033618913,29.24,34.55,165.09723103841145,168.0429538380016,25.8,23.6,28.51,2.44,2026,False,466348475.31940764,True,20-25%
QUESS,2023-11-10,429.0987548828125,424.48278707747613,333.27162200593875,22.33,27.37,385.83497314453126,371.67421791770244,11.21,15.45,9.51,3.59,2023,True,146929931.46431732,True,15-20%
RALLIS,2019-11-22,174.1962127685547,170.0762308376759,128.8869993594298,26.01,31.96,147.09405517578125,146.00507458773527,18.43,19.31,12.05,2.57,2019,True,45589399.12996826,False,15-20%
RALLIS,2023-12-08,245.68966674804688,234.38745333275105,182.8726741250833,25.57,28.17,208.89123026529947,202.87582397460938,17.62,21.1,6.58,3.05,2023,True,669906252.8478272,True,20-25%
RAMCOCEM,2023-05-19,837.8961791992188,777.0323233002098,636.0425094985433,24.09,22.17,713.8946940104166,720.2561062899503,17.37,16.33,14.02,6.15,2023,True,496105431.47998655,True,15-20%
RATNAMANI,2022-03-25,1526.7752685546875,1525.7952175903,1212.481537019186,20.59,25.84,1377.6233439127604,1366.6548212224786,10.83,11.72,9.36,5.46,2022,True,86541943.03673705,True,10-15%
RBLBANK,2018-06-15,541.1827392578125,531.7561171951065,428.5954375778368,20.8,24.07,489.00132446289064,493.49715562300247,10.67,9.66,3.92,2.25,2018,True,586739265.5882477,True,5-10%
RCF,2022-04-01,87.5492172241211,82.04267979692872,61.08085225119329,30.23,34.32,71.60148289998372,71.49865384535356,22.27,22.45,15.78,8.48,2022,True,821388379.5741081,True,20-25%
RCF,2023-10-20,131.3459014892578,128.81727439656834,96.51753973353475,26.52,33.47,108.55638707478842,107.99940698797053,20.99,21.62,15.54,3.21,2023,True,993257504.5718807,True,20-25%
RHIM,2023-12-22,801.7449951171875,778.0193529969247,599.8055099362809,25.19,29.71,694.101005045573,675.3378018465909,15.51,18.72,1.89,2.88,2023,True,205756372.55935365,True,15-20%
RITES,2022-09-02,130.64329528808594,128.21508040396674,97.48561568776488,25.38,31.52,110.24691212972006,111.40234877846457,18.5,17.27,13.9,2.7,2022,True,79738356.3517807,True,15-20%
ROUTE,2024-06-28,1782.3126220703125,1692.7108478098041,1354.8177157393945,23.99,24.94,1536.1077107747396,1532.4361794211648,16.03,16.31,2.38,42.51,2024,True,1289526169.9294922,True,15-20%
RUPA,2024-08-02,305.05352783203125,296.3766904900789,221.16137455788393,27.5,34.01,262.04898935953776,260.8735282204368,16.41,16.94,1.67,7.58,2024,False,233398140.32460633,True,15-20%
SAFARI,2025-11-28,2429.800048828125,2337.3372013869957,1990.3320741197795,18.09,17.43,2175.0608846028645,2144.2802762118254,11.71,13.32,2.38,2.72,2025,False,154584685.2074768,True,10-15%
SAIL,2023-09-08,95.67076110839844,94.31647606951209,75.06624185606445,21.54,25.64,83.35637435913085,82.59700306979093,14.77,15.83,7.92,2.34,2023,True,1923114497.6651986,True,15-20%
SBFC,2025-04-25,106.1500015258789,99.44999694824219,77.61000061035156,26.89,28.14,87.88666636149088,86.65590858459473,20.78,22.5,22.02,2.52,2025,True,338038364.56776124,True,20-25%
SBICARD,2025-02-01,819.6212158203125,812.1199848670042,655.5379741944945,20.02,23.89,724.0459106445312,722.3072884299538,13.2,13.47,14.64,3.17,2025,True,1381621126.9521027,True,10-15%
SBILIFE,2022-07-29,1284.817138671875,1238.4416504988008,994.2210127796782,22.62,24.56,1125.8814697265625,1136.9531860351562,14.12,13.01,11.81,2.46,2022,True,1479989741.6569824,True,10-15%
SCHAEFFLER,2023-09-08,3488.734619140625,3213.8896306085094,2619.6609044205907,24.91,22.68,2918.583642578125,2838.5452769886365,19.54,22.91,11.75,3.06,2023,True,329887381.917627,True,20-25%
SCHAEFFLER,2024-05-03,3713.850830078125,3386.2418383723216,2548.632185682289,31.37,32.87,2994.8361083984373,3020.1300215287642,24.01,22.97,11.89,3.54,2024,True,455364639.13753664,True,20-25%
SHANKARA,2023-08-11,796.863525390625,778.9423879849709,596.8757452813105,25.1,30.5,680.8243815104166,683.6510717218572,17.04,16.56,7.38,4.15,2023,False,95558535.679599,True,15-20%
SHARDACROP,2022-01-21,362.857177734375,360.51335359963315,273.26693585488977,24.69,31.93,317.333979288737,314.33675037730825,14.35,15.44,6.84,5.24,2022,False,140317689.18105775,True,15-20%
SHOPERSTOP,2024-07-12,851.5,807.0,667.4000244140625,21.62,20.92,738.0016662597657,718.2284088134766,15.38,18.56,1.75,9.08,2024,True,141312097.4344055,True,15-20%
SHRIRAMFIN,2020-02-07,216.06385803222656,214.35034914659505,164.5861509555657,23.83,30.24,191.09406229654948,191.78951714255592,13.07,12.66,6.75,4.48,2020,True,1835016524.4512649,True,10-15%
SHRIRAMFIN,2023-06-23,321.6383972167969,277.8755058631129,225.0540021146867,30.03,23.47,249.50554809570312,244.83602835915306,28.91,31.37,24.09,8.28,2023,True,3080350930.000366,True,>25%
SHYAMMETL,2023-06-16,336.73602294921875,329.370517058455,250.34720967282306,25.65,31.57,290.97161254882815,290.89664459228516,15.73,15.76,9.08,5.53,2023,True,134968287.950325,True,15-20%
SIEMENS,2026-04-17,3707.89990234375,3440.0,2826.0,23.78,21.73,3160.216658528646,3155.7749855735087,17.33,17.5,20.9,2.36,2026,True,1750442826.8075194,True,15-20%
SJVN,2022-09-16,28.9741153717041,28.794150390625,22.900347421489126,20.96,25.74,25.57580629984538,25.606786901300605,13.29,13.15,11.23,3.03,2022,True,115430807.73787174,True,10-15%
SOUTHBANK,2025-05-16,27.180944442749023,26.88496359353943,21.97167460436298,19.17,22.36,24.41483523050944,24.570110494440254,11.33,10.63,4.6,2.44,2025,False,423632005.21103704,True,10-15%
SRF,2025-02-01,2813.705078125,2685.915811605866,2117.559636049073,24.74,26.84,2394.088175455729,2401.2016989968038,17.53,17.18,17.69,2.53,2025,True,3430199114.440442,True,15-20%
STAR,2017-02-03,1041.7293701171875,1030.6987347991571,800.4919103879373,23.16,28.76,930.6600463867187,941.4634954279119,11.93,10.65,4.63,3.53,2017,True,533749739.18777466,True,10-15%
STARCEMENT,2025-08-01,241.89364624023438,240.05847520896268,195.50877632635738,19.18,22.79,214.32823994954427,211.12993933937767,12.86,14.57,12.8,2.09,2025,False,128766931.29541549,True,10-15%
SUDARSCHEM,2019-10-27,386.545166015625,375.7681139532789,278.71165524715934,27.9,34.82,318.05898234049477,315.22278872403234,21.53,22.63,17.62,2.61,2019,True,52387998.43973084,True,20-25%
SUMICHEM,2024-05-31,461.8841857910156,444.3014116546239,334.81996861303827,27.51,32.7,391.3104237874349,397.1357553655451,18.04,16.3,6.04,11.81,2024,True,634755086.670407,True,15-20%
SUMICHEM,2025-07-18,604.919189453125,578.273381731828,445.29394250191467,26.39,29.86,517.6716725667318,524.5088979547673,16.85,15.33,11.68,2.38,2025,True,310130222.5798828,True,15-20%
SUPRAJIT,2023-03-03,373.8489990234375,358.19448929768953,310.48414939809066,16.95,15.37,329.0163045247396,327.0117527354847,13.63,14.32,11.54,2.24,2023,True,81402313.61692658,True,10-15%
SUPRAJIT,2024-06-07,470.4832763671875,451.13484343475494,352.0897267799461,25.16,28.13,401.43446044921876,397.1285414262251,17.2,18.47,5.46,5.63,2024,True,203400104.49590605,True,15-20%
SUPREMEIND,2019-09-27,1124.9434814453125,1107.6466368245142,877.079991524286,22.03,26.29,1020.9171997070313,1007.7818978049538,10.19,11.63,9.38,2.17,2019,True,53334348.72800598,True,10-15%
SUVENPHAR,2023-08-18,520.5,510.95001220703125,463.29998779296875,10.99,10.28,481.5350006103516,476.18749930641866,8.09,9.31,3.54,5.97,2023,True,353061379.6455765,True,5-10%
SWANCORP,2020-02-07,139.06724548339844,129.5434446025028,97.23238553066722,30.08,33.23,107.68544082641601,106.9228406385942,29.14,30.06,24.76,2.26,2020,False,13625073.825631713,False,>25%
SWANENERGY,2020-02-07,139.45,129.9,97.5,30.08,33.23,107.94666666666666,107.22272727272728,29.18,30.06,24.75,2.26,2020,True,13662574.502500001,False,>25%
SWSOLAR,2023-07-21,365.04998779296875,338.3999938964844,262.0,28.23,29.16,295.084999593099,294.4238641912287,23.71,23.99,12.96,10.83,2023,True,805130102.046579,True,20-25%
SYMPHONY,2020-02-07,1270.4984130859375,1243.2554332614493,999.9287654761584,21.3,24.33,1141.735929361979,1164.1105846058238,11.28,9.14,3.95,5.0,2020,True,61933589.54968872,True,5-10%
SYMPHONY,2022-04-08,1149.9178466796875,1103.8695390947728,859.1088179692244,25.29,28.49,985.9460917154948,975.6177201704545,16.63,17.87,8.86,2.57,2022,True,149782001.18348998,True,15-20%
SYNGENE,2019-05-31,331.0865783691406,310.69795391055237,247.18432898193927,25.34,25.69,288.52174784342446,290.21555883234197,14.75,14.08,5.57,2.21,2019,True,135309329.89520875,True,10-15%
SYNGENE,2023-04-28,671.4945678710938,642.7303992786746,540.568036161158,19.5,18.9,587.0552205403645,582.3132726495916,14.38,15.32,11.91,4.23,2023,True,475563467.2531006,True,15-20%
TATACHEM,2020-01-17,291.9647216796875,271.12263297337563,212.13198653268176,27.34,27.81,241.9802230834961,236.70096622813833,20.66,23.35,16.12,2.28,2020,False,690293260.5428253,True,20-25%
TATACHEM,2024-03-07,1263.215087890625,1095.8589145808337,896.0879409882587,29.06,22.29,985.1684773763021,973.7990001331676,28.22,29.72,14.41,13.77,2024,True,5184957044.001813,True,>25%
TATACOMM,2025-10-10,1853.346923828125,1802.3110609423077,1436.107934603768,22.51,25.5,1620.8317545572916,1603.6200894442472,14.35,15.57,9.08,7.99,2025,True,1762549986.0717347,True,15-20%
TATACONSUM,2023-06-16,843.4022827148438,806.3033846645698,663.9863064322639,21.27,21.43,731.3885498046875,740.3708246404475,15.32,13.92,6.73,3.31,2023,True,1423117656.2128081,True,10-15%
TATACONSUM,2026-05-15,1223.6458740234375,1210.6558206616423,998.7489642211792,18.38,21.22,1135.7628824869792,1119.7455388849432,7.74,9.28,15.81,4.12,2026,True,3193958276.5412416,True,5-10%
TATAINVEST,2020-02-07,85.22684478759766,84.19226931648505,65.67264776078434,22.94,28.2,73.21933263142904,74.05686950683594,16.4,15.08,10.51,4.2,2020,True,51156970.554424286,True,15-20%
TATAINVEST,2022-09-02,159.8822479248047,151.7578943764291,117.53503919826154,26.49,29.12,135.771137491862,136.02308776161888,17.76,17.54,15.07,2.09,2022,True,68642479.31069183,True,15-20%
TATAINVEST,2025-09-26,862.153564453125,759.0851466096458,568.3269215404912,34.08,33.56,656.8660522460938,647.7000427246094,31.25,33.11,29.92,20.19,2025,True,4070843837.31131,True,>25%
TATAMTRDVR,2023-05-12,262.45,250.55,190.0,27.61,31.87,223.11500000000004,221.5056818181818,17.63,18.48,14.27,2.97,2023,True,774433867.0799999,True,15-20%
TCI,2018-08-17,335.1856994628906,313.7510698913821,234.0028919459541,30.19,34.08,265.72105560302737,267.11171132867986,26.14,25.49,15.5,3.81,2018,False,68110158.56830749,True,>25%
TEAMLEASE,2023-12-22,2906.0,2797.0,2180.10009765625,24.98,28.3,2478.081681315104,2414.3386396928267,17.27,20.36,5.94,5.77,2023,True,222501575.30063477,True,20-25%
TECHM,2026-01-23,1701.0999755859375,1680.699951171875,1377.4771535123537,19.02,22.01,1510.1908854166666,1496.8374661532316,12.64,13.65,11.8,2.29,2026,True,3182098176.659784,True,10-15%
THERMAX,2019-09-27,1118.1331787109375,1111.242110261635,894.2621487549652,20.02,24.26,992.8269653320312,1006.9985892555931,12.62,11.04,8.02,3.03,2019,True,96454181.52243653,True,10-15%
TIMKEN,2026-05-22,3750.199951171875,3679.60009765625,2800.5,25.32,31.39,3232.8933268229166,3160.8590864701705,16.0,18.64,23.81,3.26,2026,True,311793816.5854126,True,15-20%
TMB,2025-10-31,491.1670227050781,454.7205257981067,405.09227596916213,17.52,12.25,429.1399271647135,423.45547624067825,14.45,15.99,8.47,7.37,2025,False,87034030.78714447,True,15-20%
TORNTPHARM,2020-01-17,917.6781616210938,887.7880523805462,664.1258638191689,27.63,33.68,792.7666341145833,786.9803369695491,15.76,16.61,7.97,2.26,2020,True,385582353.5767273,True,15-20%
TORNTPHARM,2023-06-02,1719.3934326171875,1652.2121135567106,1398.3343114815063,18.67,18.16,1528.0410685221354,1516.6374234286222,12.52,13.37,8.64,5.44,2023,True,990180317.531073,True,10-15%
TORNTPOWER,2019-07-05,249.23629760742188,243.76689026098066,189.7869046502369,23.85,28.44,209.41170756022134,207.58946817571467,19.02,20.06,14.46,3.35,2019,True,486958093.3215645,True,20-25%
TORNTPOWER,2026-04-24,1693.634033203125,1599.4601513768484,1214.860303401947,28.27,31.66,1362.8913492838542,1344.0981972434304,24.27,26.01,30.93,2.1,2026,True,1219481903.910199,True,>25%
TRIVENI,2023-09-08,336.4342956542969,320.95572528535513,241.0541406222125,28.35,33.15,276.1633778889974,274.4761310924183,21.82,22.57,14.06,2.64,2023,True,392227401.54048,True,20-25%
TVSSRICHAK,2020-12-11,1970.6466064453125,1589.1571982537562,1264.105572911598,35.85,25.71,1405.6486897786458,1311.5446208607066,40.19,50.25,19.74,16.01,2020,False,116286778.60962525,True,>25%
UFLEX,2024-06-21,509.8000183105469,492.9760465394596,370.0280712800314,27.42,33.23,443.5715362548828,440.6383722478693,14.93,15.7,4.3,9.58,2024,False,112127483.67476043,True,15-20%
