tkr,entry_date,entry,stop0,risk_pct,entry_to_stop_pct,half_date,half_px,exit_date,exit_px,reason,held_weeks,R,net_pnl,stt_paid
ADANIENSOL,2025-11-03,987.0,917.95,2.0,7.52,,,2026-01-19,908.7,stop,11,-1.134,-52552.21,1219.2
360ONE,2026-01-19,1187.01,1111.05,2.0,6.84,,,2026-01-27,1101.61,stop,1,-1.124,-48985.31,1252.28
CHENNPETRO,2025-11-03,963.86,740.14,2.0,30.23,,,2026-02-02,828.44,time,13,-0.605,-27521.87,355.76
ABSLAMC,2026-01-19,825.0,770.05,2.0,7.14,,,2026-02-02,759.7,stop,2,-1.188,-53586.81,1198.63
ASAHIINDIA,2026-01-30,964.8,879.5,2.0,9.7,,,2026-03-09,800.0,stop,5,-1.932,-78808.81,813.45
CHOLAFIN,2025-12-29,1695.73,1553.54,2.0,9.15,,,2026-03-16,1514.0,stop,11,-1.278,-56792.45,972.16
3MINDIA,2026-02-02,34490.0,32750.0,2.0,5.31,,,2026-03-23,31960.0,stop,7,-1.454,-64029.45,1503.97
GRSE,2026-02-03,2695.0,2182.74,2.0,23.47,,,2026-03-30,2049.5,stop,8,-1.26,-49580.29,359.66
APLAPOLLO,2026-04-17,2059.8,1859.6,2.0,10.77,,,2026-06-01,1834.7,stop,6,-1.124,-39810.03,667.96
ABB,2026-04-17,6851.98,6056.73,2.0,13.13,,,2026-06-29,7128.0,eos,11,0.347,10831.57,603.62
ABCAPITAL,2026-04-17,339.0,295.2,2.0,14.84,,,2026-06-29,385.3,eos,11,1.057,35274.82,567.82
APOLLOHOSP,2026-04-17,7553.0,7220.5,2.0,4.6,2026-05-25,8430.0,2026-06-29,8655.0,eos,11,2.657,99192.99,1662.17
AJANTPHARM,2026-06-19,3091.2,2945.0,2.0,4.96,,,2026-06-29,3384.2,eos,2,2.004,66733.7,1598.48
