,swing,lowvol,usd,qual
2017-12-04,0.0146207247280352,-0.0060634752043376,0.008382348343761725,0.0028575564884036
2017-12-05,0.0001601353129931,-0.0068031057739568,-0.007135536394013098,0.0040179888626958
2017-12-06,-0.0083020467902052,-0.0025900890209071,-0.01246253551958676,-0.0087480597262206
2017-12-07,0.0167922958765986,0.0063126679331373,0.02379364981168841,0.0089586225536946
2017-12-08,0.0049109906925908,0.0136655049914342,0.012071254186426295,0.0201427844581623
2017-12-11,0.0258016188576399,0.0093561174089988,-0.004577690034098358,0.0045981400169663
2017-12-12,0.0029395246923633,-0.0103857160592159,-0.004002078064770043,-0.0192980416116168
2017-12-13,-0.0089740383144958,-0.0030652728652307,-0.01860250351401671,-0.0100683044812697
2017-12-14,-0.0015012636747283,0.0076326464800575,0.0008681317594849691,0.0069733590047023
2017-12-15,0.0169146167132467,0.0063376428818577,0.014475750903327977,0.0054702295500494
2017-12-18,-0.0044770771183452,0.0084220125692227,-0.0011780889998092015,0.0006329156469204
2017-12-19,0.013430148221968,0.0209885798143343,0.01416715311729333,0.0100365914542113
2017-12-20,0.0091667219920787,-0.0004954671387259,0.01686401449332564,5.529937920489836e-05
2017-12-21,-0.0009735188500643,0.0014558534298605,0.016943043865963014,-0.0021453030240521
2017-12-22,-0.0006509941040833,0.0007291598254992,0.004138669578186871,0.0048677675594783
2017-12-26,0.0147048573136399,0.0023503921491252,0.011811963962414795,-0.0004648309841757
2017-12-27,0.0001372344799268,-0.0023964981048414,-0.006991402756903131,-0.0013566850883665
2017-12-28,0.0088716248970186,-0.0013594187473069,0.03354078080655398,-0.0048751841024968
2017-12-29,0.0038421880439181,0.0093710057823679,-0.00406107967686653,0.0029578026361245
2018-01-01,0.0045655787454599,-0.0044779564409875,0.0007687117809205279,-0.0023638968087731
2018-01-02,-0.0036034903504902,-0.001667832883885,0.003129555282185059,-0.0013749546148456
2018-01-03,0.0063843847528224,-0.0014365628274634,0.016586019878265246,0.0043902348783402
2018-01-04,0.0213420105029813,-0.0016644320796425,0.005988713217137676,0.013754964002631
2018-01-05,0.0022264487527179,0.0084185265383471,0.010145331419977976,-0.0004343594786924
2018-01-08,0.0070919846812771,0.00576797575653,0.017234828016084114,0.010862319552243
2018-01-09,0.0137086894694815,-0.0002381121468767,0.004886829954906302,-0.0025238029350199
2018-01-10,0.0109595473594739,0.0017397790285045,0.007036333400799677,0.0044091108621275
2018-01-11,-0.0024438646359149,0.0017112226406872,0.010700112082098201,-0.0011490151007311
2018-01-12,-0.00668616269592,-0.0052786797962101,-0.006658224837177706,0.0043447645645722
2018-01-15,-3.440384227870741e-05,-0.0040703479596849,0.00831723971303222,-0.0050966245870556
2018-01-16,-0.0062855278146033,0.0055474560668518,-0.039771192073048134,-0.0174662530775333
2018-01-17,0.0132761093805695,-0.0020973128592057,0.010390598785491312,0.0042460386126215
2018-01-18,-0.0274862594928695,0.0038600638808952,-0.030039509673341902,-0.0146090136490131
2018-01-19,0.0097356927327307,0.0046954071765932,0.014990036777329463,0.0004680810982555
2018-01-22,0.0208340846715691,0.0015880524751441,0.01521047809921039,-5.553205886743573e-05
2018-01-23,0.0131276599846363,-0.0011409462502555,0.0007264788130429967,-0.0022199428680229
2018-01-24,-0.0086746265342771,-0.0054257706174196,-0.028203134203027003,-0.0024503746205667
2018-01-25,0.0133795543911734,-0.0032341453108807,-0.003886768583321709,-0.0009956910790149
2018-01-29,0.0339198321153517,-0.0006385132830271,-0.010481404985884346,-0.0076566338675733
2018-01-30,-0.0299926873179272,-0.0042904516504413,-0.011134031578965975,0.0059532758728766
2018-01-31,-0.0175193010328208,-0.0046164358066095,0.0001524311092238051,-0.0018876634207449
2018-02-01,-0.0050703674965781,0.0013354620510868,-0.009497429625449416,-0.0019303187170063
2018-02-02,-0.0413626207072219,-0.0149856585457033,-0.06879418782808389,-0.0204974870037452
2018-02-05,0.0110826686431479,0.0007050634338976,0.027618063426402495,0.0049936286408762
2018-02-06,0.0413039969508157,-0.0123602593302118,-0.044090191276321744,-0.0143151026009523
2018-02-07,-0.0021132821654284,-0.0008303725850893,0.013338452132554801,0.0036962114368614
2018-02-08,0.0159011717560253,0.0029194149133939,0.03732316411039749,0.0168004263295833
2018-02-09,-0.0068113273005905,-0.0030818653672913,0.004983069346540914,-0.001054362547099
2018-02-12,-0.0041130083749,0.005386103639918,0.03034404200082741,0.0046861659950889
2018-02-14,0.0007560142000222,-5.465717078134702e-05,-0.00459710054463025,-0.0012035390089529
2018-02-15,-0.0241193564162156,0.0001096376610414,-0.02053444957598549,-0.0016021237064997
2018-02-16,-0.0054671859867144,-0.007795949497435,-0.006576089407911101,-0.0054120773590232
2018-02-19,-0.0077566888311297,-0.002744701966497,-0.012494461264031642,-0.0055194960175117
2018-02-20,0.0048719863520967,-0.0024217486362109,-0.0029565410038145945,0.0001309059971252
2018-02-21,-0.003696134972955,0.0014024873552673,-0.019647232861841002,0.0035492423311729
2018-02-22,-0.0088240214146538,-0.0067678592478427,-0.016692798655727148,-0.0057665267629527
2018-02-23,0.007676731350646,0.0088906630203602,0.014183167470620317,0.0076630367567762
2018-02-26,0.0108961214198239,0.0020796760601078,0.0197934857678963,0.0156411877926805
2018-02-27,-0.0045546838802686,0.0017536206740231,0.0014297750205329862,-0.0007360011733013
2018-02-28,-0.0019171932614049,-0.0071456167533926,-0.014336104658920878,-0.0045211396577279
2018-03-01,0.0066436877515871,-0.0010403089499501,-0.00635114873671383,-0.0043850856771421
2018-03-05,-0.0065181905470792,-0.0075203975689489,-0.013810495391654132,-0.0190121268760503
2018-03-06,-0.0088767162554924,-0.0094937021926433,-0.011826028272536537,-0.0110903325265705
2018-03-07,-0.0219147647206794,0.0013830528286904,-0.027921154440198714,-0.0028586244523962
2018-03-08,-0.0062506138063056,0.0008482966280567,-0.008966734424445177,-0.0050078833319848
2018-03-09,0.004006382358868,0.0008739806235482,-0.004703231125468332,-0.0020227076955851
2018-03-12,0.0050219073649189,0.0181055950126334,0.006166457384660484,0.0102421444696823
2018-03-13,0.0098251810857206,-0.0012815943342737,0.01196027692844126,0.0114283420221339
2018-03-14,-0.0080428666232075,-0.0044584491351021,0.005094243087519823,-0.0113537204977701
2018-03-15,0.0011681417421713,-0.0010262246937735,0.02390407534281458,-0.0034437648173756
2018-03-16,-0.0142417399660512,-0.0108668358457224,-0.020274407292004137,-0.0042519473206464
2018-03-19,-0.0220754033027421,-0.003626856230869,-0.02139862128474912,-0.0171210755407953
2018-03-20,-0.00756574307428,0.0033033543778346,-0.008954096405596412,0.0124047458353819
2018-03-21,-0.0024511479562815,0.0040110047706181,0.007259965765352927,0.0067217062268936
2018-03-22,-0.0067871394058398,-0.0008455542541556,-0.00341099168748904,-0.0112494624457216
2018-03-23,-0.0164533334334652,-0.0064754939867941,-0.03868906370786129,-0.0046943045938488
2018-03-26,0.0018234283808316,0.0087422414784661,0.011591458119327935,0.0101497095918909
2018-03-27,0.0001955633921968,0.0081889206544003,0.005987258180861321,0.0059210424163098
2018-03-28,-0.0055232223877664,0.0001180730436354,-0.012163476397102135,-0.0029668148291732
2018-04-02,0.01438820863964,0.0149981591246703,0.023021045271667928,0.0142868506415845
2018-04-03,0.0236143179665786,0.0043232453731765,0.018673053982103394,0.007824977683388
2018-04-04,-0.00795144248274,-0.0017337159144278,-0.041054979511374934,-0.0025045943905632
2018-04-05,0.0613886632065934,0.007934679436955,0.018097509307602344,0.0176728162857053
2018-04-06,-0.0101450882589889,0.0075717702152546,0.02654462532196633,0.0043429893843971
2018-04-09,0.0078925155000342,0.0057670835158978,-0.0018871252328265253,0.0043700150232988
2018-04-10,0.0064931540523514,-0.0045124693191819,0.008744247667712646,-0.0022000491229411
2018-04-11,0.0081313042329556,0.0023247499660246,-0.007898877847137054,0.0041627933502952
2018-04-12,-0.0020649998966647,0.0039024810590588,-0.011749325713682923,0.0027178054252638
2018-04-13,0.0294726858478571,-0.0028862364142151,-0.003445997779673249,-0.0036346984042349
2018-04-16,0.0289120646186147,0.0102352208379425,0.008913315660776577,0.0066718684339026
2018-04-17,0.0113527998819311,0.0068313978470302,0.006726685144988087,0.0037794001592035
2018-04-18,0.0089371207319968,0.0054824166681561,-0.00746345249874969,0.0032309187364552
2018-04-19,-0.000384882974317,0.0036336591372416,0.028973500026437504,0.0047138901886445
2018-04-20,-0.0083228852108404,-0.0040777772185763,-0.005813658430035895,0.0018354863804506
2018-04-23,0.0122255546939462,-0.0026459493026617,0.01363047634414527,-2.9569884473334973e-05
2018-04-24,0.0165427370060993,-0.0009698667452487,-0.0010060775843178105,0.0009641834068061
2018-04-25,-0.0008922565998386,-0.0002270569697321,-0.02271702967622491,0.0003578061137778
2018-04-26,-0.0046065572186787,0.0061136798634005,-0.004410452137204035,0.0058257700427013
2018-04-27,0.0031577307766448,-0.0010695554681808,-0.0161527607997749,-0.01034474603682
2018-04-30,0.0246763507490306,0.0096498379159162,0.0014480678335651032,0.0151802864150001
2018-05-02,-0.0016666974416416,-0.0010490194548699,-0.023980528679973245,-0.0109682043583654
2018-05-03,-0.0089901127934086,-0.0062301739224308,-0.013584748220264897,-0.0270959794217976
2018-05-04,0.0010489738276791,-0.0040748356870198,0.00946692928674997,-0.0084829144262056
2018-05-07,0.0107579528438639,0.0095338749621041,0.006284572106882713,0.0032618962670103
2018-05-08,0.0076251960813396,-0.0050366167386316,0.006177904251422284,-0.0003025976690707
2018-05-09,0.0024576885545606,-0.003014162935378,0.01411987404407844,-0.0008475842377592
2018-05-10,-0.0136774444444659,0.0004845855374751,-0.02013139768096084,-0.0063176802990605
2018-05-11,-0.0142331101682648,0.0076792531790312,0.0015775117254770432,0.0145065308377327
2018-05-14,-0.0097640166988902,0.0038124382237478,-0.019104052295809026,-0.0034527908962608
2018-05-15,-0.0036616484366073,0.0050437806820509,-0.003624803509063357,0.001975107875858
2018-05-16,-0.0070937637651119,0.0106092235162276,0.006767368064302781,0.0150464198438113
2018-05-17,-0.0023726447873951,-0.0070666294573902,0.007420534932285339,-0.0064923437755509
2018-05-18,-0.0163244918156272,0.0050087120064965,-0.02636165914585009,0.0059139547352227
2018-05-21,-0.0164723807267668,-0.0032330747632759,-0.02775808322234885,-0.002135945309223
2018-05-22,0.0250072684422277,0.0079718337433543,0.031981652659085036,0.0049106688801705
2018-05-23,-0.0122632650726428,-0.0069668662221155,0.00362846486692181,0.0034159750509967
2018-05-24,0.007180823139133,-0.008987354637595,0.011007776499246003,-0.0003006961843493
2018-05-25,0.0140952281896029,0.0122169763571875,0.013979431327155067,0.0181451000120307
2018-05-28,-0.0087001885764408,0.0096267735652539,0.011809866974351158,0.0090160048245238
2018-05-29,-0.0072605092840681,-0.0034213847070545,-0.0003561001462121238,-0.0101291379118596
2018-05-30,0.0097520120981686,-0.0025691578434274,-0.001852100408286983,0.0066347679904761
2018-05-31,0.0012918453398507,0.0126631966082293,-0.009230700747844267,0.0081627262840833
2018-06-01,-0.0098505626416263,0.0043114883837416,-0.02189774957357815,-0.0124173646443962
2018-06-04,-0.0179163357750665,-0.0128017739199206,-0.027044635417062812,-0.0076937615348431
2018-06-05,-0.0150575368390324,0.0005179418122764,-0.032723242301689215,-0.0051847958640253
2018-06-06,0.0132248660798499,0.0061261691227816,0.01528165260887726,0.0026122779852708
2018-06-07,0.0176937100899323,0.0082702972737018,0.017504720229464255,0.0050986364588285
2018-06-08,0.0007454731182496,-0.0053276442147652,0.009012100053886085,0.0001923385823734
2018-06-11,0.0162941287629154,0.0014146661172416,0.007783435502204394,0.0022060677889683
2018-06-12,0.0023001868159193,0.006715537054903,0.013268224116783633,0.0078239529572348
2018-06-13,0.0052396219424533,-0.0010617756104613,-0.005163859056853348,0.0025947190014261
2018-06-14,-0.0059909892763242,-0.0040380036948186,-0.006186818241147862,-0.006235764757598
2018-06-15,0.0026219025834186,0.0009354942207042,-0.0061698597127728405,0.0049095616720857
2018-06-18,-0.0073915542850792,-0.0023679793563721,-0.001744335524280105,-0.0008636026823362
2018-06-19,-0.0105747091311976,-0.0083613714144604,-0.019075045705079896,-0.0095619914262035
2018-06-20,0.0022183836452296,0.006296712971731,-0.0013268655170345367,-0.0100515687930201
2018-06-21,-0.0015070556729579,-0.0058886136381859,-0.012902742046512539,-0.0012053857177414
2018-06-22,0.0150725560432882,0.0052251265878149,0.003427119360210229,-0.0002732819113635
2018-06-25,0.0010742580391647,-0.0043756764750678,-0.02029251341903382,-0.0036963485687588
2018-06-26,-0.0055391650720898,0.0054893645728153,0.005309195095005492,0.0060038515677771
2018-06-27,-0.0207463009091418,-0.0045325592310897,-0.0322961430305172,-0.0134286117708032
2018-06-28,-0.0206582533869799,-0.0015074151925653,-0.007490516434204841,-0.0164149399182069
2018-06-29,0.0112329540730871,0.0087503156988077,0.022614442429799375,0.0076492960151843
2018-07-02,-0.007774758739927,-0.0103548555167062,-0.0012184666718541015,-0.0071983838418632
2018-07-03,-0.0018422021009599,0.0052879177523499,0.00949946098058918,-0.0019941212569363
2018-07-04,0.020595889598274,0.0125205100229355,0.016576900458921573,0.0075284191941693
2018-07-05,-0.0005942136145498,0.0038244321201441,0.0012159487363256893,0.0022563812432885
2018-07-06,-0.0014004355014081,0.0030644119988845,-0.0008643292551492321,0.0001776997841491
2018-07-09,0.0085113982818949,0.0064975435724463,0.02704075429625563,0.0031030677858499
2018-07-10,0.0033519297826425,0.0070043457023467,0.01646778913490099,-0.0005394305340459
2018-07-11,0.006043341536305,4.746096953889278e-05,-0.01777047596554282,-0.0022882057530957
2018-07-12,0.0127411986003398,0.0076102467619494,-0.0034774466951633665,0.0108455046264221
2018-07-13,0.0063877228999538,0.0028909676369897,-0.012448669264866541,-0.0071126187796421
2018-07-16,0.0009736382667331,0.0002204173492401,-0.03052032966653484,-0.0013004247689232
2018-07-17,0.0068117027876193,0.0003103768933307,0.027491334581022597,-0.0074809161206217
2018-07-18,-0.0018653087847871,-0.0024197008038018,-0.010643781536946118,-0.0049569342194072
2018-07-19,0.0007366568693676,-0.0004476336706743,-0.006145188053922279,-0.0039462465135454
2018-07-20,0.0294074829056143,0.0002707588277885,0.006936955255355759,3.699430882031507e-05
2018-07-23,0.0081727812293499,0.0012787820733084,-0.0037191230404253206,0.0051824688231145
2018-07-24,0.0015213530030995,0.0112686440450877,0.018757691238875607,0.0018784318715505
2018-07-25,0.0072043861802482,-0.0061798834813133,-0.006990738178349498,-0.0072913911946416
2018-07-26,-0.0063686061619745,-0.0036814623019133,0.007421346447821886,-0.004853165986609
2018-07-27,-0.0003033531668436,0.0025649250774417,0.0026350956150535954,0.0051477516368869
2018-07-30,-0.0045035872480191,0.0042641236374132,-0.009360659284528006,0.0010997141807551
2018-07-31,0.0060768312500913,0.0115975197773168,-0.0015693524170709017,0.0124095809919611
2018-08-01,0.0029165703843736,-0.0016710906235681,0.0015122343607183453,-0.0064880162858194
2018-08-02,-0.001585234849573,-0.0088765821241728,-0.0018663216748854294,0.0104830260663919
2018-08-03,0.009520150192795,0.0090408529119412,0.0176987598846976,0.0096962071600794
2018-08-06,0.000667628728822,0.0043450968355525,0.002868806599872986,0.0096157259424318
2018-08-07,0.0044742174831098,0.0014361693249111,0.0024267194393396974,-0.0048047971763889
2018-08-08,0.0104580588468117,0.0015269291571855,0.002919447859663249,0.0086288931779652
2018-08-09,-0.0124517030690586,-0.0045283750097783,0.004892592802399509,0.0057548368463955
2018-08-10,0.0009752393306217,-0.0038310098051792,0.0021202310003904934,0.0065711288877883
2018-08-13,-0.0041006047543431,-0.0009356889869637,-0.006595015939740878,-0.0101651049799724
2018-08-14,0.0081682759802943,0.0085527613446467,0.01288271419741882,0.0003236470373688
2018-08-16,0.0002280723800949,-0.0075242096543928,-0.011089674831065821,-0.0025265497606254
2018-08-17,0.0041439344298477,-0.0017928752952692,0.0067675367405963804,0.0003327532178079
2018-08-20,0.0051798332020891,0.0057166113816931,0.002030303198536698,-0.0052967062870454
2018-08-21,0.0200306821767426,0.0060852539999802,-0.0036956364397258135,0.0052080349187704
2018-08-23,0.0220102319436787,0.0067929129875097,-0.008954996809637739,-0.0027753214540142
2018-08-24,0.0056050706598207,-0.0061737489383709,-0.004802507438567916,-0.0067219992485937
2018-08-27,-0.0034551422393248,0.0065907200081654,0.007214875472835169,0.0061902508516265
2018-08-28,-0.0020465509036695,0.0069953790883949,0.0032404366119802575,-0.0126550107533167
2018-08-29,0.0001759487820167,-0.0069658181201341,0.01176172028488387,-0.0125073630669647
2018-08-30,0.0050025886396189,-0.0032771129639573,0.017724497127854733,-8.883674373949546e-05
2018-08-31,0.0015060319973414,0.0020409234819864,0.004765469327030036,0.0031133350991592
2018-09-03,-0.0080205656327698,-0.0087248643965479,-0.003589217770557651,-0.0064797461148323
2018-09-04,-0.018730966399152,-0.0200525235361727,-0.029864145729994074,-0.0283051725489015
2018-09-05,-0.0012433985797468,-0.0072410879715357,-0.009029369324939585,-0.0157065572585475
2018-09-06,0.0038594462438912,0.0014162687789947,0.0015588699474342604,-0.0081080752513936
2018-09-07,-0.0065946282368961,0.0023390431847423,0.02095115428861316,0.0033731782460306
2018-09-10,-0.015919411700547,-0.0098766908443725,-0.01908461260406169,-0.0096620292480602
2018-09-11,-0.0139221448807502,-0.0125267639754459,-0.02349156661559315,-0.0060726556324318
2018-09-12,0.0119684628124778,-0.0007487492103831,0.002802372763925698,0.0046541879899777
2018-09-14,0.0144746405669786,0.0161710681712545,0.030541453227884263,0.0067333742966786
2018-09-17,-0.0063885285653523,-0.0097366852337429,-0.003304230585380319,-0.0071726853604467
2018-09-18,-0.0056869973726787,-0.0067608604282762,-0.027204728397059008,0.0027297311313125
2018-09-19,-0.0059669207506013,-0.0111972913178396,0.0042552560480002555,-0.0084202934009969
2018-09-21,-0.0153067740676968,-0.0013375844142207,-0.030295593905950047,0.0011684874850887
2018-09-24,-0.0234002591545233,-0.0250752398594945,-0.0507898226906478,-0.0312261431370032
2018-09-25,-0.0050045616184967,0.0074478038094283,-0.0066630032417224205,-0.0015391821619709
2018-09-26,-0.0040978617984646,-0.0075878801069112,0.006967776404183557,-0.0088331643537235
2018-09-27,-0.0175931179127191,4.617976127274659e-05,-0.03636836835404178,-0.011533069506363
2018-09-28,-0.0050952676077565,-0.0019126148321375,-0.05170296309297506,-0.0196633343425498
2018-10-01,-0.0224472913803199,0.0043028660410386,0.012294144394297657,-0.0029569492322034
2018-10-03,-0.0227460459360843,-0.004798431130879,0.003997568926369155,-0.0175987603767802
2018-10-04,0.0056635432796108,-0.0202824316073833,-0.0201441696641389,-0.0114528273686903
2018-10-05,-0.0297345437244417,-0.0085871300805869,-0.007671081372999988,-0.0173234795893268
2018-10-08,-0.0156870974810717,-0.0052660126523694,-0.007938396587989116,-0.0116073915772575
2018-10-09,0.0003961683005198,-0.0081377200538665,0.000467427025391709,-0.0187466966024909
2018-10-10,0.0381399588467397,0.0155449715280611,0.052372016025805435,0.0422064585829282
2018-10-11,-0.0127900126307398,0.0033308193827901,0.03657576909810012,0.0197837879000859
2018-10-12,0.0200771291667807,0.018426427639778,0.03426759566509907,0.0374621785751587
2018-10-15,0.0158923508200077,0.001505452007859,0.01610109244503022,-0.0019341531098895
2018-10-16,0.0124958158652126,0.0001059459112291,-0.013383289427821965,0.0230309362987297
2018-10-17,-0.0474117638300767,-0.0116076269972347,-0.03084097276887221,-0.0260374283074205
2018-10-19,0.007244707275722,-0.0030364209359796,-0.023102800238263166,-0.0172213550625469
2018-10-22,-0.0237142032699739,-0.0034679884740683,-0.025517287993648274,-0.0028043203001861
2018-10-23,0.0074783925402068,-0.0133677159411852,-0.006112151061687943,-0.0020700596384948
2018-10-24,0.0263128979801212,0.0021906938321478,0.027958803446302083,0.0001130074842432
2018-10-25,-3.342162025365969e-05,-0.0035529028691347,-0.01637386947756292,0.0020630421088487
2018-10-26,0.0070664951016583,-0.0056602590015005,-0.012561044509492247,-0.0031982344493511
2018-10-29,0.0236528610888255,0.0058319842880352,0.03424926093895797,0.0127021003295766
2018-10-30,0.0001037754228512,0.0017196448041558,-0.006945937320799733,0.007237879992983
2018-10-31,0.0067775445384561,0.005997049638539,0.01087399159748137,0.0179650497900387
2018-11-01,-0.0151311896393385,-0.0009400217029689,-0.0033617365844734737,0.0104132954325029
2018-11-02,-0.0085278366745575,0.0054153517287083,0.01085004740873785,0.0069426442268922
2018-11-05,-0.0071243743823716,-0.0018736896551081,-0.01578602287752351,0.0021553123348019
2018-11-06,-0.0115058632370615,-0.0023124901966673,-0.009408411635398295,-0.0097435306984272
2018-11-07,0.0068239953926827,0.0058800358006423,0.009837718748388014,0.0105948925832657
2018-11-09,0.0016483898869978,-0.0026290839635106,0.01693024175790625,0.001303712933707
2018-11-12,0.0011779901699722,-0.0068836794637783,-0.008114846105369389,-0.0113572077612633
2018-11-13,0.0129439852989543,0.0040309105692306,0.018052703136718806,0.0031109175793493
2018-11-14,-0.0059601094757243,-0.0046702420948638,-3.982886129083596e-05,0.0166301059911824
2018-11-15,0.0078189149180147,0.0021611083040931,0.0008901025590719591,0.0032214827837024
2018-11-16,-0.0082279143665821,0.0053770870045752,-0.015426572196727828,0.0072275215144019
2018-11-19,0.0042106453919992,0.0036584233168583,0.00045084847723497745,0.0031748690058688
2018-11-20,-0.002933541679963,-0.0057489731384593,-0.01582876060634908,-0.0003134426603335
2018-11-21,0.00089048279581,-0.0029902006373828,-0.002868950562431749,0.0011493098323522
2018-11-22,-0.0089621482101704,-0.004496272436208,-0.01573928530111457,-0.0061373695804328
2018-11-26,0.0125405710879249,0.012924059427507,-0.0031333245372267005,0.0207286637061627
2018-11-27,0.0048459109661911,0.0067054881531063,0.0027910445801784256,0.0063048179112996
2018-11-28,-9.250961174167573e-05,-0.0016755483450932,-0.029795117899622303,-0.0081363894578119
2018-11-29,0.0161660041168318,0.0048553547887464,0.00291397689755879,0.0069776245401937
2018-11-30,0.0016176891050498,-0.0019187949888641,-0.009659423651620647,-0.003969751342517
2018-12-03,0.0065184893835781,0.0039179136914888,0.0038751296988870365,0.0068869420370256
2018-12-04,0.0073408600620468,-0.0085763039826549,0.009668312659394163,-0.0032375263018772
2018-12-05,-0.0049669768780579,-0.0025803825406851,-0.010797358568103599,-0.0041435529058054
2018-12-06,-0.0171083183479919,-0.010505918809731,-0.013502629723796455,-0.0119176444321054
2018-12-07,-0.0029711306802809,0.0076664067919929,-0.005154373085650699,0.0044906981654724
2018-12-10,-0.0373591783049047,-0.0081152621031257,-0.013264694745684369,-0.0159378030267471
2018-12-11,0.027838514422632,0.0091513169212482,0.00497541474223695,0.0163293909179345
2018-12-12,0.0190920142395956,0.0166096192374489,0.03264969936792661,0.0217684923822789
2018-12-13,0.000218256819453,0.013445691257137,0.012587122185214294,0.0167047667363871
2018-12-14,0.0043829849155694,0.0024096668862469,0.003619110492359745,0.0013216421838349
2018-12-17,0.0091255538068413,0.0065375459116558,0.006465810404893357,-0.0027084596810598
2018-12-18,0.0026654929278357,-0.0014106226416289,0.004955122147538349,0.0090336364007519
