entry_date,exit_date,symbol,trade_ret,exit_reason,hold_days,pnl
2020-07-15,2020-07-29,ESCORTS,0.044400,trailing,10,5107.52
2020-07-16,2020-08-31,JBCHEPHARM,0.074000,trailing,32,48.18
2020-07-17,2020-07-31,BAYERCROP,0.002400,trailing,10,-1.20
2020-07-20,2020-08-06,GRANULES,0.224600,target,13,13327.83
2020-07-21,2020-08-13,ALKYLAMINE,0.222500,target,17,28557.73
2020-07-21,2020-08-27,DIXON,0.222500,target,27,21696.58
2020-07-22,2020-09-09,COROMANDEL,-0.135500,atr_stop,35,-2653.75
2020-07-24,2020-08-14,APLLTD,0.070000,trailing,15,4953.29
2020-07-29,2020-08-12,NAVINFLUOR,0.088100,trailing,10,8681.07
2020-07-30,2020-09-07,ESCORTS,0.000300,trailing,27,-290.33
2020-08-03,2020-08-17,INDIAMART,0.029300,trailing,10,156.26
2020-08-07,2020-09-08,GRANULES,0.098700,trailing,22,7296.81
2020-08-11,2020-08-27,GMMPFAUDLR,0.011000,trailing,12,1240.47
2020-08-11,2020-09-17,LAURUSLABS,0.224600,target,27,4078.51
2020-08-13,2020-08-27,DEEPAKNTR,0.224600,target,10,20111.21
2020-08-13,2020-08-31,NAVINFLUOR,-0.042400,trailing,12,-6645.26
2020-08-14,2020-08-31,ALKYLAMINE,0.075300,trailing,11,10592.84
2020-08-14,2020-08-31,MUTHOOTFIN,-0.035700,trailing,11,-457.29
2020-08-17,2020-11-13,APLLTD,-0.060200,time_exit,63,-4964.48
2020-08-18,2020-09-01,INDIAMART,0.224600,target,10,1340.80
2020-08-28,2020-09-21,DEEPAKNTR,0.061400,trailing,16,3933.50
2020-08-28,2020-09-18,DIXON,0.079400,trailing,15,11997.32
2020-08-28,2020-09-22,GMMPFAUDLR,-0.211500,atr_stop,17,-33607.68
2020-09-01,2020-09-21,ALKYLAMINE,0.026100,trailing,14,3470.93
2020-09-01,2020-09-16,BSOFT,0.224600,target,11,33.11
2020-09-01,2020-09-15,JBCHEPHARM,0.222500,target,10,5451.52
2020-09-01,2020-09-18,NAVINFLUOR,0.043000,trailing,13,5970.23
2020-09-02,2020-09-16,INDIAMART,0.224600,target,10,1544.55
2020-09-08,2020-09-22,ESCORTS,0.041400,trailing,10,4924.73
2020-09-09,2020-10-05,GRANULES,0.090100,trailing,17,7320.42
2020-09-10,2020-10-09,MUTHOOTFIN,0.028200,trailing,20,415.54
2020-09-16,2020-09-30,JBCHEPHARM,0.091900,trailing,10,2740.90
2020-09-17,2020-12-17,BSOFT,0.009000,time_exit,63,2.38
2020-09-17,2020-11-17,INDIAMART,0.224600,target,42,1831.61
2020-09-18,2020-10-15,LAURUSLABS,0.089400,trailing,18,1942.48
2020-09-21,2020-11-17,DIXON,0.061800,trailing,40,9308.51
2020-09-21,2020-12-03,EIDPARRY,0.094700,trailing,51,26.48
2020-09-21,2020-11-09,IPCALAB,0.041600,trailing,34,373.19
2020-09-21,2020-10-06,NAVINFLUOR,-0.008200,trailing,10,-1674.57
2020-09-22,2020-11-27,ALKYLAMINE,0.222500,target,47,33307.57
2020-09-22,2020-12-21,DEEPAKNTR,0.056700,trailing,62,3801.96
2020-09-23,2020-10-08,ESCORTS,0.023800,trailing,10,2914.30
2020-09-23,2020-12-23,GMMPFAUDLR,-0.155400,time_exit,63,-18535.72
2020-10-01,2020-10-23,JBCHEPHARM,0.009500,trailing,15,233.68
2020-10-06,2020-12-07,GRANULES,0.028700,trailing,43,2375.41
2020-10-07,2020-11-06,NAVINFLUOR,0.222500,target,22,33317.71
2020-10-09,2020-11-19,CDSL,0.032600,trailing,29,4268.08
2020-10-12,2020-12-11,ESCORTS,0.110000,trailing,43,1782.23
2020-10-16,2020-10-30,LAURUSLABS,0.003400,trailing,10,19.30
2020-10-26,2020-12-24,JBCHEPHARM,0.027400,trailing,42,845.46
2020-11-02,2020-12-21,LAURUSLABS,0.039800,trailing,34,919.27
2020-11-09,2020-11-25,NAVINFLUOR,0.017600,trailing,12,2371.59
2020-11-10,2020-11-25,AFFLE,0.065700,trailing,11,2311.03
2020-11-14,2020-12-23,PERSISTENT,0.222500,target,26,16257.79
2020-11-18,2020-12-10,DIXON,0.224600,target,15,2669.19
2020-11-18,2020-12-18,INDIAMART,0.222500,target,21,36021.08
2020-11-20,2020-12-08,CDSL,0.081200,trailing,11,11587.62
2020-11-26,2020-12-28,FSL,0.222500,target,20,7504.26
2020-11-26,2021-01-11,NAVINFLUOR,0.013400,trailing,30,1784.36
2020-12-01,2021-01-05,ALKYLAMINE,0.222500,target,24,37912.06
2020-12-04,2020-12-18,AFFLE,-0.025200,trailing,10,-344.28
2020-12-08,2021-01-22,GRANULES,-0.148000,atr_stop,32,-14089.05
2020-12-09,2021-03-05,CDSL,0.139100,trailing,60,21722.87
2020-12-11,2021-01-07,DIXON,0.224600,target,18,3240.18
2020-12-14,2021-01-07,APLAPOLLO,0.222500,target,17,4036.38
2020-12-18,2021-01-04,BSOFT,0.222500,target,10,124.65
2020-12-21,2021-02-11,AFFLE,0.224600,target,36,8892.66
2020-12-21,2021-01-06,INDIAMART,0.224600,target,11,38016.84
2020-12-22,2021-01-28,LAURUSLABS,0.071700,trailing,25,6906.20
2020-12-24,2021-01-18,DEEPAKNTR,0.100600,trailing,16,17405.05
2020-12-24,2021-01-18,PERSISTENT,0.089700,trailing,16,970.22
2020-12-28,2021-02-05,ATGL,0.031300,trailing,28,10.58
2020-12-28,2021-02-17,JBCHEPHARM,0.113600,trailing,36,3851.37
2020-12-29,2021-01-15,FSL,-0.183900,atr_stop,13,-7764.03
2021-01-05,2021-01-19,BSOFT,0.006500,trailing,10,2.78
2021-01-06,2021-03-25,ALKYLAMINE,0.053700,trailing,54,9830.08
2021-01-07,2021-01-21,INDIAMART,0.072400,trailing,10,13665.54
2021-01-08,2021-01-28,APLAPOLLO,-0.006600,trailing,13,-4.17
2021-01-08,2021-01-25,DIXON,-0.149400,atr_stop,11,-10764.69
2021-01-12,2021-01-29,NAVINFLUOR,-0.143700,atr_stop,12,-24182.26
2021-01-18,2021-02-02,FSL,0.016100,trailing,10,476.62
2021-01-19,2021-02-12,ADVENZYMES,0.222500,target,17,41705.39
2021-01-19,2021-02-05,TATAELXSI,0.121500,trailing,12,1956.93
2021-01-20,2021-02-08,BSOFT,-0.006500,trailing,12,-15.43
2021-01-22,2021-02-08,INDIAMART,0.224600,target,10,41239.18
2021-01-25,2021-02-09,GRANULES,-0.036700,trailing,10,-4045.29
2021-01-27,2021-02-10,DIXON,0.224600,target,10,12939.48
2021-01-29,2021-04-16,LAURUSLABS,0.224600,target,51,24239.54
2021-02-01,2021-03-01,APLAPOLLO,0.222500,target,20,31017.09
2021-02-03,2021-02-17,FSL,0.042100,trailing,10,1431.47
2021-02-08,2021-02-22,ATGL,0.222500,target,10,4068.61
2021-02-09,2021-04-12,BSOFT,-0.012300,trailing,41,-3.62
2021-02-09,2021-02-24,INDIAMART,-0.012900,trailing,11,-3147.03
2021-02-09,2021-03-16,INTELLECT,0.222500,target,24,5713.87
2021-02-10,2021-03-25,PERSISTENT,0.043000,trailing,30,100.74
2021-02-10,2021-04-12,TATAELXSI,0.018100,trailing,40,1496.96
2021-02-11,2021-03-22,DIXON,0.038400,trailing,26,2502.55
2021-02-12,2021-03-18,AFFLE,0.044500,trailing,23,2060.45
2021-02-15,2021-05-04,ADVENZYMES,0.222500,target,51,46170.63
2021-02-18,2021-03-09,FSL,0.074700,trailing,13,7100.79
2021-02-18,2021-04-12,HFCL,-0.219500,atr_stop,34,-13.45
2021-02-23,2021-03-09,ATGL,0.224600,target,10,4939.88
2021-02-25,2021-05-11,INDIAMART,-0.222800,atr_stop,48,-44476.80
2021-03-02,2021-03-17,APLAPOLLO,0.035400,trailing,10,5708.99
2021-03-08,2021-03-25,NCC,-0.185800,atr_stop,12,-34122.32
2021-03-10,2021-03-25,ATGL,0.224600,target,10,29400.55
2021-03-10,2021-03-25,TRIDENT,-0.029000,trailing,10,-10.16
2021-03-17,2021-04-01,INTELLECT,0.224600,target,10,7003.07
2021-03-18,2021-04-05,APLAPOLLO,0.074500,trailing,10,12899.42
2021-03-19,2021-06-21,AFFLE,-0.186200,atr_stop,61,-9586.81
2021-03-23,2021-05-07,DIXON,-0.025400,trailing,29,-2035.23
2021-03-26,2021-04-13,ATGL,0.135500,trailing,10,28357.14
2021-03-26,2021-06-30,IIFL,-0.117500,time_exit,63,-12400.49
2021-03-26,2021-04-13,NCC,0.012300,trailing,10,1922.34
2021-03-26,2021-05-11,TRIDENT,0.222500,target,28,5.57
2021-04-05,2021-05-11,INTELLECT,0.035900,trailing,24,1265.10
2021-04-06,2021-04-22,APLAPOLLO,0.003300,trailing,10,139.98
2021-04-13,2021-05-04,TATAELXSI,0.224600,target,13,21861.85
2021-04-15,2021-05-03,ATGL,0.224600,target,11,49191.07
2021-04-15,2021-05-03,CHOLAFIN,0.058800,trailing,11,29.34
2021-04-15,2021-06-16,IFBIND,0.000800,trailing,42,-23.66
2021-04-15,2021-05-28,NCC,0.113100,trailing,29,22807.26
2021-04-19,2021-05-04,GRAPHITE,0.224600,target,10,29542.27
2021-04-23,2021-05-07,APLAPOLLO,0.022600,trailing,10,3850.84
2021-05-04,2021-06-02,ATGL,0.224600,target,20,54753.19
2021-05-04,2021-05-19,PRAJIND,0.224600,target,10,5438.59
2021-05-05,2021-05-25,CHOLAFIN,-0.015400,trailing,13,-865.34
2021-05-05,2021-05-20,GRAPHITE,0.003800,trailing,10,301.90
2021-05-05,2021-07-08,TATAELXSI,0.090600,trailing,45,21516.38
2021-05-10,2021-06-16,APLAPOLLO,0.222500,target,26,54982.77
2021-05-10,2021-07-28,DIXON,0.113900,trailing,55,1758.46
2021-05-10,2021-08-09,LINDEINDIA,-0.005500,time_exit,63,-14.51
2021-05-12,2021-07-28,INTELLECT,-0.039900,trailing,53,-8175.39
2021-05-20,2021-08-18,INDIAMART,-0.044800,time_exit,63,-1322.75
2021-05-20,2021-08-18,PRAJIND,-0.166500,time_exit,63,-313.01
2021-05-21,2021-06-04,GRAPHITE,-0.001000,trailing,10,-886.68
2021-05-26,2021-08-25,VAIBHAVGBL,-0.170400,time_exit,63,-8239.65
2021-05-31,2021-06-16,SAIL,0.081000,trailing,12,17967.92
2021-06-03,2021-06-17,ATGL,-0.178800,atr_stop,10,-46364.78
2021-06-03,2021-08-09,DEEPAKNTR,0.224600,target,46,10023.74
2021-06-07,2021-06-18,GRAPHITE,-0.211400,atr_stop,9,-52523.70
2021-06-17,2021-07-20,ALKYLAMINE,0.023900,trailing,23,5391.93
2021-06-17,2021-07-09,APLAPOLLO,0.038500,trailing,16,2074.66
2021-06-17,2021-07-01,SAIL,-0.009200,trailing,10,-2991.84
2021-06-18,2021-07-01,ATGL,-0.230700,atr_stop,9,-48912.83
2021-06-21,2021-07-06,GRAPHITE,0.064900,trailing,11,12032.64
2021-06-22,2021-08-10,HEG,0.059700,trailing,34,2361.25
2021-07-01,2021-08-04,HINDCOPPER,0.005900,trailing,23,298.96
2021-07-02,2021-08-24,ATGL,0.224600,target,35,40774.79
2021-07-02,2021-08-09,SAIL,0.049100,trailing,25,10584.60
2021-07-07,2021-08-10,GRAPHITE,0.060400,trailing,23,11831.55
2021-07-09,2021-07-26,TATAELXSI,-0.001200,trailing,10,-943.16
2021-07-12,2021-07-22,HFCL,-0.175000,atr_stop,7,-14056.44
2021-07-22,2021-08-05,ALKYLAMINE,0.139800,trailing,10,33565.01
2021-07-23,2021-08-20,HFCL,-0.249500,atr_stop,19,-19952.60
2021-07-27,2021-09-15,TATAELXSI,0.224600,target,34,54276.54
2021-07-29,2021-08-23,INTELLECT,-0.220400,atr_stop,16,-45379.34
2021-08-05,2021-08-20,HINDCOPPER,-0.180900,atr_stop,10,-16733.81
2021-08-06,2021-10-25,ALKYLAMINE,-0.158900,atr_stop,53,-2662.39
2021-08-06,2021-09-14,JSWENERGY,0.224600,target,25,57557.29
2021-08-10,2021-09-20,SAIL,-0.205500,atr_stop,27,-50954.39
2021-08-10,2021-08-25,TATASTEEL,-0.016400,trailing,10,-1004.67
2021-08-11,2021-08-26,FSL,-0.040600,trailing,10,-707.90
2021-08-11,2021-10-22,GRAPHITE,-0.173500,atr_stop,49,-42954.43
2021-08-20,2021-09-16,PRAJIND,0.063000,trailing,18,1685.69
2021-08-23,2021-09-07,HFCL,0.222500,target,11,29460.40
2021-08-24,2021-09-16,HINDCOPPER,0.065100,trailing,16,9881.84
2021-08-25,2021-09-08,ATGL,0.121200,trailing,10,26485.90
2021-08-25,2021-09-21,ECLERX,0.001700,trailing,18,-0.68
2021-08-26,2021-10-04,FLUOROCHEM,0.222500,target,26,20074.55
2021-08-26,2021-09-17,TATASTEEL,-0.004200,trailing,15,-0.82
2021-08-27,2021-09-21,FSL,0.081900,trailing,16,12.93
2021-08-27,2021-09-20,LUXIND,-0.016400,trailing,15,-293.95
2021-09-08,2021-09-23,HFCL,-0.012500,trailing,10,-2473.31
2021-09-09,2021-10-28,ATGL,0.015700,trailing,33,3277.68
2021-09-15,2021-09-30,JSWENERGY,0.222500,target,11,60279.01
2021-09-15,2021-09-29,KPITTECH,0.053600,trailing,10,2155.16
2021-09-16,2021-09-30,TATAELXSI,0.087200,trailing,10,22707.29
2021-09-17,2021-11-15,PRAJIND,0.040300,trailing,39,8596.88
2021-09-20,2021-10-20,TATASTEEL,-0.006000,trailing,21,-1.00
2021-09-21,2021-11-22,LUXIND,0.085600,trailing,41,17187.29
2021-09-21,2021-10-18,SAIL,0.224600,target,18,453.19
2021-09-22,2021-10-25,ECLERX,-0.148100,atr_stop,22,-115.00
2021-09-22,2021-10-20,FSL,0.034100,trailing,19,5.60
2021-09-24,2021-10-13,HFCL,0.025600,trailing,13,3706.92
2021-09-30,2021-11-12,KPITTECH,0.224600,target,29,9820.72
2021-10-01,2021-10-19,CDSL,0.045800,trailing,11,3098.22
2021-10-01,2021-11-01,JSWENERGY,-0.145900,atr_stop,20,-41211.45
2021-10-01,2021-10-21,TATAELXSI,0.055600,trailing,13,14637.03
2021-10-05,2021-10-25,FLUOROCHEM,-0.175300,atr_stop,13,-19565.22
2021-10-14,2021-12-10,HFCL,0.126700,trailing,38,20609.70
2021-10-19,2021-11-24,TRIDENT,0.224600,target,24,566.37
2021-10-20,2021-11-10,JSL,0.025000,trailing,14,1678.27
2021-10-22,2021-11-22,PERSISTENT,0.013200,trailing,19,268.72
2021-10-22,2021-11-22,TATAELXSI,0.014100,trailing,19,3046.61
2021-10-25,2021-11-16,DCMSHRIRAM,0.042600,trailing,15,8062.79
2021-10-26,2021-11-10,FLUOROCHEM,0.222500,target,10,23021.22
2021-10-26,2021-11-22,IEX,0.098100,trailing,17,41.15
2021-10-29,2021-11-15,ATGL,0.224600,target,10,55997.28
2021-10-29,2021-11-22,ECLERX,0.068600,trailing,14,47.67
2021-11-02,2021-12-20,JSWENERGY,-0.176900,atr_stop,32,-42432.00
2021-11-11,2021-12-16,FLUOROCHEM,0.003800,trailing,24,235.27
2021-11-11,2022-01-11,JSL,0.025700,trailing,42,8.35
2021-11-15,2021-12-17,KPITTECH,0.109800,trailing,23,5768.84
2021-11-16,2021-12-17,ATGL,0.143800,trailing,22,40988.68
2021-11-16,2021-12-22,PRAJIND,-0.163400,atr_stop,25,-42292.74
2021-11-17,2021-12-17,KPRMILL,0.222500,target,21,46073.91
2021-11-23,2022-01-03,ECLERX,0.222500,target,29,171.39
2021-11-23,2021-12-14,IEX,0.086400,trailing,15,23624.98
2021-11-23,2021-12-07,PERSISTENT,0.022900,trailing,10,40.02
2021-11-23,2022-01-20,TATAELXSI,0.224600,target,42,51966.37
2021-11-25,2021-12-02,TRIDENT,-0.126600,atr_stop,5,-454.22
2021-12-03,2021-12-17,TRIDENT,0.224600,target,10,676.84
2021-12-08,2021-12-22,CDSL,-0.025700,trailing,10,-41.32
2021-12-09,2021-12-23,BSE,-0.099800,trailing,10,-44.92
2021-12-13,2022-01-18,HFCL,0.005800,trailing,26,587.68
2021-12-15,2021-12-21,RTNINDIA,-0.188100,atr_stop,4,-57312.30
2021-12-15,2022-01-07,SAREGAMA,0.017700,trailing,17,70.72
2021-12-17,2022-01-05,FLUOROCHEM,0.222500,target,13,44876.32
2021-12-20,2022-01-17,ANGELONE,0.224600,target,20,18722.39
2021-12-20,2022-01-18,IEX,0.011400,trailing,21,2475.57
2021-12-20,2022-01-14,TRIDENT,0.224600,target,19,63088.72
2021-12-21,2022-01-05,JSWENERGY,0.028300,trailing,11,4979.65
2021-12-22,2022-01-11,RTNINDIA,0.222500,target,14,53546.78
2021-12-23,2022-01-06,KPITTECH,0.224600,target,10,47439.27
2021-12-24,2022-01-21,BSE,0.099600,trailing,20,57.76
2022-01-04,2022-01-21,KPRMILL,-0.007600,trailing,13,-7.11
2022-01-06,2022-02-09,ATGL,-0.001600,trailing,23,-7.33
2022-01-06,2022-01-24,FLUOROCHEM,-0.017100,trailing,12,-2650.50
2022-01-06,2022-01-24,JSWENERGY,0.026800,trailing,12,7528.98
2022-01-07,2022-01-21,KPITTECH,0.022600,trailing,10,5221.92
2022-01-10,2022-01-24,SAREGAMA,-0.008200,trailing,10,-54.49
2022-01-12,2022-02-11,RTNINDIA,-0.198800,atr_stop,21,-59922.12
2022-01-17,2022-02-18,PERSISTENT,-0.122700,atr_stop,23,-1068.23
2022-01-17,2022-02-10,TRIDENT,-0.132300,atr_stop,17,-45554.93
2022-01-18,2022-02-02,ANGELONE,0.011500,trailing,10,920.61
2022-01-19,2022-02-09,BORORENEW,0.059500,trailing,14,8228.85
2022-01-19,2022-02-14,IEX,-0.169800,atr_stop,17,-56356.73
2022-01-21,2022-02-22,CDSL,-0.176200,atr_stop,21,-51134.81
2022-01-24,2022-02-08,BSE,0.008500,trailing,10,2.56
2022-01-24,2022-04-25,KPITTECH,-0.222400,atr_stop,60,-60088.90
2022-01-25,2022-02-09,FLUOROCHEM,0.081000,trailing,10,24572.12
2022-01-25,2022-02-14,JSWENERGY,0.094700,trailing,13,26.49
2022-01-25,2022-03-15,SAREGAMA,-0.009800,trailing,33,-1755.20
2022-02-03,2022-03-28,ANGELONE,0.086300,trailing,35,43.61
2022-02-03,2022-02-24,KPRMILL,-0.175500,atr_stop,15,-18580.30
2022-02-09,2022-02-23,BSE,-0.006800,trailing,10,-4.18
2022-02-10,2022-02-24,BORORENEW,-0.229700,atr_stop,10,-43112.53
2022-02-10,2022-05-09,FLUOROCHEM,-0.186300,atr_stop,57,-57917.47
2022-02-10,2022-02-24,HFCL,-0.216400,atr_stop,10,-123.71
2022-02-11,2022-05-12,TRIDENT,-0.197700,atr_stop,59,-58535.35
2022-02-14,2022-05-10,RTNINDIA,-0.314000,atr_stop,56,-75282.53
2022-02-15,2022-03-07,JSWENERGY,-0.017900,trailing,13,-5553.28
2022-02-21,2022-04-25,JSL,-0.019800,trailing,41,-166.60
2022-02-23,2022-04-12,IEX,0.127200,trailing,32,120.16
2022-02-23,2022-05-10,TANLA,-0.217200,atr_stop,49,-51458.43
2022-02-24,2022-03-11,BSE,0.224600,target,10,93.64
2022-02-25,2022-03-25,HFCL,0.064400,trailing,18,28.83
2022-02-25,2022-03-15,KPRMILL,0.001400,trailing,11,-281.82
2022-03-08,2022-03-25,BORORENEW,0.045300,trailing,12,10577.91
2022-03-08,2022-04-12,JSWENERGY,0.090900,trailing,24,1531.26
2022-03-14,2022-03-29,BSE,-0.005600,trailing,10,-4.71
2022-03-16,2022-04-19,KPRMILL,0.048800,trailing,21,13284.06
2022-03-16,2022-04-20,SAREGAMA,-0.010700,trailing,22,-1076.05
2022-03-28,2022-04-22,BORORENEW,0.222500,target,17,56943.87
2022-03-29,2022-04-20,ANGELONE,0.045600,trailing,14,24.61
2022-03-30,2022-05-11,BSE,-0.211400,atr_stop,27,-123.73
2022-04-13,2022-05-12,EASEMYTRIP,-0.168100,atr_stop,18,-8.72
2022-04-13,2022-05-10,JSWENERGY,-0.182300,atr_stop,16,-3679.52
2022-04-20,2022-05-11,GNFC,-0.182900,atr_stop,14,-991.52
2022-04-20,2022-05-06,KPRMILL,-0.024600,trailing,11,-7828.51
2022-04-20,2022-05-05,TATAELXSI,0.005200,trailing,10,19.15
2022-04-21,2022-05-06,ANGELONE,-0.171000,atr_stop,10,-14058.36
2022-04-25,2022-05-06,BORORENEW,-0.220400,atr_stop,8,-64427.64
2022-04-25,2022-05-10,POLYPLEX,-0.052200,trailing,10,-1438.91
2022-04-26,2022-05-11,KPITTECH,-0.099300,trailing,10,-21896.77
2022-05-06,2022-05-25,TATAELXSI,0.071000,trailing,13,491.89
2022-05-09,2022-05-23,ANGELONE,0.005700,trailing,10,311.34
2022-05-09,2022-06-08,BORORENEW,0.028300,trailing,22,5543.15
2022-05-09,2022-06-21,KPRMILL,-0.192500,atr_stop,31,-49984.47
2022-05-10,2022-05-31,FLUOROCHEM,0.222500,target,15,54365.64
2022-05-10,2022-06-20,GUJALKALI,-0.262100,atr_stop,29,-429.46
2022-05-11,2022-05-25,JSWENERGY,-0.027800,trailing,10,-4485.32
2022-05-11,2022-06-08,POLYPLEX,0.012900,trailing,20,2463.55
2022-05-12,2022-05-26,BSE,-0.086000,trailing,10,-17536.45
2022-05-13,2022-05-27,TRIDENT,0.014400,trailing,10,2768.65
2022-05-24,2022-08-22,GNFC,0.087600,trailing,62,8449.91
2022-05-24,2022-06-08,KPITTECH,0.056300,trailing,11,26.31
2022-05-26,2022-08-25,EASEMYTRIP,-0.064400,time_exit,63,-10088.89
2022-05-27,2022-06-10,BSE,0.062000,trailing,10,10709.26
2022-05-30,2022-06-16,TRIDENT,-0.185500,atr_stop,13,-44537.23
2022-06-01,2022-06-20,FLUOROCHEM,-0.162900,atr_stop,13,-41956.71
2022-06-01,2022-07-25,LINDEINDIA,0.222500,target,38,1308.61
2022-06-01,2022-06-15,RHIM,-0.071800,trailing,10,-79.39
2022-06-01,2022-08-16,TATAELXSI,0.224600,target,52,9070.53
2022-06-08,2022-06-20,GAEL,-0.270300,atr_stop,8,-42.05
2022-06-09,2022-07-13,ATGL,0.099000,trailing,24,21489.00
2022-06-09,2022-06-30,BORORENEW,-0.058100,trailing,15,-14564.28
2022-06-13,2022-06-20,BSE,-0.209500,atr_stop,5,-40558.34
2022-06-16,2022-07-26,RHIM,0.016900,trailing,28,14.35
2022-06-17,2022-07-13,TRIDENT,0.002400,trailing,18,-47.84
2022-06-21,2022-07-13,BSE,0.224600,target,16,42470.99
2022-06-21,2022-07-05,GAEL,0.222500,target,10,103.31
2022-06-21,2022-07-14,GUJALKALI,0.041100,trailing,17,6612.80
2022-06-22,2022-07-11,KPITTECH,0.059400,trailing,13,52.24
2022-06-22,2022-07-06,POLYPLEX,0.109100,trailing,10,21861.07
2022-07-01,2022-07-26,BORORENEW,0.028600,trailing,17,5718.10
2022-07-01,2022-07-25,CGPOWER,0.129900,trailing,16,749.21
2022-07-06,2022-07-25,GAEL,0.040900,trailing,13,21.86
2022-07-07,2022-08-08,POLYPLEX,0.040600,trailing,22,8552.01
2022-07-12,2022-08-04,WELCORP,-0.012000,trailing,17,-40.74
2022-07-14,2022-08-03,ATGL,0.224600,target,14,52414.57
2022-07-14,2022-08-04,BSE,-0.007800,trailing,15,-2025.16
2022-07-14,2022-07-28,TRIDENT,0.015700,trailing,10,3131.13
2022-07-15,2022-08-10,ELGIEQUIP,0.222500,target,17,39251.79
2022-07-26,2022-08-22,CGPOWER,0.053500,trailing,17,10.96
2022-07-26,2022-09-20,RAYMOND,0.222500,target,37,3148.03
2022-07-27,2022-10-31,BORORENEW,-0.093300,time_exit,63,-21695.45
2022-07-27,2022-08-12,GAEL,-0.005800,trailing,11,-2.45
2022-07-29,2022-08-22,CREDITACC,-0.000500,trailing,14,-752.52
2022-08-04,2022-09-05,ATGL,0.073700,trailing,19,18419.84
2022-08-04,2022-08-22,FINEORG,0.073500,trailing,10,1995.89
2022-08-05,2022-09-06,WELCORP,0.222500,target,19,43421.42
2022-08-10,2022-09-16,BSE,0.020400,trailing,25,41.34
2022-08-10,2022-08-25,FLUOROCHEM,0.011400,trailing,10,2035.61
2022-08-11,2022-09-06,ELGIEQUIP,0.222500,target,16,47795.84
2022-08-16,2022-11-14,GAEL,-0.224800,atr_stop,60,-135.09
2022-08-17,2022-09-16,HAL,0.079600,trailing,21,674.19
2022-08-17,2022-08-26,TATAELXSI,-0.120800,atr_stop,7,-5001.56
2022-08-23,2022-09-23,CGPOWER,0.085200,trailing,22,21615.15
2022-08-23,2022-09-15,CREDITACC,0.007700,trailing,16,14.99
2022-08-23,2022-10-03,FINEORG,0.086200,trailing,28,9619.05
2022-08-26,2022-10-06,FLUOROCHEM,0.222500,target,27,57082.09
2022-08-26,2022-09-16,GNFC,-0.004400,trailing,14,-796.16
2022-08-26,2022-09-26,VBL,0.053600,trailing,20,10.41
2022-08-29,2022-10-18,TATAELXSI,-0.188600,atr_stop,34,-6469.20
2022-09-06,2022-11-18,ATGL,0.026800,trailing,50,6508.59
2022-09-07,2022-09-21,ELGIEQUIP,-0.154800,atr_stop,10,-42720.69
2022-09-07,2022-09-26,WELCORP,0.049200,trailing,13,11396.68
2022-09-16,2022-09-26,JKPAPER,-0.177500,atr_stop,6,-520.29
2022-09-19,2022-09-28,GNFC,-0.144900,atr_stop,7,-95.58
2022-09-19,2022-11-10,HAL,-0.024600,trailing,35,-3392.97
2022-09-21,2022-10-14,RAYMOND,0.016400,trailing,16,232.57
2022-09-22,2022-10-31,ELGIEQUIP,0.041200,trailing,25,8857.71
2022-09-26,2022-12-20,CGPOWER,0.099100,trailing,58,25997.00
2022-09-26,2022-12-27,CREDITACC,-0.110300,time_exit,63,-1567.74
2022-09-27,2022-10-12,VBL,-0.014500,trailing,10,-4424.33
2022-09-29,2022-10-19,JKPAPER,0.054300,trailing,13,35.16
2022-10-04,2022-10-31,FINEORG,-0.164900,atr_stop,17,-20570.38
2022-10-04,2022-10-19,WELCORP,-0.120400,trailing,10,-244.64
2022-10-07,2022-11-14,FLUOROCHEM,-0.132900,atr_stop,24,-36915.18
2022-10-07,2022-11-10,GESHIP,0.049400,trailing,22,2058.24
2022-10-13,2022-11-11,VBL,0.015600,trailing,19,3295.17
2022-10-17,2022-11-09,RAYMOND,0.060800,trailing,15,1001.66
2022-10-19,2022-12-15,TIINDIA,0.019300,trailing,39,415.00
2022-10-20,2022-11-04,JKPAPER,0.040200,trailing,10,175.82
2022-10-21,2022-11-07,MAZDOCK,0.224600,target,10,69.92
2022-11-01,2022-11-18,ELGIEQUIP,-0.006700,trailing,12,-2492.72
2022-11-01,2022-11-18,FINEORG,0.041500,trailing,12,10808.14
2022-11-07,2022-11-28,JKPAPER,0.009800,trailing,14,35.37
2022-11-09,2022-12-07,MAZDOCK,0.084600,trailing,20,31.95
2022-11-10,2022-12-02,RAYMOND,0.224600,target,16,4035.87
2022-11-11,2022-12-13,GESHIP,0.222500,target,22,112.55
2022-11-11,2022-12-15,HAL,0.063600,trailing,24,10171.81
2022-11-14,2022-12-05,VBL,0.224600,target,15,57201.32
2022-11-15,2022-11-29,RHIM,0.222500,target,10,51859.20
2022-11-16,2022-12-22,TATAINVEST,-0.159600,atr_stop,26,-37.43
2022-11-21,2023-01-02,ATGL,-0.018800,trailing,30,-6020.99
2022-11-21,2022-12-15,ELGIEQUIP,0.027600,trailing,18,6582.67
2022-11-21,2022-12-12,FINEORG,-0.024700,trailing,15,-7751.84
2022-11-29,2022-12-22,JKPAPER,0.017200,trailing,17,73.47
2022-11-30,2022-12-21,INDHOTEL,-0.025400,trailing,15,-8.76
2022-11-30,2022-12-21,RHIM,0.050400,trailing,15,13721.86
2022-12-05,2022-12-23,RAYMOND,-0.141700,atr_stop,14,-3167.93
