tkr,sig_date,entry_date,entry,trig,gap_pct,stop0,stop_pct,sh,notional_pct,risk_pct,adv_cr,rank,half_date,half_px,exit_date,exit_px,reason,held,R,final_stop,half_done,engine,slope66_pct,dist_to_44sma_pct,atr_pct,regime_ok,days_to_fill,mae_pct,mfe_pct,max_1d_move_in_trade_pct,zero_vol_days,exit_day_open,gap_through_stop,gross_ret_pct,src
INTELLECT,2021-05-27,2021-05-28,770.6858873690227,770.6858873690227,-1.7586323281686744,612.5133150841036,25.823532058760314,150.53630258948377,9.744873921387237,2.0,52.87351299183502,9,,,2021-06-08,717.1295605346194,stop,7,-0.3385942711858498,717.1295605346194,False,B,105.65249817178936,7.189187132235331,5.238741149964308,True,1,-7.8767910112988115,0.5444463900952989,4.526612690934372,0,728.6642698954802,False,-6.949177052824284,pinned
HINDCOPPER,2021-06-11,2021-06-14,167.0331740903418,167.0331740903418,-0.7980905879689582,134.03366705110778,24.620312019554834,754.2842347778125,10.1233738971768,2.0,110.79761474655213,3,,,2021-06-16,152.4761127679222,stop,2,-0.4411296600616584,152.4761127679222,False,B,100.86381708598617,6.28535044115488,5.0126095273639315,True,1,-9.089160472033663,0.48193227400328276,3.3528224098590367,0,155.49569111627702,False,-8.715071962020104,pinned
HEG,2021-06-03,2021-06-04,419.7658595702924,417.5711276106293,0.5255947584837939,332.0638265807245,26.411197477496874,271.50553444929955,9.572545704162257,2.0,101.78130243234939,20,,,2021-06-17,411.95629877531206,stop,9,-0.08904651954771968,411.95629877531206,False,B,98.57567215487057,4.2803552749337115,5.305087489212241,True,1,-4.791108628960639,8.002226758923747,5.373623783128143,0,418.833055081581,False,-1.8604563989493617,pinned
ADANIPOWER,2021-06-01,2021-06-02,19.439420076370237,19.439420076370237,-1.2830606125735389,16.176110862440648,20.173632844633094,7261.116776858904,11.913930799687728,2.0,166.11575845592117,34,2021-06-08,25.966038504229413,2021-07-01,22.217759771347048,stop,21,1.4256936000911802,22.217759771347048,True,B,82.06000293642029,0.4886213759202285,4.278066683471528,True,1,-1.7460381717512963,71.71294687278555,19.9999981963606,0,22.690000534057617,False,14.292297219061844,pinned
ADANIENT,2021-06-14,2021-06-15,1546.5001966623108,1527.086128863612,1.2713145271737725,1185.502205286093,30.451060298879806,68.3499754605401,8.567915797905973,2.0,1911.0496028239074,6,,,2021-07-19,1380.7325105975601,stop,24,-0.45919282108136206,1380.7325105975601,False,B,106.25209283892025,14.211473529855901,6.028117420464071,True,1,-15.954731647413123,2.002010332665072,8.759240580043794,0,1386.903989655058,False,-10.718892013238278,pinned
SEQUENT,2021-07-15,2021-07-16,292.99269999999996,292.99269999999996,-0.5777277044786255,240.95474360139525,21.596568559235195,457.9228057916229,11.260730446665116,2.0,82.37567391275,22,,,2021-08-02,289.71,stop,10,-0.06308280007875167,289.71,False,B,14.443962386939146,4.468792622474593,4.515615793006309,True,1,-2.7108866534899856,8.927628572315971,4.185667752443004,0,293.5,False,-1.1204033411071235,backfill
RENUKA,2021-08-11,2021-08-12,27.22720076370239,27.22720076370239,-0.4671812697037758,18.773570048028724,45.029425378585984,2809.843536078052,6.441540133334928,2.0,23.57057411085224,4,,,2021-08-20,24.675300762176512,stop,5,-0.301870295421642,24.675300762176512,False,A,222.8375990930903,-19.704734140212942,7.915384339059274,True,1,-12.771054923640834,3.2056164177218793,4.952378045944941,0,24.0,True,-9.372612424145743,pinned
LUXIND,2021-09-13,2021-09-14,4163.294299611113,4152.573145601467,0.25818097920808913,3628.5059607848243,14.73852722321607,44.64600825368085,15.56987689278484,2.0,20.827178546879882,34,,,2021-09-20,3886.806906187204,stop,4,-0.5170034074241822,3886.806906187204,False,B,81.25168987242127,3.5082514952626154,3.245289486716803,True,1,-9.52381495957223,0.0,3.6822303811635377,0,3965.041951888139,False,-6.64107251437247,pinned
BALKRISIND,2021-09-02,2021-09-03,2325.684215109852,2325.684215109852,-0.4814178497499988,2077.0028307386765,11.973088369972684,94.5215805656798,18.704127942593352,2.0,94.80056464717286,43,,,2021-09-21,2327.78169434584,stop,11,0.008434403891114464,2327.78169434584,False,B,27.258667469984886,2.712593585412537,2.6982250460397665,True,1,-6.6935535371841715,5.726571225310639,2.2297333159136747,0,2377.370123229682,False,0.0901876197275886,pinned
FSL,2021-08-12,2021-08-13,184.5794807591281,184.5794807591281,-1.0745363877489034,139.7179462734671,32.108641503972876,530.0176261098915,8.228852752155632,2.0,183.24247587050996,24,,,2021-09-28,173.7421313080801,stop,30,-0.24157331164211335,173.7421313080801,False,B,67.46815158546937,5.603552677899937,6.169533477284672,True,1,-14.207728314269819,4.2859676459409135,6.350965063813866,0,176.56953790772096,False,-5.871372812664088,pinned
MAXHEALTH,2021-09-29,2021-09-30,360.259949699754,355.73753633684873,1.271278091559891,290.2052490800587,24.139708307057294,335.80519902675314,10.28510425461643,2.0,236.11181707953492,49,,,2021-10-06,343.93840692706567,stop,4,-0.23298283524602836,343.93840692706567,False,B,45.284875268956704,3.635001482414957,4.955190879190681,True,1,-5.761268509542051,1.8237080216048973,1.5890787288464128,0,353.3911997654507,False,-4.530490493403705,pinned
ICIL,2021-09-24,2021-09-27,274.21802071488935,274.21802071488935,-3.00141845514581,218.11553693871122,25.721452292480418,417.59795827380344,9.77561071302608,2.0,17.67381166092712,48,,,2021-10-20,267.0704532904995,stop,16,-0.1274019783670403,267.0704532904995,False,B,71.73856249119967,6.940554129185217,5.314464560674426,True,1,-9.033040323197616,10.785188391918354,6.145049495025958,0,276.3069605066976,False,-2.606527246369905,pinned
ECLERX,2021-10-14,2021-10-18,773.5005979294218,773.5005979294218,-0.3580354150699794,661.0516280262716,17.01061840493361,212.34364272500414,13.75736209225608,2.0,14.103430282315978,29,,,2021-10-20,742.3669154791763,stop,2,-0.2768694322149881,742.3669154791763,False,B,45.94967106634624,2.340780264242537,3.672691114834312,True,1,-6.639435408516714,1.9222021517107502,1.8735484764081773,0,744.2415113077637,False,-4.02503663650513,pinned
ANGELONE,2021-08-24,2021-08-25,102.38437606408601,102.38437606408601,-0.05544406624042875,73.7731007293796,38.782801660540976,817.6515341214705,7.156925014096833,2.0,44.69694611913071,7,,,2021-10-21,120.06471187428696,stop,39,0.6179499376860745,120.06471187428696,False,B,180.47287310362628,0.8104663953062419,7.0738185413259975,True,1,-5.0837856063872255,50.183577567048296,10.301852536700121,0,130.1854891113468,False,17.268587737580376,pinned
CDSL,2022-01-13,2022-01-14,779.2674056819761,779.2674056819761,-1.1912938967891362,674.2816394414248,15.570017052150732,220.24061215902933,14.845201089383098,2.0,101.2011885937799,29,,,2022-01-24,744.3235639015102,stop,6,-0.33284361329896833,744.3235639015102,False,B,20.20286752854108,6.316174093431748,3.4053086758238322,True,1,-8.385188390731956,1.6985780847209586,5.110229092054031,0,756.5681700390264,False,-4.484191373291802,pinned
BSE,2022-02-09,2022-02-10,243.25151952433532,243.25151952433532,-1.670451126376693,195.7942757614925,24.238320338155873,483.72232571158327,10.251396846387937,2.0,309.3877780202417,44,,,2022-02-22,222.8769423241271,stop,8,-0.42932491617140056,222.8769423241271,False,B,57.40093599651941,11.131156487015769,5.002300180867666,True,1,-11.43839414882547,2.2602996664556896,5.582452825960544,0,217.1837631854385,True,-8.375930082594984,pinned
M&MFIN,2022-08-01,2022-08-02,181.10667775096064,181.10667775096064,-1.1105670927776257,153.1290485398694,18.270621725835955,827.21065780208,12.946534989402462,2.0,113.65395193352256,5,,,2022-08-19,181.7763073624227,stop,11,0.023934465869488088,181.7763073624227,False,B,17.46534176947825,2.423714086343187,3.927020194163369,True,1,-2.8727541780411148,5.212542469475645,3.88134177515531,0,189.60828536573763,False,0.369743192121752,pinned
TANLA,2022-08-01,2022-08-02,705.1766245401259,705.1766245401259,-0.7015104989075649,460.4921631357006,53.13542357339103,94.58464559053901,5.763967360187853,2.0,123.86896369366913,45,,,2022-08-19,690.2148333385661,stop,11,-0.06114728788122866,690.2148333385661,False,A,-30.442970681318283,-27.325822080996275,8.747511225278844,True,1,-5.329266027552448,9.082887837684538,4.998622075227422,0,697.10784580468,False,-2.121708332478689,pinned
BAYERCROP,2022-08-30,2022-09-01,4987.536186135719,4987.536186135719,-1.4431901357420673,4484.065049518102,11.228006977100492,48.34988556268383,19.81260026003723,2.0,11.780978196889647,24,,,2022-09-08,4740.81467916885,stop,5,-0.4900410153089917,4740.81467916885,False,B,11.224929447365906,3.632016777191094,2.5376214651365165,True,1,-6.1702617040515495,0.10269524293935461,1.3015261842444856,0,4798.584774031263,False,-4.9467612416066675,pinned
HAL,2022-07-19,2022-07-20,873.9732066273135,869.5710907387968,0.506239907858097,771.9480131106449,13.216588654143635,222.9929453744396,17.13249789591481,2.0,117.37149136182678,17,2022-08-11,1078.023593660651,2022-09-21,1152.3322104911467,stop,42,2.364167977874776,1152.3322104911467,True,B,26.904437089038513,1.3593663559581692,2.944749221625086,True,1,-1.3229793817209012,43.96754425498681,8.108449714508973,0,1176.3057115870347,False,31.84983266684207,pinned
ELGIEQUIP,2022-08-01,2022-08-02,397.54133875504095,397.54133875504095,-0.21160594124484122,333.4317833956652,19.227187854284566,360.9975600940565,12.401937169164977,2.0,21.06343336732132,33,2022-09-02,525.7604494737925,2022-09-26,413.21548918016737,stop,36,1.1222450408309854,413.21548918016737,True,B,20.240076615451684,5.489271543454288,4.086429260016101,True,1,-0.22401440289383512,41.01884805778244,10.52318887110416,0,436.43539054885866,False,3.942772460899868,pinned
JSWENERGY,2022-10-31,2022-11-01,333.88797032919905,333.88797032919905,-0.335108085721314,279.92513996171067,19.277593421894746,444.82328066616503,12.374738984423635,2.0,67.85835471480866,44,,,2022-11-10,317.2364678690474,stop,6,-0.3085735560339308,317.2364678690474,False,B,39.98753045919465,3.103176498421556,4.07028338610405,True,1,-6.229725116601925,3.310449588115949,3.042911390676619,0,320.9896955021888,False,-4.987152560103924,pinned
VBL,2022-11-01,2022-11-02,221.0449408255868,221.0449408255868,-0.4586164576457774,189.28486757730306,16.77898167708154,757.8784614497911,13.9196744980764,2.0,203.546101190794,36,,,2022-11-11,220.2468254196138,stop,6,-0.025129520317341274,220.2468254196138,False,B,35.90037903188297,3.7685061624716187,3.618366800425734,True,1,-1.7903308520295425,10.571653698422878,5.45455253000108,0,227.1673093776382,False,-0.36106476945009236,pinned
ADANIENT,2022-11-01,2022-11-02,3604.4992913033607,3604.4992913033607,-0.8600693575728235,3164.332320505655,13.910263721206363,54.68441988120978,16.377872627612195,2.0,739.2140045434728,12,,,2022-11-24,3852.6764795234308,stop,15,0.5638251043014508,3852.6764795234308,False,B,52.496307789656285,4.7666520562727355,3.0830874153344756,True,1,-2.3554761326261997,13.429368527276786,6.763862974187935,0,3902.8988216421744,False,6.885205632273306,pinned
DEEPAKFERT,2022-11-21,2022-11-22,808.7537602479287,806.4141424270586,0.29012609002969647,643.7111001056167,25.639244082513525,145.9167076344928,9.80054198775712,2.0,65.07199452093414,30,,,2022-12-07,761.0557308855075,stop,11,-0.28900424484973997,761.0557308855075,False,A,36.4076064969304,-8.798564353084782,5.160420983027392,True,1,-6.659093537068483,1.35215838553433,2.151855562013138,0,766.4627874162629,False,-5.897719640623245,pinned
KRBL,2022-11-14,2022-11-15,404.5707597720162,404.5707597720162,-0.07577840509501721,341.0850229470966,18.612877304426934,382.1858575612651,12.745248933244266,2.0,28.463675854165043,28,,,2022-12-09,401.90987136688193,stop,18,-0.041913168818886355,401.90987136688193,False,B,67.21505864577304,8.859503707709449,3.946011762345579,True,1,-7.301109559486196,5.147204224696655,5.175139268086623,0,411.6818652718712,False,-0.6577065546293337,pinned
SOLARINDS,2022-12-01,2022-12-02,4088.1797237118662,4088.1797237118662,-0.24007039023804522,3602.946473707831,13.467678566556017,50.113062583601085,16.850369275715828,2.0,23.47802813932129,42,,,2022-12-12,3972.485486831172,stop,6,-0.23843015061258138,3972.485486831172,False,B,35.45177873490011,3.5798313698562456,2.9844260147323176,True,1,-3.4640369861259512,0.7399207282600351,1.484261032199266,0,4036.2582947964393,False,-2.829969441158764,pinned
TIINDIA,2022-11-28,2022-11-29,2765.983504909609,2765.983504909609,-0.7983106568017484,2284.6829136715023,21.06640656162886,49.418875861425825,11.493788103581343,2.0,163.96278117918212,39,,,2022-12-15,2840.037526654602,stop,12,0.153862312021049,2840.037526654602,False,B,34.14444581737974,2.113530945915354,4.398991635634527,True,1,-5.499918240175705,9.43648989966408,4.958969376369577,0,2957.392155271957,False,2.6773124862656372,pinned
KALYANKJIL,2022-11-23,2022-11-24,99.29259639288274,99.09401338391528,0.20039859340250654,82.7942200892464,19.926966261476032,1455.1076775174608,12.036650706166524,2.0,36.65192503731907,34,,,2022-12-23,106.03080898346317,stop,21,0.40841671123086737,106.03080898346317,False,A,56.70382050354856,-1.308977799240052,4.212901337511144,True,1,-2.6972996897099977,31.66832741822514,12.18916247285501,0,120.9663510197025,False,6.786218545357148,pinned
KARURVYSYA,2022-12-05,2022-12-07,81.42323559226234,81.42323559226234,-0.3465668574270997,68.02524566095465,19.69561418136547,1822.2878008750101,12.154544974242288,2.0,55.34872547130089,9,,,2023-01-10,86.31676807360887,stop,24,0.36524377958454696,86.31676807360887,False,B,74.57581354183509,4.51018162875414,4.196551437375395,True,2,-1.6785641119370087,14.650784935905016,9.693364080839013,0,87.08604294962525,False,6.009995114725664,pinned
MANAPPURAM,2023-05-08,2023-05-09,106.81931914613361,106.81931914613361,-0.6763364487075596,84.93216861961646,25.77015385600545,1097.4962674980827,9.760916023921688,1.9999999999999998,176.1683690760425,26,,,2023-06-06,104.52006455325596,stop,20,-0.10505043084946153,104.52006455325596,False,A,2.412346001238075,-6.986757799180376,5.206158820868141,True,1,-4.223616760316451,4.600213343404036,4.805213786413156,0,105.38768431079251,False,-2.1524707433607237,pinned
KPITTECH,2023-04-26,2023-05-02,907.4563932171285,901.6105143963766,0.6483818375460748,760.5332469902551,19.318438320521715,164.37248324138108,12.352803714342832,2.0,299.0880768028989,10,,,2023-06-13,1067.6192365260797,stop,30,1.0901130789946025,1067.6192365260797,False,B,21.035734640174162,6.981950479531096,4.118514443612829,True,3,-5.084923084994076,25.902213721132373,5.7708974069299614,0,1129.6050621901543,False,17.649646253649664,pinned
SONATSOFTW,2023-05-15,2023-05-16,429.1816296876023,429.1307879698193,0.011847604322112737,365.69923282631663,17.359182399880968,381.37472885154887,13.521279942387803,2.0,39.58447713752686,21,,,2023-06-22,480.99321863709065,stop,27,0.8161567853636807,480.99321863709065,False,B,43.65085165406961,6.490269819671801,3.739236357680395,True,1,-0.44134214603700483,20.446927797340408,5.252643217526341,0,489.0992433610497,False,12.072182350209527,pinned
