tkr,sig_date,entry_date,entry,trig,stop0,risk_pct,half_date,half_px,exit_date,exit_px,reason,held,R,gap_through,net_pnl,stt_paid
ADANIPOWER,2024-05-29,2024-06-03,174.0,136.8,133.08,2.0,,,2024-06-05,133.08,stop,2,-1.0,False,-42905.43,317.66
ADANIENSOL,2024-05-30,2024-06-04,1219.75,1107.15,1080.12,2.0,,,2024-06-05,1080.12,stop,1,-1.0,True,-45539.43,728.48
JSWENERGY,2024-05-30,2024-06-04,656.17,616.41,589.7,2.0,,,2024-06-05,589.7,stop,1,-1.0,True,-45720.45,829.05
TRENT,2024-02-07,2024-02-12,3758.35,3625.58,2944.64,2.0,2024-06-18,5385.769018694424,2024-06-18,5346.61,time,83,1.976,False,94731.57,543.15
BDL,2024-05-17,2024-05-21,1259.22,1163.75,1013.43,2.0,2024-07-05,1750.7993736941287,2024-07-18,1529.46,trail,40,1.55,False,64805.74,500.13
VOLTAS,2024-04-03,2024-04-08,1293.93,1209.77,1168.3,2.0,2024-07-30,1545.173416903933,2024-07-30,1526.31,time,75,1.925,False,74128.87,886.11
MAXHEALTH,2024-06-12,2024-06-18,925.33,875.27,804.37,2.0,,,2024-08-08,852.54,ma_breach,36,-0.602,False,-26292.87,615.15
CHEMPLASTS,2024-08-05,2024-08-08,586.0,548.55,524.72,2.0,,,2024-08-09,524.72,stop,1,-1.0,False,-46597.86,794.28
GODREJCP,2024-06-04,2024-06-05,1322.92,1312.95,1209.33,2.0,,,2024-08-16,1324.94,ma_breach,49,0.018,False,-892.87,863.13
SUPRAJIT,2024-08-12,2024-08-16,562.68,518.21,495.55,2.0,,,2024-09-03,526.8,ma_breach,12,-0.535,False,-24435.18,670.63
BIKAJI,2024-05-31,2024-06-05,596.01,596.01,550.98,2.0,2024-06-07,686.0792670687556,2024-09-05,880.39,time,63,4.157,False,149967.65,1134.04
MMTC,2024-07-24,2024-07-25,103.0,102.6,84.88,2.0,,,2024-09-09,95.6,ma_breach,31,-0.408,False,-18553.55,474.99
ASHOKLEY,2024-07-25,2024-07-30,121.91,111.01,106.8,2.0,,,2024-09-16,116.94,ma_breach,33,-0.329,False,-15585.82,689.57
UNITDSPR,2024-06-04,2024-06-07,1283.2,1213.9,1115.82,2.0,2024-09-24,1617.967719686725,2024-09-24,1613.96,time,74,1.988,False,77620.33,687.04
BLS,2024-08-06,2024-08-09,400.12,389.49,355.7,2.0,,,2024-09-24,389.13,ma_breach,31,-0.247,False,-11929.69,758.94
MAXHEALTH,2024-09-19,2024-09-24,1069.27,997.85,940.02,2.0,,,2024-10-03,940.02,stop,6,-1.0,False,-44438.22,672.06
BPCL,2024-09-26,2024-10-01,340.56,319.34,308.17,2.0,,,2024-10-04,308.17,stop,2,-1.0,False,-45345.09,876.72
SAREGAMA,2024-09-30,2024-10-03,646.07,629.59,548.24,2.0,,,2024-10-14,548.24,stop,7,-1.0,False,-44525.85,531.87
JMFINANCIL,2024-09-03,2024-09-05,116.89,114.69,102.83,2.0,2024-09-27,145.00929441203482,2024-10-22,134.24,trail,32,1.617,False,67685.41,779.46
POLYCAB,2024-10-18,2024-10-21,7096.43,7096.43,6537.61,2.0,,,2024-10-22,6537.61,stop,1,-1.0,False,-43931.54,1026.75
ASAHIINDIA,2024-09-19,2024-09-24,809.08,718.74,668.79,2.0,,,2024-10-23,668.79,stop,20,-1.0,False,-44822.39,455.39
EPIGRAL,2024-09-09,2024-09-11,2139.57,1856.2,1769.82,2.0,,,2024-10-25,1986.74,ma_breach,31,-0.413,False,-19563.94,482.62
BBTC,2024-10-18,2024-10-22,2767.55,2674.31,2534.38,2.0,,,2024-10-25,2534.38,stop,3,-1.0,False,-45807.88,964.83
GODFRYPHLP,2024-08-29,2024-09-03,2195.69,2146.18,1887.4,2.0,,,2024-10-29,2063.62,ma_breach,39,-0.428,False,-19259.16,587.04
FLUOROCHEM,2024-09-11,2024-09-16,4393.16,4042.89,3855.31,2.0,,,2024-11-12,4196.69,ma_breach,40,-0.365,False,-17143.88,694.84
AMBER,2024-09-30,2024-10-04,5159.95,4848.55,4575.42,2.0,2024-10-21,6329.0105859375,2024-12-05,5950.78,trail,42,1.676,False,69039.61,812.98
NEULANDLAB,2024-11-11,2024-11-13,15584.09,13945.1,12792.59,2.0,,,2024-12-19,14496.15,ma_breach,24,-0.39,False,-16470.59,433.8
JUBLINGREA,2024-12-10,2024-12-12,841.19,796.46,759.08,2.0,,,2024-12-20,759.08,stop,6,-1.0,False,-46013.93,839.54
DEEPAKFERT,2024-10-23,2024-10-25,1125.94,1125.94,948.35,2.0,,,2024-12-23,1125.89,ma_breach,39,-0.0,False,-919.77,504.8
POLYMED,2024-10-28,2024-10-31,2785.11,2654.59,2453.73,2.0,,,2024-12-23,2622.54,ma_breach,35,-0.491,False,-21542.56,641.87
KEC,2024-12-03,2024-12-05,1264.92,1103.99,1057.26,2.0,,,2025-01-08,1057.26,stop,23,-1.0,False,-43571.65,477.64
TARIL,2024-10-22,2024-10-23,438.82,424.82,385.28,2.0,2024-12-12,545.8952090733765,2025-01-13,550.93,trail,55,2.047,True,78841.75,733.32
COFORGE,2024-10-23,2024-10-25,1519.5,1512.22,1369.74,2.0,2024-12-12,1819.000215533143,2025-01-13,1787.59,trail,53,1.895,False,73854.27,883.32
MANKIND,2024-12-18,2024-12-23,2848.88,2848.88,2622.39,2.0,,,2025-01-13,2622.39,stop,14,-1.0,False,-41837.21,968.55
HCLTECH,2025-01-08,2025-01-13,1872.16,1819.23,1776.2,2.0,,,2025-01-14,1776.2,stop,1,-1.0,False,-42311.24,1505.71
CRISIL,2025-01-13,2025-01-15,5804.64,5804.64,5478.46,2.0,,,2025-01-17,5478.46,stop,2,-1.0,False,-40180.75,1308.44
ANANTRAJ,2024-12-17,2024-12-20,848.98,842.99,789.31,2.0,,,2025-01-27,789.31,stop,25,-1.0,False,-42968.42,1124.19
BSE,2025-01-13,2025-01-14,1752.81,1744.46,1667.43,2.0,2025-01-15,1923.5487006064006,2025-01-27,1792.43,trail,9,1.232,False,43983.47,1609.35
BIOCON,2025-01-14,2025-01-17,393.47,390.68,369.39,2.0,,,2025-01-27,369.39,stop,6,-1.0,False,-41568.25,1245.45
EICHERMOT,2025-01-22,2025-01-27,5123.57,4960.68,4884.91,2.0,,,2025-02-12,4884.91,stop,13,-1.0,False,-39995.2,1559.53
PTCIL,2025-01-03,2025-01-08,16901.0,14628.0,13256.78,2.0,,,2025-02-14,13625.0,ma_breach,28,-0.899,False,-38071.72,343.55
BHARTIARTL,2025-02-07,2025-02-12,1693.39,1693.39,1619.82,2.0,,,2025-02-20,1619.82,stop,6,-1.0,False,-37448.24,1560.02
WIPRO,2025-01-22,2025-01-27,297.91,290.59,280.33,2.0,,,2025-02-25,280.33,stop,22,-1.0,False,-39390.31,1223.48
SUNDARMFIN,2025-02-17,2025-02-20,4707.86,4587.42,4338.02,2.0,,,2025-02-25,4338.02,stop,3,-1.0,False,-36747.35,827.91
CHOLAHLDNG,2025-02-28,2025-03-03,1668.85,1668.85,1541.24,2.0,,,2025-03-17,1541.24,stop,9,-1.0,False,-35346.05,817.22
NH,2025-02-18,2025-02-21,1414.67,1370.77,1310.6,2.0,2025-03-03,1622.8078115338967,2025-04-07,1554.32,trail,28,1.671,True,52775.86,970.08
ABBOTINDIA,2025-02-24,2025-02-25,29439.97,29439.97,28118.34,2.0,,,2025-04-07,28118.34,stop,26,-1.0,True,-34687.99,1400.88
NAVA,2025-03-26,2025-04-01,508.97,491.34,456.27,2.0,,,2025-04-07,456.27,stop,4,-1.0,True,-37276.25,641.7
AMBER,2025-04-08,2025-04-15,6790.0,6523.0,6299.99,2.0,,,2025-04-25,6299.99,stop,7,-1.0,False,-35276.53,899.14
JSWHL,2025-03-04,2025-03-07,19444.0,17400.0,16193.79,2.0,2025-04-04,25944.42,2025-04-30,23488.8,trail,33,1.622,False,51560.13,454.83
BAJFINANCE,2025-04-04,2025-04-08,868.96,868.96,847.06,2.0,2025-04-15,912.7788022260846,2025-04-30,854.23,trail,13,0.664,False,17224.82,2650.8
POLYMED,2025-04-25,2025-04-30,2583.76,2560.5,2419.62,2.0,2025-05-07,2912.038851398819,2025-05-13,2419.62,trail,8,0.5,False,13360.59,1101.14
ERIS,2025-04-22,2025-04-25,1503.93,1409.93,1354.47,2.0,,,2025-05-21,1354.47,stop,17,-1.0,False,-37665.02,675.14
GODFRYPHLP,2025-03-11,2025-03-17,1872.57,1744.31,1646.74,2.0,2025-04-01,2324.2326648450758,2025-06-13,2648.74,trail,59,2.718,False,87305.09,627.93
SBFC,2025-05-07,2025-05-12,103.96,98.31,92.91,2.0,,,2025-06-24,104.95,ma_breach,31,0.09,False,777.26,627.39
MAZDOCK,2025-04-28,2025-04-30,3054.69,2797.59,2627.1,2.0,,,2025-06-30,3219.96,ma_breach,42,0.387,False,12398.26,505.24
ANGELONE,2025-05-16,2025-05-21,275.6,275.6,250.57,2.0,,,2025-07-09,265.21,ma_breach,35,-0.415,False,-15870.75,755.62
CEATLTD,2025-07-08,2025-07-09,3831.85,3831.85,3610.09,2.0,,,2025-07-21,3610.09,stop,8,-1.0,False,-39628.34,1190.11
AIIL,2025-05-09,2025-05-13,383.91,351.9,329.91,2.0,2025-06-03,491.90608312799753,2025-07-25,522.08,trail,53,2.279,False,73404.39,545.13
CHOLAHLDNG,2025-04-08,2025-04-15,1812.75,1745.45,1571.79,2.0,,,2025-07-30,1911.18,ma_breach,74,0.409,False,11928.82,520.17
WOCKPHARMA,2025-06-10,2025-06-13,1708.0,1558.8,1506.79,2.0,,,2025-08-04,1611.2,ma_breach,36,-0.481,False,-18382.05,593.67
LTFOODS,2025-06-24,2025-06-25,445.71,445.71,399.08,2.0,,,2025-08-08,456.78,ma_breach,32,0.237,False,7280.9,695.75
JMFINANCIL,2025-08-11,2025-08-14,181.22,162.68,148.83,2.0,,,2025-09-24,168.82,ma_breach,27,-0.383,False,-13764.03,369.87
DALBHARAT,2025-07-17,2025-07-22,2263.1,2182.39,2125.63,2.0,,,2025-09-29,2204.49,ma_breach,47,-0.426,False,-17276.99,1157.93
TATAINVEST,2025-09-26,2025-09-29,887.03,887.03,812.29,2.0,2025-09-30,1036.4890343262323,2025-10-20,861.24,trail,14,0.828,False,27205.2,853.24
GVT&D,2025-07-29,2025-07-30,2592.25,2496.33,2365.49,2.0,2025-09-19,3045.764004887714,2025-10-23,2876.85,trail,57,1.628,False,54078.77,836.43
NLCINDIA,2025-09-19,2025-09-24,274.39,259.85,250.68,2.0,,,2025-10-29,250.68,stop,23,-1.0,False,-37586.01,800.23
ABCAPITAL,2025-08-04,2025-08-05,280.95,280.95,251.25,2.0,2025-11-07,340.35303662109374,2025-11-07,338.1,time,63,1.962,False,65964.77,715.7
ADANIPOWER,2025-09-19,2025-09-22,148.2,144.6,132.94,2.0,2025-09-23,178.7261162109375,2025-11-07,151.78,trail,31,1.117,False,38375.86,729.56
SBFC,2025-10-17,2025-10-23,117.0,113.95,107.06,2.0,,,2025-11-17,109.1,ma_breach,16,-0.795,False,-31966.16,831.58
NEULANDLAB,2025-09-29,2025-10-03,15440.0,14550.0,13985.0,2.0,2025-11-10,18349.998,2025-11-24,16266.32,trail,34,1.284,False,45952.48,831.78
CHENNPETRO,2025-10-24,2025-10-29,824.47,773.37,740.19,2.0,2025-11-06,993.0268474120999,2025-11-26,938.95,trail,19,1.679,False,58629.84,759.04
SYRMA,2025-11-25,2025-11-27,861.0,849.9,807.69,2.0,,,2025-11-28,807.69,stop,1,-1.0,False,-39457.11,1169.23
MINDACORP,2025-11-03,2025-11-07,590.5,590.5,562.57,2.0,,,2025-12-09,562.57,stop,22,-1.0,False,-43138.53,1555.83
POLICYBZR,2025-12-05,2025-12-10,1957.3,1899.4,1852.45,2.0,,,2025-12-16,1852.45,stop,4,-1.0,False,-37715.52,1286.22
ASIANPAINT,2025-11-12,2025-11-17,2876.91,2809.9,2612.68,2.0,,,2026-01-02,2732.1,ma_breach,33,-0.548,False,-22456.42,813.1
MOTHERSON,2025-11-25,2025-11-28,116.28,110.62,108.27,2.0,,,2026-01-14,114.03,ma_breach,32,-0.281,False,-12300.89,1062.01
AIAENG,2025-12-30,2026-01-02,4080.0,4080.0,3753.04,2.0,,,2026-01-20,3753.04,stop,11,-1.0,False,-39123.56,864.79
MAHABANK,2026-01-09,2026-01-14,64.04,62.0,60.01,2.0,,,2026-02-02,60.01,stop,12,-1.0,True,-36598.6,1067.78
CUB,2026-01-30,2026-02-03,243.0,228.52,216.53,2.0,,,2026-02-09,216.53,stop,4,-1.0,False,-34825.24,586.33
JKTYRE,2025-12-11,2025-12-16,471.75,455.8,442.46,2.0,2026-02-03,530.3358121948243,2026-02-20,529.67,trail,46,1.989,False,66251.63,1212.3
GMDCLTD,2026-01-28,2026-02-02,577.5,564.45,528.67,2.0,,,2026-02-24,560.0,ma_breach,16,-0.358,False,-13938.09,811.08
FORCEMOT,2026-02-04,2026-02-09,21650.0,20265.0,19761.22,2.0,2026-02-17,25427.561999999998,2026-03-04,22666.24,trail,16,1.269,False,41653.1,822.34
NETWEB,2026-02-19,2026-02-20,3700.0,3700.0,3379.42,2.0,,,2026-03-05,3379.42,stop,8,-1.0,False,-35942.03,763.36
CHENNPETRO,2026-02-27,2026-03-05,1010.99,965.35,902.99,2.0,,,2026-03-11,902.99,stop,4,-1.0,False,-34771.4,597.14
FEDERALBNK,2026-01-16,2026-01-20,278.4,278.4,247.2,2.0,,,2026-03-12,265.75,ma_breach,35,-0.405,False,-15154.68,605.04
DATAPATTNS,2026-02-19,2026-02-24,3056.0,2961.0,2857.14,2.0,2026-03-06,3453.7200000000003,2026-03-23,3066.81,trail,18,1.027,False,33103.4,1083.96
EMCURE,2026-03-09,2026-03-11,1567.0,1557.3,1393.51,2.0,,,2026-03-24,1499.4,ma_breach,9,-0.39,False,-15205.11,595.22
OIL,2026-01-27,2026-01-30,503.84,443.57,426.4,2.0,,,2026-04-13,475.0,ma_breach,47,-0.372,False,-13641.93,436.29
CCL,2026-03-02,2026-03-06,1035.0,1020.0,963.04,2.0,2026-04-08,1178.928,2026-05-11,1084.09,trail,42,1.341,False,42113.28,1026.01
KIRLOSENG,2026-03-24,2026-03-25,1335.0,1335.0,1253.65,2.0,2026-04-13,1497.7097512207033,2026-05-12,1582.44,trail,30,2.521,False,80097.91,1152.01
GALLANTT,2026-04-13,2026-04-16,811.05,692.0,644.36,2.0,,,2026-05-21,678.0,ma_breach,25,-0.798,False,-28963.09,317.74
AUROPHARMA,2026-03-09,2026-03-12,1308.0,1251.8,1180.92,2.0,,,2026-06-18,1429.4,ma_breach,66,0.955,False,30548.22,717.96
APARINDS,2026-04-02,2026-04-08,10450.0,9960.5,9289.2,2.0,2026-04-30,12771.597000000002,2026-06-29,15986.0,eos,56,3.385,False,113745.11,727.11
HONASA,2026-04-08,2026-04-13,342.7,316.9,305.24,2.0,2026-05-27,417.6111610107422,2026-06-29,446.45,eos,53,2.385,False,80772.56,722.44
RRKABEL,2026-05-07,2026-05-12,1955.07,1955.07,1799.96,2.0,2026-06-16,2265.3021647608784,2026-06-29,2502.3,eos,34,2.764,False,102751.9,1059.18
GLAND,2026-05-14,2026-05-18,2122.0,1906.0,1820.38,2.0,,,2026-06-29,2373.0,eos,30,0.832,False,28840.99,551.03
MINDACORP,2026-05-22,2026-05-27,596.95,590.0,531.52,2.0,,,2026-06-29,672.4,eos,22,1.153,False,40935.67,731.78
MMTC,2026-06-12,2026-06-17,75.74,71.35,63.69,2.0,,,2026-06-29,66.75,eos,8,-0.746,False,-30907.89,476.3
SCHNEIDER,2026-06-15,2026-06-18,1266.6,1216.2,1098.9,2.0,,,2026-06-29,1453.6,eos,7,1.115,False,43809.15,654.41
