,blend
2021-10-14,0.004300690735050829
2021-10-18,0.006967156326941273
2021-10-19,-0.017275225993415
2021-10-20,-0.009263602955664713
2021-10-21,-0.015164990842587838
2021-10-22,-0.010873367771674624
2021-10-25,-0.019146666062269828
2021-10-26,0.011769954075114929
2021-10-27,-9.170836904540857e-05
2021-10-28,-0.015163640355445837
2021-10-29,-0.006573021524781531
2021-11-01,0.008110852404746152
2021-11-02,0.009681030860502551
2021-11-03,-0.006121964889558237
2021-11-04,0.014633419303612984
2021-11-08,0.016387393336054185
2021-11-09,-0.00026065568518571377
2021-11-10,-0.008787516377501855
2021-11-11,0.0010156059010889345
2021-11-12,0.0038451879617709874
2021-11-15,0.0011951625529076164
2021-11-16,-0.010317048668795015
2021-11-17,-0.006256332015104596
2021-11-18,-0.01665398164514641
2021-11-22,-0.02202686094645987
2021-11-23,0.017867504352987847
2021-11-24,-0.0044236367573272295
2021-11-25,-0.004889120865427667
2021-11-26,-0.015252358103732962
2021-11-29,-0.020621242531686585
2021-11-30,0.00972775777685319
2021-12-01,-0.0022672825393868635
2021-12-02,0.006669982110128064
2021-12-03,-0.0039052612911719712
2021-12-06,-0.013881502806066818
2021-12-07,0.004471592725959043
2021-12-08,0.014939637031181535
2021-12-09,0.01728945710090799
2021-12-10,0.003915255633073821
2021-12-13,-0.005953457148471811
2021-12-14,0.009881003599194
2021-12-15,-0.005405565529183424
2021-12-16,-0.007964359657103562
2021-12-17,-0.022299964644356945
2021-12-20,-0.027766842749433307
2021-12-21,0.009033290136948107
2021-12-22,0.008978410438355632
2021-12-23,0.01468844596843753
2021-12-24,-0.008741007739010044
2021-12-27,-0.0025542165500906837
2021-12-28,0.01114620165430151
2021-12-29,0.007816644566760084
2021-12-30,0.0029096336760814465
2021-12-31,0.010943133448717647
2022-01-03,0.006360187685754692
2022-01-04,-0.002734835136065514
2022-01-05,0.002986393310715772
2022-01-06,-0.00013900440579405794
2022-01-07,0.011860117409941801
2022-01-10,0.009715134726025525
2022-01-11,-0.0031001195573941657
2022-01-12,-0.0006327137419439165
2022-01-13,0.0005566141849396363
2022-01-14,-0.001219296630873875
2022-01-17,0.002998996524339929
2022-01-18,-0.013231265592442342
2022-01-19,-0.0025842405468485467
2022-01-20,-0.011125177688223221
2022-01-21,-0.008697052650259073
2022-01-24,-0.027467443246193074
2022-01-25,0.005986119182044699
2022-01-27,-0.004648320289174141
2022-01-28,0.0014606647250868128
2022-01-31,0.010051228424803944
2022-02-01,0.010741986972243073
2022-02-02,0.011984090519576898
2022-02-03,-0.0003388647861021321
2022-02-04,0.0044632952833909886
2022-02-07,-0.016703323812701214
2022-02-08,-0.004092633358946384
2022-02-09,0.008553537539549584
2022-02-10,0.0012751939976953254
2022-02-11,-0.008943633319550857
