id,ticker,entry_date,cohort,ext_band,crs_tercile,false_touch,noise_stop,exit_too_early,R,opp_quality_R,ext_vs_sma,rank_crs
a595fd397f56,CHOLAHLDNG,2023-06-19,strong_winner,2,2,0,0,1,2.131,4.286,46.16,0.3797
557089387f08,LODHA,2023-11-06,strong_winner,2,2,0,0,0,2.437,3.809,44.49,0.3679
f727e9046f13,DALBHARAT,2021-03-22,strong_winner,2,2,0,0,0,2.255,3.109,69.65,0.4035
be973d548835,WELSPUNLIV,2023-08-07,strong_winner,2,2,0,0,1,2.147,3.501,43.23,0.3237
29b180d60a97,CGPOWER,2021-07-05,strong_winner,2,2,0,0,1,5.227,19.571,52.8,0.3297
7ee44fe8e17d,NCC,2023-04-03,strong_winner,2,2,0,0,1,2.224,3.4,39.79,0.3727
40f4b0917113,UNOMINDA,2021-02-08,strong_winner,2,2,0,0,0,2.576,4.069,66.22,0.2842
c8c6367e00d8,GRASIM,2021-05-31,strong_winner,2,2,0,0,1,2.068,3.667,43.34,0.2338
4b1b363fda08,INTELLECT,2020-12-01,strong_winner,2,2,0,0,1,2.971,7.537,85.08,0.5967
21f954e22d57,FACT,2023-01-03,strong_winner,2,2,0,0,1,2.177,2.764,154.77,1.6634
ad43df8c39b6,BDL,2022-07-11,strong_winner,2,2,0,0,0,2.208,3.537,33.85,0.368
eb7409ce811f,TORNTPOWER,2024-02-05,strong_winner,2,2,0,0,1,2.825,7.43,47.2,0.3006
