NCC LIMITED (XNSE:NCC),NCC,NCC.NS,,,,,,,,,,,,
State Bank of India (XNSE:SBIN),SBIN,SBIN.NS,,,,,,,,,,,,
ADANI PORTS AND SPECIAL ECONOMIC ZONE LIMITED (XNSE:ADANIPORTS),ADANIPORTS,ADANIPORTS.NS,,,,,,,,,,,,
KEC INTERNATIONAL LIMITED (XNSE:KEC),KEC,KEC.NS,,,,,,,,,,,,
RAINBOW CHILDREN'S MEDICARE LIMITED (XNSE:RAINBOW),RAINBOW,RAINBOW.NS,,,,,,,,,,,,
TRIDENT LIMITED (XNSE:TRIDENT),TRIDENT,TRIDENT.NS,,,,,,,,,,,,
HYUNDAI MOTOR INDIA LIMITED (XNSE:HYUNDAI),HYUNDAI,HYUNDAI.NS,,,,,,,,,,,,
MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED (XNSE:M&MFIN),M&MFIN,M&MFIN.NS,,,,,,,,,,,,
L&T TECHNOLOGY SERVICES LIMITED (XNSE:LTTS),LTTS,LTTS.NS,,,,,,,,,,,,
BATA INDIA LTD (XNSE:BATAINDIA),BATAINDIA,BATAINDIA.NS,,,,,,,,,,,,
ALEMBIC PHARMACEUTICALS LIMITED (XNSE:APLLTD),APLLTD,APLLTD.NS,,,,,,,,,,,,
ALIVUS LIFE SCIENCES LIMITED (XNSE:ALIVUS),ALIVUS,ALIVUS.NS,,,,,,,,,,,,
TUBE INVESTMENTS OF INDIA LIMITED (XNSE:TIINDIA),TIINDIA,TIINDIA.NS,,,,,,,,,,,,
Indus Towers Limited (XNSE:INDUSTOWER),INDUSTOWER,INDUSTOWER.NS,,,,,,,,,,,,
ETERNAL LIMITED (XNSE:ETERNAL),ETERNAL,ETERNAL.NS,,,,,,,,,,,,
JYOTHY LABS LIMITED (XNSE:JYOTHYLAB),JYOTHYLAB,JYOTHYLAB.NS,,,,,,,,,,,,
BHARTI HEXACOM LIMITED (XNSE:BHARTIHEXA),BHARTIHEXA,BHARTIHEXA.NS,,,,,,,,,,,,
PFIZER LIMITED (XNSE:PFIZER),PFIZER,PFIZER.NS,,,,,,,,,,,,
ASIAN PAINTS LIMITED (XNSE:ASIANPAINT),ASIANPAINT,ASIANPAINT.NS,,,,,,,,,,,,
NHPC Limited (XNSE:NHPC),NHPC,NHPC.NS,,,,,,,,,,,,
INDIAN RAILWAY FINANCE CORPORATION LIMITED (XNSE:IRFC),IRFC,IRFC.NS,,,,,,,,,,,,
KFIN TECHNOLOGIES LIMITED (XNSE:KFINTECH),KFINTECH,KFINTECH.NS,,,,,,,,,,,,
PCBL CHEMICAL LIMITED (XNSE:PCBL),PCBL,PCBL.NS,,,,,,,,,,,,
INDIAN OIL CORPORATION LIMITED (XNSE:IOC),IOC,IOC.NS,,,,,,,,,,,,
CEAT LIMITED (XNSE:CEATLTD),CEATLTD,CEATLTD.NS,,,,,,,,,,,,
BERGER PAINTS INDIA LIMITED (XNSE:BERGEPAINT),BERGEPAINT,BERGEPAINT.NS,,,,,,,,,,,,
GUJARAT STATE PETRONET LIMITED (XNSE:GSPL),GSPL,GSPL.NS,,,,,,,,,,,,
Aditya Birla Fashion and Retail Limited (XNSE:ABFRL),ABFRL,ABFRL.NS,,,,,,,,,,,,
THE KARUR VYSYA BANK LIMITED (XNSE:KARURVYSYA),KARURVYSYA,KARURVYSYA.NS,,,,,,,,,,,,
RITES LIMITED (XNSE:RITES),RITES,RITES.NS,,,,,,,,,,,,
AAVAS FINANCIERS LIMITED (XNSE:AAVAS),AAVAS,AAVAS.NS,,,,,,,,,,,,
AU SMALL FINANCE BANK LIMITED (XNSE:AUBANK),AUBANK,AUBANK.NS,,,,,,,,,,,,
Techno Electric & Engineering Company Limited (XNSE:TECHNOE),TECHNOE,TECHNOE.NS,,,,,,,,,,,,
J B CHEMICALS AND PHARMACEUTICALS LIMITED (XNSE:JBCHEPHARM),JBCHEPHARM,JBCHEPHARM.NS,,,,,,,,,,,,
CASTROL INDIA LIMITED (XNSE:CASTROLIND),CASTROLIND,CASTROLIND.NS,,,,,,,,,,,,
APOLLO TYRES LIMITED. (XNSE:APOLLOTYRE),APOLLOTYRE,APOLLOTYRE.NS,,,,,,,,,,,,
HINDUSTAN UNILEVER LIMITED (XNSE:HINDUNILVR),HINDUNILVR,HINDUNILVR.NS,,,,,,,,,,,,
SAPPHIRE FOODS INDIA LIMITED (XNSE:SAPPHIRE),SAPPHIRE,SAPPHIRE.NS,,,,,,,,,,,,
THE BANK OF BARODA LIMITED (XNSE:BANKBARODA),BANKBARODA,BANKBARODA.NS,,,,,,,,,,,,
ADANI ENTERPRISES LIMITED (XNSE:ADANIENT),ADANIENT,ADANIENT.NS,,,,,,,,,,,,
HAPPIEST MINDS TECHNOLOGIES LIMITED (XNSE:HAPPSTMNDS),HAPPSTMNDS,HAPPSTMNDS.NS,,,,,,,,,,,,
SBI LIFE INSURANCE COMPANY LIMITED (XNSE:SBILIFE),SBILIFE,SBILIFE.NS,,,,,,,,,,,,
Bosch Limited (XNSE:BOSCHLTD),BOSCHLTD,BOSCHLTD.NS,,,,,,,,,,,,
BANK OF INDIA LIMITED (XNSE:BANKINDIA),BANKINDIA,BANKINDIA.NS,,,,,,,,,,,,
METROPOLIS HEALTHCARE LIMITED (XNSE:METROPOLIS),METROPOLIS,METROPOLIS.NS,,,,,,,,,,,,
HONEYWELL AUTOMATION INDIA LIMITED (XNSE:HONAUT),HONAUT,HONAUT.NS,,,,,,,,,,,,
TECH MAHINDRA LIMITED (XNSE:TECHM),TECHM,TECHM.NS,,,,,,,,,,,,
CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED (XNSE:CDSL),CDSL,CDSL.NS,,,,,,,,,,,,
TATA CHEMICALS LIMITED (XNSE:TATACHEM),TATACHEM,TATACHEM.NS,,,,,,,,,,,,
CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED (XNSE:CHOLAFIN),CHOLAFIN,CHOLAFIN.NS,,,,,,,,,,,,
TATA INVESTMENT CORPORATION LIMITED (XNSE:TATAINVEST),TATAINVEST,TATAINVEST.NS,,,,,,,,,,,,
DOMS INDUSTRIES LIMITED (XNSE:DOMS),DOMS,DOMS.NS,,,,,,,,,,,,
VODAFONE IDEA LIMITED (XNSE:IDEA),IDEA,IDEA.NS,,,,,,,,,,,,
360 ONE WAM LIMITED (XNSE:360ONE),360ONE,360ONE.NS,,,,,,,,,,,,
SHIPPING CORPORATION OF INDIA LIMITED (XNSE:SCI),SCI,SCI.NS,,,,,,,,,,,,
POWER GRID CORPORATION OF INDIA LIMITED (XNSE:POWERGRID),POWERGRID,POWERGRID.NS,,,,,,,,,,,,
HIMADRI SPECIALITY CHEMICAL LIMITED (XNSE:HSCL),HSCL,HSCL.NS,,,,,,,,,,,,
EIH LIMITED (XNSE:EIHOTEL),EIHOTEL,EIHOTEL.NS,,,,,,,,,,,,
CARBORUNDUM UNIVERSAL LIMITED (XNSE:CARBORUNIV),CARBORUNIV,CARBORUNIV.NS,,,,,,,,,,,,
TRENT LIMITED (XNSE:TRENT),TRENT,TRENT.NS,,,,,,,,,,,,
THE BANK OF MAHARASHTRA LIMITED (XNSE:MAHABANK),MAHABANK,MAHABANK.NS,,,,,,,,,,,,
THE INDIA CEMENTS LIMITED (XNSE:INDIACEM),INDIACEM,INDIACEM.NS,,,,,,,,,,,,
CRAFTSMAN AUTOMATION LIMITED (XNSE:CRAFTSMAN),CRAFTSMAN,CRAFTSMAN.NS,,,,,,,,,,,,
Hero MotoCorp Limited (XNSE:HEROMOTOCO),HEROMOTOCO,HEROMOTOCO.NS,,,,,,,,,,,,
KPIT TECHNOLOGIES LIMITED (XNSE:KPITTECH),KPITTECH,KPITTECH.NS,,,,,,,,,,,,
JSW HOLDINGS LIMITED (XNSE:JSWHL),JSWHL,JSWHL.NS,,,,,,,,,,,,
DIXON TECHNOLOGIES (INDIA) LIMITED (XNSE:DIXON),DIXON,DIXON.NS,,,,,,,,,,,,
UPL LIMITED (XNSE:UPL),UPL,UPL.NS,,,,,,,,,,,,
Indian Bank (XNSE:INDIANB),INDIANB,INDIANB.NS,,,,,,,,,,,,
MAHANAGAR GAS LIMITED (XNSE:MGL),MGL,MGL.NS,,,,,,,,,,,,
CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED (XNSE:CHOLAHLDNG),CHOLAHLDNG,CHOLAHLDNG.NS,,,,,,,,,,,,
BLS INTERNATIONAL SERVICES LIMITED (XNSE:BLS),BLS,BLS.NS,,,,,,,,,,,,
JBM AUTO LIMITED (XNSE:JBMA),JBMA,JBMA.NS,,,,,,,,,,,,
TBO TEK LIMITED (XNSE:TBOTEK),TBOTEK,TBOTEK.NS,,,,,,,,,,,,
HAVELLS INDIA LIMITED (XNSE:HAVELLS),HAVELLS,HAVELLS.NS,,,,,,,,,,,,
BRITANNIA INDUSTRIES LTD (XNSE:BRITANNIA),BRITANNIA,BRITANNIA.NS,,,,,,,,,,,,
THE CANARA BANK LIMITED (XNSE:CANBK),CANBK,CANBK.NS,,,,,,,,,,,,
TVS MOTOR COMPANY LIMITED (XNSE:TVSMOTOR),TVSMOTOR,TVSMOTOR.NS,,,,,,,,,,,,
NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED (XNSE:NAM-INDIA),NAM-INDIA,NAM-INDIA.NS,,,,,,,,,,,,
BHARAT PETROLEUM CORPORATION LIMITED (XNSE:BPCL),BPCL,BPCL.NS,,,,,,,,,,,,
BSE Limited (XNSE:BSE),BSE,BSE.NS,,,,,,,,,,,,
Piramal Enterprises Limited (XNSE:PEL),PEL,PEL.NS,,,,,,,,,,,,
TITAN COMPANY LIMITED (XNSE:TITAN),TITAN,TITAN.NS,,,,,,,,,,,,
BHARAT HEAVY ELECTRICALS LIMITED (XNSE:BHEL),BHEL,BHEL.NS,,,,,,,,,,,,
RADICO KHAITAN LIMITED (XNSE:RADICO),RADICO,RADICO.NS,,,,,,,,,,,,
VARUN BEVERAGES LIMITED (XNSE:VBL),VBL,VBL.NS,,,,,,,,,,,,
PIDILITE INDUSTRIES LIMITED (XNSE:PIDILITIND),PIDILITIND,PIDILITIND.NS,,,,,,,,,,,,
PNC INFRATECH LIMITED (XNSE:PNCINFRA),PNCINFRA,PNCINFRA.NS,,,,,,,,,,,,
ASHOK LEYLAND LIMITED (XNSE:ASHOKLEY),ASHOKLEY,ASHOKLEY.NS,,,,,,,,,,,,
INDIAN RAILWAY CATERING AND TOURISM CORPORATION LIMITED (XNSE:IRCTC),IRCTC,IRCTC.NS,,,,,,,,,,,,
WESTLIFE FOODWORLD LIMITED (XNSE:WESTLIFE),WESTLIFE,WESTLIFE.NS,,,,,,,,,,,,
THE PHOENIX MILLS LIMITED (XNSE:PHOENIXLTD),PHOENIXLTD,PHOENIXLTD.NS,,,,,,,,,,,,
IFCI LIMITED (XNSE:IFCI),IFCI,IFCI.NS,,,,,,,,,,,,
ELECON ENGINEERING COMPANY LIMITED (XNSE:ELECON),ELECON,ELECON.NS,,,,,,,,,,,,
CONCORD BIOTECH LIMITED (XNSE:CONCORDBIO),CONCORDBIO,CONCORDBIO.NS,,,,,,,,,,,,
CESC LTD (XNSE:CESC),CESC,CESC.NS,,,,,,,,,,,,
Firstsource Solutions Limited (XNSE:FSL),FSL,FSL.NS,,,,,,,,,,,,
POWER FINANCE CORPORATION LIMITED (XNSE:PFC),PFC,PFC.NS,,,,,,,,,,,,
ADANI TOTAL GAS LIMITED (XNSE:ATGL),ATGL,ATGL.NS,,,,,,,,,,,,
DIVI'S LABORATORIES LIMITED (XNSE:DIVISLAB),DIVISLAB,DIVISLAB.NS,,,,,,,,,,,,
THE SUPREME INDUSTRIES LIMITED (XNSE:SUPREMEIND),SUPREMEIND,SUPREMEIND.NS,,,,,,,,,,,,
CENTRAL BANK OF INDIA LIMITED (XNSE:CENTRALBK),CENTRALBK,CENTRALBK.NS,,,,,,,,,,,,
RAILTEL CORPORATION OF INDIA LIMITED (XNSE:RAILTEL),RAILTEL,RAILTEL.NS,,,,,,,,,,,,
INFO EDGE (INDIA) LIMITED (XNSE:NAUKRI),NAUKRI,NAUKRI.NS,,,,,,,,,,,,
GRANULES INDIA LIMITED (XNSE:GRANULES),GRANULES,GRANULES.NS,,,,,,,,,,,,
PNB HOUSING FINANCE LIMITED (XNSE:PNBHOUSING),PNBHOUSING,PNBHOUSING.NS,,,,,,,,,,,,
PRAJ INDUSTRIES LIMITED (XNSE:PRAJIND),PRAJIND,PRAJIND.NS,,,,,,,,,,,,
USHA MARTIN LIMITED (XNSE:USHAMART),USHAMART,USHAMART.NS,,,,,,,,,,,,
PB FINTECH LIMITED (XNSE:POLICYBZR),POLICYBZR,POLICYBZR.NS,,,,,,,,,,,,
CHAMBAL FERTILISERS AND CHEMICALS LIMITED (XNSE:CHAMBLFERT),CHAMBLFERT,CHAMBLFERT.NS,,,,,,,,,,,,
LT FOODS LIMITED (XNSE:LTFOODS),LTFOODS,LTFOODS.NS,,,,,,,,,,,,
SONA BLW PRECISION FORGINGS LIMITED (XNSE:SONACOMS),SONACOMS,SONACOMS.NS,,,,,,,,,,,,
IDBI Bank Limited (XNSE:IDBI),IDBI,IDBI.NS,,,,,,,,,,,,
United Spirits Limited (XNSE:UNITDSPR),UNITDSPR,UNITDSPR.NS,,,,,,,,,,,,
JYOTI CNC AUTOMATION LIMITED (XNSE:JYOTICNC),JYOTICNC,JYOTICNC.NS,,,,,,,,,,,,
LUPIN LIMITED (XNSE:LUPIN),LUPIN,LUPIN.NS,,,,,,,,,,,,
NTPC GREEN ENERGY LIMITED (XNSE:NTPCGREEN),NTPCGREEN,NTPCGREEN.NS,,,,,,,,,,,,
ACME SOLAR HOLDINGS LIMITED (XNSE:ACMESOLAR),ACMESOLAR,ACMESOLAR.NS,,,,,,,,,,,,
SHREE RENUKA SUGARS LIMITED (XNSE:RENUKA),RENUKA,RENUKA.NS,,,,,,,,,,,,
HOUSING AND URBAN DEVELOPMENT CORPORATION LIMITED (XNSE:HUDCO),HUDCO,HUDCO.NS,,,,,,,,,,,,
HFCL LIMITED (XNSE:HFCL),HFCL,HFCL.NS,,,,,,,,,,,,
K.P.R. MILL LIMITED (XNSE:KPRMILL),KPRMILL,KPRMILL.NS,,,,,,,,,,,,
BASF INDIA LIMITED (XNSE:BASF),BASF,BASF.NS,,,,,,,,,,,,
AKUMS DRUGS AND PHARMACEUTICALS LIMITED (XNSE:AKUMS),AKUMS,AKUMS.NS,,,,,,,,,,,,
SYRMA SGS TECHNOLOGY LIMITED (XNSE:SYRMA),SYRMA,SYRMA.NS,,,,,,,,,,,,
Jubilant FoodWorks Limited (XNSE:JUBLFOOD),JUBLFOOD,JUBLFOOD.NS,,,,,,,,,,,,
INOX INDIA LIMITED (XNSE:INOXINDIA),INOXINDIA,INOXINDIA.NS,,,,,,,,,,,,
INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED (XNSE:IREDA),IREDA,IREDA.NS,,,,,,,,,,,,
CONTAINER CORPORATION OF INDIA LIMITED (XNSE:CONCOR),CONCOR,CONCOR.NS,,,,,,,,,,,,
AUROBINDO PHARMA LTD (XNSE:AUROPHARMA),AUROPHARMA,AUROPHARMA.NS,,,,,,,,,,,,
TORRENT POWER LIMITED (XNSE:TORNTPOWER),TORNTPOWER,TORNTPOWER.NS,,,,,,,,,,,,
INDIAN ENERGY EXCHANGE LIMITED (XNSE:IEX),IEX,IEX.NS,,,,,,,,,,,,
HBL Engineering Limited (XNSE:HBLENGINE),HBLENGINE,HBLENGINE.NS,,,,,,,,,,,,
GUJARAT GAS LIMITED (XNSE:GUJGASLTD),GUJGASLTD,GUJGASLTD.NS,,,,,,,,,,,,
NAVA LIMITED (XNSE:NAVA),NAVA,NAVA.NS,,,,,,,,,,,,
GLAXOSMITHKLINE PHARMACEUTICALS LIMITED (XNSE:GLAXO),GLAXO,GLAXO.NS,,,,,,,,,,,,
MAHARASHTRA SEAMLESS LIMITED (XNSE:MAHSEAMLES),MAHSEAMLES,MAHSEAMLES.NS,,,,,,,,,,,,
NUVAMA WEALTH MANAGEMENT LIMITED (XNSE:NUVAMA),NUVAMA,NUVAMA.NS,,,,,,,,,,,,
TEJAS NETWORKS LIMITED (XNSE:TEJASNET),TEJASNET,TEJASNET.NS,,,,,,,,,,,,
ENDURANCE TECHNOLOGIES LIMITED (XNSE:ENDURANCE),ENDURANCE,ENDURANCE.NS,,,,,,,,,,,,
LTIMINDTREE LIMITED (XNSE:LTIM),LTIM,LTIM.NS,,,,,,,,,,,,
FERTILISERS AND CHEMICALS TRAVANCORE LTD (XNSE:FACT),FACT,FACT.NS,,,,,,,,,,,,
MINDA CORPORATION LIMITED (XNSE:MINDACORP),MINDACORP,MINDACORP.NS,,,,,,,,,,,,
GRASIM INDUSTRIES LTD (XNSE:GRASIM),GRASIM,GRASIM.NS,,,,,,,,,,,,
CREDITACCESS GRAMEEN LIMITED (XNSE:CREDITACC),CREDITACC,CREDITACC.NS,,,,,,,,,,,,
JUST DIAL LIMITED (XNSE:JUSTDIAL),JUSTDIAL,JUSTDIAL.NS,,,,,,,,,,,,
THE TATA POWER COMPANY LIMITED (XNSE:TATAPOWER),TATAPOWER,TATAPOWER.NS,,,,,,,,,,,,
VOLTAS LIMITED (XNSE:VOLTAS),VOLTAS,VOLTAS.NS,,,,,,,,,,,,
NBCC (INDIA) LIMITED (XNSE:NBCC),NBCC,NBCC.NS,,,,,,,,,,,,
PAGE INDUSTRIES LIMITED (XNSE:PAGEIND),PAGEIND,PAGEIND.NS,,,,,,,,,,,,
INVENTURUS KNOWLEDGE SOLUTIONS LIMITED (XNSE:IKS),IKS,IKS.NS,,,,,,,,,,,,
GENERAL INSURANCE CORPORATION OF INDIA (XNSE:GICRE),GICRE,GICRE.NS,,,,,,,,,,,,
AWL AGRI BUSINESS LIMITED (XNSE:AWL),AWL,AWL.NS,,,,,,,,,,,,
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED (XNSE:MOTHERSON),MOTHERSON,MOTHERSON.NS,,,,,,,,,,,,
RASHTRIYA CHEMICALS AND FERTILIZERS LIMITED (XNSE:RCF),RCF,RCF.NS,,,,,,,,,,,,
THE BOMBAY BURMAH TRADING CORPORATION LIMITED (XNSE:BBTC),BBTC,BBTC.NS,,,,,,,,,,,,
Fortis Healthcare Limited (XNSE:FORTIS),FORTIS,FORTIS.NS,,,,,,,,,,,,
NIVA BUPA HEALTH INSURANCE COMPANY LIMITED (XNSE:NIVABUPA),NIVABUPA,NIVABUPA.NS,,,,,,,,,,,,
RELIANCE POWER LIMITED (XNSE:RPOWER),RPOWER,RPOWER.NS,,,,,,,,,,,,
BRAINBEES SOLUTIONS LIMITED (XNSE:FIRSTCRY),FIRSTCRY,FIRSTCRY.NS,,,,,,,,,,,,
ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED (XNSE:ICICIPRULI),ICICIPRULI,ICICIPRULI.NS,,,,,,,,,,,,
VIJAYA DIAGNOSTIC CENTRE LIMITED (XNSE:VIJAYA),VIJAYA,VIJAYA.NS,,,,,,,,,,,,
MRF LIMITED (XNSE:MRF),MRF,MRF.NS,,,,,,,,,,,,
Cyient Limited (XNSE:CYIENT),CYIENT,CYIENT.NS,,,,,,,,,,,,
HDFC BANK LIMITED (XNSE:HDFCBANK),HDFCBANK,HDFCBANK.NS,,,,,,,,,,,,
MASTEK LIMITED (XNSE:MASTEK),MASTEK,MASTEK.NS,,,,,,,,,,,,
JK Tyre & Industries Limited (XNSE:JKTYRE),JKTYRE,JKTYRE.NS,,,,,,,,,,,,
DEEPAK FERTILISERS AND PETROCHEMICALS CORPORATION LTD (XNSE:DEEPAKFERT),DEEPAKFERT,DEEPAKFERT.NS,,,,,,,,,,,,
Ircon International Ltd (XNSE:IRCON),IRCON,IRCON.NS,,,,,,,,,,,,
COROMANDEL INTERNATIONAL LIMITED (XNSE:COROMANDEL),COROMANDEL,COROMANDEL.NS,,,,,,,,,,,,
SHYAM METALICS AND ENERGY LIMITED (XNSE:SHYAMMETL),SHYAMMETL,SHYAMMETL.NS,,,,,,,,,,,,
LIC HOUSING FINANCE LTD (XNSE:LICHSGFIN),LICHSGFIN,LICHSGFIN.NS,,,,,,,,,,,,
SAGILITY INDIA LIMITED (XNSE:SAGILITY),SAGILITY,SAGILITY.NS,,,,,,,,,,,,
GARDEN REACH SHIPBUILDERS & ENGINEERS LIMITED (XNSE:GRSE),GRSE,GRSE.NS,,,,,,,,,,,,
POLY MEDICURE LIMITED (XNSE:POLYMED),POLYMED,POLYMED.NS,,,,,,,,,,,,
INTELLECT DESIGN ARENA LIMITED (XNSE:INTELLECT),INTELLECT,INTELLECT.NS,,,,,,,,,,,,
TATA TELESERVICES (MAHARASHTRA) LIMITED (XNSE:TTML),TTML,TTML.NS,,,,,,,,,,,,
Solar Industries India Limited (XNSE:SOLARINDS),SOLARINDS,SOLARINDS.NS,,,,,,,,,,,,
CENTURY PLYBOARDS (INDIA) LTD. (XNSE:CENTURYPLY),CENTURYPLY,CENTURYPLY.NS,,,,,,,,,,,,
KOTAK MAHINDRA BANK LIMITED (XNSE:KOTAKBANK),KOTAKBANK,KOTAKBANK.NS,,,,,,,,,,,,
APL Apollo Tubes Limited (XNSE:APLAPOLLO),APLAPOLLO,APLAPOLLO.NS,,,,,,,,,,,,
RAIL VIKAS NIGAM LIMITED (XNSE:RVNL),RVNL,RVNL.NS,,,,,,,,,,,,
SBI CARDS AND PAYMENT SERVICES LIMITED (XNSE:SBICARD),SBICARD,SBICARD.NS,,,,,,,,,,,,
SUNDRAM FASTENERS LIMITED (XNSE:SUNDRMFAST),SUNDRMFAST,SUNDRMFAST.NS,,,,,,,,,,,,
KAYNES TECHNOLOGY INDIA LIMITED (XNSE:KAYNES),KAYNES,KAYNES.NS,,,,,,,,,,,,
Vedant Fashions Ltd (XNSE:MANYAVAR),MANYAVAR,MANYAVAR.NS,,,,,,,,,,,,
CROMPTON GREAVES CONSUMER ELECTRICALS LIMITED (XNSE:CROMPTON),CROMPTON,CROMPTON.NS,,,,,,,,,,,,
INOX WIND LIMITED (XNSE:INOXWIND),INOXWIND,INOXWIND.NS,,,,,,,,,,,,
CITY UNION BANK LIMITED (XNSE:CUB),CUB,CUB.NS,,,,,,,,,,,,
SUZLON ENERGY LIMITED (XNSE:SUZLON),SUZLON,SUZLON.NS,,,,,,,,,,,,
KALYAN JEWELLERS INDIA LIMITED (XNSE:KALYANKJIL),KALYANKJIL,KALYANKJIL.NS,,,,,,,,,,,,
HDFC LIFE INSURANCE COMPANY LIMITED (XNSE:HDFCLIFE),HDFCLIFE,HDFCLIFE.NS,,,,,,,,,,,,
GLOBAL HEALTH LIMITED (XNSE:MEDANTA),MEDANTA,MEDANTA.NS,,,,,,,,,,,,
ADITYA BIRLA CAPITAL LIMITED (XNSE:ABCAPITAL),ABCAPITAL,ABCAPITAL.NS,,,,,,,,,,,,
ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED (XNSE:ICICIGI),ICICIGI,ICICIGI.NS,,,,,,,,,,,,
SYNGENE INTERNATIONAL LIMITED (XNSE:SYNGENE),SYNGENE,SYNGENE.NS,,,,,,,,,,,,
INDRAPRASTHA GAS LIMITED (XNSE:IGL),IGL,IGL.NS,,,,,,,,,,,,
FINOLEX INDUSTRIES LIMITED (XNSE:FINPIPE),FINPIPE,FINPIPE.NS,,,,,,,,,,,,
TATA TECHNOLOGIES LIMITED (XNSE:TATATECH),TATATECH,TATATECH.NS,,,,,,,,,,,,
MARICO LIMITED (XNSE:MARICO),MARICO,MARICO.NS,,,,,,,,,,,,
CERA SANITARYWARE LIMITED (XNSE:CERA),CERA,CERA.NS,,,,,,,,,,,,
BLUE STAR LIMITED (XNSE:BLUESTARCO),BLUESTARCO,BLUESTARCO.NS,,,,,,,,,,,,
FINOLEX CABLES LIMITED (XNSE:FINCABLES),FINCABLES,FINCABLES.NS,,,,,,,,,,,,
ADANI GREEN ENERGY LIMITED (XNSE:ADANIGREEN),ADANIGREEN,ADANIGREEN.NS,,,,,,,,,,,,
Bajaj Holdings & Investment Limited. (XNSE:BAJAJHLDNG),BAJAJHLDNG,BAJAJHLDNG.NS,,,,,,,,,,,,
HINDUSTAN PETROLEUM CORPORATION LIMITED (XNSE:HINDPETRO),HINDPETRO,HINDPETRO.NS,,,,,,,,,,,,
BIRLASOFT LIMITED (XNSE:BSOFT),BSOFT,BSOFT.NS,,,,,,,,,,,,
SBFC FINANCE LIMITED (XNSE:SBFC),SBFC,SBFC.NS,,,,,,,,,,,,
KIRLOSKAR OIL ENGINES LIMITED (XNSE:KIRLOSENG),KIRLOSENG,KIRLOSENG.NS,,,,,,,,,,,,
Affle 3i Limited (XNSE:AFFLE),AFFLE,AFFLE.NS,,,,,,,,,,,,
THE RAMCO CEMENTS LIMITED (XNSE:RAMCOCEM),RAMCOCEM,RAMCOCEM.NS,,,,,,,,,,,,
GODREJ CONSUMER PRODUCTS LIMITED (XNSE:GODREJCP),GODREJCP,GODREJCP.NS,,,,,,,,,,,,
BRIGADE ENTERPRISES LIMITED (XNSE:BRIGADE),BRIGADE,BRIGADE.NS,,,,,,,,,,,,
NEULAND LABORATORIES LTD. (XNSE:NEULANDLAB),NEULANDLAB,NEULANDLAB.NS,,,,,,,,,,,,
ENGINEERS INDIA LIMITED (XNSE:ENGINERSIN),ENGINERSIN,ENGINERSIN.NS,,,,,,,,,,,,
COHANCE LIFESCIENCES LIMITED (XNSE:COHANCE),COHANCE,COHANCE.NS,,,,,,,,,,,,
Anant Raj Limited (XNSE:ANANTRAJ),ANANTRAJ,ANANTRAJ.NS,,,,,,,,,,,,
NAVIN FLUORINE INTERNATIONAL LIMITED (XNSE:NAVINFLUOR),NAVINFLUOR,NAVINFLUOR.NS,,,,,,,,,,,,
MAX HEALTHCARE INSTITUTE LIMITED (XNSE:MAXHEALTH),MAXHEALTH,MAXHEALTH.NS,,,,,,,,,,,,
ADITYA BIRLA REAL ESTATE LIMITED (XNSE:ABREL),ABREL,ABREL.NS,,,,,,,,,,,,
Mazagon Dock Shipbuilders Ltd (XNSE:MAZDOCK),MAZDOCK,MAZDOCK.NS,,,,,,,,,,,,
MOTILAL OSWAL FINANCIAL SERVICES LIMITED (XNSE:MOTILALOFS),MOTILALOFS,MOTILALOFS.NS,,,,,,,,,,,,
PETRONET LNG LIMITED (XNSE:PETRONET),PETRONET,PETRONET.NS,,,,,,,,,,,,
HITACHI ENERGY INDIA LIMITED (XNSE:POWERINDIA),POWERINDIA,POWERINDIA.NS,,,,,,,,,,,,
HEG LIMITED (XNSE:HEG),HEG,HEG.NS,,,,,,,,,,,,
TITAGARH RAIL SYSTEMS LIMITED (XNSE:TITAGARH),TITAGARH,TITAGARH.NS,,,,,,,,,,,,
CCL PRODUCTS (INDIA) LIMITED (XNSE:CCL),CCL,CCL.NS,,,,,,,,,,,,
AIA ENGINEERING LIMITED (XNSE:AIAENG),AIAENG,AIAENG.NS,,,,,,,,,,,,
OLA ELECTRIC MOBILITY LIMITED (XNSE:OLAELEC),OLAELEC,OLAELEC.NS,,,,,,,,,,,,
AARTI INDUSTRIES LTD (XNSE:AARTIIND),AARTIIND,AARTIIND.NS,,,,,,,,,,,,
FIVE-STAR BUSINESS FINANCE LIMITED (XNSE:FIVESTAR),FIVESTAR,FIVESTAR.NS,,,,,,,,,,,,
BHARAT ELECTRONICS LIMITED (XNSE:BEL),BEL,BEL.NS,,,,,,,,,,,,
ANGEL ONE LIMITED (XNSE:ANGELONE),ANGELONE,ANGELONE.NS,,,,,,,,,,,,
GE VERNOVA T&D INDIA LIMITED (XNSE:GVT&D),GVT&D,GVT&D.NS,,,,,,,,,,,,
