ticker,entry_date,exit_date,days_held,entry,exit,qty,reason,return_pct,pnl
JUSTDIAL,2019-08-06,2019-09-17,26,693.85,699.75,236,trailing,0.85,965.59
DCMSHRIRAM,2019-08-09,2019-09-19,25,365.18,367.52,100,trailing,0.64,138.44
AARTIIND,2019-08-19,2019-09-26,26,389.92,392.2,596,trailing,0.58,751.11
PRAJIND,2019-08-22,2019-09-19,18,93.67,104.04,2190,trailing,11.07,22141.58
KAJARIACER,2019-08-22,2019-09-20,19,450.4,549.46,60,target,21.99,5865.59
BALRAMCHIN,2019-08-29,2019-09-20,14,122.94,150.16,1868,target,22.13,50167.78
IPCALAB,2019-08-29,2019-11-14,49,459.6,559.06,61,target,21.64,5986.59
NAM-INDIA,2019-09-12,2019-09-17,3,218.51,188.01,2,stop,-13.96,-62.05
JUSTDIAL,2019-09-18,2019-10-07,12,708.15,601.55,233,stop,-15.05,-25235.64
NAM-INDIA,2019-09-18,2019-10-07,12,188.47,229.26,1,target,21.64,40.24
TRENT,2019-09-20,2019-10-07,10,452.51,484.09,583,trailing,6.98,17702.33
BALRAMCHIN,2019-09-23,2019-10-09,10,151.1,144.08,1837,trailing,-4.64,-13595.53
OBEROIRLTY,2019-09-23,2019-12-26,63,527.18,506.96,66,time,-3.83,-1423.02
INDIGO,2019-09-24,2019-10-10,10,1807.85,1786.19,153,trailing,-1.2,-4029.37
BATAINDIA,2019-09-24,2019-12-27,63,1636.32,1607.86,70,time,-1.74,-2287.51
HDFCLIFE,2019-09-27,2019-11-04,23,556.85,581.99,418,trailing,4.52,9891.32
GODREJPROP,2019-10-01,2019-11-20,32,1035.27,859.11,1,stop,-17.02,-178.63
PIIND,2019-10-03,2019-10-18,10,1239.1,1251.82,7,trailing,1.03,66.39
SIEMENS,2019-10-07,2019-11-14,25,867.19,914.24,92,trailing,5.42,4114.81
NAM-INDIA,2019-10-09,2019-10-24,10,230.68,281.08,1155,target,21.85,57444.78
JUSTDIAL,2019-10-09,2019-10-29,13,592.95,599.8,261,trailing,1.16,1384.08
TRENT,2019-10-09,2019-11-08,21,487.57,512.06,1,trailing,5.02,23.19
BALRAMCHIN,2019-10-10,2019-10-25,10,144.29,143.66,1827,trailing,-0.44,-1841.36
INDIGO,2019-10-11,2019-10-25,9,1796.86,1464.59,146,stop,-18.49,-49130.7
NAUKRI,2019-10-11,2019-11-05,16,446.73,487.0,151,trailing,9.01,5897.47
SRF,2019-10-15,2019-11-08,17,513.85,626.12,465,target,21.85,51516.65
GUJGASLTD,2019-10-22,2019-11-06,11,171.03,186.26,7,trailing,8.91,103.39
PIIND,2019-10-22,2020-01-02,50,1265.21,1410.54,6,trailing,11.49,851.07
NAM-INDIA,2019-10-25,2019-11-08,10,264.83,262.88,1027,trailing,-0.74,-2711.67
BALRAMCHIN,2019-10-27,2019-11-11,10,144.67,140.02,1758,trailing,-3.22,-8830.57
INDIGO,2019-10-27,2019-11-15,13,1465.21,1462.45,186,trailing,-0.19,-1221.56
LALPATHLAB,2019-10-30,2020-01-29,63,770.01,842.82,202,time,9.46,14285.63
HDFCLIFE,2019-11-05,2020-01-16,50,585.22,595.92,415,trailing,1.83,3801.53
NAUKRI,2019-11-06,2019-11-21,10,487.87,503.99,151,trailing,3.3,2239.57
BPCL,2019-11-07,2020-01-17,49,168.2,145.47,8,stop,-13.51,-185.11
NAM-INDIA,2019-11-11,2019-11-29,13,264.83,296.8,1024,trailing,12.07,31981.19
GUJGASLTD,2019-11-11,2019-12-31,34,186.37,226.7,92,target,21.64,3661.25
TRENT,2019-11-11,2020-01-27,53,512.97,567.99,530,trailing,10.73,28414.54
BERGEPAINT,2019-11-13,2020-01-06,37,395.9,396.47,620,trailing,0.15,-282.27
ICICIPRULI,2019-11-15,2020-01-06,35,520.75,469.93,1,stop,-9.76,-52.11
SIEMENS,2019-11-15,2020-02-03,55,915.61,811.35,128,stop,-11.39,-13632.58
INDIGO,2019-11-18,2020-02-14,63,1473.25,1435.95,184,time,-2.53,-7557.98
GODREJPROP,2019-11-21,2020-01-06,31,868.26,923.41,1,trailing,6.35,52.83
NAUKRI,2019-11-22,2020-02-13,58,508.89,560.38,150,trailing,10.12,7515.72
NAM-INDIA,2019-12-02,2020-02-17,54,297.01,314.97,925,trailing,6.05,15878.46
WHIRLPOOL,2019-12-27,2020-02-10,31,2387.3,2328.43,25,trailing,-2.47,-1625.07
BATAINDIA,2019-12-30,2020-02-14,34,1607.87,1672.62,71,trailing,4.03,4294.73
GUJGASLTD,2020-01-01,2020-01-24,17,228.42,280.18,92,target,22.66,4701.06
PIIND,2020-01-03,2020-02-27,38,1417.98,1496.89,5,trailing,5.56,375.58
BERGEPAINT,2020-01-07,2020-01-22,11,398.29,436.63,622,trailing,9.63,23174.46
ICICIPRULI,2020-01-17,2020-02-03,11,484.84,441.12,1,stop,-9.02,-44.93
HDFCLIFE,2020-01-17,2020-02-28,29,596.52,533.73,413,stop,-10.53,-26538.09
TATACONSUM,2020-01-20,2020-02-20,23,360.36,360.19,3,trailing,-0.05,-3.32
RITES,2020-01-20,2020-03-06,33,121.46,106.56,1,stop,-12.27,-15.2
BERGEPAINT,2020-01-23,2020-03-02,26,437.63,451.98,618,trailing,3.28,8149.05
GUJGASLTD,2020-01-27,2020-03-12,31,280.98,248.77,93,stop,-11.46,-3059.71
JKCEMENT,2020-01-28,2020-02-26,20,1354.59,1387.79,215,trailing,2.45,6372.01
LALPATHLAB,2020-01-30,2020-03-16,30,847.04,695.94,211,stop,-17.84,-32304.96
IGL,2020-02-04,2020-02-20,12,227.37,207.09,457,stop,-8.92,-9527.64
TRENT,2020-02-11,2020-02-26,10,697.74,731.86,1,trailing,4.89,32.27
WHIRLPOOL,2020-02-11,2020-03-12,20,2372.62,1976.06,24,stop,-16.71,-9653.3
SRF,2020-02-14,2020-03-09,15,813.75,730.02,103,stop,-10.29,-8831.22
ICICIPRULI,2020-02-17,2020-03-06,13,474.11,408.9,608,stop,-13.75,-40343.34
NAUKRI,2020-02-17,2020-03-12,16,555.31,463.03,169,stop,-16.62,-15819.05
NAM-INDIA,2020-02-18,2020-03-04,10,313.37,327.4,915,trailing,4.47,12068.46
TATACONSUM,2020-02-24,2020-03-02,5,359.03,320.71,278,stop,-10.67,-10898.06
TRENT,2020-02-27,2020-03-12,9,728.97,593.19,399,stop,-18.63,-54861.04
JKCEMENT,2020-02-27,2020-03-12,9,1383.92,1116.94,5,stop,-19.29,-1351.15
IGL,2020-02-27,2020-03-12,9,204.31,173.08,2,stop,-15.28,-63.43
PIIND,2020-02-28,2020-03-12,8,1495.85,1322.96,5,stop,-11.56,-882.79
HDFCLIFE,2020-03-02,2020-03-12,7,544.96,463.88,403,stop,-14.88,-33203.6
BERGEPAINT,2020-03-03,2020-03-12,6,452.39,383.4,628,stop,-15.25,-44005.0
TATACONSUM,2020-03-03,2020-03-16,8,322.74,284.27,259,stop,-11.92,-10168.41
NAM-INDIA,2020-03-05,2020-03-09,2,330.47,246.62,838,stop,-25.37,-70896.64
RITES,2020-03-09,2020-03-19,7,105.5,86.23,2426,stop,-18.26,-47335.62
DMART,2020-03-09,2020-03-19,7,2186.09,1823.99,6,stop,-16.56,-2203.91
SRF,2020-03-11,2020-03-16,3,718.67,616.65,94,stop,-14.2,-9753.26
NAM-INDIA,2020-03-11,2020-03-24,9,246.57,178.6,868,stop,-27.57,-59484.6
TRENT,2020-03-13,2020-03-23,6,528.41,400.84,402,stop,-24.14,-51768.52
GUJGASLTD,2020-03-13,2020-03-27,10,232.05,217.23,1040,trailing,-6.38,-16016.11
WHIRLPOOL,2020-03-13,2020-03-27,10,1822.07,1862.26,69,trailing,2.21,2443.04
JKCEMENT,2020-03-13,2020-03-27,10,1010.58,909.44,1,trailing,-10.01,-103.63
IGL,2020-03-13,2020-03-27,10,155.95,159.29,3,trailing,2.14,8.8
BERGEPAINT,2020-03-13,2020-04-03,14,358.24,364.09,679,trailing,1.63,3334.58
TATACONSUM,2020-03-17,2020-03-23,4,289.01,214.41,819,stop,-25.81,-61631.83
HDFCLIFE,2020-03-17,2020-03-23,4,466.41,335.77,1,stop,-28.01,-131.68
LALPATHLAB,2020-03-17,2020-05-04,29,712.23,732.38,57,trailing,2.83,1041.6
RITES,2020-03-20,2020-04-07,10,86.82,89.32,2206,trailing,2.87,4992.18
DMART,2020-03-20,2020-04-08,11,1790.89,2277.61,15,target,27.18,7221.4
SRF,2020-03-20,2020-04-23,20,574.53,713.61,2,target,24.21,274.82
TRENT,2020-03-24,2020-04-09,10,379.85,462.05,248,target,21.64,20115.52
TATACONSUM,2020-03-24,2020-04-09,10,236.08,292.55,617,target,23.92,34415.6
PIIND,2020-03-24,2020-04-09,10,1054.29,1379.96,91,target,30.89,29347.99
HDFCLIFE,2020-03-24,2020-04-09,10,355.45,463.25,1,target,30.33,106.73
NAM-INDIA,2020-03-25,2020-04-13,10,176.36,233.82,605,target,32.58,34439.4
IPCALAB,2020-03-25,2020-04-15,11,664.01,745.06,72,trailing,12.21,5703.91
NAVINFLUOR,2020-03-30,2020-04-17,10,1225.73,1388.14,117,trailing,13.25,18605.15
JKCEMENT,2020-03-30,2020-04-17,10,899.73,1101.18,1,target,22.39,198.85
GUJGASLTD,2020-03-30,2020-04-21,12,217.91,240.02,761,trailing,10.15,16378.75
WHIRLPOOL,2020-03-30,2020-04-21,12,1702.1,1817.15,26,trailing,6.76,2872.35
BERGEPAINT,2020-04-07,2020-04-30,15,378.26,412.58,575,trailing,9.07,19139.66
RITES,2020-04-08,2020-04-24,10,89.82,96.58,1858,trailing,7.53,12109.97
DMART,2020-04-09,2020-06-09,39,2393.85,2388.91,39,trailing,-0.21,-435.19
TRENT,2020-04-13,2020-05-04,13,465.21,473.58,268,trailing,1.8,1916.16
TATACONSUM,2020-04-13,2020-05-04,13,298.48,317.07,673,trailing,6.23,11970.29
GRANULES,2020-04-13,2020-06-12,41,168.72,209.59,560,target,24.22,22608.29
DIXON,2020-04-15,2020-04-30,11,757.02,920.85,186,target,21.64,30067.01
NAM-INDIA,2020-04-15,2020-06-09,37,237.09,236.23,1,trailing,-0.36,-1.48
IPCALAB,2020-04-16,2020-05-05,12,738.3,773.3,72,trailing,4.74,2378.89
NAVINFLUOR,2020-04-20,2020-05-05,10,1422.16,1497.81,115,trailing,5.32,8263.27
GUJGASLTD,2020-04-22,2020-05-07,10,238.93,222.71,878,trailing,-6.79,-14773.26
ALKEM,2020-04-22,2020-05-07,10,2435.33,2402.0,8,trailing,-1.37,-316.91
IGL,2020-04-24,2020-05-13,12,198.98,210.81,7,trailing,5.95,79.11
WHIRLPOOL,2020-04-27,2020-05-12,10,1807.29,1819.17,99,trailing,0.66,708.7
DIXON,2020-05-04,2020-06-03,21,900.02,1094.8,255,target,21.64,49007.67
BERGEPAINT,2020-05-04,2020-06-26,38,406.17,414.52,438,trailing,2.06,3193.68
DEEPAKNTR,2020-05-05,2020-05-19,10,484.77,494.61,399,trailing,2.03,3414.96
AMBER,2020-05-05,2020-06-01,18,1096.41,1335.61,143,target,21.82,33753.27
TRENT,2020-05-05,2020-06-08,23,480.1,584.0,64,target,21.64,6561.19
NAVINFLUOR,2020-05-06,2020-06-09,23,1519.78,1512.23,141,trailing,-0.5,-1620.68
IPCALAB,2020-05-06,2020-08-03,62,779.92,950.32,17,target,21.85,2858.64
GUJGASLTD,2020-05-08,2020-05-26,11,228.08,228.75,928,trailing,0.29,64.89
ALKEM,2020-05-08,2020-08-06,63,2433.63,2692.49,1,time,10.64,252.19
LALPATHLAB,2020-05-13,2020-07-21,48,774.58,945.37,232,target,22.05,39105.54
AJANTPHARM,2020-05-14,2020-06-01,11,896.28,905.47,1,trailing,1.03,6.85
COROMANDEL,2020-05-14,2020-06-24,28,571.7,695.43,1,target,21.64,122.08
DEEPAKNTR,2020-05-20,2020-07-16,40,496.33,510.33,396,trailing,2.82,5024.3
GUJGASLTD,2020-05-27,2020-06-10,10,232.24,282.5,913,target,21.64,45277.66
AJANTPHARM,2020-06-02,2020-08-12,51,915.11,1018.51,209,trailing,11.3,21085.57
DIXON,2020-06-04,2020-06-24,14,1084.02,1127.37,238,trailing,4.0,9632.99
TORNTPHARM,2020-06-04,2020-06-24,14,1074.4,1143.98,19,trailing,6.48,1267.13
AMBER,2020-06-09,2020-06-29,14,1500.94,1478.94,25,trailing,-1.47,-646.99
NAVINFLUOR,2020-06-10,2020-06-25,11,1513.11,1522.99,171,trailing,0.65,1014.97
DMART,2020-06-10,2020-07-16,26,2401.2,2006.05,19,stop,-16.46,-7616.78
GUJGASLTD,2020-06-11,2020-07-07,18,279.07,294.74,921,trailing,5.61,13739.93
APLLTD,2020-06-12,2020-06-26,10,768.01,845.06,2,trailing,10.03,149.91
GRANULES,2020-06-15,2020-07-17,24,212.51,258.94,552,target,21.85,25291.49
DIXON,2020-06-25,2020-07-20,17,1130.02,1374.58,236,target,21.64,56947.13
TORNTPHARM,2020-06-25,2020-08-10,32,1151.05,1402.55,20,target,21.85,4963.49
NAVINFLUOR,2020-06-26,2020-07-29,23,1571.4,1732.0,165,trailing,10.22,25791.22
APLLTD,2020-06-29,2020-07-23,18,848.69,900.04,216,trailing,6.05,10601.8
ESCORTS,2020-06-30,2020-07-14,10,1006.63,1042.75,36,trailing,3.59,1204.27
COROMANDEL,2020-06-30,2020-07-28,20,698.54,731.21,1,trailing,4.68,30.81
ZYDUSLIFE,2020-07-08,2020-07-27,13,349.51,343.76,775,trailing,-1.64,-5152.95
ESCORTS,2020-07-15,2020-07-29,10,1054.57,1101.4,35,trailing,4.44,1541.06
JBCHEPHARM,2020-07-16,2020-08-31,32,338.0,363.01,1,trailing,7.4,24.09
DEEPAKNTR,2020-07-17,2020-07-31,10,514.28,631.92,466,target,22.87,54123.71
GRANULES,2020-07-20,2020-08-06,13,261.38,318.66,546,target,21.91,30861.16
ALKYLAMINE,2020-07-21,2020-08-13,17,890.65,1098.73,328,target,23.36,67399.89
DIXON,2020-07-21,2020-08-27,27,1391.46,1715.31,22,target,23.27,7035.91
BAYERCROP,2020-07-22,2020-08-12,15,5087.21,5107.99,43,trailing,0.41,323.66
APLLTD,2020-07-24,2020-08-14,15,908.86,972.46,214,trailing,7.0,13086.46
BIOCON,2020-07-28,2020-09-21,39,397.16,424.81,669,trailing,6.96,17785.15
COROMANDEL,2020-07-29,2020-08-31,23,738.22,717.1,1,trailing,-2.86,-23.01
NAVINFLUOR,2020-07-30,2020-08-13,10,1748.28,1929.28,170,trailing,10.35,29956.17
ESCORTS,2020-07-30,2020-09-07,27,1108.5,1108.85,23,trailing,0.03,-58.06
INDIAMART,2020-08-03,2020-08-17,10,652.24,671.32,451,trailing,2.93,7830.58
DEEPAKNTR,2020-08-04,2020-08-25,15,640.81,780.82,26,target,21.85,3592.22
LAURUSLABS,2020-08-07,2020-08-31,16,203.55,221.84,1,trailing,8.98,17.73
GRANULES,2020-08-07,2020-09-08,22,320.65,352.31,549,trailing,9.87,16902.7
IPCALAB,2020-08-11,2020-10-05,38,1050.51,1055.44,26,trailing,0.47,57.15
BAYERCROP,2020-08-13,2020-08-28,11,5153.42,5277.7,63,trailing,2.41,6975.48
AMBER,2020-08-13,2020-08-31,12,1658.64,1729.69,64,trailing,4.28,4264.99
ALKYLAMINE,2020-08-14,2020-08-31,11,1122.81,1207.32,290,trailing,7.53,23630.22
NAVINFLUOR,2020-08-14,2020-08-31,11,1942.95,1911.79,167,trailing,-1.6,-6039.68
APLLTD,2020-08-17,2020-11-13,63,976.87,918.05,251,time,-6.02,-15383.74
INDIAMART,2020-08-18,2020-09-01,10,671.99,876.45,449,target,30.43,90896.08
DEEPAKNTR,2020-08-26,2020-09-21,18,732.72,798.6,28,trailing,8.99,1788.99
DIXON,2020-08-28,2020-09-18,15,1737.08,1875.08,21,trailing,7.94,2799.37
BAYERCROP,2020-08-31,2020-09-22,16,5351.5,5247.7,62,trailing,-1.94,-7289.29
JBCHEPHARM,2020-09-01,2020-09-15,10,359.75,437.61,2,target,21.64,153.64
LAURUSLABS,2020-09-01,2020-09-17,12,220.43,274.38,1536,target,24.47,81867.52
NAVINFLUOR,2020-09-01,2020-09-18,13,1923.22,2005.87,54,trailing,4.3,4186.91
ALKYLAMINE,2020-09-01,2020-09-21,14,1213.06,1244.7,278,trailing,2.61,7909.16
INDIAMART,2020-09-02,2020-09-16,10,870.87,1175.83,397,target,35.02,120012.09
BSOFT,2020-09-02,2020-09-21,13,158.89,177.54,294,trailing,11.74,5356.02
ESCORTS,2020-09-08,2020-09-22,10,1113.84,1159.99,22,trailing,4.14,950.39
COROMANDEL,2020-09-08,2020-09-23,11,701.17,743.0,1,trailing,5.97,39.95
GRANULES,2020-09-09,2020-10-05,17,341.81,372.62,565,trailing,9.01,16881.73
JBCHEPHARM,2020-09-16,2020-09-30,10,426.97,466.2,2,trailing,9.19,76.14
INDIAMART,2020-09-17,2020-11-17,42,1180.26,2280.21,327,target,93.2,358211.03
LAURUSLABS,2020-09-18,2020-10-15,18,283.72,309.08,1371,trailing,8.94,33710.6
DIXON,2020-09-21,2020-11-17,40,1896.82,2014.05,136,trailing,6.18,15252.49
BSOFT,2020-09-22,2020-10-07,10,178.72,182.41,1863,trailing,2.06,5998.85
ALKYLAMINE,2020-09-22,2020-11-27,47,1243.14,1561.69,298,target,25.62,93841.02
NAVINFLUOR,2020-09-23,2020-10-08,10,1967.49,1969.92,177,trailing,0.12,-476.0
DEEPAKNTR,2020-09-23,2020-10-20,18,845.82,695.63,2,stop,-17.76,-304.39
CDSL,2020-09-24,2020-11-19,39,226.13,228.55,3,trailing,1.07,5.47
JBCHEPHARM,2020-10-01,2020-10-23,15,467.79,472.22,2,trailing,0.95,6.4
GRANULES,2020-10-06,2020-12-07,43,375.54,386.31,632,trailing,2.87,6178.03
BSOFT,2020-10-08,2020-12-23,53,189.22,245.72,1792,target,29.86,100248.68
NAVINFLUOR,2020-10-09,2020-11-02,16,1998.97,2133.78,174,trailing,6.74,22521.71
LAURUSLABS,2020-10-16,2020-10-30,10,311.55,312.61,1227,trailing,0.34,303.66
IPCALAB,2020-10-16,2020-11-09,16,1025.24,1108.16,39,trailing,8.09,3126.08
DEEPAKNTR,2020-10-21,2020-11-04,10,703.02,699.12,2,trailing,-0.55,-11.44
JBCHEPHARM,2020-10-26,2020-12-24,42,473.8,486.79,2,trailing,2.74,23.48
LAURUSLABS,2020-11-02,2020-12-21,34,313.02,325.48,1197,trailing,3.98,13928.68
PERSISTENT,2020-11-02,2020-12-22,35,538.77,657.19,15,target,21.98,1753.0
NAVINFLUOR,2020-11-03,2020-11-19,12,2155.39,2621.85,171,target,21.64,78703.49
AFFLE,2020-11-03,2020-11-23,14,536.18,659.21,3,target,22.95,364.43
DEEPAKNTR,2020-11-05,2020-12-01,17,709.11,864.05,2,target,21.85,305.78
AMBER,2020-11-10,2020-12-03,16,2231.47,2313.34,19,trailing,3.67,1443.42
FSL,2020-11-11,2020-12-03,15,63.48,65.81,15,trailing,3.67,32.44
ESCORTS,2020-11-14,2021-01-25,48,1358.94,1186.22,169,stop,-12.71,-29749.72
DIXON,2020-11-18,2020-12-04,11,2006.65,2270.34,223,trailing,13.14,57563.38
INDIAMART,2020-11-18,2020-12-18,21,2310.13,2847.3,195,target,23.25,103440.65
CDSL,2020-11-20,2020-12-08,11,230.27,248.98,1981,trailing,8.12,35811.34
NAVINFLUOR,2020-11-20,2021-01-11,34,2585.72,2617.31,42,trailing,1.22,1042.47
AFFLE,2020-11-24,2020-12-10,11,682.3,731.11,6,trailing,7.15,281.84
ALKYLAMINE,2020-12-01,2021-01-05,24,1569.36,2000.38,295,target,27.47,125783.32
DEEPAKNTR,2020-12-02,2020-12-21,13,852.61,854.31,3,trailing,0.2,-1.55
FSL,2020-12-04,2020-12-21,11,66.14,62.55,685,trailing,-5.44,-2577.84
DIXON,2020-12-07,2020-12-21,10,2294.55,2585.6,213,trailing,12.68,60642.39
APLAPOLLO,2020-12-07,2021-01-08,23,380.59,473.45,42,target,24.4,3853.58
GRANULES,2020-12-08,2021-01-22,32,388.66,331.14,627,stop,-14.8,-36654.88
CDSL,2020-12-09,2021-03-05,60,250.49,285.34,1964,trailing,13.91,67081.39
AFFLE,2020-12-11,2020-12-28,10,745.64,765.88,5,trailing,2.72,91.4
INDIAMART,2020-12-21,2021-01-06,11,2906.48,3541.52,171,target,21.85,107158.11
FSL,2020-12-22,2021-01-06,10,61.9,88.56,494,target,43.05,13069.19
DIXON,2020-12-22,2021-01-07,11,2576.12,3138.97,196,target,21.85,108863.72
LAURUSLABS,2020-12-22,2021-01-28,25,328.22,351.74,1539,trailing,7.17,34847.95
DEEPAKNTR,2020-12-23,2021-01-18,17,875.82,993.93,11,trailing,13.49,1272.46
BSOFT,2020-12-24,2021-03-26,63,247.19,237.41,1777,time,-3.96,-18493.93
JBCHEPHARM,2020-12-28,2021-02-17,36,496.54,552.93,2,trailing,11.36,110.04
AFFLE,2020-12-29,2021-02-11,31,773.27,1018.0,5,target,31.65,1212.03
ATGL,2021-01-06,2021-02-05,21,374.97,381.23,50,trailing,1.67,263.89
ALKYLAMINE,2021-01-06,2021-03-25,54,2028.09,2136.98,281,trailing,5.37,29076.42
INDIAMART,2021-01-07,2021-01-21,10,3381.79,3626.51,171,trailing,7.24,40289.75
FSL,2021-01-07,2021-02-26,35,89.84,89.54,772,trailing,-0.33,-409.51
DIXON,2021-01-08,2021-01-25,11,3223.39,2741.84,181,stop,-14.94,-88564.08
APLAPOLLO,2021-01-11,2021-03-03,36,481.37,611.76,104,target,27.09,13412.3
NAVINFLUOR,2021-01-12,2021-01-29,12,2627.02,2249.52,41,stop,-14.37,-15737.64
TATAELXSI,2021-01-19,2021-02-04,11,2354.61,2650.36,5,trailing,12.56,1446.24
INDIAMART,2021-01-22,2021-02-08,10,3720.35,4533.21,152,target,21.85,121923.81
GRANULES,2021-01-25,2021-02-09,10,332.82,320.62,784,trailing,-3.67,-10230.71
DIXON,2021-01-27,2021-02-10,10,2779.33,3735.68,201,target,34.41,190522.14
PERSISTENT,2021-01-27,2021-02-17,15,733.38,822.24,186,trailing,12.12,16151.39
LAURUSLABS,2021-01-29,2021-04-13,49,359.66,438.24,1501,target,21.85,116395.51
DEEPAKNTR,2021-02-01,2021-02-15,10,955.53,1164.31,96,target,21.85,19777.84
INTELLECT,2021-02-05,2021-02-19,10,415.64,425.1,33,trailing,2.28,276.07
ATGL,2021-02-08,2021-02-22,10,385.96,496.03,49,target,28.52,5337.43
INDIAMART,2021-02-09,2021-02-24,11,4227.26,4172.62,143,trailing,-1.29,-9375.54
TATAELXSI,2021-02-10,2021-04-12,40,2684.82,2733.44,124,trailing,1.81,5156.11
DIXON,2021-02-11,2021-03-22,26,3893.46,4042.81,160,trailing,3.84,22244.89
AFFLE,2021-02-12,2021-03-18,23,1069.96,1117.6,123,trailing,4.45,5509.46
HFCL,2021-02-16,2021-03-02,10,27.99,28.51,3987,trailing,1.86,1777.94
PERSISTENT,2021-02-18,2021-03-25,24,827.63,868.06,185,trailing,4.88,7071.41
NCC,2021-02-18,2021-03-25,24,85.46,68.29,6,stop,-20.09,-104.21
INTELLECT,2021-02-22,2021-03-16,15,430.87,603.33,32,target,40.03,5475.88
ATGL,2021-02-23,2021-03-09,10,506.42,702.98,48,target,38.82,9359.84
INDIAMART,2021-02-25,2021-05-11,48,4203.78,3267.18,141,stop,-22.28,-133430.32
FSL,2021-03-01,2021-03-17,11,90.6,110.2,789,target,21.64,15263.9
TRIDENT,2021-03-03,2021-03-18,10,12.78,12.95,8872,trailing,1.33,1214.18
APLAPOLLO,2021-03-04,2021-03-19,10,599.52,618.44,105,trailing,3.16,1820.47
HFCL,2021-03-08,2021-05-07,39,28.98,35.25,19305,target,21.64,119460.4
ATGL,2021-03-10,2021-03-25,10,709.18,879.85,47,target,24.07,7924.48
INTELLECT,2021-03-17,2021-04-01,10,596.01,726.24,32,target,21.85,4112.13
FSL,2021-03-18,2021-04-12,15,104.26,100.51,836,trailing,-3.59,-3353.62
TRIDENT,2021-03-19,2021-05-11,33,12.83,16.66,69,target,29.92,262.18
AFFLE,2021-03-19,2021-06-21,61,1105.35,899.55,227,stop,-18.62,-47308.8
APLAPOLLO,2021-03-22,2021-04-07,10,619.06,613.24,104,trailing,-0.94,-771.8
DIXON,2021-03-23,2021-05-07,29,4046.86,3944.18,157,trailing,-2.54,-17751.78
ATGL,2021-03-26,2021-04-13,10,912.95,1036.66,664,trailing,13.55,80466.42
NCC,2021-03-26,2021-04-13,10,69.55,70.4,2944,trailing,1.23,1985.73
BSOFT,2021-03-30,2021-04-15,10,239.98,237.06,1753,trailing,-1.22,-6220.41
INTELLECT,2021-04-05,2021-05-11,24,718.11,743.88,32,trailing,3.59,763.83
APLAPOLLO,2021-04-08,2021-05-07,19,627.46,630.78,101,trailing,0.53,170.4
GRAPHITE,2021-04-13,2021-04-29,10,538.83,670.81,1,target,24.49,130.41
TATAELXSI,2021-04-13,2021-05-04,13,2739.22,3605.18,154,target,31.61,132087.09
LAURUSLABS,2021-04-15,2021-04-30,10,436.38,444.99,719,trailing,1.97,5363.94
ATGL,2021-04-15,2021-05-03,11,1017.82,1240.21,629,target,21.85,138033.76
NCC,2021-04-15,2021-05-28,29,69.64,77.51,8550,trailing,11.31,65679.39
PRAJIND,2021-04-16,2021-05-07,14,204.29,254.6,3,target,24.62,149.13
PERSISTENT,2021-04-16,2021-05-12,17,944.79,1064.29,438,trailing,12.65,51196.74
GRAPHITE,2021-04-30,2021-05-17,10,662.3,676.15,1,trailing,2.09,12.11
LINDEINDIA,2021-05-03,2021-06-18,33,1816.45,1527.29,175,stop,-15.92,-51363.17
ATGL,2021-05-04,2021-06-02,20,1266.54,1576.45,565,target,24.47,173012.69
DEEPAKNTR,2021-05-04,2021-08-03,63,1891.35,2063.02,33,time,9.08,5495.53
TATAELXSI,2021-05-05,2021-07-07,44,3654.71,4030.96,151,trailing,10.3,55305.93
SAIL,2021-05-10,2021-05-14,3,129.82,109.61,1,stop,-15.57,-20.53
PRAJIND,2021-05-10,2021-05-25,10,261.62,336.05,5,target,28.45,368.28
APLAPOLLO,2021-05-10,2021-06-16,26,622.78,757.57,1172,target,21.64,155861.18
DIXON,2021-05-10,2021-07-28,55,3953.36,4403.84,160,trailing,11.39,70338.49
INTELLECT,2021-05-12,2021-07-28,53,761.26,730.89,636,trailing,-3.99,-20551.49
INDIAMART,2021-05-14,2021-06-01,12,3165.75,3395.04,146,trailing,7.24,32231.21
LAURUSLABS,2021-05-14,2021-06-08,17,480.5,599.34,6,target,24.73,704.59
SAIL,2021-05-17,2021-06-16,22,110.45,113.1,2,trailing,2.4,4.71
GRAPHITE,2021-05-18,2021-06-01,10,685.18,682.13,1,trailing,-0.45,-4.84
PRAJIND,2021-05-26,2021-06-11,12,339.44,359.81,5,trailing,6.0,97.3
KPITTECH,2021-05-31,2021-07-08,28,236.58,243.7,2,trailing,3.01,13.0
ALKYLAMINE,2021-05-31,2021-07-27,40,3731.65,4546.98,177,target,21.85,142408.37
GRAPHITE,2021-06-02,2021-06-16,10,682.81,658.67,3,trailing,-3.54,-77.65
INDIAMART,2021-06-02,2021-09-01,63,3398.44,3605.85,145,time,6.1,28754.06
ATGL,2021-06-03,2021-06-17,10,1609.59,1321.8,466,stop,-17.88,-135886.71
HEG,2021-06-09,2021-09-08,63,437.96,417.79,324,time,-4.61,-6895.96
PRAJIND,2021-06-14,2021-09-14,63,361.98,340.34,5,time,-5.98,-112.74
SAIL,2021-06-17,2021-07-01,10,110.45,109.43,1245,trailing,-0.92,-1620.22
GRAPHITE,2021-06-17,2021-09-17,63,655.4,571.92,1145,time,-12.74,-97413.25
