ticker,entry_date,exit_date,days_held,entry,exit,qty,reason,return_pct,pnl
TVSMOTOR,2017-06-16,2017-08-11,39,515.85,511.33,40,trailing,-0.88,-234.06
RCF,2017-06-20,2017-08-04,32,68.16,82.91,5,target,21.64,72.77
GMDCLTD,2017-06-23,2017-07-18,16,113.99,111.37,1,trailing,-2.3,-2.91
INDIACEM,2017-06-23,2017-08-10,33,203.97,168.25,88,stop,-17.51,-3186.1
IOC,2017-06-27,2017-08-08,30,71.57,76.74,2,trailing,7.23,9.96
BBTC,2017-06-27,2017-09-01,46,861.72,1048.21,181,target,21.64,33305.54
GNFC,2017-06-28,2017-08-07,28,205.48,225.81,956,trailing,9.89,18892.04
SUNDRMFAST,2017-06-28,2017-09-20,58,390.12,413.7,410,trailing,6.04,9237.72
KEC,2017-07-06,2017-07-20,10,243.15,295.77,1,target,21.64,51.92
BALKRISIND,2017-07-19,2017-08-21,22,763.15,677.67,264,stop,-11.2,-23063.62
RAYMOND,2017-07-19,2017-09-20,43,276.82,301.63,95,trailing,8.96,2285.08
KEC,2017-07-21,2017-09-18,39,280.72,293.98,1,trailing,4.72,12.51
ESCORTS,2017-07-28,2017-08-11,10,610.94,566.71,295,trailing,-7.24,-13500.36
COROMANDEL,2017-08-01,2017-10-26,58,407.26,439.67,28,trailing,7.96,876.46
RCF,2017-08-07,2017-09-25,33,83.46,70.45,8,stop,-15.58,-105.65
GNFC,2017-08-08,2017-09-13,24,229.08,256.06,849,trailing,11.78,22370.91
SUNTV,2017-08-09,2017-08-24,10,569.41,562.82,317,trailing,-1.16,-2554.49
TRIDENT,2017-08-11,2017-08-29,10,6.1,7.53,9,target,23.41,12.69
GMDCLTD,2017-08-11,2017-09-25,29,102.52,109.94,144,trailing,7.23,1028.14
ITI,2017-08-14,2017-08-31,11,83.13,101.12,1917,target,21.64,34030.26
ESCORTS,2017-08-14,2017-09-22,27,578.38,610.01,48,trailing,5.47,1444.11
BALKRISIND,2017-08-22,2017-09-22,22,682.0,770.54,261,trailing,12.98,22618.12
CEATLTD,2017-08-23,2017-09-25,22,1508.74,1550.05,97,trailing,2.74,3621.08
TVSMOTOR,2017-08-23,2017-10-26,43,557.37,687.65,1,target,23.37,128.66
SUNTV,2017-08-28,2017-09-25,20,570.14,618.91,312,trailing,8.55,14732.17
UNOMINDA,2017-08-30,2017-09-25,18,131.69,134.69,2,trailing,2.28,5.31
ITI,2017-09-01,2017-09-20,13,101.12,101.78,1912,trailing,0.65,745.4
BEML,2017-09-04,2017-09-21,13,726.33,717.26,260,trailing,-1.25,-2845.6
JINDALSAW,2017-09-14,2017-09-28,10,46.54,47.7,4571,trailing,2.5,4755.35
KEC,2017-09-19,2017-12-01,51,296.74,295.01,16,trailing,-0.58,-39.91
ITI,2017-09-21,2017-10-06,10,102.22,152.06,2121,target,48.76,105010.15
BBTC,2017-09-21,2017-10-09,11,1235.21,1318.74,141,trailing,6.76,11309.74
TITAN,2017-09-21,2017-11-06,30,614.36,761.55,1,target,23.96,145.4
BEML,2017-09-22,2017-12-05,50,714.28,614.43,260,stop,-13.98,-26411.61
BALKRISIND,2017-09-25,2017-10-25,20,769.24,755.83,17,trailing,-1.74,-261.7
ESCORTS,2017-09-25,2017-10-30,23,603.33,740.7,359,target,22.77,48689.95
UNOMINDA,2017-09-26,2017-10-11,10,134.06,131.35,1660,trailing,-2.02,-5078.78
TRIDENT,2017-09-26,2017-10-13,12,7.8,7.87,5,trailing,0.85,0.23
RCF,2017-09-26,2017-10-16,13,70.89,70.45,1937,trailing,-0.61,-1191.21
HSCL,2017-09-29,2017-10-16,10,141.08,161.62,1541,trailing,14.55,31035.52
JINDALSAW,2017-09-29,2017-10-18,12,48.32,49.81,1,trailing,3.08,1.36
ITI,2017-10-09,2017-10-31,15,152.73,152.32,1539,trailing,-0.26,-1229.8
GRASIM,2017-10-09,2017-11-09,22,1098.75,1166.37,78,trailing,6.15,5044.05
BBTC,2017-10-10,2017-10-25,10,1321.52,1610.26,141,target,21.85,40174.96
UNOMINDA,2017-10-12,2017-11-13,21,131.85,160.39,1650,target,21.64,46456.1
TRIDENT,2017-10-16,2017-11-03,13,7.95,7.75,7,trailing,-2.61,-1.6
HSCL,2017-10-17,2017-11-02,11,162.35,165.28,1492,trailing,1.81,3743.45
CAPLIPOINT,2017-10-17,2017-11-13,18,675.22,650.8,210,stale,-3.62,-5489.49
RCF,2017-10-19,2017-11-08,13,69.84,74.85,7,trailing,7.18,33.78
JINDALSAW,2017-10-26,2017-11-09,10,50.83,49.72,13,trailing,-2.17,-16.06
BBTC,2017-10-26,2017-11-10,11,1570.17,1556.57,152,trailing,-0.87,-2685.35
COROMANDEL,2017-10-27,2018-01-02,46,450.47,488.9,1,trailing,8.53,37.21
TVSMOTOR,2017-10-27,2018-01-12,54,685.09,716.82,18,trailing,4.63,538.27
ESCORTS,2017-10-31,2017-11-10,8,750.08,669.65,328,stop,-10.72,-26986.13
ITI,2017-11-01,2018-01-24,59,153.44,120.98,1606,stop,-21.15,-52693.38
HSCL,2017-11-03,2018-01-16,51,167.6,180.8,1465,trailing,7.88,18678.0
DEEPAKFERT,2017-11-06,2017-12-01,19,390.19,330.87,18,stop,-15.2,-1084.76
TITAN,2017-11-07,2017-12-05,20,756.77,770.2,1,trailing,1.77,11.45
RCF,2017-11-09,2018-01-10,43,75.55,83.46,10,trailing,10.47,77.03
JINDALSAW,2017-11-10,2017-12-01,15,50.05,51.59,1825,trailing,3.08,2574.96
BBTC,2017-11-13,2018-01-02,35,1581.0,1584.66,153,trailing,0.23,-69.55
ESCORTS,2017-11-13,2018-01-18,47,673.78,725.89,316,trailing,7.73,15891.95
UNOMINDA,2017-11-14,2017-11-28,10,162.05,197.13,1490,target,21.64,51560.8
ENDURANCE,2017-11-14,2017-12-05,15,1081.65,1181.39,147,trailing,9.22,14228.45
UNOMINDA,2017-11-29,2018-01-03,24,194.37,202.62,1283,trailing,4.24,9920.67
TATACONSUM,2017-11-29,2018-01-18,35,266.83,283.4,163,trailing,6.21,2584.81
JINDALSAW,2017-12-04,2018-01-01,19,52.12,63.41,2009,target,21.64,22361.13
KEC,2017-12-06,2017-12-20,10,290.99,353.96,811,target,21.64,50393.05
TITAN,2017-12-06,2018-01-16,28,769.36,864.26,126,trailing,12.33,11689.59
DEEPAKFERT,2017-12-06,2018-01-16,28,322.19,339.27,1,trailing,5.3,16.21
HFCL,2017-12-15,2018-01-10,17,28.46,34.61,3,target,21.64,18.23
GRAPHITE,2017-12-21,2018-01-05,10,505.5,641.13,517,target,26.83,69352.39
RADICO,2017-12-21,2018-01-17,18,273.96,334.14,91,target,21.97,5404.5
HEG,2018-01-02,2018-01-16,10,419.42,511.06,303,target,21.85,27400.19
BBTC,2018-01-03,2018-01-17,10,1599.27,1592.15,151,trailing,-0.45,-1701.39
GNFC,2018-01-03,2018-01-17,10,388.12,394.35,2,trailing,1.6,10.41
UNOMINDA,2018-01-04,2018-01-30,17,204.65,198.85,1267,trailing,-2.84,-8019.62
GRAPHITE,2018-01-08,2018-02-02,18,659.86,540.22,433,stop,-18.13,-52479.12
HFCL,2018-01-11,2018-02-02,15,34.81,26.12,1318,stop,-24.94,-11546.27
SOBHA,2018-01-15,2018-03-20,43,554.89,454.5,23,stop,-18.09,-2339.04
HEG,2018-01-17,2018-02-01,10,472.59,433.17,597,trailing,-8.34,-24239.75
HSCL,2018-01-17,2018-02-06,13,180.32,143.51,1361,stop,-20.42,-50678.34
BBTC,2018-01-18,2018-02-02,10,1616.85,1250.31,167,stop,-22.67,-61835.61
RADICO,2018-01-18,2018-02-02,10,337.21,317.47,3,trailing,-5.85,-61.77
TATACONSUM,2018-01-19,2018-02-05,10,284.19,245.96,967,stop,-13.45,-37636.1
JINDALSAW,2018-01-19,2018-02-05,10,66.94,58.86,1,trailing,-12.07,-8.24
ITI,2018-01-25,2018-02-06,7,121.77,98.13,1591,stop,-19.41,-38055.99
UNOMINDA,2018-01-31,2018-03-16,30,198.92,168.43,1263,stop,-15.33,-39113.5
HEG,2018-02-02,2018-02-19,10,411.92,479.69,593,trailing,16.45,39499.1
TITAN,2018-02-02,2018-04-04,39,787.89,878.79,17,trailing,11.54,1508.39
JUBLFOOD,2018-02-02,2018-04-09,42,196.25,240.47,1,target,22.53,43.66
GRAPHITE,2018-02-05,2018-02-20,10,513.75,533.72,434,trailing,3.89,8076.86
RADICO,2018-02-05,2018-02-20,10,307.32,319.57,744,trailing,3.99,8509.83
HFCL,2018-02-05,2018-02-20,10,24.62,27.55,1033,trailing,11.91,2957.47
TATACONSUM,2018-02-06,2018-02-21,10,240.54,247.35,956,trailing,2.83,5904.87
BBTC,2018-02-06,2018-02-21,10,1187.04,1491.77,6,target,25.67,1807.47
JINDALSAW,2018-02-06,2018-02-22,11,50.09,57.72,4,trailing,15.22,29.95
HSCL,2018-02-07,2018-02-22,10,151.83,150.87,1367,trailing,-0.63,-1851.7
ITI,2018-02-07,2018-02-22,10,101.22,126.72,1412,target,25.19,35585.33
DCMSHRIRAM,2018-02-20,2018-03-07,10,467.22,475.23,139,trailing,1.72,943.7
HEG,2018-02-20,2018-03-19,18,475.0,578.78,460,target,21.85,47109.77
RADICO,2018-02-21,2018-03-08,10,323.37,312.49,678,trailing,-3.36,-7936.74
HFCL,2018-02-21,2018-03-08,10,28.06,26.37,3,trailing,-6.03,-5.29
GRAPHITE,2018-02-21,2018-03-20,18,532.55,600.8,413,trailing,12.82,27579.99
MINDACORP,2018-02-21,2018-04-25,42,185.24,184.91,311,trailing,-0.18,-253.13
TATACONSUM,2018-02-22,2018-03-19,16,247.0,241.79,986,trailing,-2.11,-5764.26
HSCL,2018-02-23,2018-03-12,10,151.63,145.27,1518,trailing,-4.19,-10238.61
JINDALSAW,2018-02-23,2018-03-12,10,58.43,50.84,13,trailing,-12.99,-100.48
BBTC,2018-02-23,2018-03-15,13,1502.06,1239.75,103,stop,-17.46,-27384.78
WELCORP,2018-03-08,2018-03-22,10,144.85,112.26,1,stop,-22.5,-32.93
KEC,2018-03-08,2018-04-24,31,390.7,385.8,168,trailing,-1.26,-993.48
RADICO,2018-03-09,2018-03-28,13,314.9,324.2,671,trailing,2.95,5684.31
HFCL,2018-03-09,2018-06-11,63,26.78,30.63,8,time,14.39,30.22
HSCL,2018-03-13,2018-03-27,10,144.93,146.5,1522,trailing,1.08,1816.28
JINDALSAW,2018-03-16,2018-04-23,24,55.32,55.01,2302,trailing,-0.56,-1037.77
UNOMINDA,2018-03-19,2018-05-02,29,170.67,173.29,1243,trailing,1.53,2697.22
COFORGE,2018-03-20,2018-04-05,10,158.39,160.09,97,trailing,1.07,124.51
TATACONSUM,2018-03-20,2018-05-10,34,241.19,264.66,1023,trailing,9.73,23331.23
HEG,2018-03-20,2018-05-18,40,557.22,580.62,433,trailing,4.2,9490.97
BIOCON,2018-03-21,2018-05-03,28,287.66,309.07,22,trailing,7.44,453.76
GRAPHITE,2018-03-21,2018-06-01,49,604.34,670.42,416,trailing,10.93,26798.43
WELCORP,2018-03-23,2018-04-16,14,110.41,134.06,2,target,21.42,46.67
HSCL,2018-03-28,2018-06-05,46,145.91,113.17,1524,stop,-22.44,-50405.79
RADICO,2018-04-02,2018-04-19,13,328.08,411.04,661,target,25.29,54204.14
TITAN,2018-04-05,2018-04-19,10,890.03,925.82,17,trailing,4.02,568.36
COFORGE,2018-04-06,2018-04-23,11,160.62,195.71,96,target,21.85,3324.54
JUBLFOOD,2018-04-10,2018-05-10,21,241.78,242.57,1,trailing,0.33,0.17
WELCORP,2018-04-17,2018-06-26,49,131.58,101.17,2,stop,-23.11,-61.42
RADICO,2018-04-20,2018-06-01,29,415.83,427.97,620,trailing,2.92,6849.47
TITAN,2018-04-20,2018-06-28,48,924.07,812.71,31,stop,-12.05,-3522.19
COFORGE,2018-04-24,2018-05-09,10,190.04,192.71,764,trailing,1.4,1657.16
DIVISLAB,2018-04-25,2018-05-30,24,1114.5,993.66,58,stop,-10.84,-7167.62
MINDACORP,2018-04-26,2018-06-04,26,185.97,154.05,309,stop,-17.16,-9998.57
UNOMINDA,2018-05-03,2018-05-24,15,174.39,212.13,1232,target,21.64,45878.63
BIOCON,2018-05-04,2018-06-05,22,310.19,299.4,22,trailing,-3.48,-254.7
SONATSOFTW,2018-05-10,2018-06-28,35,108.96,90.61,1347,stop,-16.84,-25066.44
COFORGE,2018-05-11,2018-05-28,11,190.32,194.36,79,trailing,2.12,279.65
JUBLFOOD,2018-05-11,2018-05-29,12,243.15,252.56,1050,trailing,3.87,9201.33
HEG,2018-05-21,2018-07-05,33,582.7,613.44,430,trailing,5.28,12548.87
FSL,2018-05-22,2018-06-12,15,52.66,64.16,4,target,21.85,45.41
DMART,2018-05-25,2018-06-15,15,1428.61,1534.58,182,trailing,7.42,18585.14
COFORGE,2018-05-29,2018-06-28,22,194.56,192.99,82,trailing,-0.81,-169.9
JUBLFOOD,2018-05-30,2018-07-06,27,257.18,267.7,1028,trailing,4.09,10108.93
TECHM,2018-05-31,2018-06-28,20,519.43,502.46,110,trailing,-3.27,-2013.01
GRAPHITE,2018-06-04,2018-06-18,10,644.89,635.43,415,trailing,-1.47,-4617.09
RADICO,2018-06-04,2018-07-16,30,417.34,329.49,640,stop,-21.05,-56844.6
DIVISLAB,2018-06-05,2018-06-22,13,995.08,986.76,56,trailing,-0.84,-610.09
HSCL,2018-06-06,2018-06-20,10,108.0,134.08,2,target,24.14,51.53
BIOCON,2018-06-06,2018-09-05,63,304.93,308.14,586,time,1.05,1410.69
FSL,2018-06-13,2018-06-27,10,63.98,54.93,8,stop,-14.15,-73.64
MPHASIS,2018-06-18,2018-07-17,21,879.62,944.62,303,trailing,7.39,18976.7
INTELLECT,2018-06-18,2018-08-13,40,209.18,234.8,57,trailing,12.25,1427.6
GRAPHITE,2018-06-19,2018-07-05,12,635.27,774.07,414,target,21.85,56704.95
DMART,2018-06-25,2018-07-19,18,1491.55,1521.24,37,trailing,1.99,953.75
HFCL,2018-06-27,2018-09-11,52,29.44,23.33,18,stop,-20.75,-111.2
FSL,2018-06-28,2018-07-19,15,55.08,54.1,8,trailing,-1.77,-8.95
SONATSOFTW,2018-06-29,2018-07-16,11,91.82,95.19,2372,trailing,3.68,7436.67
HEG,2018-07-06,2018-07-24,12,615.66,672.21,445,trailing,9.19,24419.62
GRAPHITE,2018-07-06,2018-07-24,12,763.28,769.7,359,trailing,0.84,1591.23
COFORGE,2018-07-06,2018-08-14,27,199.8,243.45,173,target,21.85,7452.35
JUBLFOOD,2018-07-09,2018-07-25,12,270.62,274.54,1014,trailing,1.45,3261.39
JINDALSTEL,2018-07-09,2018-09-24,51,215.12,220.42,1,trailing,2.47,4.74
RADICO,2018-07-17,2018-07-31,10,320.53,426.66,840,target,33.11,88327.43
SONATSOFTW,2018-07-17,2018-08-03,13,95.14,100.2,1748,trailing,5.32,8406.44
MPHASIS,2018-07-18,2018-08-08,15,948.0,958.14,297,trailing,1.07,2275.47
TECHM,2018-07-18,2018-08-09,16,492.17,499.89,8,trailing,1.57,51.43
FSL,2018-07-20,2018-08-06,11,54.3,54.82,1042,trailing,0.96,396.71
HEG,2018-07-25,2018-08-13,13,679.42,718.73,423,trailing,5.79,15862.64
GRAPHITE,2018-07-25,2018-08-20,17,775.96,837.64,369,trailing,7.95,21985.44
JUBLFOOD,2018-07-26,2018-09-04,26,279.65,284.03,993,trailing,1.57,3618.49
RADICO,2018-08-01,2018-09-03,21,430.11,458.59,703,trailing,6.62,19211.51
LTTS,2018-08-01,2018-09-03,21,1327.07,1614.27,41,target,21.64,11618.48
SONATSOFTW,2018-08-06,2018-08-29,15,100.95,106.06,1739,trailing,5.07,8424.0
FSL,2018-08-07,2018-09-12,24,55.02,56.99,1036,trailing,3.58,1888.65
MPHASIS,2018-08-09,2018-09-18,25,965.09,1012.53,294,trailing,4.92,13191.35
TATAELXSI,2018-08-10,2018-09-25,28,1263.84,1118.57,3,stop,-11.49,-445.09
INTELLECT,2018-08-14,2018-09-04,13,236.08,251.28,66,trailing,6.44,961.53
HEG,2018-08-14,2018-09-27,28,722.09,598.91,417,stop,-17.06,-52078.43
COFORGE,2018-08-16,2018-09-05,13,243.87,245.06,173,trailing,0.49,96.55
GRAPHITE,2018-08-21,2018-09-25,22,844.31,693.83,362,stop,-17.82,-55198.05
TCS,2018-08-21,2018-10-04,28,1646.42,1689.49,1,trailing,2.62,38.73
SONATSOFTW,2018-08-30,2018-09-19,13,106.4,129.43,1738,target,21.64,39489.55
RADICO,2018-09-04,2018-09-21,11,459.73,381.47,671,stop,-17.02,-53242.51
LTTS,2018-09-04,2018-10-05,20,1599.71,1404.83,49,stop,-12.18,-9740.27
JUBLFOOD,2018-09-05,2018-09-24,11,283.58,250.25,1053,stop,-11.75,-35825.55
COFORGE,2018-09-06,2018-09-24,10,243.87,226.1,911,trailing,-7.29,-16744.91
INTELLECT,2018-09-12,2018-09-28,10,248.84,199.18,2,stop,-19.96,-100.49
FSL,2018-09-14,2018-09-28,9,57.68,48.86,1023,stop,-15.29,-9162.34
BIOCON,2018-09-19,2018-10-08,11,339.07,293.89,3,stop,-13.32,-137.99
MPHASIS,2018-09-19,2018-10-09,12,1019.34,887.42,290,stop,-12.94,-38974.66
SONATSOFTW,2018-09-21,2018-10-04,8,127.78,100.14,1758,stop,-21.63,-49120.81
RADICO,2018-09-24,2018-10-09,10,377.7,292.91,676,stop,-22.45,-57906.96
JUBLFOOD,2018-09-25,2018-10-25,20,248.51,210.97,774,stop,-15.11,-29523.89
COFORGE,2018-09-25,2018-12-28,63,225.99,212.45,1221,time,-5.99,-17229.52
GRAPHITE,2018-09-26,2018-10-17,14,693.37,843.43,366,target,21.64,54189.76
VBL,2018-09-27,2018-11-01,23,45.45,44.93,7,trailing,-1.14,-4.44
HEG,2018-09-28,2018-10-15,10,604.89,736.49,411,target,21.76,53370.59
FSL,2018-10-01,2018-11-26,36,49.16,39.27,1032,stop,-20.11,-10320.5
SONATSOFTW,2018-10-05,2018-10-22,10,99.16,93.05,1787,trailing,-6.16,-11370.97
LTTS,2018-10-08,2018-10-23,10,1385.19,1356.14,49,trailing,-2.1,-1597.97
INTELLECT,2018-10-08,2018-10-23,10,196.31,192.07,4,trailing,-2.16,-19.01
TATAELXSI,2018-10-09,2018-10-24,10,907.44,883.55,1,trailing,-2.63,-26.22
MPHASIS,2018-10-10,2018-10-25,10,895.77,810.16,288,trailing,-9.56,-25295.87
RADICO,2018-10-10,2018-10-26,11,301.57,339.13,650,trailing,12.45,23867.39
INFY,2018-10-16,2018-10-26,7,572.4,515.85,2,stop,-9.88,-115.92
HEG,2018-10-16,2019-01-17,63,735.0,620.89,378,time,-15.52,-43799.19
PFIZER,2018-10-16,2019-01-17,63,2535.74,2324.29,9,time,-8.34,-1959.87
GRAPHITE,2018-10-19,2018-12-19,41,824.19,690.03,337,stop,-16.28,-45877.05
TCS,2018-10-19,2018-12-21,43,1579.96,1554.48,19,trailing,-1.61,-561.49
SONATSOFTW,2018-10-23,2018-11-20,19,92.12,98.19,1805,trailing,6.6,10520.84
LTTS,2018-10-24,2018-11-09,11,1366.76,1514.52,49,trailing,10.81,7056.78
INTELLECT,2018-10-25,2018-11-09,10,190.11,259.82,5,target,36.67,345.64
JUBLFOOD,2018-10-26,2018-12-03,24,210.37,261.22,652,target,24.17,32752.75
MPHASIS,2018-10-26,2019-01-03,46,809.84,792.17,319,trailing,-2.18,-6302.58
RADICO,2018-10-29,2018-11-14,11,357.62,436.78,618,target,22.14,48285.69
VBL,2018-11-02,2019-02-04,63,46.49,46.19,6,time,-0.63,-2.49
INTELLECT,2018-11-12,2019-01-25,52,261.16,202.96,2,stop,-22.29,-117.61
LTTS,2018-11-12,2019-02-11,63,1526.59,1394.4,49,time,-8.66,-6663.28
TECHM,2018-11-15,2018-12-06,14,543.6,538.72,495,trailing,-0.9,-3109.77
JSWSTEEL,2018-11-21,2019-01-22,42,301.74,256.27,586,stop,-15.07,-27071.58
SONATSOFTW,2018-11-21,2019-02-21,63,98.9,104.04,1,time,5.2,4.88
FSL,2018-11-27,2018-12-11,10,38.85,39.39,1041,trailing,1.39,456.12
INFY,2018-12-04,2018-12-18,10,548.11,550.86,309,trailing,0.5,408.15
TECHM,2018-12-07,2019-03-11,63,540.5,624.4,493,time,15.52,40614.35
FSL,2018-12-12,2019-01-17,25,40.04,39.74,1022,trailing,-0.73,-406.66
DIVISLAB,2018-12-19,2019-02-18,41,1434.6,1499.59,118,trailing,4.53,7218.34
GRAPHITE,2018-12-20,2019-01-14,16,686.95,579.63,1,stop,-15.62,-108.97
BATAINDIA,2018-12-20,2019-01-28,26,1034.35,1024.77,224,trailing,-0.93,-2744.37
TCS,2018-12-24,2019-02-18,38,1564.24,1619.03,18,trailing,3.5,911.68
COFORGE,2018-12-31,2019-02-15,33,213.03,232.62,1220,trailing,9.2,23203.78
HINDUNILVR,2019-01-04,2019-04-09,63,1590.17,1484.02,158,time,-6.68,-17402.56
HAVELLS,2019-01-15,2019-02-12,20,656.97,672.69,2,trailing,2.39,27.99
HEG,2019-01-18,2019-01-24,4,623.13,520.53,422,stop,-16.46,-43922.75
PFIZER,2019-01-18,2019-02-12,17,2335.28,2510.36,14,trailing,7.5,2362.99
AARTIIND,2019-01-23,2019-02-06,10,365.18,380.81,2,trailing,4.28,29.32
TORNTPHARM,2019-01-23,2019-04-25,60,871.85,786.76,171,stop,-9.76,-14918.39
HEG,2019-01-25,2019-01-28,1,520.86,381.0,420,stop,-26.85,-59233.93
INTELLECT,2019-01-28,2019-02-04,5,207.09,161.16,3,stop,-22.18,-139.22
HEG,2019-01-29,2019-02-12,10,364.0,415.72,382,trailing,14.21,19370.66
BATAINDIA,2019-01-29,2019-02-25,18,1018.74,1241.33,245,target,21.85,53813.63
PRAJIND,2019-02-05,2019-02-25,13,109.72,133.69,7,target,21.85,165.59
AARTIIND,2019-02-07,2019-02-14,4,385.56,331.68,2,stop,-13.97,-109.62
LTTS,2019-02-12,2019-05-03,50,1416.68,1538.68,48,trailing,8.61,5671.4
HAVELLS,2019-02-14,2019-04-12,38,668.57,705.07,291,trailing,5.46,10102.7
AARTIIND,2019-02-15,2019-03-13,17,337.43,341.01,3,trailing,1.06,8.07
UBL,2019-02-18,2019-03-25,23,1296.3,1284.53,19,trailing,-0.91,-287.24
COFORGE,2019-02-18,2019-04-15,37,233.23,238.05,1108,trailing,2.07,4670.54
NAUKRI,2019-02-19,2019-03-06,10,326.46,337.88,1,trailing,3.5,10.56
DIVISLAB,2019-02-19,2019-05-08,49,1496.61,1588.86,137,trailing,6.16,12089.44
PRAJIND,2019-02-26,2019-03-15,12,131.09,137.92,298,trailing,5.21,1929.86
BATAINDIA,2019-02-26,2019-05-06,42,1196.27,1282.03,222,trailing,7.17,18322.09
NAUKRI,2019-03-07,2019-04-02,16,342.21,352.33,1,trailing,2.96,9.22
DABUR,2019-03-12,2019-04-01,12,419.58,375.14,1,stop,-10.59,-45.47
BALRAMCHIN,2019-03-12,2019-04-08,17,125.73,124.25,2170,trailing,-1.18,-3922.9
PFIZER,2019-03-12,2019-06-18,63,2786.67,2735.3,12,time,-1.84,-702.49
RELIANCE,2019-03-14,2019-05-07,32,597.75,594.39,2,trailing,-0.56,-9.82
PRAJIND,2019-03-18,2019-05-08,31,138.78,109.37,296,stop,-21.19,-8801.23
UBL,2019-03-26,2019-05-03,23,1289.86,1349.53,18,trailing,4.63,1012.18
DRREDDY,2019-03-26,2019-05-13,29,533.64,535.35,2,trailing,0.32,0.64
NAUKRI,2019-04-03,2019-04-26,15,355.21,371.84,2,trailing,4.68,31.37
WIPRO,2019-04-04,2019-05-14,24,119.87,130.58,1,trailing,8.93,10.38
BALRAMCHIN,2019-04-09,2019-05-07,16,125.24,134.13,2147,trailing,7.1,18357.33
INFY,2019-04-10,2019-05-21,25,626.06,580.66,373,stop,-7.25,-17521.21
HAVELLS,2019-04-15,2019-07-08,55,709.77,708.82,288,trailing,-0.13,-803.76
COFORGE,2019-04-16,2019-07-19,63,237.19,247.85,1111,time,4.5,11150.67
TORNTPHARM,2019-04-26,2019-05-22,16,788.29,709.88,170,stop,-9.95,-13660.66
NAUKRI,2019-04-30,2019-05-31,22,373.71,400.21,3,trailing,7.09,76.5
GODFRYPHLP,2019-05-06,2019-06-03,20,311.09,267.47,314,stop,-14.02,-13930.62
UPL,2019-05-07,2019-06-19,30,590.61,594.6,32,trailing,0.68,78.31
BATAINDIA,2019-05-07,2019-07-09,44,1280.09,1297.38,207,trailing,1.35,2886.65
BALRAMCHIN,2019-05-08,2019-06-06,20,134.96,142.91,1947,trailing,5.9,14789.15
RELIANCE,2019-05-08,2019-07-26,56,593.43,537.0,43,stop,-9.51,-2489.51
PRAJIND,2019-05-09,2019-05-27,12,108.8,133.17,2295,target,22.4,55208.93
DCMSHRIRAM,2019-05-14,2019-05-28,10,425.3,528.7,2,target,24.31,204.32
WIPRO,2019-05-15,2019-06-21,26,131.13,131.16,3,trailing,0.02,-0.93
DIVISLAB,2019-05-22,2019-06-12,14,1625.15,1461.31,132,stop,-10.08,-22157.0
IPCALAB,2019-05-22,2019-07-22,42,451.95,445.73,3,trailing,-1.38,-22.15
SRF,2019-05-23,2019-07-08,31,575.09,561.96,209,trailing,-2.28,-3054.87
PRAJIND,2019-05-28,2019-07-19,37,134.08,111.71,2014,stop,-16.68,-45680.06
DCMSHRIRAM,2019-05-29,2019-07-24,39,515.12,406.27,70,stop,-21.13,-7703.27
NAUKRI,2019-06-03,2019-06-18,10,401.82,411.19,3,trailing,2.33,24.94
GODFRYPHLP,2019-06-04,2019-07-10,25,269.23,226.31,311,stop,-15.94,-13547.34
BALRAMCHIN,2019-06-07,2019-07-17,28,143.59,145.02,1890,trailing,0.99,1984.58
DIVISLAB,2019-06-13,2019-08-05,37,1467.92,1502.25,135,trailing,2.34,4114.42
NAUKRI,2019-06-19,2019-07-12,17,414.33,428.63,83,trailing,3.45,1095.75
UPL,2019-06-20,2019-07-12,16,589.09,586.56,32,stale,-0.43,-129.82
INDIGO,2019-07-09,2019-07-11,2,1569.21,1347.32,37,stop,-14.14,-8350.36
SRF,2019-07-09,2019-10-14,63,560.33,510.92,469,time,-8.82,-23828.01
BATAINDIA,2019-07-10,2019-09-23,49,1290.83,1624.55,201,target,25.85,66316.16
PIIND,2019-07-10,2019-10-01,55,1146.0,1232.44,7,trailing,7.54,583.42
WIPRO,2019-07-11,2019-09-11,40,122.86,113.86,5,stop,-7.33,-46.54
TITAN,2019-07-11,2019-10-04,56,1083.45,1226.41,65,trailing,13.19,9096.71
INDIGO,2019-07-12,2019-08-02,15,1346.18,1499.66,36,trailing,11.4,5392.06
NAUKRI,2019-07-15,2019-10-10,57,430.92,445.52,128,trailing,3.39,1722.47
KAJARIACER,2019-07-18,2019-07-24,4,517.2,438.44,27,stop,-15.23,-2160.1
BALRAMCHIN,2019-07-18,2019-08-05,12,146.13,120.26,1776,stop,-17.7,-46559.96
PRAJIND,2019-07-22,2019-07-30,6,112.76,90.52,2261,stop,-19.72,-50870.69
AARTIIND,2019-07-22,2019-08-16,17,406.23,387.64,601,trailing,-4.58,-11791.69
GODREJPROP,2019-07-23,2019-09-30,45,945.57,1038.18,1,trailing,9.79,90.03
DCMSHRIRAM,2019-07-25,2019-08-08,10,401.0,359.27,101,trailing,-10.4,-4313.59
KAJARIACER,2019-07-29,2019-08-21,15,451.14,451.58,51,trailing,0.1,-37.35
PRAJIND,2019-07-31,2019-08-21,13,90.74,93.17,2253,trailing,2.68,4943.6
INDIGO,2019-08-05,2019-09-23,31,1488.56,1813.8,36,target,21.85,11553.95
BALRAMCHIN,2019-08-06,2019-08-28,14,117.64,120.82,2137,trailing,2.7,6121.06
