tv_symbol,grade,signal_week,sig_ctl_pct,sig_body_frac,sig_range_pct,entry_date,entry,stop,risk_pct,ext_vs_sma,crs_rank,exit_date,exit_px,pct_move,R,mfe_pct,mfe_R,mae_pct,reason,weeks_held,split_flag
NSE:ADANIPOWER,A,2020-01-17,5.96,0.63,8.56,2020-01-20,12.92,12.15,5.96,12.46,0.04,2020-02-17,11.86,-8.2,-1.38,1.24,0.21,-12.46,stop,4.0,
NSE:ITDC,A,2020-01-17,10.24,0.35,20.99,2020-01-20,313.38,282.05,10.0,18.35,0.12,2020-03-02,234.58,-25.15,-2.52,8.79,0.88,-30.49,stop,6.0,
NSE:HCLTECH,B,2020-01-17,2.97,0.71,3.61,2020-01-21,464.37,457.83,1.41,8.24,0.03,2020-02-24,480.71,3.52,2.25,6.16,4.37,-1.67,blowoff_half,4.9,
NSE:RAMCOCEM,A,2020-01-24,6.44,0.74,7.29,2020-01-27,844.69,798.17,5.51,12.09,0.07,2020-02-03,754.95,-10.62,-1.93,2.84,0.52,-12.98,stop,1.0,
NSE:CROMPTON,A,2020-01-31,10.35,0.57,15.22,2020-02-03,264.67,242.77,8.27,15.6,0.15,2020-03-16,224.21,-15.29,-1.85,8.43,1.02,-19.43,stop,6.0,
NSE:JSL,A,2020-02-07,10.4,0.73,14.12,2020-02-10,41.5,37.35,10.0,17.14,0.14,2020-03-16,30.73,-25.95,-2.6,2.6,0.26,-36.03,stop,5.0,
NSE:MAHSCOOTER,A,2020-02-14,5.45,0.95,6.08,2020-02-17,4222.8,3992.55,5.45,11.27,0.06,2020-03-02,3794.07,-10.15,-1.86,0.99,0.18,-12.22,stop,2.0,
NSE:BALRAMCHIN,A,2020-02-14,7.79,0.02,12.52,2020-02-17,165.86,149.27,10.0,14.31,0.07,2020-03-02,137.33,-17.2,-1.72,1.9,0.19,-21.31,stop,2.0,
NSE:CRISIL,A,2020-02-20,7.93,0.53,10.39,2020-02-24,1535.95,1393.03,9.3,15.06,0.1,2020-03-02,1382.17,-10.01,-1.08,-0.0,-0.0,-13.31,stop,1.0,
NSE:BIRLACORPN,A,2020-03-06,5.84,0.02,11.1,2020-03-09,665.91,632.87,4.96,12.06,0.19,2020-03-16,550.97,-17.26,-3.48,0.25,0.05,-31.8,stop,1.0,
NSE:KEC,A,2020-03-06,6.38,0.52,7.62,2020-03-09,298.98,292.27,2.24,5.16,0.17,2020-03-16,255.58,-14.52,-6.48,1.6,0.71,-27.61,stop,1.0,
NSE:GODFRYPHLP,A,2020-03-06,6.44,0.01,11.45,2020-03-09,336.09,326.23,2.93,6.06,0.16,2020-03-23,245.89,-26.84,-9.15,2.75,0.94,-32.26,stop,2.0,
NSE:DRREDDY,A,2020-03-06,9.3,0.59,12.38,2020-03-09,608.28,553.83,8.95,13.49,0.21,2020-05-18,724.1,19.04,2.06,30.82,3.44,-21.01,trail,10.0,
NSE:SFL,A,2020-03-13,20.04,0.08,26.76,2020-03-16,782.5,704.25,10.0,17.9,0.38,2020-03-23,625.0,-20.13,-2.01,0.0,0.0,-24.92,stop,1.0,
NSE:VBL,A,2020-03-13,21.96,0.13,31.66,2020-03-16,65.04,58.54,9.99,9.11,0.31,2020-03-23,42.1,-35.27,-3.53,0.4,0.04,-35.27,stop,1.0,
NSE:TIMKEN,A,2020-03-13,24.73,0.23,37.2,2020-03-16,850.99,765.89,10.0,12.39,0.37,2020-03-30,696.0,-18.21,-1.82,3.19,0.32,-29.47,stop,2.0,
NSE:FINEORG,B,2020-03-13,20.76,0.24,29.57,2020-03-17,2025.36,1822.82,10.0,16.79,0.42,2020-03-23,1581.75,-21.9,-2.19,7.32,0.73,-25.77,stop,0.9,
NSE:RATNAMANI,B,2020-03-13,25.87,0.1,40.27,2020-03-19,682.34,614.69,9.91,3.77,0.45,2020-03-30,568.09,-16.74,-1.69,4.65,0.47,-31.59,stop,1.6,
NSE:HINDUNILVR,A,2020-03-20,14.35,0.16,18.82,2020-03-23,1744.34,1571.97,9.88,-0.08,0.37,2020-05-04,1905.36,9.23,1.47,34.07,3.45,-5.13,trail,6.0,
NSE:DIVISLAB,A,2020-03-20,18.24,0.12,23.67,2020-03-23,1794.52,1615.07,10.0,5.86,0.49,2020-07-06,2153.39,20.0,2.0,37.19,3.72,-6.72,trail,15.0,
NSE:ALKYLAMINE,A,2020-03-20,17.79,0.02,26.15,2020-03-23,430.95,400.28,7.12,10.98,0.62,2020-03-30,436.78,1.35,0.19,16.67,2.34,-6.31,wk20,1.0,
NSE:AMBER,A,2020-03-27,18.47,0.69,31.58,2020-03-30,1153.0,1037.7,10.0,11.19,0.52,2020-04-13,1008.05,-12.57,-1.26,16.91,1.69,-20.13,stop,2.0,
NSE:AJANTPHARM,A,2020-03-27,22.41,0.44,32.75,2020-03-30,762.17,685.95,10.0,15.27,0.53,2020-07-06,887.43,16.43,1.82,29.83,2.98,-2.38,trail,14.0,
NSE:GRANULES,A,2020-03-27,21.8,0.76,35.85,2020-03-30,139.15,125.24,10.0,18.55,0.58,2020-04-20,166.3,19.51,1.95,27.47,2.75,-7.04,blowoff,3.0,
NSE:JBCHEPHARM,B,2020-03-27,17.38,0.3,25.54,2020-04-03,230.97,207.87,10.0,18.52,0.6,2020-06-29,315.51,36.6,2.83,52.1,5.21,-9.93,blowoff_half,12.4,
NSE:IRCON,B,2020-04-03,22.95,0.71,33.86,2020-04-08,34.8,31.32,10.0,8.87,0.6,2020-10-12,31.27,-10.14,-1.01,22.61,2.26,-13.35,stop,26.7,
NSE:ESSELPACK,B,2020-04-09,13.68,0.73,19.4,2020-04-15,146.94,132.47,9.85,17.58,0.5,2020-07-27,171.4,16.65,1.69,29.64,3.01,-5.39,blowoff,14.7,
NSE:APLLTD,B,2020-04-09,17.09,0.56,28.97,2020-04-16,596.16,536.54,10.0,16.33,0.48,2020-05-04,695.67,16.69,1.67,32.13,3.21,-5.65,blowoff,2.6,
NSE:AARTIIND,A,2020-04-17,5.19,0.36,8.9,2020-04-20,468.71,440.0,6.13,12.73,0.34,2020-05-11,527.02,12.44,2.02,25.03,4.09,-5.23,blowoff_half,3.0,
NSE:BHARATRAS,A,2020-04-17,11.95,0.59,14.48,2020-04-20,1656.0,1490.4,10.0,16.16,0.35,2020-08-17,2492.95,50.54,3.53,76.49,7.65,-10.99,blowoff_half,17.0,
NSE:ESCORTS,A,2020-04-17,11.55,0.47,20.09,2020-04-20,723.93,651.54,10.0,19.07,0.41,2020-07-27,1089.83,50.54,3.53,61.45,6.15,-10.96,blowoff_half,14.0,
NSE:GUJGASLTD,B,2020-04-17,12.19,0.61,16.25,2020-04-22,238.41,215.62,9.56,16.21,0.41,2020-08-03,278.46,16.8,1.88,31.52,3.3,-8.8,trail,14.7,
NSE:PIIND,A,2020-04-24,7.5,0.62,13.14,2020-04-27,1461.95,1346.92,7.87,11.11,0.32,2020-09-14,1853.24,26.76,2.7,45.26,5.75,-4.13,trail,20.0,
NSE:VAIBHAVGBL,A,2020-04-24,8.05,0.24,17.38,2020-04-27,170.1,154.52,9.16,12.3,0.34,2020-06-29,225.21,32.4,2.77,36.84,4.02,-4.86,blowoff_half,9.0,
NSE:ASTRAZEN,B,2020-04-24,8.25,0.48,10.28,2020-04-29,2757.28,2500.21,9.32,17.96,0.39,2020-09-14,4337.02,57.29,4.07,77.67,8.33,-7.29,blowoff_half,19.7,
NSE:SFL,A,2020-04-30,13.57,0.53,26.11,2020-05-04,734.0,660.6,10.0,10.16,0.23,2020-10-19,646.88,-11.87,-1.19,14.26,1.43,-13.69,stop,24.0,
NSE:TORNTPOWER,A,2020-04-30,7.93,0.68,10.37,2020-05-04,280.84,265.23,5.56,12.91,0.3,2020-05-11,263.7,-6.1,-1.1,5.19,0.93,-7.76,stop,1.0,
NSE:JCHAC,A,2020-04-30,13.45,0.52,26.25,2020-05-04,2306.0,2075.4,10.0,11.77,0.25,2020-08-03,2071.0,-10.19,-1.02,14.48,1.45,-11.85,stop,13.0,
NSE:ISEC,A,2020-04-30,14.71,0.88,19.55,2020-05-04,348.25,313.43,10.0,7.47,0.24,2020-05-11,367.85,5.63,0.56,23.47,2.35,-1.78,wk20,1.0,
NSE:NAUKRI,A,2020-05-08,8.78,0.75,11.42,2020-05-11,525.08,482.27,8.15,11.9,0.33,2020-05-26,474.89,-9.56,-1.17,1.46,0.18,-17.71,stop,2.1,
NSE:NATCOPHARM,A,2020-05-08,3.73,0.09,6.99,2020-05-11,590.6,566.56,4.07,6.6,0.25,2020-05-18,559.23,-5.31,-1.3,1.32,0.32,-10.0,stop,1.0,
NSE:TATACONSUM,A,2020-05-08,6.62,0.29,9.17,2020-05-11,335.13,308.42,7.97,14.95,0.33,2020-08-31,523.73,56.28,4.53,59.81,7.5,-2.95,blowoff_half,16.0,
NSE:SEQUENT,A,2020-05-08,8.89,0.61,15.9,2020-05-11,84.0,75.6,10.0,12.02,0.26,2020-08-17,135.75,61.61,4.08,73.27,7.33,-5.0,blowoff_half,14.0,
NSE:JUBLFOOD,A,2020-05-15,7.52,0.46,12.56,2020-05-18,329.28,305.12,7.34,10.81,0.31,2020-10-05,468.27,42.21,3.88,47.79,6.51,-10.65,blowoff_half,20.0,
NSE:LALPATHLAB,A,2020-05-15,3.78,0.54,5.17,2020-05-18,763.74,734.85,3.78,9.67,0.28,2020-05-26,722.63,-5.38,-1.42,1.2,0.32,-6.01,stop,1.1,
NSE:GARFIBRES,A,2020-05-15,5.08,0.31,7.39,2020-05-18,262.21,244.32,6.82,11.22,0.3,2020-08-03,334.08,27.41,3.01,33.71,4.94,-7.03,blowoff_half,11.0,
NSE:POLYMED,B,2020-05-15,22.0,0.87,32.36,2020-05-20,260.99,234.89,10.0,16.87,0.43,2020-08-03,381.53,46.19,3.31,63.88,6.39,-4.32,blowoff_half,10.7,
NSE:RELAXO,A,2020-05-22,11.75,0.59,17.13,2020-05-26,648.97,584.07,10.0,13.13,0.32,2021-05-24,1017.49,56.79,3.84,64.32,6.43,-12.46,time,51.9,
NSE:BALKRISIND,A,2020-05-22,8.1,0.55,10.38,2020-05-26,953.14,871.65,8.55,11.83,0.32,2020-07-13,1215.26,27.5,2.61,32.49,3.8,0.0,blowoff_half,6.9,
NSE:ISEC,A,2020-05-22,7.17,0.6,9.32,2020-05-26,378.0,347.6,8.04,13.29,0.31,2020-08-03,460.0,21.69,2.35,50.5,6.28,-1.3,trail,9.9,
NSE:TASTYBITE,A,2020-05-29,9.09,0.77,13.05,2020-06-01,10620.71,9558.64,10.0,13.28,0.24,2020-07-27,11593.86,9.16,1.46,29.26,2.93,-2.07,trail,8.0,
NSE:NAUKRI,A,2020-05-29,13.0,0.58,19.06,2020-06-01,530.08,477.07,10.0,11.75,0.24,2021-02-01,862.19,62.65,4.13,117.36,11.74,-8.58,trail,35.0,
NSE:MCX,B,2020-05-29,15.14,0.91,19.25,2020-06-02,244.52,220.07,10.0,18.04,0.33,2020-08-10,313.55,28.23,2.41,40.7,4.07,-10.31,blowoff_half,9.9,
NSE:INDOCO,B,2020-06-05,12.06,0.37,16.64,2020-06-10,220.19,198.17,10.0,19.03,0.23,2020-07-20,197.72,-10.2,-1.02,1.22,0.12,-12.34,stop,5.7,
NSE:MGL,A,2020-06-12,8.49,0.52,10.61,2020-06-15,919.73,840.24,8.64,11.31,0.19,2020-07-13,829.47,-9.81,-1.14,3.36,0.39,-10.51,stop,4.0,
NSE:GRSE,A,2020-06-12,17.74,0.49,26.27,2020-06-15,165.92,149.32,10.0,10.24,0.18,2020-07-27,185.25,11.65,1.58,24.57,2.46,-3.32,trail,6.0,
NSE:AVANTIFEED,A,2020-06-12,10.63,0.18,17.65,2020-06-15,447.67,402.9,10.0,5.42,0.12,2021-02-22,462.62,3.34,0.33,23.34,2.33,-9.94,wk20,36.0,
NSE:GMRAIRPORT,A,2020-06-19,8.1,0.33,10.58,2020-06-22,19.64,17.88,8.96,12.12,0.16,2020-12-21,24.05,22.45,2.26,34.63,3.86,-11.7,blowoff_half,26.0,
NSE:TIMKEN,A,2020-06-19,11.79,0.64,14.31,2020-06-22,911.1,819.99,10.0,13.34,0.17,2020-09-14,1098.87,20.61,2.03,33.16,3.32,-4.12,blowoff_half,12.0,
NSE:JKCEMENT,B,2020-06-19,15.85,0.63,24.52,2020-06-25,1316.32,1184.68,10.0,16.43,0.24,2020-12-21,1826.36,38.75,2.94,66.05,6.6,-1.48,trail,25.6,
NSE:AARTIIND,B,2020-06-19,11.54,0.5,13.22,2020-06-25,462.62,418.03,9.64,7.27,0.13,2020-09-14,511.3,10.52,1.55,30.6,3.18,-5.27,trail,11.6,
NSE:SCI,A,2020-06-26,15.22,0.85,20.28,2020-06-29,52.59,47.33,10.0,15.68,0.2,2021-01-11,82.84,57.52,3.88,66.87,6.69,-11.31,blowoff_half,28.0,
NSE:TRENT,B,2020-06-26,18.82,0.77,26.7,2020-07-01,611.23,554.58,9.27,14.02,0.31,2020-12-01,729.23,19.31,2.04,31.69,3.42,-12.0,blowoff_half,21.9,
NSE:NATCOPHARM,A,2020-07-03,6.49,0.72,8.06,2020-07-06,639.72,594.69,7.04,12.57,0.13,2020-09-07,742.11,16.01,2.14,34.18,4.86,-2.4,trail,9.0,
NSE:GALAXYSURF,A,2020-07-03,10.86,0.71,13.02,2020-07-06,1547.77,1393.0,10.0,12.99,0.14,2020-10-19,1661.43,7.34,1.37,26.57,2.66,-4.63,trail,15.0,
NSE:LALPATHLAB,A,2020-07-10,8.54,0.71,13.07,2020-07-13,868.59,781.73,10.0,17.96,0.14,2021-02-22,1190.63,37.08,2.85,45.45,4.55,-4.32,blowoff_half,32.0,
NSE:ALKEM,A,2020-07-10,4.02,0.44,6.06,2020-07-13,2283.29,2188.37,4.16,6.59,0.03,2020-10-05,2608.9,14.26,2.72,27.38,6.59,-3.09,trail,12.0,
NSE:SUDARSCHEM,A,2020-07-10,6.48,0.47,13.83,2020-07-13,402.31,374.37,6.94,4.52,0.02,2020-09-07,439.3,9.19,1.66,19.62,2.82,-7.8,blowoff_half,8.0,
NSE:GLAXO,A,2020-07-17,4.51,0.77,5.81,2020-07-20,1301.77,1240.27,4.72,6.65,0.05,2020-08-03,1232.52,-5.32,-1.13,1.28,0.27,-6.54,stop,2.0,
NSE:THYROCARE,A,2020-07-17,10.88,0.76,14.0,2020-07-20,176.57,158.92,10.0,7.26,0.04,2020-11-23,304.53,72.47,4.62,445.96,44.61,-3.09,trail,18.0,SPLIT?
NSE:HINDUNILVR,A,2020-07-17,4.62,0.84,5.09,2020-07-20,2102.59,2005.37,4.62,11.75,0.09,2020-07-27,1997.39,-5.0,-1.08,0.66,0.14,-7.13,stop,1.0,
NSE:PFIZER,B,2020-07-24,5.25,0.73,6.41,2020-07-29,4062.91,3844.3,5.38,11.69,0.04,2020-11-02,4718.08,16.13,2.5,21.4,3.98,-3.89,blowoff_half,13.7,
NSE:LUPIN,A,2020-07-31,10.59,0.74,12.39,2020-08-03,890.94,801.85,10.0,18.41,0.14,2020-11-02,888.02,-0.33,-0.03,22.66,2.27,-4.47,wk20,13.0,
NSE:SUNPHARMA,B,2020-07-31,11.79,0.65,15.35,2020-08-04,491.6,442.44,10.0,18.98,0.16,2020-11-02,441.49,-10.19,-1.02,8.4,0.84,-13.2,stop,12.9,
NSE:ERIS,A,2020-08-07,10.17,0.47,19.53,2020-08-10,518.96,467.07,10.0,18.22,0.11,2021-08-09,734.59,41.55,3.08,53.34,5.33,-12.08,time,52.0,
NSE:RADICO,A,2020-08-07,6.7,0.68,8.27,2020-08-10,381.83,354.77,7.09,14.34,0.08,2021-01-18,497.62,30.33,3.14,35.35,4.99,-3.22,blowoff_half,23.0,
NSE:FINEORG,A,2020-08-07,8.51,0.48,17.18,2020-08-10,2301.99,2103.01,8.64,16.0,0.09,2020-09-21,2854.67,24.01,2.39,40.06,4.64,-6.8,blowoff_half,6.0,
NSE:GLAXO,A,2020-08-14,4.12,0.3,6.41,2020-08-17,1301.3,1244.44,4.37,5.65,0.02,2020-09-21,1479.09,13.66,2.56,18.75,4.29,-2.63,blowoff_half,5.0,
NSE:NH,A,2020-08-14,8.98,0.51,16.8,2020-08-17,335.82,302.24,10.0,14.6,0.07,2021-02-15,457.87,36.34,2.82,54.77,5.48,-13.73,blowoff_half,26.0,
NSE:MOIL,A,2020-08-14,4.6,0.46,6.41,2020-08-17,125.55,119.33,4.95,9.72,0.05,2020-10-12,116.62,-7.11,-1.44,9.67,1.95,-9.16,stop,8.0,
NSE:JAICORPLTD,A,2020-08-21,9.45,0.43,15.3,2020-08-24,93.82,84.87,9.54,16.23,0.12,2020-09-07,84.3,-10.15,-1.06,3.85,0.4,-12.29,stop,2.0,
NSE:HONAUT,B,2020-08-21,13.15,0.77,16.43,2020-08-25,33524.1,30171.69,10.0,18.18,0.14,2020-10-19,30132.13,-10.12,-1.01,7.04,0.7,-12.98,stop,7.9,
NSE:INDOSTAR,B,2020-08-28,17.39,0.69,30.24,2020-09-01,290.0,261.0,10.0,16.12,0.09,2020-09-14,262.7,-9.41,-0.94,1.67,0.17,-12.41,stop,1.9,
NSE:INDIACEM,A,2020-09-11,7.21,0.13,11.63,2020-09-14,114.94,105.97,7.8,15.6,0.03,2020-12-28,143.61,24.94,2.6,41.19,5.28,-5.56,trail,15.0,
NSE:JAICORPLTD,A,2020-09-11,6.58,0.16,9.16,2020-09-14,85.57,79.85,6.68,5.89,0.01,2020-09-28,77.04,-9.97,-1.49,3.01,0.45,-14.47,stop,2.0,
NSE:BERGEPAINT,A,2020-09-11,4.29,0.71,5.55,2020-09-14,468.48,445.02,5.01,12.05,0.03,2021-01-18,627.45,33.93,4.39,42.16,8.42,-4.54,blowoff_half,18.0,
NSE:TRIDENT,A,2020-09-11,5.22,0.55,8.66,2020-09-14,6.17,5.76,6.65,13.8,0.06,2020-11-02,6.67,8.1,1.61,25.78,3.88,-8.06,trail,7.0,
NSE:INDOSTAR,A,2020-09-18,14.34,0.66,22.82,2020-09-21,296.2,266.58,10.0,15.86,0.05,2021-01-25,316.4,6.82,1.34,43.08,4.31,-12.15,trail,18.0,
NSE:SUDARSCHEM,B,2020-09-18,16.64,0.84,23.37,2020-09-22,477.85,430.06,10.0,19.42,0.17,2020-11-02,430.97,-9.81,-0.98,0.89,0.09,-12.24,stop,5.9,
NSE:INDOCO,B,2020-09-18,17.63,0.6,33.03,2020-09-24,247.91,223.12,10.0,18.36,0.13,2021-01-18,301.31,21.54,2.08,31.3,3.13,-3.16,blowoff_half,16.6,
NSE:KRBL,B,2020-09-25,14.18,0.07,17.79,2020-09-29,274.34,246.91,10.0,19.31,0.14,2020-10-26,241.47,-11.98,-1.2,4.0,0.4,-12.64,stop,3.9,
NSE:CRISIL,A,2020-10-01,4.85,0.62,6.58,2020-10-05,1657.11,1576.76,4.85,12.26,0.06,2020-12-21,1762.53,6.36,1.66,18.43,3.8,-6.09,trail,11.0,
NSE:BDL,A,2020-10-01,8.48,0.74,9.99,2020-10-05,152.69,139.23,8.82,11.62,0.04,2020-10-19,139.54,-8.61,-0.98,2.59,0.29,-11.24,stop,2.0,
NSE:KSCL,A,2020-10-16,6.44,0.35,8.48,2020-10-19,525.04,491.93,6.31,12.11,0.02,2020-11-02,486.66,-7.31,-1.16,1.67,0.26,-15.59,stop,2.0,
NSE:IDBI,A,2020-10-16,14.27,0.58,19.04,2020-10-19,36.34,32.71,9.99,17.41,0.1,2020-12-28,30.62,-15.74,-1.58,14.33,1.43,-19.92,stop,10.0,
NSE:HINDZINC,A,2020-10-16,6.82,0.56,10.69,2020-10-19,128.13,117.31,8.44,16.28,0.04,2021-03-22,185.89,45.08,3.67,70.52,8.35,-1.32,trail,22.0,
NSE:TV18BRDCST,A,2020-10-23,9.32,0.44,12.48,2020-10-26,30.05,27.25,9.32,14.02,0.01,2021-03-30,29.85,-0.67,-0.07,21.13,2.27,-9.32,wk20,22.1,
NSE:VMART,A,2020-11-27,11.17,0.68,16.46,2020-12-01,564.86,508.37,10.0,20.0,0.0,2021-04-26,643.29,13.88,1.69,38.45,3.84,-4.91,trail,20.9,
NSE:RELCAPITAL,B,2021-03-12,22.51,0.8,33.33,2021-03-18,11.6,10.5,9.48,17.81,0.11,2021-04-19,9.7,-16.38,-1.73,5.6,0.59,-18.1,stop,4.6,
NSE:ICRA,B,2021-03-19,18.64,0.89,22.91,2021-03-23,2909.01,2618.11,10.0,14.45,0.04,2021-08-02,3588.66,23.36,2.17,34.87,3.49,-1.84,blowoff_half,18.9,
NSE:INFIBEAM,B,2021-03-26,14.1,0.53,18.52,2021-03-31,23.0,20.7,10.0,16.34,0.01,2021-04-26,20.25,-11.96,-1.2,5.22,0.52,-13.7,stop,3.7,
NSE:NAUKRI,A,2021-04-09,12.29,0.73,17.07,2021-04-12,911.18,823.48,9.62,16.98,0.03,2021-09-20,1298.25,42.48,3.21,50.46,5.24,-8.82,blowoff_half,23.0,
NSE:CSBBANK,A,2021-04-09,13.01,0.84,15.45,2021-04-12,261.05,234.94,10.0,17.74,0.02,2021-07-12,345.3,32.27,2.61,43.27,4.33,-6.61,blowoff_half,13.0,
NSE:PIIND,B,2021-04-09,13.94,0.67,21.22,2021-04-13,2378.67,2168.72,8.83,16.25,0.04,2021-07-26,2969.64,24.84,2.41,37.05,4.2,-2.38,blowoff_half,14.9,
NSE:ZYDUSLIFE,B,2021-04-09,15.55,0.84,19.17,2021-04-15,477.37,429.63,10.0,16.45,0.04,2021-05-17,602.56,26.22,2.31,36.11,3.61,-1.77,blowoff_half,4.6,
NSE:GLENMARK,A,2021-04-16,15.22,0.43,19.21,2021-04-19,559.85,503.86,10.0,18.28,0.04,2021-08-02,603.95,7.88,1.39,21.22,2.12,-5.54,trail,15.0,
NSE:M&M,A,2021-04-16,10.11,0.43,13.45,2021-04-19,748.98,704.57,5.93,12.92,0.03,2021-11-22,893.73,19.33,2.63,26.1,4.4,-6.88,blowoff_half,31.0,
NSE:TCNSBRANDS,A,2021-04-23,8.5,0.16,13.18,2021-04-26,488.0,439.2,10.0,17.59,0.04,2021-08-23,568.0,16.39,1.82,33.69,3.37,-1.71,trail,17.0,
NSE:TEAMLEASE,A,2021-04-23,10.34,0.17,17.56,2021-04-26,3120.0,2808.0,10.0,19.97,0.06,2021-10-18,5020.5,60.91,4.05,77.88,7.79,-3.01,blowoff_half,25.0,
NSE:DELTACORP,A,2021-04-23,8.55,0.58,11.6,2021-04-26,151.36,136.49,9.82,18.56,0.05,2021-11-01,249.71,64.98,4.3,96.06,9.78,-7.8,trail,27.0,
NSE:MOIL,A,2021-04-30,9.12,0.61,14.23,2021-05-03,143.84,130.96,8.95,16.53,0.05,2021-08-23,146.15,1.61,0.18,26.22,2.93,-4.1,wk20,16.0,
NSE:RENUKA,B,2021-04-30,18.26,0.85,23.86,2021-05-07,12.05,10.85,9.96,19.55,0.06,2021-05-24,14.65,21.58,2.08,41.08,4.12,-0.41,blowoff_half,2.4,
NSE:DCAL,B,2021-05-07,15.83,0.75,23.23,2021-05-12,175.0,157.5,10.0,16.91,0.09,2021-06-21,195.1,11.49,1.57,31.43,3.14,-8.57,trail,5.7,
NSE:CCL,B,2021-05-07,15.66,0.86,20.94,2021-05-14,289.77,260.8,10.0,19.22,0.1,2021-07-12,381.53,31.67,2.58,43.05,4.31,-3.53,blowoff_half,8.4,
NSE:CENTRALBK,A,2021-05-14,7.91,0.4,16.87,2021-05-17,17.2,15.71,8.66,15.67,0.05,2021-06-14,20.82,21.05,2.21,37.29,4.3,-1.94,blowoff_half,4.0,
NSE:BERGEPAINT,A,2021-05-14,5.33,0.56,8.48,2021-05-17,614.05,578.88,5.73,13.43,0.01,2021-08-30,645.59,5.14,1.45,15.48,2.7,-1.79,trail,15.0,
NSE:DHANUKA,A,2021-05-14,8.79,0.65,14.9,2021-05-17,871.94,784.75,10.0,19.11,0.06,2021-10-25,748.29,-14.18,-1.42,16.62,1.66,-17.95,stop,23.0,
NSE:GODREJCP,B,2021-05-14,18.04,0.78,27.78,2021-05-18,807.11,726.4,10.0,18.89,0.08,2021-09-20,1037.31,28.52,2.43,34.67,3.47,-5.08,blowoff_half,17.9,
NSE:OBEROIRLTY,B,2021-05-21,14.66,0.61,21.34,2021-05-25,577.84,520.06,10.0,19.97,0.08,2021-09-13,755.79,30.8,2.54,39.58,3.96,-4.42,blowoff_half,15.9,
NSE:INDOSTAR,B,2021-06-04,21.1,0.78,33.87,2021-06-10,364.0,327.6,10.0,17.98,0.09,2021-08-23,294.0,-19.23,-1.92,14.48,1.45,-22.49,stop,10.6,
NSE:SUNTV,A,2021-06-18,7.01,0.69,8.41,2021-06-21,477.47,448.5,6.07,12.93,0.01,2021-08-23,426.8,-10.61,-1.75,7.82,1.29,-12.74,stop,9.0,
NSE:EPL,A,2021-06-18,10.51,0.75,13.66,2021-06-21,246.64,223.57,9.35,11.64,0.01,2021-07-19,220.39,-10.64,-1.14,6.05,0.65,-11.37,stop,4.0,
NSE:GODREJAGRO,A,2021-06-25,11.21,0.55,21.03,2021-06-28,574.46,517.01,10.0,19.06,0.03,2021-12-06,495.63,-13.72,-1.37,22.03,2.2,-16.5,stop,23.0,
NSE:SWSOLAR,A,2021-07-02,13.6,0.61,16.87,2021-07-05,288.4,259.56,10.0,14.91,0.03,2021-10-18,443.85,53.9,3.7,76.53,7.65,-13.83,blowoff_half,15.0,
NSE:IGL,A,2021-07-02,7.87,0.79,10.34,2021-07-05,254.33,233.14,8.33,16.21,0.02,2021-10-18,230.84,-9.24,-1.11,6.28,0.75,-10.45,stop,15.0,
NSE:JYOTHYLAB,A,2021-07-02,9.67,0.68,12.69,2021-07-05,159.06,143.16,10.0,15.66,0.01,2021-12-13,143.85,-9.56,-0.96,9.6,0.96,-13.43,stop,23.0,
NSE:SYNGENE,A,2021-07-16,13.92,0.66,21.71,2021-07-19,650.5,585.45,10.0,14.27,0.04,2021-10-25,574.26,-11.72,-1.17,4.65,0.46,-15.68,stop,14.0,
NSE:WELCORP,A,2021-07-16,8.53,0.57,14.91,2021-07-19,136.95,127.05,7.23,15.04,0.04,2021-08-02,127.18,-7.13,-0.99,0.76,0.11,-9.42,stop,2.0,
NSE:PRESTIGE,A,2021-07-16,9.6,0.84,12.21,2021-07-19,320.74,294.64,8.14,16.1,0.05,2021-09-13,424.16,32.24,2.98,54.72,6.72,-2.74,blowoff_half,8.0,
NSE:KEC,A,2021-07-23,5.24,0.28,7.17,2021-07-26,419.7,397.79,5.22,11.45,0.0,2021-08-16,394.38,-6.03,-1.16,2.39,0.46,-12.97,stop,3.0,
NSE:GPPL,A,2021-07-30,6.45,0.47,9.84,2021-08-02,87.34,80.83,7.45,15.37,0.04,2021-08-23,80.73,-7.57,-1.02,0.54,0.07,-9.22,stop,3.0,
NSE:HCLTECH,A,2021-07-30,4.65,0.51,7.43,2021-08-02,849.15,802.58,5.48,13.19,0.02,2021-10-25,980.32,15.45,2.41,33.24,6.06,-1.06,trail,12.0,
NSE:CANBK,A,2021-07-30,7.25,0.54,9.11,2021-08-02,26.19,24.05,8.17,15.19,0.02,2021-11-15,39.35,50.25,4.08,60.03,7.35,-4.21,blowoff_half,15.0,
NSE:NLCINDIA,A,2021-07-30,6.91,0.24,9.42,2021-08-02,51.77,47.83,7.61,11.12,0.01,2021-08-23,44.75,-13.56,-1.78,0.92,0.12,-16.65,stop,3.0,
NSE:HINDUNILVR,A,2021-08-20,8.66,0.91,9.92,2021-08-23,2406.95,2193.9,8.85,13.58,0.01,2021-11-29,2153.64,-10.52,-1.19,8.93,1.01,-12.43,stop,14.0,
NSE:SUDARSCHEM,B,2021-08-27,20.48,0.72,26.34,2021-08-31,665.95,599.35,10.0,18.36,0.08,2021-10-25,597.65,-10.26,-1.03,4.81,0.48,-11.91,stop,7.9,
