ticker,entry_date,exit_date,entry,exit,qty,days_held,reason,return_pct,pnl,decision_date,nms,nms_rank_pct,n_rankable,mr12,mr6,close,turnover_63d,nms_rank_in_band
MOTILALOFS,2018-02-01,2018-03-01,1220.3009,1086.7843,30,19,rebalance_exit,-10.9413,-4005.4981,2018-01-31,1.8648076352343934,0.8866666666666667,150,4.213882444800984,1.0081326120078518,1234.4036865234375,113755725.65661621,17.999999999999993
PHILIPCARB,2018-02-01,2018-03-01,92.8673,92.9576,74,19,rebalance_trim,0.0972,6.6803,2018-01-31,2.255911191830684,0.9266666666666666,150,5.157634804471037,1.2857958493280262,93.191162109375,286802830.01434326,12.000000000000004
RADICO,2018-02-01,2018-03-01,353.4628,341.6581,19,19,rebalance_trim,-3.3397,-224.2906,2018-01-31,2.277744540173618,0.9333333333333333,150,3.0340135859630974,2.1188014643586306,353.5201110839844,495997430.2593994,10.999999999999998
SOBHA,2018-02-01,2018-03-01,531.9024,513.3916,10,19,rebalance_trim,-3.4801,-185.1074,2018-01-31,1.6090441044215653,0.8333333333333334,150,2.874237536162452,1.0979433385846122,529.2103881835938,161099327.9663086,25.999999999999993
TORNTPOWER,2018-02-01,2018-03-01,228.203,212.7873,146,19,rebalance_exit,-6.7553,-2250.6915,2018-01-31,1.644199554134813,0.8533333333333334,150,1.436793574428392,1.6947277648645478,230.88365173339844,253138257.39752197,22.999999999999993
TVSMOTOR,2018-02-01,2018-03-01,666.3833,646.8165,9,19,rebalance_trim,-2.9363,-176.1014,2018-01-31,2.1712814383658374,0.9133333333333333,150,4.356037112246054,1.4501129361178395,665.9500732421875,541993009.3306274,14.0
UNOMINDA,2018-02-01,2018-03-01,196.1333,182.412,37,19,rebalance_trim,-6.9959,-507.6881,2018-01-31,3.3379646046522664,0.9866666666666667,150,8.277383128057929,1.8629103469509656,199.83889770507812,131497665.25195312,2.9999999999999964
VENKEYS,2018-02-01,2018-03-01,2665.5231,4059.2697,3,19,rebalance_trim,52.2879,4181.2399,2018-01-31,2.3243310581377985,0.94,150,7.481789333116617,0.523345927737981,2621.781494140625,180584437.85009766,10.000000000000007
VIPIND,2018-02-01,2018-03-01,332.1789,325.991,14,19,rebalance_trim,-1.8628,-86.6314,2018-01-31,2.8231188079726266,0.9733333333333334,150,4.373194920015278,2.4972868307938367,327.8094787597656,156788632.85272217,4.999999999999993
BAJAJELEC,2018-02-01,2018-03-07,438.396,505.6871,5,22,rebalance_trim,15.3494,336.4554,2018-01-31,1.6059908154160956,0.82,150,2.585402867588763,1.2015055655496352,435.3494567871094,130408459.45730591,28.000000000000007
COFORGE,2018-03-01,2018-03-08,152.4394,161.5768,18,4,rebalance_trim,5.9941,164.4721,2018-02-28,2.5767418981965085,0.9666666666666667,150,3.254996933999213,2.2619370181083767,151.9105682373047,381371021.8860626,5.999999999999999
DBL,2018-02-01,2018-03-09,909.6374,993.1691,3,24,rebalance_trim,9.183,250.5951,2018-01-31,3.349229434778917,0.9933333333333333,150,7.317245471731799,2.241783600497845,897.7291870117188,274711685.59399414,2.000000000000006
HEXAWARE,2018-03-01,2018-03-12,347.8141,364.6204,7,6,rebalance_trim,4.832,117.6441,2018-02-28,1.5522972436774196,0.8466666666666667,150,2.133018767929167,1.164010783287963,346.1,379028254.5,24.0
FCONSUMER,2018-02-01,2018-03-14,62.335,58.7937,55,27,rebalance_trim,-5.6811,-194.7723,2018-01-31,2.3372508284965363,0.9466666666666667,150,4.594614112111633,1.6287643040444781,63.20000076293945,270385959.8594818,9.000000000000002
VENKEYS,2018-02-01,2018-03-14,2807.9542,3826.1929,1,27,rebalance_trim,36.2627,1018.2387,2018-01-31,2.3243310581377985,0.94,150,7.481789333116617,0.523345927737981,2621.781494140625,180584437.85009766,10.000000000000007
TV18BRDCST,2018-03-01,2018-03-15,63.0702,67.8776,40,9,rebalance_trim,7.6224,192.2996,2018-02-28,1.565263655783059,0.8533333333333334,150,1.1811144503752622,1.5729570983175725,62.65,578507740.75,22.999999999999993
VENKEYS,2018-02-01,2018-03-15,2807.9542,4398.5897,1,28,rebalance_trim,56.6475,1590.6355,2018-01-31,2.3243310581377985,0.94,150,7.481789333116617,0.523345927737981,2621.781494140625,180584437.85009766,10.000000000000007
DIVISLAB,2018-03-01,2018-03-20,972.6031,1019.3139,3,12,rebalance_trim,4.8027,140.1324,2018-02-28,1.448537593006506,0.8133333333333334,150,1.1095793566540153,1.4248352222524698,969.9096069335938,533787073.85632324,28.999999999999996
FRETAIL,2018-02-01,2018-03-26,553.482,545.0871,6,35,rebalance_trim,-1.5167,-50.3696,2018-01-31,1.709088796545232,0.8666666666666667,150,4.397041787373832,0.687629524737106,557.8499755859375,227339385.0,20.999999999999996
COFORGE,2018-03-01,2018-04-02,152.4394,149.0024,158,19,rebalance_exit,-2.2547,-543.0485,2018-02-28,2.5767418981965085,0.9666666666666667,150,3.254996933999213,2.2619370181083767,151.9105682373047,381371021.8860626,5.999999999999999
DIVISLAB,2018-03-01,2018-04-02,972.6031,1030.6387,24,19,rebalance_exit,5.967,1392.8547,2018-02-28,1.448537593006506,0.8133333333333334,150,1.1095793566540153,1.4248352222524698,969.9096069335938,533787073.85632324,28.999999999999996
EDELWEISS,2018-02-01,2018-04-02,129.4466,111.4365,216,38,rebalance_exit,-13.9132,-3890.1861,2018-01-31,1.8017306208414086,0.88,150,3.8563930502053023,1.0404628719893811,128.7095184326172,422128886.83496094,19.0
FCONSUMER,2018-02-01,2018-04-02,61.2062,55.8042,495,38,rebalance_exit,-8.826,-2674.0197,2018-01-31,2.3372508284965363,0.9466666666666667,150,4.594614112111633,1.6287643040444781,63.20000076293945,270385959.8594818,9.000000000000002
FRETAIL,2018-02-01,2018-04-02,553.482,548.0766,45,38,rebalance_exit,-0.9766,-243.2438,2018-01-31,1.709088796545232,0.8666666666666667,150,4.397041787373832,0.687629524737106,557.8499755859375,227339385.0,20.999999999999996
GODREJPROP,2018-02-01,2018-04-02,802.3006,722.4646,34,38,rebalance_exit,-9.9509,-2714.4235,2018-01-31,1.6119988168485342,0.84,150,3.249902970418061,0.9616047682596309,799.5999755859375,115103702.25,25.000000000000004
HFCL,2018-02-01,2018-04-02,28.383,25.6499,1009,38,rebalance_exit,-9.6292,-2757.6474,2018-01-31,1.616717599064605,0.8466666666666667,150,2.3962554958356805,1.289895253780475,28.687284469604492,193109746.16171265,24.0
IGL,2018-02-01,2018-04-02,134.2744,124.7993,200,38,rebalance_exit,-7.0565,-1895.0195,2018-01-31,2.0863995025558757,0.8933333333333333,150,3.222459930349033,1.7387267812978426,133.87924194335938,492393124.85202026,17.000000000000004
PRAJIND,2018-03-01,2018-04-02,79.3557,71.8029,376,19,rebalance_exit,-9.5177,-2839.8572,2018-02-28,1.4678214460175922,0.8266666666666667,150,1.0383868238037435,1.4832496831981223,80.08309173583984,143871337.38983154,27.0
