ticker,entry_date,qty,basis,pnl,entry_px,last_exit,days_held,n_sells,n_trims,final_reason,nms,rank_in_band,n_rankable,mr12,mr6,turnover,return_pct,exit_px_eff
FCONSUMER,2018-02-01,697,43055.7821,-3259.254,63.4692,2018-04-02,38,4,3,rebalance_exit,2.3372508284965363,9.000000000000002,150,4.594614112111633,1.628764304044478,270385959.8594818,-7.569840428006068,57.096883931133426
RADICO,2018-02-01,148,53772.6452,4842.2888,353.4628,2019-02-01,247,11,10,rebalance_exit,2.277744540173618,10.999999999999998,150,3.034013585963097,2.1188014643586306,495997430.2593994,9.005115485745158,396.04685135135134
EDELWEISS,2018-02-01,257,33267.77619999999,-4119.1206,129.4466,2018-04-02,38,2,1,rebalance_exit,1.8017306208414088,19.0,150,3.8563930502053023,1.0404628719893811,422128886.83496094,-12.381713088475092,113.41889338521398
IGL,2018-02-01,248,33300.0512,-1942.3951000000002,134.2744,2018-04-02,38,2,1,rebalance_exit,2.086399502555876,17.000000000000004,150,3.222459930349033,1.7387267812978426,492393124.85202026,-5.833009349847487,126.44216169354839
PAGEIND,2018-02-01,1,19638.7841,7330.8,19638.7841,2018-07-10,108,1,0,rebalance_exit,2.090957102376332,15.999999999999996,150,2.6965418732562147,1.943648844641498,306172764.91015625,37.32817654429023,26969.5841
TVSMOTOR,2018-02-01,54,35702.1162,-863.3274,666.3833,2018-05-02,59,2,1,rebalance_exit,2.171281438365837,14.0,150,4.356037112246054,1.4501129361178395,541993009.3306274,-2.418140692735743,645.1627555555555
TORNTPOWER,2018-02-01,159,36284.277,-2367.7942,228.203,2018-03-01,19,2,1,rebalance_exit,1.644199554134813,22.999999999999996,150,1.436793574428392,1.6947277648645478,253138257.397522,-6.525675570165005,213.3112125786164
FRETAIL,2018-02-01,60,33208.92,-619.3898,553.482,2018-04-02,38,3,2,rebalance_exit,1.709088796545232,21.0,150,4.397041787373832,0.687629524737106,227339385.0,-1.865130814251111,543.1588366666666
BRITANNIA,2018-02-01,21,45285.636,9659.9225,2076.0735,2018-08-01,124,10,9,rebalance_exit,1.6081371749926088,27.0,150,2.8041528422752666,1.1228039242888246,531886962.671875,21.331096023471993,2616.4551666666666
DBL,2018-02-01,62,52388.135899999994,-1590.2461,909.6374,2018-08-01,124,8,7,rebalance_exit,3.349229434778917,2.000000000000006,150,7.317245471731799,2.241783600497845,274711685.59399414,-3.0355080834246673,819.3208032258065
HEXAWARE,2018-03-01,77,26781.6857,6236.5401,347.8141,2018-06-01,62,3,2,rebalance_exit,1.5522972436774196,24.0,150,2.133018767929167,1.164010783287963,379028254.5,23.286585354856882,428.8081272727273
COFORGE,2018-03-01,176,26829.3344,-378.5764,152.4394,2018-04-02,19,2,1,rebalance_exit,2.5767418981965085,5.999999999999999,150,3.254996933999213,2.2619370181083767,381371021.8860626,-1.411054014072,150.28839772727272
TV18BRDCST,2018-03-01,573,35866.8083,-4815.5993,63.0702,2018-07-02,83,2,1,rebalance_exit,1.565263655783059,22.999999999999996,150,1.1811144503752622,1.5729570983175725,578507740.75,-13.426339081305988,54.19059162303664
RAJESHEXPO,2018-03-01,44,35216.1788,-5594.1138,800.3677,2018-05-02,40,1,0,rebalance_exit,1.450012281668,28.000000000000007,150,3.0631511363928725,0.628241556163651,347332261.3400879,-15.885067575815464,673.2287500000001
RAYMOND,2018-03-01,28,26175.9008,-1183.4916,934.8536,2018-04-02,19,1,0,rebalance_exit,1.6402782982069524,20.000000000000007,150,2.38185621946047,1.1959519803919163,489753694.8730469,-4.521302281218915,892.5860428571428
DIVISLAB,2018-03-01,27,26260.2837,1532.9871,972.6031,2018-04-02,19,2,1,rebalance_exit,1.448537593006506,29.0,150,1.1095793566540153,1.4248352222524698,533787073.8563232,5.837663893935769,1029.3804
UBL,2018-03-01,28,28864.023999999998,3705.0036,1030.858,2018-05-02,40,1,0,rebalance_exit,1.581300603331882,22.000000000000004,150,1.5224941454134906,1.4577328548705712,314523204.3392334,12.836060557599316,1163.179557142857
TATASPONGE,2018-03-01,31,32633.209699999996,1015.8913,1045.2557,2018-05-02,40,2,1,rebalance_exit,1.691873205431933,19.0,150,2.355908107673152,1.2849644234866946,179648530.6,3.113059700039252,1085.4548709677417
