as_of,ticker,week_ending,weekly_close,weekly_low,weekly_high,sma44,close_above_sma,touch_ok,dist_to_sma_pct,is_signal,is_grade_a,crs_rank_dist
2026-07-31,CENTURYPLY,2026-07-31,799.5,776.3,828.0,766.38,True,True,4.32,False,False,
2026-07-31,CERA,2026-07-30,6117.0,6019.5,6493.5,5454.53,True,False,12.15,False,False,
2026-07-31,CESC,2026-07-31,165.57,161.65,165.95,166.57,False,True,-0.6,False,False,
2026-07-31,CGCL,2026-07-31,232.38,218.59,258.9,192.34,True,False,20.82,False,False,
2026-07-31,CGPOWER,2026-07-31,863.4,814.85,885.0,755.34,True,False,14.31,False,False,
2026-07-31,CHALET,2026-07-30,805.0,785.05,858.0,837.39,False,True,-3.87,False,False,
2026-07-31,CHAMBLFERT,2026-07-30,445.85,433.05,456.0,455.22,False,True,-2.06,False,False,
2026-07-31,CHENNPETRO,2026-07-31,1260.6,1150.0,1288.7,978.75,True,False,28.8,False,False,
2026-07-31,CHOLAHLDNG,2026-07-30,1503.4,1493.0,1577.8,1691.77,False,True,-11.13,False,False,
2026-07-31,CIPLA,2026-07-31,1473.2,1392.8,1491.2,1399.0,True,True,5.3,False,False,
2026-07-31,CLEAN,2026-07-30,729.05,720.35,743.5,830.35,False,True,-12.2,False,False,
2026-07-31,COALINDIA,2026-07-31,414.15,400.89,425.32,415.9,False,True,-0.42,False,False,
2026-07-31,COCHINSHIP,2026-07-31,1423.0,1377.6,1430.8,1558.42,False,True,-8.69,False,False,
2026-07-31,COFORGE,2026-07-31,1721.0,1485.99,1760.86,1505.54,True,True,14.31,False,False,
2026-07-31,COHANCE,2026-07-30,425.3,419.15,436.5,480.81,False,True,-11.55,False,False,
2026-07-31,COLPAL,2026-07-30,2084.8,2080.2,2213.4,2084.56,True,True,0.01,False,False,
2026-07-31,CONCOR,2026-07-30,525.15,469.95,530.5,495.91,True,True,5.9,False,False,
2026-07-31,CONCORDBIO,2026-07-31,1420.8,1244.5,1429.4,1269.38,True,True,11.93,False,False,
2026-07-31,COROMANDEL,2026-07-31,2073.6,1983.0,2082.0,2107.83,False,True,-1.62,False,False,
2026-07-31,CRAFTSMAN,2026-07-30,10047.0,9131.0,10181.0,7772.75,True,False,29.26,False,False,
2026-07-31,CREDITACC,2026-07-30,1614.0,1550.1,1620.0,1332.07,True,False,21.16,False,False,
2026-07-31,CRISIL,2026-07-30,4406.8,4347.2,4540.0,4314.93,True,True,2.13,False,False,
2026-07-31,CROMPTON,2026-07-31,260.2,244.8,266.5,259.94,True,True,0.1,False,False,
2026-07-31,CUB,2026-07-31,206.5,205.51,243.1,196.47,True,True,5.1,False,False,
2026-07-31,CUMMINSIND,2026-07-31,5519.0,5315.0,5649.5,4761.24,True,False,15.92,False,False,
2026-07-31,CYIENT,2026-07-30,847.7,822.0,879.7,993.69,False,True,-14.69,False,False,
2026-07-31,DABUR,2026-07-30,426.1,415.55,438.0,468.35,False,True,-9.02,False,False,
2026-07-31,DALBHARAT,2026-07-30,1794.2,1683.0,1840.3,1948.83,False,True,-7.93,False,False,
2026-07-31,DATAPATTNS,2026-07-31,4281.0,4090.0,4686.0,3347.83,True,False,27.87,False,False,
2026-07-31,DBREALTY,2026-07-30,113.84,111.75,115.87,119.41,False,True,-4.66,False,False,
2026-07-31,DCMSHRIRAM,2026-07-30,1051.9,1008.76,1183.0,1134.31,False,True,-7.27,False,False,
2026-07-31,DEEPAKFERT,2026-07-30,1532.4,1516.3,1668.0,1297.34,True,False,18.12,False,False,
2026-07-31,DEEPAKNTR,2026-07-30,1643.9,1635.0,1698.8,1631.33,True,True,0.77,False,False,
2026-07-31,DELHIVERY,2026-07-31,481.95,461.45,491.4,442.46,True,True,8.92,False,False,
2026-07-31,DEVYANI,2026-07-31,114.18,112.61,124.0,126.43,False,True,-9.69,False,False,
2026-07-31,DIVISLAB,2026-07-31,8056.0,7220.5,8090.0,6469.48,True,False,24.52,False,False,
2026-07-31,DIXON,2026-07-31,14049.0,13601.0,14589.0,12493.57,True,False,12.45,False,False,
2026-07-31,DLF,2026-07-31,659.3,641.9,672.0,638.98,True,True,3.18,False,False,
2026-07-31,DMART,2026-07-30,3874.0,3755.1,4094.2,4055.72,False,True,-4.48,False,False,
2026-07-31,DOMS,2026-07-30,2255.0,2230.0,2310.0,2381.06,False,True,-5.29,False,False,
2026-07-31,DRREDDY,2026-07-31,1148.1,1130.2,1159.3,1254.68,False,True,-8.49,False,False,
2026-07-31,ECLERX,2026-07-30,1910.9,1735.0,1994.6,1856.4,True,True,2.94,False,False,
2026-07-31,EIDPARRY,2026-07-30,763.2,755.5,784.0,883.8,False,True,-13.65,False,False,
2026-07-31,EIHOTEL,2026-07-30,330.55,321.84,336.37,337.58,False,True,-2.08,False,False,
2026-07-31,ELECON,2026-07-31,419.05,412.85,436.85,475.87,False,True,-11.94,False,False,
2026-07-31,ELGIEQUIP,2026-07-30,569.15,565.6,584.3,514.37,True,False,10.65,False,False,
2026-07-31,EMAMILTD,2026-07-30,403.35,401.7,419.6,463.72,False,True,-13.02,False,False,
2026-07-31,EMCURE,2026-07-30,1910.9,1880.0,1960.0,1559.49,True,False,22.53,False,False,
2026-07-31,ENDURANCE,2026-07-31,2758.3,2605.27,2835.0,2577.6,True,True,7.01,False,False,
2026-07-31,ENGINERSIN,2026-07-30,221.98,221.0,229.95,211.24,True,True,5.08,False,False,
2026-07-31,ERIS,2026-07-30,1375.2,1346.0,1441.9,1444.28,False,True,-4.78,False,False,
2026-07-31,ESCORTS,2026-07-31,3086.0,2915.4,3099.0,3285.01,False,True,-6.06,False,False,
2026-07-31,ETERNAL,2026-07-31,302.45,281.45,316.35,274.98,True,True,9.99,False,False,
2026-07-31,EXIDEIND,2026-07-30,452.7,420.35,461.4,363.29,True,False,24.61,False,False,
2026-07-31,FACT,2026-07-30,815.45,811.2,835.1,851.92,False,True,-4.28,False,False,
2026-07-31,FEDERALBNK,2026-07-30,354.15,352.85,359.9,279.19,True,False,26.85,False,False,
2026-07-31,FINCABLES,2026-07-30,973.0,967.0,1015.0,888.1,True,False,9.56,False,False,
2026-07-31,FINPIPE,2026-07-30,162.91,161.9,166.85,176.61,False,True,-7.75,False,False,
2026-07-31,FIRSTCRY,2026-07-30,211.93,210.1,216.6,264.03,False,True,-19.73,False,False,
2026-07-31,FIVESTAR,2026-07-31,547.95,536.6,571.53,497.88,True,False,10.06,False,False,
2026-07-31,FLUOROCHEM,2026-07-30,4395.0,4368.0,4653.2,3581.22,True,False,22.72,False,False,
2026-07-31,FORTIS,2026-07-30,948.85,936.95,958.6,926.5,True,True,2.41,False,False,
2026-07-31,FSL,2026-07-31,302.12,255.77,304.1,278.88,True,True,8.33,False,False,
2026-07-31,GAIL,2026-07-31,181.44,170.11,182.21,165.4,True,True,9.7,False,False,
2026-07-31,GICRE,2026-07-30,356.7,356.0,361.8,377.26,False,True,-5.45,False,False,
2026-07-31,GILLETTE,2026-07-31,7624.0,7546.0,8100.0,8128.83,False,True,-6.21,False,False,
2026-07-31,GLAND,2026-07-30,2517.0,2376.1,2586.0,1923.6,True,False,30.85,False,False,
2026-07-31,GLAXO,2026-07-31,2655.4,2494.1,2679.0,2417.76,True,True,9.83,False,False,
2026-07-31,GLENMARK,2026-07-30,2190.3,2178.2,2270.2,2091.02,True,True,4.75,False,False,
2026-07-31,GMDCLTD,2026-07-31,564.25,548.1,579.7,591.14,False,True,-4.55,False,False,
2026-07-31,GMRAIRPORT,2026-07-30,103.91,103.26,108.75,98.98,True,True,4.99,False,False,
2026-07-31,GNFC,2026-07-31,510.3,506.0,531.0,483.56,True,True,5.53,False,False,
2026-07-31,GODFRYPHLP,2026-07-31,2133.4,2013.0,2248.2,2418.36,False,True,-11.78,False,False,
2026-07-31,GODIGIT,2026-07-30,254.95,244.2,258.85,325.49,False,True,-21.67,False,False,
2026-07-31,GODREJAGRO,2026-07-31,556.8,555.55,571.89,576.81,False,True,-3.47,False,False,
2026-07-31,GODREJCP,2026-07-31,1070.4,1054.7,1091.1,1103.88,False,True,-3.03,False,False,
2026-07-31,GODREJIND,2026-07-30,1309.4,1272.1,1372.9,1052.73,True,False,24.38,False,False,
2026-07-31,GODREJPROP,2026-07-31,2105.7,2015.36,2180.0,1882.02,True,False,11.89,False,False,
2026-07-31,GPIL,2026-07-30,249.35,230.55,253.0,263.21,False,True,-5.27,False,False,
2026-07-31,GPPL,2026-07-30,150.61,147.74,152.95,163.8,False,True,-8.05,False,False,
2026-07-31,GRANULES,2026-07-30,833.95,822.69,866.99,649.76,True,False,28.35,False,False,
2026-07-31,GRASIM,2026-07-30,3104.8,3085.5,3149.0,2867.87,True,False,8.26,False,False,
2026-07-31,GRAVITA,2026-07-31,1616.4,1575.0,1807.0,1654.62,False,True,-2.31,False,False,
2026-07-31,GRSE,2026-07-31,2601.2,2566.7,2665.0,2575.36,True,True,1.0,False,False,
2026-07-31,HAL,2026-07-31,4646.5,4500.1,4669.0,4356.14,True,True,6.67,False,False,
2026-07-31,HAPPSTMNDS,2026-07-30,380.45,377.15,399.0,412.72,False,True,-7.82,False,False,
2026-07-31,HAVELLS,2026-07-30,1261.7,1224.0,1264.4,1320.23,False,True,-4.43,False,False,
2026-07-31,HBLENGINE,2026-07-31,718.7,692.8,735.9,803.81,False,True,-10.59,False,False,
2026-07-31,HCLTECH,2026-07-31,1346.9,1277.3,1369.9,1374.82,False,True,-2.03,False,False,
2026-07-31,HDFCAMC,2026-07-31,2615.8,2515.3,2630.0,2598.69,True,True,0.66,False,False,
2026-07-31,HDFCBANK,2026-07-31,748.15,732.0,757.9,862.19,False,True,-13.23,False,False,
2026-07-31,HDFCLIFE,2026-07-31,548.5,544.05,561.95,666.09,False,True,-17.65,False,False,
2026-07-31,HEROMOTOCO,2026-07-31,5386.0,5034.2,5394.7,5269.6,True,True,2.21,False,False,
2026-07-31,HFCL,2026-07-30,184.69,181.05,200.9,107.32,True,False,72.1,False,False,
2026-07-31,HINDALCO,2026-07-30,970.4,935.1,973.05,923.2,True,True,5.11,False,False,
2026-07-31,HINDCOPPER,2026-07-31,491.6,469.0,499.0,481.94,True,True,2.01,False,False,
2026-07-31,HINDPETRO,2026-07-31,389.75,385.6,401.65,416.78,False,True,-6.48,False,False,
2026-07-31,HINDUNILVR,2026-07-31,2101.3,2016.0,2213.0,2266.59,False,True,-7.29,False,False,
2026-07-31,HINDZINC,2026-07-31,539.2,524.0,543.9,553.85,False,True,-2.65,False,False,
2026-07-31,HOMEFIRST,2026-07-30,1188.2,1150.0,1226.3,1125.49,True,True,5.57,False,False,
2026-07-31,HONASA,2026-07-30,445.95,442.6,460.7,330.56,True,False,34.91,False,False,
2026-07-31,HONAUT,2026-07-30,39505.0,37280.0,41495.0,33701.59,True,False,17.22,False,False,
2026-07-31,HSCL,2026-07-31,750.65,736.0,794.0,530.6,True,False,41.47,False,False,
2026-07-31,HUDCO,2026-07-30,195.86,192.27,203.7,204.85,False,True,-4.39,False,False,
2026-07-31,HYUNDAI,2026-07-31,2180.7,1959.8,2208.0,2114.76,True,True,3.12,False,False,
2026-07-31,ICICIBANK,2026-07-31,1435.4,1417.6,1449.0,1348.16,True,True,6.47,False,False,
2026-07-31,ICICIGI,2026-07-30,1637.9,1620.1,1708.4,1849.02,False,True,-11.42,False,False,
2026-07-31,ICICIPRULI,2026-07-31,515.4,501.9,517.2,576.85,False,True,-10.65,False,False,
2026-07-31,IDBI,2026-07-31,83.75,83.6,87.44,90.48,False,True,-7.44,False,False,
2026-07-31,IDEA,2026-07-31,13.01,12.76,13.26,11.24,True,False,15.72,False,False,
2026-07-31,IDFCFIRSTB,2026-07-31,84.68,83.7,88.76,76.29,True,False,11.0,False,False,
2026-07-31,IEX,2026-07-31,132.24,124.5,134.76,128.11,True,True,3.23,False,False,
2026-07-31,IFCI,2026-07-31,76.54,68.15,77.57,60.81,True,False,25.86,False,False,
2026-07-31,IGIL,2026-07-30,345.45,326.0,350.3,337.03,True,True,2.5,False,False,
2026-07-31,IGL,2026-07-31,151.98,149.7,153.4,174.08,False,True,-12.69,False,False,
2026-07-31,IIFL,2026-07-31,608.65,558.6,623.0,517.1,True,False,17.7,False,False,
2026-07-31,IKS,2026-07-30,1782.3,1761.0,1857.8,1609.25,True,False,10.75,False,False,
2026-07-31,INDGN,2026-07-31,515.15,488.85,536.5,504.55,True,True,2.1,False,False,
2026-07-31,INDHOTEL,2026-07-31,738.55,728.6,757.4,687.31,True,True,7.46,False,False,
2026-07-31,INDIACEM,2026-07-30,399.4,386.55,409.9,403.75,False,True,-1.08,False,False,
2026-07-31,INDIAMART,2026-07-31,1799.8,1730.0,1807.9,2092.51,False,True,-13.99,False,False,
2026-07-31,INDIANB,2026-07-30,827.25,817.75,841.3,840.61,False,True,-1.59,False,False,
2026-07-31,INDIGO,2026-07-31,5171.0,5095.0,5300.0,4962.57,True,True,4.2,False,False,
2026-07-31,INDUSINDBK,2026-07-30,1011.45,989.2,1015.6,879.67,True,False,14.98,False,False,
2026-07-31,INDUSTOWER,2026-07-30,392.9,380.6,397.25,414.22,False,True,-5.15,False,False,
2026-07-31,INFY,2026-07-31,1130.1,1057.4,1187.7,1326.74,False,True,-14.82,False,False,
2026-07-31,INOXINDIA,2026-07-31,1908.0,1866.0,2041.0,1358.7,True,False,40.43,False,False,
2026-07-31,INOXWIND,2026-07-31,78.14,73.81,78.88,107.48,False,True,-27.3,False,False,
2026-07-31,INTELLECT,2026-07-30,705.5,702.0,755.2,829.15,False,True,-14.91,False,False,
2026-07-31,IOB,2026-07-30,33.73,33.5,34.53,35.56,False,True,-5.14,False,False,
2026-07-31,IOC,2026-07-31,140.17,138.86,142.95,151.25,False,True,-7.33,False,False,
2026-07-31,IPCALAB,2026-07-30,1758.8,1725.0,1808.0,1514.77,True,False,16.11,False,False,
2026-07-31,IRB,2026-07-31,20.0,19.36,21.04,21.06,False,True,-5.04,False,False,
2026-07-31,IRCON,2026-07-31,125.99,124.25,128.27,149.0,False,True,-15.44,False,False,
2026-07-31,IRCTC,2026-07-30,493.15,485.3,499.8,595.02,False,True,-17.12,False,False,
2026-07-31,IREDA,2026-07-31,119.59,119.2,121.83,131.79,False,True,-9.26,False,False,
2026-07-31,IRFC,2026-07-31,89.15,87.0,89.88,107.1,False,True,-16.76,False,False,
2026-07-31,ITC,2026-07-31,281.0,280.05,289.05,324.45,False,True,-13.39,False,False,
2026-07-31,ITI,2026-07-30,273.45,271.5,279.85,295.65,False,True,-7.51,False,False,
2026-07-31,J&KBANK,2026-07-30,153.74,146.7,182.29,123.71,True,False,24.28,False,False,
2026-07-31,JBCHEPHARM,2026-07-23,2408.9,2408.9,2408.9,1966.36,True,False,22.51,False,False,
2026-07-31,JBMA,2026-07-30,678.45,657.3,689.0,620.53,True,True,9.33,False,False,
2026-07-31,JINDALSAW,2026-07-30,254.3,246.5,260.6,202.22,True,False,25.75,False,False,
2026-07-31,JINDALSTEL,2026-07-30,1093.7,1036.0,1120.0,1114.0,False,True,-1.82,False,False,
2026-07-31,JIOFIN,2026-07-31,256.46,235.26,257.06,265.05,False,True,-3.24,False,False,
2026-07-31,JKCEMENT,2026-07-31,5444.0,5377.5,5760.0,5565.75,False,True,-2.19,False,False,
2026-07-31,JKTYRE,2026-07-31,399.75,390.37,408.0,434.15,False,True,-7.92,False,False,
2026-07-31,JMFINANCIL,2026-07-31,122.16,120.5,125.74,135.06,False,True,-9.55,False,False,
2026-07-31,JPPOWER,2026-07-31,18.29,16.89,18.91,17.43,True,True,4.91,False,False,
2026-07-31,JSL,2026-07-30,737.75,710.1,739.4,753.12,False,True,-2.04,False,False,
2026-07-31,JSWENERGY,2026-07-30,543.7,540.05,556.9,517.85,True,True,4.99,False,False,
2026-07-31,JSWHL,2026-07-30,11196.0,10801.0,11297.0,15400.5,False,True,-27.3,False,False,
2026-07-31,JSWINFRA,2026-07-30,319.05,310.1,325.65,280.33,True,False,13.81,False,False,
2026-07-31,JUBLFOOD,2026-07-31,438.25,420.45,442.9,503.7,False,True,-12.99,False,False,
2026-07-31,JUBLINGREA,2026-07-30,728.45,720.1,755.25,663.71,True,False,9.75,False,False,
2026-07-31,JUBLPHARMA,2026-07-30,961.65,956.25,989.95,985.6,False,True,-2.43,False,False,
2026-07-31,JUSTDIAL,2026-07-30,741.65,710.9,777.75,640.89,True,False,15.72,False,False,
2026-07-31,JWL,2026-07-30,259.35,245.1,270.0,287.93,False,True,-9.93,False,False,
2026-07-31,JYOTHYLAB,2026-07-30,202.8,197.25,208.82,245.9,False,True,-17.53,False,False,
2026-07-31,JYOTICNC,2026-07-30,812.75,795.9,831.05,825.62,False,True,-1.56,False,False,
2026-07-31,KAJARIACER,2026-07-30,1192.0,1184.9,1252.0,1081.27,True,False,10.24,False,False,
2026-07-31,KALYANKJIL,2026-07-31,612.6,562.45,648.95,442.14,True,False,38.55,False,False,
2026-07-31,KANSAINER,2026-07-30,199.05,194.8,206.6,214.17,False,True,-7.06,False,False,
2026-07-31,KARURVYSYA,2026-07-31,342.45,334.0,346.75,277.51,True,False,23.4,False,False,
2026-07-31,KAYNES,2026-07-31,3804.6,3162.1,3859.8,4260.43,False,True,-10.7,False,False,
2026-07-31,KEC,2026-07-30,468.75,460.3,479.8,623.75,False,True,-24.85,False,False,
2026-07-31,KFINTECH,2026-07-30,940.5,862.0,982.5,962.8,False,True,-2.32,False,False,
2026-07-31,KIMS,2026-07-30,807.0,787.0,816.95,701.85,True,False,14.98,False,False,
2026-07-31,KIRLOSBROS,2026-07-30,1873.3,1790.0,1910.0,1697.01,True,True,10.39,False,False,
2026-07-31,KIRLOSENG,2026-07-31,2189.8,2105.55,2293.15,1475.29,True,False,48.43,False,False,
2026-07-31,KNRCON,2026-07-31,121.85,119.5,123.01,143.1,False,True,-14.85,False,False,
2026-07-31,KOTAKBANK,2026-07-30,389.4,383.05,392.25,403.5,False,True,-3.49,False,False,
2026-07-31,KPIL,2026-07-30,1282.7,1258.2,1312.0,1212.37,True,True,5.8,False,False,
2026-07-31,KPITTECH,2026-07-31,598.4,575.5,662.65,902.95,False,True,-33.73,False,False,
2026-07-31,KPRMILL,2026-07-30,1033.3,1030.8,1079.9,976.48,True,True,5.82,False,False,
2026-07-31,LALPATHLAB,2026-07-30,1878.8,1785.35,1919.8,1498.57,True,False,25.37,False,False,
2026-07-31,LATENTVIEW,2026-07-30,310.45,299.0,324.8,368.06,False,True,-15.65,False,False,
2026-07-31,LAURUSLABS,2026-07-31,1816.2,1617.1,1826.6,1146.72,True,False,58.38,False,False,
2026-07-31,LEMONTREE,2026-07-30,109.2,108.9,112.9,131.12,False,True,-16.72,False,False,
2026-07-31,LICHSGFIN,2026-07-31,523.1,521.5,556.9,540.53,False,True,-3.22,False,False,
2026-07-31,LICI,2026-07-31,424.7,418.9,428.9,413.89,True,True,2.61,False,False,
2026-07-31,LINDEINDIA,2026-07-30,6637.0,6621.0,6850.0,6617.25,True,True,0.3,False,False,
2026-07-31,LLOYDSME,2026-07-31,2047.0,1928.0,2100.0,1454.57,True,False,40.73,False,False,
2026-07-31,LODHA,2026-07-31,1243.95,1150.1,1344.95,1017.48,True,False,22.26,False,False,
2026-07-31,LTF,2026-07-30,306.25,301.05,313.85,285.07,True,True,7.43,False,False,
2026-07-31,LTFOODS,2026-07-31,410.35,368.0,416.8,396.77,True,True,3.42,False,False,
2026-07-31,LTTS,2026-07-30,3559.1,3444.1,3680.0,3722.27,False,True,-4.38,False,False,
2026-07-31,LUPIN,2026-07-30,2421.2,2368.1,2474.8,2201.75,True,False,9.97,False,False,
2026-07-31,M&M,2026-07-31,3398.5,3179.0,3457.0,3335.49,True,True,1.89,False,False,
2026-07-31,MAHABANK,2026-07-30,79.26,79.1,82.29,68.39,True,False,15.89,False,False,
2026-07-31,MAHSEAMLES,2026-07-30,572.55,567.0,585.0,580.84,False,True,-1.43,False,False,
2026-07-31,MANAPPURAM,2026-07-30,368.35,354.65,381.55,295.39,True,False,24.7,False,False,
2026-07-31,MANKIND,2026-07-31,2469.6,2422.0,2642.0,2276.23,True,True,8.5,False,False,
2026-07-31,MANYAVAR,2026-07-30,417.7,397.2,434.8,488.66,False,True,-14.52,False,False,
2026-07-31,MAPMYINDIA,2026-07-30,1184.75,1121.05,1222.35,1257.43,False,True,-5.78,False,False,
2026-07-31,MARICO,2026-07-30,885.35,848.12,889.1,769.88,True,False,15.0,False,False,
2026-07-31,MARUTI,2026-07-30,14188.0,13501.0,14250.0,14622.89,False,True,-2.97,False,False,
2026-07-31,MASTEK,2026-07-30,1930.2,1700.2,1945.7,1843.92,True,True,4.68,False,False,
2026-07-31,MAXHEALTH,2026-07-31,1098.5,1085.4,1135.9,1058.99,True,True,3.73,False,False,
2026-07-31,MAZDOCK,2026-07-31,2381.8,2270.1,2401.8,2509.05,False,True,-5.07,False,False,
2026-07-31,MCX,2026-07-31,2692.2,2662.5,2777.9,2444.22,True,False,10.15,False,False,
2026-07-31,MEDANTA,2026-07-30,1416.4,1370.3,1438.0,1197.88,True,False,18.24,False,False,
2026-07-31,METROPOLIS,2026-07-30,585.2,574.95,609.05,494.99,True,False,18.22,False,False,
2026-07-31,MFSL,2026-07-30,1510.8,1488.2,1532.6,1637.46,False,True,-7.74,False,False,
2026-07-31,MGL,2026-07-30,1118.5,1069.0,1167.0,1127.68,False,True,-0.81,False,False,
2026-07-31,MINDACORP,2026-07-30,706.9,676.05,710.9,584.01,True,False,21.04,False,False,
2026-07-31,MMTC,2026-07-30,60.09,59.9,62.69,63.75,False,True,-5.74,False,False,
2026-07-31,MOTHERSON,2026-07-31,150.75,143.86,152.4,123.42,True,False,22.15,False,False,
2026-07-31,MOTILALOFS,2026-07-31,851.95,835.1,882.55,853.43,False,True,-0.17,False,False,
2026-07-31,MPHASIS,2026-07-30,2346.7,2316.4,2472.0,2436.13,False,True,-3.67,False,False,
2026-07-31,MRF,2026-07-30,134860.0,131005.0,135550.0,140325.49,False,True,-3.89,False,False,
2026-07-31,MRPL,2026-07-31,169.94,159.0,174.21,163.03,True,True,4.24,False,False,
2026-07-31,MSUMI,2026-07-30,41.05,40.02,42.0,42.04,False,True,-2.36,False,False,
2026-07-31,MUTHOOTFIN,2026-07-31,3119.6,2968.0,3144.8,3398.77,False,True,-8.21,False,False,
2026-07-31,NAM-INDIA,2026-07-30,1146.9,1119.2,1176.8,953.69,True,False,20.26,False,False,
2026-07-31,NATCOPHARM,2026-07-31,917.0,913.0,947.85,934.59,False,True,-1.88,False,False,
2026-07-31,NAUKRI,2026-07-30,1244.05,1171.45,1268.9,1154.64,True,True,7.74,False,False,
2026-07-31,NAVA,2026-07-30,553.15,547.0,578.55,588.06,False,True,-5.94,False,False,
2026-07-31,NAVINFLUOR,2026-07-30,7386.5,7368.0,7749.0,6350.74,True,False,16.31,False,False,
2026-07-31,NBCC,2026-07-31,94.8,93.09,95.95,101.87,False,True,-6.94,False,False,
2026-07-31,NCC,2026-07-30,140.91,137.29,143.0,160.71,False,True,-12.32,False,False,
2026-07-31,NESTLEIND,2026-07-31,1509.6,1435.3,1532.6,1311.16,True,False,15.13,False,False,
2026-07-31,NETWEB,2026-07-31,4524.0,4129.4,4598.0,3738.16,True,False,21.02,False,False,
2026-07-31,NETWORK18,2026-07-30,29.29,28.62,29.5,37.65,False,True,-22.2,False,False,
2026-07-31,NEULANDLAB,2026-07-30,19202.0,18471.0,19815.0,15632.85,True,False,22.83,False,False,
2026-07-31,NEWGEN,2026-07-30,552.95,504.2,585.5,623.78,False,True,-11.36,False,False,
2026-07-31,NH,2026-07-30,2080.3,1965.1,2092.9,1836.57,True,True,13.27,False,False,
2026-07-31,NHPC,2026-07-31,78.73,77.25,80.04,78.47,True,True,0.33,False,False,
2026-07-31,NIACL,2026-07-31,173.62,161.76,174.33,161.77,True,True,7.33,False,False,
2026-07-31,NIVABUPA,2026-07-30,85.92,84.88,87.76,78.38,True,False,9.62,False,False,
2026-07-31,NLCINDIA,2026-07-30,291.9,291.0,304.2,279.08,True,True,4.59,False,False,
2026-07-31,NSLNISP,2026-07-31,43.02,41.6,43.4,42.25,True,True,1.83,False,False,
2026-07-31,NTPC,2026-07-31,347.25,341.15,353.0,355.67,False,True,-2.37,False,False,
2026-07-31,NTPCGREEN,2026-07-31,90.03,89.5,96.96,96.85,False,True,-7.04,False,False,
2026-07-31,NUVAMA,2026-07-30,1793.4,1757.0,2008.7,1455.09,True,False,23.25,False,False,
2026-07-31,NYKAA,2026-07-30,333.75,323.65,334.2,267.36,True,False,24.83,False,False,
2026-07-31,OBEROIRLTY,2026-07-30,1814.4,1803.3,1854.1,1652.66,True,False,9.79,False,False,
2026-07-31,OFSS,2026-07-31,11186.0,10665.0,11695.0,8395.75,True,False,33.23,False,False,
2026-07-31,OIL,2026-07-31,458.6,435.4,459.4,445.21,True,True,3.01,False,False,
2026-07-31,OLAELEC,2026-07-31,38.66,36.95,38.9,38.13,True,True,1.38,False,False,
2026-07-31,OLECTRA,2026-07-31,1324.2,1302.0,1355.0,1243.46,True,True,6.49,False,False,
2026-07-31,ONGC,2026-07-31,242.53,236.09,248.17,255.58,False,True,-5.11,False,False,
2026-07-31,PAGEIND,2026-07-30,41085.0,39750.0,41590.0,37006.65,True,False,11.02,False,False,
2026-07-31,PATANJALI,2026-07-30,356.35,340.85,361.8,494.65,False,True,-27.96,False,False,
2026-07-31,PAYTM,2026-07-31,1343.0,1270.1,1360.0,1197.26,True,True,12.17,False,False,
